REC_YEAR	ORG_CODE	SCHOOL	SAT_STU_GROUP_CODE	LABEL_STU	SAT_TAKEN	SAT_READ	SAT_WRITE	SAT_MATH	SORT
2011	03250000	03250505	F	Female	119	486	493	503	5
2011	03250000	03250505	M	Male	121	510	485	546	6
2011	03250000	03250505	AS	Asian	4				8
2011	03250000	03250505	BL	Black or Afr. Amer.	1				9
2011	03250000	03250505	HS	Hispanic	11	467	464	501	10
2011	03250000	03250505	MR	Multi-race, Non-Hisp.	3				11
2011	03250000	03250505	WH	White	221	500	492	525	13
2011	03250000	03250605	ALL	All Students	17	441	419	452	1
2011	03250000	03250605	LOWINC	Low Income	6				3
2011	03250000	03250605	SPED	Special Education	4				4
2011	03250000	03250605	F	Female	9				5
2011	03250000	03250605	M	Male	8				6
2011	03250000	03250605	HS	Hispanic	1				10
2011	03250000	03250605	WH	White	16	449	423	462	13
2011	03250000		ALL	All Students	257	495	485	519	1
2011	03250000		LOWINC	Low Income	30	453	454	488	3
2011	03250000		SPED	Special Education	11	413	395	407	4
2011	03250000		F	Female	128	483	488	497	5
2011	03250000		M	Male	129	506	481	541	6
2011	03250000		AS	Asian	4				8
2011	03250000		BL	Black or Afr. Amer.	1				9
2011	03250000		HS	Hispanic	12	454	454	484	10
2011	03250000		MR	Multi-race, Non-Hisp.	3				11
2011	03250000		WH	White	237	497	488	520	13
2011	03260000	03260505	ALL	All Students	374	569	565	592	1
2011	03260000	03260505	LOWINC	Low Income	10	497	505	530	3
2011	03260000	03260505	SPED	Special Education	20	446	445	474	4
2011	03260000	03260505	F	Female	187	574	583	582	5
2011	03260000	03260505	M	Male	187	564	547	601	6
2011	03260000	03260505	AS	Asian	52	628	637	674	8
2011	03260000	03260505	HS	Hispanic	4				10
2011	03260000	03260505	MR	Multi-race, Non-Hisp.	8				11
2011	03260000	03260505	WH	White	310	561	556	580	13
2011	03260000		ALL	All Students	374	569	565	592	1
2011	03260000		LOWINC	Low Income	10	497	505	530	3
2011	03260000		SPED	Special Education	20	446	445	474	4
2011	03260000		F	Female	187	574	583	582	5
2011	03260000		M	Male	187	564	547	601	6
2011	03260000		AS	Asian	52	628	637	674	8
2011	03260000		HS	Hispanic	4				10
2011	03260000		MR	Multi-race, Non-Hisp.	8				11
2011	03260000		WH	White	310	561	556	580	13
2011	03300000	03300505	ALL	All Students	165	597	603	618	1
2011	03300000	03300505	LEP	Lim. English Prof.	2				2
2011	03300000	03300505	LOWINC	Low Income	6				3
2011	03300000	03300505	SPED	Special Education	27	500	483	502	4
2011	03300000	03300505	F	Female	83	567	587	573	5
2011	03300000	03300505	M	Male	82	627	620	663	6
2011	03300000	03300505	AI	Amer. Ind. or Alaska Nat.	1				7
2011	03300000	03300505	AS	Asian	24	600	579	631	8
2011	03300000	03300505	BL	Black or Afr. Amer.	5				9
2011	03300000	03300505	HS	Hispanic	3				10
2011	03300000	03300505	MR	Multi-race, Non-Hisp.	6				11
2011	03300000	03300505	WH	White	126	601	615	623	13
2011	03300000		ALL	All Students	165	597	603	618	1
2011	03300000		LEP	Lim. English Prof.	2				2
2011	03300000		LOWINC	Low Income	6				3
2011	03300000		SPED	Special Education	27	500	483	502	4
2011	03300000		F	Female	83	567	587	573	5
2011	03300000		M	Male	82	627	620	663	6
2011	03300000		AI	Amer. Ind. or Alaska Nat.	1				7
2011	03300000		AS	Asian	24	600	579	631	8
2011	03300000		BL	Black or Afr. Amer.	5				9
2011	03300000		HS	Hispanic	3				10
2011	03300000		MR	Multi-race, Non-Hisp.	6				11
2011	03300000		WH	White	126	601	615	623	13
2011	03310000	03310505	ALL	All Students	80	510	476	508	1
2011	03310000	03310505	LOWINC	Low Income	7				3
2011	03310000	03310505	F	Female	37	496	482	475	5
2011	03310000	03310505	M	Male	43	523	470	536	6
2011	03310000	03310505	AS	Asian	1				8
2011	03310000	03310505	HS	Hispanic	2				10
2011	03310000	03310505	MR	Multi-race, Non-Hisp.	1				11
2011	03310000	03310505	WH	White	76	510	477	507	13
2011	03310000		ALL	All Students	80	510	476	508	1
2011	03310000		LOWINC	Low Income	7				3
2011	03310000		F	Female	37	496	482	475	5
2011	03310000		M	Male	43	523	470	536	6
2011	03310000		AS	Asian	1				8
2011	03310000		HS	Hispanic	2				10
2011	03310000		MR	Multi-race, Non-Hisp.	1				11
2011	03310000		WH	White	76	510	477	507	13
2011	03320000	03320505	ALL	All Students	168	489	475	509	1
2011	03320000	03320505	LEP	Lim. English Prof.	3				2
2011	03320000	03320505	LOWINC	Low Income	30	419	413	460	3
2011	03320000	03320505	SPED	Special Education	6				4
2011	03320000	03320505	F	Female	85	489	493	491	5
2011	03320000	03320505	M	Male	83	489	456	528	6
2011	03320000	03320505	AS	Asian	10	431	390	491	8
2011	03320000	03320505	BL	Black or Afr. Amer.	10	470	468	487	9
2011	03320000	03320505	HS	Hispanic	12	466	463	438	10
2011	03320000	03320505	MR	Multi-race, Non-Hisp.	1				11
2011	03320000	03320505	WH	White	135	497	484	519	13
2011	03320000		ALL	All Students	169	489	475	509	1
2011	03320000		LEP	Lim. English Prof.	3				2
2011	03320000		LOWINC	Low Income	30	419	413	460	3
2011	03320000		SPED	Special Education	7				4
2011	03320000		F	Female	86	488	493	491	5
2011	03320000		M	Male	83	489	456	528	6
2011	03320000		AS	Asian	10	431	390	491	8
2011	03320000		BL	Black or Afr. Amer.	10	470	468	487	9
2011	03320000		HS	Hispanic	12	466	463	438	10
2011	03320000		MR	Multi-race, Non-Hisp.	1				11
2011	03320000		WH	White	136	497	483	518	13
2011	03350000	03350505	ALL	All Students	210	559	553	577	1
2011	03350000	03350505	LEP	Lim. English Prof.	1				2
2011	03350000	03350505	LOWINC	Low Income	8				3
2011	03350000	03350505	SPED	Special Education	34	464	458	481	4
2011	03350000	03350505	F	Female	101	554	557	558	5
2011	03350000	03350505	M	Male	109	563	549	595	6
2011	03350000	03350505	AS	Asian	8				8
2011	03350000	03350505	BL	Black or Afr. Amer.	6				9
2011	03350000	03350505	HS	Hispanic	4				10
2011	03350000	03350505	WH	White	192	563	558	582	13
2011	03350000		ALL	All Students	211	559	553	577	1
2011	03350000		LEP	Lim. English Prof.	1				2
2011	03350000		LOWINC	Low Income	8				3
2011	03350000		SPED	Special Education	35	468	460	484	4
2011	03350000		F	Female	101	554	557	558	5
2011	03350000		M	Male	110	564	549	595	6
2011	03350000		AS	Asian	8				8
2011	03350000		BL	Black or Afr. Amer.	6				9
2011	03350000		HS	Hispanic	4				10
2011	03350000		WH	White	193	563	558	582	13
2011	03360000	03360505	ALL	All Students	341	502	487	502	1
2011	03360000	03360505	LOWINC	Low Income	64	474	454	468	3
2011	03360000	03360505	SPED	Special Education	13	366	368	359	4
2011	03360000	03360505	F	Female	172	492	485	475	5
2011	03360000	03360505	M	Male	169	511	489	530	6
2011	03360000	03360505	AI	Amer. Ind. or Alaska Nat.	1				7
2011	03360000	03360505	AS	Asian	12	520	509	553	8
2011	03360000	03360505	BL	Black or Afr. Amer.	13	459	426	438	9
2011	03360000	03360505	HS	Hispanic	8				10
2011	03360000	03360505	MR	Multi-race, Non-Hisp.	1				11
2011	03360000	03360505	WH	White	306	504	491	506	13
2011	03360000		ALL	All Students	343	501	487	502	1
2011	03360000		LOWINC	Low Income	64	474	454	468	3
2011	03360000		SPED	Special Education	15	369	387	373	4
2011	03360000		F	Female	172	492	485	475	5
2011	03360000		M	Male	171	510	490	529	6
2011	03360000		AI	Amer. Ind. or Alaska Nat.	1				7
2011	03360000		AS	Asian	12	520	509	553	8
2011	03360000		BL	Black or Afr. Amer.	13	459	426	438	9
2011	03360000		HS	Hispanic	8				10
2011	03360000		MR	Multi-race, Non-Hisp.	1				11
2011	03360000		WH	White	308	503	491	505	13
2011	03420000	03420505	ALL	All Students	220	507	503	524	1
2011	03420000	03420505	LEP	Lim. English Prof.	1				2
2011	03420000	03420505	LOWINC	Low Income	13	447	436	472	3
2011	03420000	03420505	SPED	Special Education	18	394	393	418	4
2011	03420000	03420505	F	Female	123	515	517	522	5
2011	03420000	03420505	M	Male	97	497	487	526	6
2011	03420000	03420505	AS	Asian	7				8
2011	03420000	03420505	BL	Black or Afr. Amer.	3				9
2011	03420000	03420505	MR	Multi-race, Non-Hisp.	3				11
2011	03420000	03420505	WH	White	207	511	507	525	13
2011	03420000		ALL	All Students	220	507	503	524	1
2011	03420000		LEP	Lim. English Prof.	1				2
2011	03420000		LOWINC	Low Income	13	447	436	472	3
2011	03420000		SPED	Special Education	18	394	393	418	4
2011	03420000		F	Female	123	515	517	522	5
2011	03420000		M	Male	97	497	487	526	6
2011	03420000		AS	Asian	7				8
2011	03420000		BL	Black or Afr. Amer.	3				9
2011	03420000		MR	Multi-race, Non-Hisp.	3				11
2011	03420000		WH	White	207	511	507	525	13
2011	03430000	03430505	ALL	All Students	29	505	472	493	1
2011	03430000	03430505	LOWINC	Low Income	6				3
2011	03430000	03430505	SPED	Special Education	1				4
2011	03430000	03430505	F	Female	17	479	454	459	5
2011	03430000	03430505	M	Male	12	542	498	542	6
2011	03430000	03430505	HS	Hispanic	2				10
2011	03430000	03430505	WH	White	27	517	479	503	13
2011	03430000		ALL	All Students	29	505	472	493	1
2011	03430000		LOWINC	Low Income	6				3
2011	03430000		SPED	Special Education	1				4
2011	03430000		F	Female	17	479	454	459	5
2011	03430000		M	Male	12	542	498	542	6
2011	03430000		HS	Hispanic	2				10
2011	03430000		WH	White	27	517	479	503	13
2011	03440000	03440505	ALL	All Students	260	582	597	612	1
2011	03440000	03440505	LEP	Lim. English Prof.	3				2
2011	03440000	03440505	LOWINC	Low Income	12	489	499	523	3
2011	03440000	03440505	SPED	Special Education	32	465	470	468	4
2011	03440000	03440505	F	Female	124	587	613	608	5
2011	03440000	03440505	M	Male	136	579	582	616	6
2011	03440000	03440505	AS	Asian	23	611	621	666	8
2011	03440000	03440505	BL	Black or Afr. Amer.	3				9
2011	03440000	03440505	HS	Hispanic	8				10
2011	03440000	03440505	MR	Multi-race, Non-Hisp.	4				11
2011	03440000	03440505	WH	White	222	579	596	606	13
2011	03440000		ALL	All Students	260	582	597	612	1
2011	03440000		LEP	Lim. English Prof.	3				2
2011	03440000		LOWINC	Low Income	12	489	499	523	3
2011	03440000		SPED	Special Education	32	465	470	468	4
2011	03440000		F	Female	124	587	613	608	5
2011	03440000		M	Male	136	579	582	616	6
2011	03440000		AS	Asian	23	611	621	666	8
2011	03440000		BL	Black or Afr. Amer.	3				9
2011	03440000		HS	Hispanic	8				10
2011	03440000		MR	Multi-race, Non-Hisp.	4				11
2011	03440000		WH	White	222	579	596	606	13
2011	03460000	03460505	ALL	All Students	118	459	464	480	1
2011	03460000	03460505	LEP	Lim. English Prof.	1				2
2011	03460000	03460505	LOWINC	Low Income	27	407	409	440	3
2011	03460000	03460505	SPED	Special Education	16	361	367	341	4
2011	03460000	03460505	F	Female	67	473	486	489	5
2011	03460000	03460505	M	Male	51	441	436	468	6
2011	03460000	03460505	BL	Black or Afr. Amer.	5				9
2011	03460000	03460505	HS	Hispanic	6				10
2011	03460000	03460505	WH	White	107	465	469	487	13
2011	03460000		ALL	All Students	118	459	464	480	1
2011	03460000		LEP	Lim. English Prof.	1				2
2011	03460000		LOWINC	Low Income	27	407	409	440	3
2011	03460000		SPED	Special Education	16	361	367	341	4
2011	03460000		F	Female	67	473	486	489	5
2011	03460000		M	Male	51	441	436	468	6
2011	03460000		BL	Black or Afr. Amer.	5				9
2011	03460000		HS	Hispanic	6				10
2011	03460000		WH	White	107	465	469	487	13
2011	03470000	03470505	ALL	All Students	278	473	476	498	1
2011	03470000	03470505	LEP	Lim. English Prof.	1				2
2011	03470000	03470505	LOWINC	Low Income	54	411	417	437	3
2011	03470000	03470505	SPED	Special Education	22	387	386	399	4
2011	03470000	03470505	F	Female	151	463	478	476	5
2011	03470000	03470505	M	Male	127	486	474	524	6
2011	03470000	03470505	AS	Asian	17	484	475	561	8
2011	03470000	03470505	BL	Black or Afr. Amer.	16	364	385	398	9
2011	03470000	03470505	HS	Hispanic	14	471	479	454	10
2011	03470000	03470505	MR	Multi-race, Non-Hisp.	1				11
2011	03470000	03470505	HP	Nat. Haw. or Pac. Isl.	1				12
2011	03470000	03470505	WH	White	229	481	482	503	13
2011	03470000		ALL	All Students	278	473	476	498	1
2011	03470000		LEP	Lim. English Prof.	1				2
2011	03470000		LOWINC	Low Income	54	411	417	437	3
2011	03470000		SPED	Special Education	22	387	386	399	4
2011	03470000		F	Female	151	463	478	476	5
2011	03470000		M	Male	127	486	474	524	6
2011	03470000		AS	Asian	17	484	475	561	8
2011	03470000		BL	Black or Afr. Amer.	16	364	385	398	9
2011	03470000		HS	Hispanic	14	471	479	454	10
2011	03470000		MR	Multi-race, Non-Hisp.	1				11
2011	03470000		HP	Nat. Haw. or Pac. Isl.	1				12
2011	03470000		WH	White	229	481	482	503	13
2011	03480000	03480285	ALL	All Students	37	458	455	490	1
2011	03480000	03480285	LEP	Lim. English Prof.	2				2
2011	03480000	03480285	LOWINC	Low Income	23	424	433	477	3
2011	03480000	03480285	SPED	Special Education	3				4
2011	03480000	03480285	F	Female	21	454	448	464	5
2011	03480000	03480285	M	Male	16	463	465	524	6
2011	03480000	03480285	AS	Asian	8				8
2011	03480000	03480285	BL	Black or Afr. Amer.	4				9
2011	03480000	03480285	HS	Hispanic	15	443	433	451	10
2011	03480000	03480285	WH	White	10	511	488	516	13
2011	03480000	03480350	ALL	All Students	38	413	411	418	1
2011	03480000	03480350	LEP	Lim. English Prof.	2				2
2011	03480000	03480350	LOWINC	Low Income	27	405	401	407	3
2011	03480000	03480350	SPED	Special Education	7				4
2011	03480000	03480350	F	Female	20	407	408	405	5
2011	03480000	03480350	M	Male	18	421	414	432	6
2011	03480000	03480350	AS	Asian	5				8
2011	03480000	03480350	BL	Black or Afr. Amer.	2				9
2011	03480000	03480350	HS	Hispanic	20	406	380	403	10
2011	03480000	03480350	WH	White	11	426	455	441	13
2011	03480000	03480503	ALL	All Students	146	457	449	453	1
2011	03480000	03480503	LEP	Lim. English Prof.	11	330	330	351	2
2011	03480000	03480503	LOWINC	Low Income	59	403	398	402	3
2011	03480000	03480503	SPED	Special Education	9				4
2011	03480000	03480503	F	Female	100	456	453	444	5
2011	03480000	03480503	M	Male	46	458	442	475	6
2011	03480000	03480503	AS	Asian	7				8
2011	03480000	03480503	BL	Black or Afr. Amer.	34	408	402	414	9
2011	03480000	03480503	HS	Hispanic	24	398	400	381	10
2011	03480000	03480503	WH	White	81	493	483	490	13
2011	03480000	03480512	ALL	All Students	237	462	449	474	1
2011	03480000	03480512	LEP	Lim. English Prof.	24	326	335	383	2
2011	03480000	03480512	LOWINC	Low Income	96	404	397	426	3
2011	03480000	03480512	SPED	Special Education	12	371	338	381	4
2011	03480000	03480512	F	Female	115	467	462	464	5
2011	03480000	03480512	M	Male	122	457	436	483	6
2011	03480000	03480512	AI	Amer. Ind. or Alaska Nat.	2				7
2011	03480000	03480512	AS	Asian	25	439	432	493	8
2011	03480000	03480512	BL	Black or Afr. Amer.	41	412	398	418	9
2011	03480000	03480512	HS	Hispanic	31	394	382	394	10
2011	03480000	03480512	MR	Multi-race, Non-Hisp.	3				11
2011	03480000	03480512	WH	White	135	502	488	509	13
2011	03480000	03480515	ALL	All Students	108	421	398	441	1
2011	03480000	03480515	LEP	Lim. English Prof.	19	335	346	383	2
2011	03480000	03480515	LOWINC	Low Income	81	408	394	437	3
2011	03480000	03480515	SPED	Special Education	6				4
2011	03480000	03480515	F	Female	69	419	395	429	5
2011	03480000	03480515	M	Male	39	424	403	463	6
2011	03480000	03480515	AS	Asian	19	437	436	530	8
2011	03480000	03480515	BL	Black or Afr. Amer.	34	396	377	406	9
2011	03480000	03480515	HS	Hispanic	24	409	400	415	10
2011	03480000	03480515	MR	Multi-race, Non-Hisp.	3				11
2011	03480000	03480515	WH	White	28	448	398	446	13
2011	03480000	03480520	ALL	All Students	156	424	419	446	1
2011	03480000	03480520	LEP	Lim. English Prof.	17	305	303	321	2
2011	03480000	03480520	LOWINC	Low Income	108	410	408	439	3
2011	03480000	03480520	SPED	Special Education	6				4
2011	03480000	03480520	F	Female	79	424	428	432	5
2011	03480000	03480520	M	Male	77	423	410	461	6
2011	03480000	03480520	AI	Amer. Ind. or Alaska Nat.	1				7
2011	03480000	03480520	AS	Asian	28	451	441	519	8
2011	03480000	03480520	BL	Black or Afr. Amer.	36	371	370	365	9
2011	03480000	03480520	HS	Hispanic	44	388	388	399	10
2011	03480000	03480520	MR	Multi-race, Non-Hisp.	1				11
2011	03480000	03480520	WH	White	46	483	475	510	13
2011	03480000	03480605	ALL	All Students	214	421	400	430	1
2011	03480000	03480605	LEP	Lim. English Prof.	3				2
2011	03480000	03480605	LOWINC	Low Income	125	419	391	419	3
2011	03480000	03480605	SPED	Special Education	18	302	307	343	4
2011	03480000	03480605	F	Female	118	404	396	403	5
2011	03480000	03480605	M	Male	96	441	405	464	6
2011	03480000	03480605	AS	Asian	15	462	439	484	8
2011	03480000	03480605	BL	Black or Afr. Amer.	33	393	385	395	9
2011	03480000	03480605	HS	Hispanic	62	412	381	416	10
2011	03480000	03480605	MR	Multi-race, Non-Hisp.	4				11
2011	03480000	03480605	WH	White	100	431	412	445	13
2011	03480000		ALL	All Students	936	438	426	451	1
2011	03480000		LEP	Lim. English Prof.	78	324	328	359	2
2011	03480000		LOWINC	Low Income	519	411	399	427	3
2011	03480000		SPED	Special Education	61	344	329	361	4
2011	03480000		F	Female	522	435	429	435	5
2011	03480000		M	Male	414	443	422	471	6
2011	03480000		AI	Amer. Ind. or Alaska Nat.	3				7
2011	03480000		AS	Asian	107	449	440	505	8
2011	03480000		BL	Black or Afr. Amer.	184	396	388	401	9
2011	03480000		HS	Hispanic	220	404	390	407	10
2011	03480000		MR	Multi-race, Non-Hisp.	11	375	358	371	11
2011	03480000		WH	White	411	475	460	484	13
2011	04060000	04060705	ALL	All Students	11	471	405	453	1
2011	04060000	04060705	LOWINC	Low Income	1				3
2011	04060000	04060705	SPED	Special Education	1				4
2011	04060000	04060705	F	Female	4				5
2011	04060000	04060705	M	Male	7				6
2011	04060000	04060705	WH	White	11	471	405	453	13
2011	04060000		ALL	All Students	11	471	405	453	1
2011	04060000		LOWINC	Low Income	1				3
2011	04060000		SPED	Special Education	1				4
2011	04060000		F	Female	4				5
2011	04060000		M	Male	7				6
2011	04060000		WH	White	11	471	405	453	13
2011	04120000	04120530	ALL	All Students	30	484	483	492	1
2011	04120000	04120530	LOWINC	Low Income	15	499	499	506	3
2011	04120000	04120530	SPED	Special Education	7				4
2011	04120000	04120530	F	Female	16	473	479	473	5
2011	04120000	04120530	M	Male	14	496	488	514	6
2011	04120000	04120530	AS	Asian	2				8
2011	04120000	04120530	BL	Black or Afr. Amer.	16	478	473	469	9
2011	04120000	04120530	HS	Hispanic	3				10
2011	04120000	04120530	MR	Multi-race, Non-Hisp.	1				11
2011	04120000	04120530	WH	White	8				13
2011	04120000		ALL	All Students	30	484	483	492	1
2011	04120000		LOWINC	Low Income	15	499	499	506	3
2011	04120000		SPED	Special Education	7				4
2011	04120000		F	Female	16	473	479	473	5
2011	04120000		M	Male	14	496	488	514	6
2011	04120000		AS	Asian	2				8
2011	04120000		BL	Black or Afr. Amer.	16	478	473	469	9
2011	04120000		HS	Hispanic	3				10
2011	04120000		MR	Multi-race, Non-Hisp.	1				11
2011	04120000		WH	White	8				13
2011	04130000	04130505	ALL	All Students	24	581	576	538	1
2011	04130000	04130505	LOWINC	Low Income	4				3
2011	04130000	04130505	SPED	Special Education	1				4
2011	04130000	04130505	F	Female	12	562	580	500	5
2011	04130000	04130505	M	Male	12	600	573	577	6
2011	04130000	04130505	MR	Multi-race, Non-Hisp.	1				11
2011	04130000	04130505	WH	White	23	587	580	544	13
2011	04130000		ALL	All Students	24	581	576	538	1
2011	04130000		LOWINC	Low Income	4				3
2011	04130000		SPED	Special Education	1				4
2011	04130000		F	Female	12	562	580	500	5
2011	04130000		M	Male	12	600	573	577	6
2011	04130000		MR	Multi-race, Non-Hisp.	1				11
2011	04130000		WH	White	23	587	580	544	13
2011	04140000	04140305	ALL	All Students	10	540	521	461	1
2011	04140000	04140305	LOWINC	Low Income	2				3
2011	04140000	04140305	F	Female	7				5
2011	04140000	04140305	M	Male	3				6
2011	04140000	04140305	WH	White	10	540	521	461	13
2011	04140000		ALL	All Students	10	540	521	461	1
2011	04140000		LOWINC	Low Income	2				3
2011	04140000		F	Female	7				5
2011	04140000		M	Male	3				6
2011	04140000		WH	White	10	540	521	461	13
2011	04150000	04150505	ALL	All Students	2				1
2011	04150000	04150505	LOWINC	Low Income	2				3
2011	04150000	04150505	F	Female	1				5
2011	04150000	04150505	M	Male	1				6
2011	04150000	04150505	WH	White	2				13
2011	04150000		ALL	All Students	2				1
2011	04150000		LOWINC	Low Income	2				3
2011	04150000		F	Female	1				5
2011	04150000		M	Male	1				6
2011	04150000		WH	White	2				13
2011	04160000	04160305	ALL	All Students	15	503	476	557	1
2011	04160000	04160305	LOWINC	Low Income	11	511	491	575	3
2011	04160000	04160305	SPED	Special Education	1				4
2011	04160000	04160305	F	Female	10	519	466	536	5
2011	04160000	04160305	M	Male	5				6
2011	04160000	04160305	BL	Black or Afr. Amer.	13	510	476	561	9
2011	04160000	04160305	HS	Hispanic	1				10
2011	04160000	04160305	WH	White	1				13
2011	04160000		ALL	All Students	15	503	476	557	1
2011	04160000		LOWINC	Low Income	11	511	491	575	3
2011	04160000		SPED	Special Education	1				4
2011	04160000		F	Female	10	519	466	536	5
2011	04160000		M	Male	5				6
2011	04160000		BL	Black or Afr. Amer.	13	510	476	561	9
2011	04160000		HS	Hispanic	1				10
2011	04160000		WH	White	1				13
2011	04240000	04240505	ALL	All Students	25	425	390	401	1
2011	04240000	04240505	LOWINC	Low Income	25	425	390	401	3
2011	04240000	04240505	SPED	Special Education	2				4
2011	04240000	04240505	F	Female	14	417	389	376	5
2011	04240000	04240505	M	Male	11	435	392	432	6
2011	04240000	04240505	AS	Asian	2				8
2011	04240000	04240505	BL	Black or Afr. Amer.	13	378	357	356	9
2011	04240000	04240505	HS	Hispanic	5				10
2011	04240000	04240505	MR	Multi-race, Non-Hisp.	1				11
2011	04240000	04240505	WH	White	4				13
2011	04240000		ALL	All Students	25	425	390	401	1
2011	04240000		LOWINC	Low Income	25	425	390	401	3
2011	04240000		SPED	Special Education	2				4
2011	04240000		F	Female	14	417	389	376	5
2011	04240000		M	Male	11	435	392	432	6
2011	04240000		AS	Asian	2				8
2011	04240000		BL	Black or Afr. Amer.	13	378	357	356	9
2011	04240000		HS	Hispanic	5				10
2011	04240000		MR	Multi-race, Non-Hisp.	1				11
2011	04240000		WH	White	4				13
2011	04300000	04300305	ALL	All Students	58	585	578	623	1
2011	04300000	04300305	LEP	Lim. English Prof.	2				2
2011	04300000	04300305	LOWINC	Low Income	4				3
2011	04300000	04300305	SPED	Special Education	5				4
2011	04300000	04300305	F	Female	28	565	574	595	5
2011	04300000	04300305	M	Male	30	603	582	649	6
2011	04300000	04300305	AS	Asian	3				8
2011	04300000	04300305	HS	Hispanic	1				10
2011	04300000	04300305	MR	Multi-race, Non-Hisp.	4				11
2011	04300000	04300305	WH	White	50	593	587	630	13
2011	04300000		ALL	All Students	58	585	578	623	1
2011	04300000		LEP	Lim. English Prof.	2				2
2011	04300000		LOWINC	Low Income	4				3
2011	04300000		SPED	Special Education	5				4
2011	04300000		F	Female	28	565	574	595	5
2011	04300000		M	Male	30	603	582	649	6
2011	04300000		AS	Asian	3				8
2011	04300000		HS	Hispanic	1				10
2011	04300000		MR	Multi-race, Non-Hisp.	4				11
2011	04300000		WH	White	50	593	587	630	13
2011	04350000	04350305	ALL	All Students	36	560	564	555	1
2011	04350000	04350305	LOWINC	Low Income	1				3
2011	04350000	04350305	SPED	Special Education	6				4
2011	04350000	04350305	F	Female	21	567	579	540	5
2011	04350000	04350305	M	Male	15	551	543	576	6
2011	04350000	04350305	AS	Asian	1				8
2011	04350000	04350305	HS	Hispanic	3				10
2011	04350000	04350305	MR	Multi-race, Non-Hisp.	1				11
2011	04350000	04350305	WH	White	31	578	577	566	13
2011	04350000		ALL	All Students	36	560	564	555	1
2011	04350000		LOWINC	Low Income	1				3
2011	04350000		SPED	Special Education	6				4
2011	04350000		F	Female	21	567	579	540	5
2011	04350000		M	Male	15	551	543	576	6
2011	04350000		AS	Asian	1				8
2011	04350000		HS	Hispanic	3				10
2011	04350000		MR	Multi-race, Non-Hisp.	1				11
2011	04350000		WH	White	31	578	577	566	13
2011	04360000	04360305	ALL	All Students	24	438	455	460	1
2011	04360000	04360305	LEP	Lim. English Prof.	1				2
2011	04360000	04360305	LOWINC	Low Income	10	397	424	462	3
2011	04360000	04360305	SPED	Special Education	3				4
2011	04360000	04360305	F	Female	15	411	428	455	5
2011	04360000	04360305	M	Male	9				6
2011	04360000	04360305	AS	Asian	1				8
2011	04360000	04360305	BL	Black or Afr. Amer.	17	418	445	459	9
2011	04360000	04360305	HS	Hispanic	4				10
2011	04360000	04360305	WH	White	2				13
2011	04360000		ALL	All Students	24	438	455	460	1
2011	04360000		LEP	Lim. English Prof.	1				2
2011	04360000		LOWINC	Low Income	10	397	424	462	3
2011	04360000		SPED	Special Education	3				4
2011	04360000		F	Female	15	411	428	455	5
2011	04360000		M	Male	9				6
2011	04360000		AS	Asian	1				8
2011	04360000		BL	Black or Afr. Amer.	17	418	445	459	9
2011	04360000		HS	Hispanic	4				10
2011	04360000		WH	White	2				13
2011	04370000	04370505	ALL	All Students	44	411	428	458	1
2011	04370000	04370505	LOWINC	Low Income	30	402	415	456	3
2011	04370000	04370505	SPED	Special Education	6				4
2011	04370000	04370505	F	Female	28	414	435	456	5
2011	04370000	04370505	M	Male	16	408	416	463	6
2011	04370000	04370505	BL	Black or Afr. Amer.	30	412	433	447	9
2011	04370000	04370505	HS	Hispanic	10	410	418	492	10
2011	04370000	04370505	MR	Multi-race, Non-Hisp.	3				11
2011	04370000	04370505	WH	White	1				13
2011	04370000		ALL	All Students	44	411	428	458	1
2011	04370000		LOWINC	Low Income	30	402	415	456	3
2011	04370000		SPED	Special Education	6				4
2011	04370000		F	Female	28	414	435	456	5
2011	04370000		M	Male	16	408	416	463	6
2011	04370000		BL	Black or Afr. Amer.	30	412	433	447	9
2011	04370000		HS	Hispanic	10	410	418	492	10
2011	04370000		MR	Multi-race, Non-Hisp.	3				11
2011	04370000		WH	White	1				13
2011	04380000	04380505	ALL	All Students	20	403	401	422	1
2011	04380000	04380505	LEP	Lim. English Prof.	1				2
2011	04380000	04380505	LOWINC	Low Income	17	410	401	414	3
2011	04380000	04380505	SPED	Special Education	2				4
2011	04380000	04380505	F	Female	13	402	410	419	5
2011	04380000	04380505	M	Male	7				6
2011	04380000	04380505	BL	Black or Afr. Amer.	17	418	414	439	9
2011	04380000	04380505	HS	Hispanic	3				10
2011	04380000		ALL	All Students	20	403	401	422	1
2011	04380000		LEP	Lim. English Prof.	1				2
2011	04380000		LOWINC	Low Income	17	410	401	414	3
2011	04380000		SPED	Special Education	2				4
2011	04380000		F	Female	13	402	410	419	5
2011	04380000		M	Male	7				6
2011	04380000		BL	Black or Afr. Amer.	17	418	414	439	9
2011	04380000		HS	Hispanic	3				10
2011	04410000	04410505	ALL	All Students	119	466	459	484	1
2011	04410000	04410505	LOWINC	Low Income	36	425	427	451	3
2011	04410000	04410505	SPED	Special Education	12	344	346	378	4
2011	04410000	04410505	F	Female	73	452	456	464	5
2011	04410000	04410505	M	Male	46	490	463	514	6
2011	04410000	04410505	AS	Asian	2				8
2011	04410000	04410505	BL	Black or Afr. Amer.	46	447	444	464	9
2011	04410000	04410505	HS	Hispanic	26	460	455	469	10
