Year,Org_code,DistrictName,SchoolName,Subject,Group,sadv_num,sadv_per,spro_num,spro_per,sni_num,sni_per,swf_num,swf_per,stotal
2012,02950000,Tewksbury,District,BIO,Male,30,25,62,51,25,21,4,3,121
2012,02950000,Tewksbury,District,BIO,Female,37,32,49,42,29,25,2,2,117
2012,02950000,Tewksbury,District,BIO,"High Needs",1,2,20,40,24,48,5,10,50
2012,02950000,Tewksbury,District,BIO,White,64,28,105,46,53,23,6,3,228
2012,02950000,Tewksbury,District,BIO,"Students with Disabilities",0,0,7,25,17,61,4,14,28
2012,02950000,Tewksbury,District,BIO,"Non-Title I",67,28,111,47,54,23,6,3,238
2012,02950505,Tewksbury,"Tewksbury Memorial High",BIO,"All Students",66,28,108,47,53,23,5,2,232
2012,02950505,Tewksbury,"Tewksbury Memorial High",BIO,"Non-Low Income",65,32,94,46,43,21,3,1,205
2012,02950505,Tewksbury,"Tewksbury Memorial High",BIO,"Low Income",1,4,14,52,10,37,2,7,27
2012,02950505,Tewksbury,"Tewksbury Memorial High",BIO,Male,29,25,59,50,25,21,4,3,117
2012,02950505,Tewksbury,"Tewksbury Memorial High",BIO,Female,37,32,49,43,28,24,1,1,115
2012,02950505,Tewksbury,"Tewksbury Memorial High",BIO,"High Needs",1,2,17,38,23,51,4,9,45
2012,02950505,Tewksbury,"Tewksbury Memorial High",BIO,White,64,29,102,46,52,23,5,2,223
2012,02950505,Tewksbury,"Tewksbury Memorial High",BIO,"Students with Disabilities",0,0,4,17,16,70,3,13,23
2012,02950505,Tewksbury,"Tewksbury Memorial High",BIO,"Non-Title I",66,28,108,47,53,23,5,2,232
2012,03010000,Tyngsborough,District,BIO,"All Students",47,32,85,59,10,7,3,2,145
2012,03010000,Tyngsborough,District,BIO,"Non-Low Income",44,33,81,60,9,7,1,1,135
2012,03010000,Tyngsborough,District,BIO,"Low Income",3,30,4,40,1,10,2,20,10
2012,03010000,Tyngsborough,District,BIO,Male,23,33,39,57,5,7,2,3,69
2012,03010000,Tyngsborough,District,BIO,Female,24,32,46,61,5,7,1,1,76
2012,03010000,Tyngsborough,District,BIO,"High Needs",4,16,13,52,6,24,2,8,25
2012,03010000,Tyngsborough,District,BIO,White,45,34,77,58,8,6,2,2,132
2012,03010000,Tyngsborough,District,BIO,"Students with Disabilities",1,5,10,53,6,32,2,11,19
2012,03010000,Tyngsborough,District,BIO,"Non-Title I",47,32,85,59,10,7,3,2,145
2012,03010505,Tyngsborough,"Tyngsborough High School",BIO,"All Students",47,34,83,60,8,6,1,1,139
2012,03010505,Tyngsborough,"Tyngsborough High School",BIO,"Non-Low Income",44,34,79,60,7,5,1,1,131
2012,03010505,Tyngsborough,"Tyngsborough High School",BIO,Male,23,35,38,58,3,5,1,2,65
2012,03010505,Tyngsborough,"Tyngsborough High School",BIO,Female,24,32,45,61,5,7,0,0,74
2012,03010505,Tyngsborough,"Tyngsborough High School",BIO,"High Needs",4,19,12,57,5,24,0,0,21
2012,03010505,Tyngsborough,"Tyngsborough High School",BIO,White,45,35,76,59,6,5,1,1,128
2012,03010505,Tyngsborough,"Tyngsborough High School",BIO,"Students with Disabilities",1,7,9,60,5,33,0,0,15
2012,03010505,Tyngsborough,"Tyngsborough High School",BIO,"Non-Title I",47,34,83,60,8,6,1,1,139
2012,03040000,Uxbridge,District,PHY,"All Students",6,27,9,41,5,23,2,9,22
2012,03040000,Uxbridge,District,PHY,"Non-Low Income",5,26,9,47,4,21,1,5,19
2012,03040000,Uxbridge,District,PHY,Male,5,42,2,17,4,33,1,8,12
2012,03040000,Uxbridge,District,PHY,Female,1,10,7,70,1,10,1,10,10
2012,03040000,Uxbridge,District,PHY,White,5,26,7,37,5,26,2,11,19
2012,03040000,Uxbridge,District,PHY,"Non-Title I",6,27,9,41,5,23,2,9,22
2012,03040000,Uxbridge,District,TEC,"All Students",10,13,52,67,13,17,3,4,78
2012,03040000,Uxbridge,District,TEC,"Non-Low Income",9,15,41,69,8,14,1,2,59
2012,03040000,Uxbridge,District,TEC,"Low Income",1,5,11,58,5,26,2,11,19
2012,03040000,Uxbridge,District,TEC,Male,6,13,32,71,5,11,2,4,45
2012,03040000,Uxbridge,District,TEC,Female,4,12,20,61,8,24,1,3,33
2012,03040000,Uxbridge,District,TEC,"High Needs",1,4,16,59,7,26,3,11,27
2012,03040000,Uxbridge,District,TEC,White,9,13,46,68,11,16,2,3,68
2012,03040000,Uxbridge,District,TEC,"Students with Disabilities",0,0,5,38,6,46,2,15,13
2012,03040000,Uxbridge,District,TEC,"Non-Title I",10,13,52,67,13,17,3,4,78
2012,03040505,Uxbridge,"Uxbridge High",PHY,"All Students",6,27,9,41,5,23,2,9,22
2012,03040505,Uxbridge,"Uxbridge High",PHY,"Non-Low Income",5,26,9,47,4,21,1,5,19
2012,03040505,Uxbridge,"Uxbridge High",PHY,Male,5,42,2,17,4,33,1,8,12
2012,03040505,Uxbridge,"Uxbridge High",PHY,Female,1,10,7,70,1,10,1,10,10
2012,03040505,Uxbridge,"Uxbridge High",PHY,White,5,26,7,37,5,26,2,11,19
2012,03040505,Uxbridge,"Uxbridge High",PHY,"Non-Title I",6,27,9,41,5,23,2,9,22
2012,03040505,Uxbridge,"Uxbridge High",TEC,"All Students",10,13,51,67,13,17,2,3,76
2012,03040505,Uxbridge,"Uxbridge High",TEC,"Non-Low Income",9,16,40,70,8,14,0,0,57
2012,03040505,Uxbridge,"Uxbridge High",TEC,"Low Income",1,5,11,58,5,26,2,11,19
2012,03040505,Uxbridge,"Uxbridge High",TEC,Male,6,14,31,72,5,12,1,2,43
2012,03040505,Uxbridge,"Uxbridge High",TEC,Female,4,12,20,61,8,24,1,3,33
2012,03040505,Uxbridge,"Uxbridge High",TEC,"High Needs",1,4,16,62,7,27,2,8,26
2012,03040505,Uxbridge,"Uxbridge High",TEC,White,9,14,45,68,11,17,1,2,66
2012,03040505,Uxbridge,"Uxbridge High",TEC,"Students with Disabilities",0,0,5,42,6,50,1,8,12
2012,03040505,Uxbridge,"Uxbridge High",TEC,"Non-Title I",10,13,51,67,13,17,2,3,76
2012,03050000,Wakefield,District,BIO,"All Students",64,27,130,54,40,17,6,3,240
2012,03050000,Wakefield,District,BIO,"Non-Low Income",60,29,114,54,33,16,3,1,210
2012,03050000,Wakefield,District,BIO,"Low Income",4,13,16,53,7,23,3,10,30
2012,03050000,Wakefield,District,BIO,Male,33,27,66,55,20,17,2,2,121
2012,03050000,Wakefield,District,BIO,Female,31,26,64,54,20,17,4,3,119
2012,03050000,Wakefield,District,BIO,"High Needs",5,9,23,42,22,40,5,9,55
2012,03050000,Wakefield,District,BIO,White,60,27,124,55,36,16,6,3,226
2012,03050000,Wakefield,District,BIO,"Students with Disabilities",1,3,8,27,17,57,4,13,30
2012,03050000,Wakefield,District,BIO,"Non-Title I",64,27,130,54,40,17,6,3,240
2012,03050505,Wakefield,"Wakefield Memorial High",BIO,"All Students",64,27,128,54,37,16,6,3,235
2012,03050505,Wakefield,"Wakefield Memorial High",BIO,"Non-Low Income",60,29,112,54,31,15,3,1,206
2012,03050505,Wakefield,"Wakefield Memorial High",BIO,"Low Income",4,14,16,55,6,21,3,10,29
2012,03050505,Wakefield,"Wakefield Memorial High",BIO,Male,33,28,65,56,17,15,2,2,117
2012,03050505,Wakefield,"Wakefield Memorial High",BIO,Female,31,26,63,53,20,17,4,3,118
2012,03050505,Wakefield,"Wakefield Memorial High",BIO,"High Needs",5,10,23,44,19,37,5,10,52
2012,03050505,Wakefield,"Wakefield Memorial High",BIO,White,60,27,123,55,33,15,6,3,222
2012,03050505,Wakefield,"Wakefield Memorial High",BIO,"Students with Disabilities",1,4,8,29,15,54,4,14,28
2012,03050505,Wakefield,"Wakefield Memorial High",BIO,"Non-Title I",64,27,128,54,37,16,6,3,235
2012,03070000,Walpole,District,BIO,"All Students",125,45,114,41,28,10,8,3,275
2012,03070000,Walpole,District,BIO,"Non-Low Income",119,50,97,41,16,7,5,2,237
2012,03070000,Walpole,District,BIO,"Low Income",6,16,17,45,12,32,3,8,38
2012,03070000,Walpole,District,BIO,Male,47,40,55,47,13,11,2,2,117
2012,03070000,Walpole,District,BIO,Female,78,49,59,37,15,9,6,4,158
2012,03070000,Walpole,District,BIO,"High Needs",6,11,23,41,19,34,8,14,56
2012,03070000,Walpole,District,BIO,"African American",2,14,4,29,6,43,2,14,14
2012,03070000,Walpole,District,BIO,Asian,7,70,3,30,0,0,0,0,10
2012,03070000,Walpole,District,BIO,Hispanic/Latino,4,40,4,40,2,20,0,0,10
2012,03070000,Walpole,District,BIO,White,111,46,103,43,20,8,6,3,240
2012,03070000,Walpole,District,BIO,"Students with Disabilities",0,0,8,27,14,47,8,27,30
2012,03070000,Walpole,District,BIO,"Non-Title I",125,45,114,41,28,10,8,3,275
2012,03070000,Walpole,District,TEC,"All Students",0,0,19,79,5,21,0,0,24
2012,03070000,Walpole,District,TEC,"Non-Low Income",0,0,15,79,4,21,0,0,19
2012,03070000,Walpole,District,TEC,Male,0,0,14,78,4,22,0,0,18
2012,03070000,Walpole,District,TEC,White,0,0,16,80,4,20,0,0,20
2012,03070000,Walpole,District,TEC,"Non-Title I",0,0,19,79,5,21,0,0,24
2012,03070505,Walpole,"Walpole High",BIO,"All Students",125,46,113,42,26,10,8,3,272
2012,03070505,Walpole,"Walpole High",BIO,"Non-Low Income",119,50,96,41,16,7,5,2,236
2012,03070505,Walpole,"Walpole High",BIO,"Low Income",6,17,17,47,10,28,3,8,36
2012,03070505,Walpole,"Walpole High",BIO,Male,47,41,54,47,12,10,2,2,115
2012,03070505,Walpole,"Walpole High",BIO,Female,78,50,59,38,14,9,6,4,157
2012,03070505,Walpole,"Walpole High",BIO,"High Needs",6,11,22,42,17,32,8,15,53
2012,03070505,Walpole,"Walpole High",BIO,"African American",2,14,4,29,6,43,2,14,14
2012,03070505,Walpole,"Walpole High",BIO,Asian,7,70,3,30,0,0,0,0,10
2012,03070505,Walpole,"Walpole High",BIO,White,111,47,102,43,19,8,6,3,238
2012,03070505,Walpole,"Walpole High",BIO,"Students with Disabilities",0,0,7,26,12,44,8,30,27
2012,03070505,Walpole,"Walpole High",BIO,"Non-Title I",125,46,113,42,26,10,8,3,272
2012,03070505,Walpole,"Walpole High",TEC,"All Students",0,0,19,79,5,21,0,0,24
2012,03070505,Walpole,"Walpole High",TEC,"Non-Low Income",0,0,15,79,4,21,0,0,19
2012,03070505,Walpole,"Walpole High",TEC,Male,0,0,14,78,4,22,0,0,18
2012,03070505,Walpole,"Walpole High",TEC,White,0,0,16,80,4,20,0,0,20
2012,03070505,Walpole,"Walpole High",TEC,"Non-Title I",0,0,19,79,5,21,0,0,24
2012,03080000,Waltham,District,BIO,"All Students",67,22,140,47,72,24,22,7,301
2012,03080000,Waltham,District,BIO,"Non-Low Income",53,27,106,55,27,14,7,4,193
2012,03080000,Waltham,District,BIO,"Low Income",14,13,34,31,45,42,15,14,108
2012,03080000,Waltham,District,BIO,Male,36,22,73,45,39,24,13,8,161
2012,03080000,Waltham,District,BIO,Female,31,22,67,48,33,24,9,6,140
2012,03080000,Waltham,District,BIO,"High Needs",16,11,45,32,58,41,22,16,141
2012,03080000,Waltham,District,BIO,"African American",2,7,12,41,13,45,2,7,29
2012,03080000,Waltham,District,BIO,Asian,8,38,10,48,2,10,1,5,21
2012,03080000,Waltham,District,BIO,Hispanic/Latino,8,11,29,40,25,34,11,15,73
2012,03080000,Waltham,District,BIO,White,46,28,84,51,27,16,8,5,165
2012,03080000,Waltham,District,BIO,"Multi-Race (non-Hispanic/Latino)",3,27,4,36,4,36,0,0,11
2012,03080000,Waltham,District,BIO,"ELL and Former ELL",1,6,2,13,9,56,4,25,16
2012,03080000,Waltham,District,BIO,"Students with Disabilities",1,2,16,27,24,41,18,31,59
2012,03080000,Waltham,District,BIO,"Non-Title I",67,22,140,47,72,24,22,7,301
2012,03080000,Waltham,District,CHE,"All Students",0,0,2,20,0,0,8,80,10
2012,03080000,Waltham,District,CHE,"Non-Title I",0,0,2,20,0,0,8,80,10
2012,03080000,Waltham,District,PHY,"All Students",19,95,1,5,0,0,0,0,20
2012,03080000,Waltham,District,PHY,"Non-Low Income",18,100,0,0,0,0,0,0,18
2012,03080000,Waltham,District,PHY,Female,12,100,0,0,0,0,0,0,12
2012,03080000,Waltham,District,PHY,White,18,100,0,0,0,0,0,0,18
2012,03080000,Waltham,District,PHY,"Non-Title I",19,95,1,5,0,0,0,0,20
2012,03080505,Waltham,"Waltham Sr High",BIO,"All Students",67,23,139,48,67,23,17,6,290
2012,03080505,Waltham,"Waltham Sr High",BIO,"Non-Low Income",53,28,105,55,26,14,6,3,190
2012,03080505,Waltham,"Waltham Sr High",BIO,"Low Income",14,14,34,34,41,41,11,11,100
2012,03080505,Waltham,"Waltham Sr High",BIO,Male,36,23,73,47,37,24,9,6,155
2012,03080505,Waltham,"Waltham Sr High",BIO,Female,31,23,66,49,30,22,8,6,135
2012,03080505,Waltham,"Waltham Sr High",BIO,"High Needs",16,12,45,34,54,41,17,13,132
2012,03080505,Waltham,"Waltham Sr High",BIO,"African American",2,8,12,46,10,38,2,8,26
2012,03080505,Waltham,"Waltham Sr High",BIO,Asian,8,40,10,50,2,10,0,0,20
2012,03080505,Waltham,"Waltham Sr High",BIO,Hispanic/Latino,8,11,29,41,24,34,10,14,71
2012,03080505,Waltham,"Waltham Sr High",BIO,White,46,29,83,52,26,16,5,3,160
2012,03080505,Waltham,"Waltham Sr High",BIO,"Multi-Race (non-Hispanic/Latino)",3,27,4,36,4,36,0,0,11
2012,03080505,Waltham,"Waltham Sr High",BIO,"ELL and Former ELL",1,7,2,14,8,57,3,21,14
2012,03080505,Waltham,"Waltham Sr High",BIO,"Students with Disabilities",1,2,16,31,22,42,13,25,52
2012,03080505,Waltham,"Waltham Sr High",BIO,"Non-Title I",67,23,139,48,67,23,17,6,290
2012,03080505,Waltham,"Waltham Sr High",PHY,"All Students",19,95,1,5,0,0,0,0,20
2012,03080505,Waltham,"Waltham Sr High",PHY,"Non-Low Income",18,100,0,0,0,0,0,0,18
2012,03080505,Waltham,"Waltham Sr High",PHY,Female,12,100,0,0,0,0,0,0,12
2012,03080505,Waltham,"Waltham Sr High",PHY,White,18,100,0,0,0,0,0,0,18
2012,03080505,Waltham,"Waltham Sr High",PHY,"Non-Title I",19,95,1,5,0,0,0,0,20
2012,03090000,Ware,District,BIO,"All Students",2,13,8,50,6,38,0,0,16
2012,03090000,Ware,District,BIO,"Low Income",2,18,3,27,6,55,0,0,11
2012,03090000,Ware,District,BIO,Female,2,18,5,45,4,36,0,0,11
2012,03090000,Ware,District,BIO,"High Needs",2,17,4,33,6,50,0,0,12
2012,03090000,Ware,District,BIO,White,1,9,6,55,4,36,0,0,11
2012,03090000,Ware,District,BIO,"Non-Title I",2,13,8,50,6,38,0,0,16
2012,03090505,Ware,"Ware Junior/Senior High School",BIO,"All Students",2,13,8,53,5,33,0,0,15
2012,03090505,Ware,"Ware Junior/Senior High School",BIO,"Low Income",2,20,3,30,5,50,0,0,10
2012,03090505,Ware,"Ware Junior/Senior High School",BIO,Female,2,20,5,50,3,30,0,0,10
2012,03090505,Ware,"Ware Junior/Senior High School",BIO,"High Needs",2,18,4,36,5,45,0,0,11
2012,03090505,Ware,"Ware Junior/Senior High School",BIO,White,1,10,6,60,3,30,0,0,10
2012,03090505,Ware,"Ware Junior/Senior High School",BIO,"Non-Title I",2,13,8,53,5,33,0,0,15
2012,03100000,Wareham,District,BIO,"All Students",7,11,36,56,10,16,11,17,64
2012,03100000,Wareham,District,BIO,"Non-Low Income",6,15,26,67,4,10,3,8,39
2012,03100000,Wareham,District,BIO,"Low Income",1,4,10,40,6,24,8,32,25
2012,03100000,Wareham,District,BIO,Male,4,20,7,35,3,15,6,30,20
2012,03100000,Wareham,District,BIO,Female,3,7,29,66,7,16,5,11,44
2012,03100000,Wareham,District,BIO,"High Needs",1,3,11,35,8,26,11,35,31
2012,03100000,Wareham,District,BIO,White,6,13,29,64,5,11,5,11,45
2012,03100000,Wareham,District,BIO,"Students with Disabilities",0,0,3,20,5,33,7,47,15
2012,03100000,Wareham,District,BIO,"Non-Title I",7,11,36,56,10,16,11,17,64
2012,03100000,Wareham,District,PHY,"All Students",1,1,33,27,69,56,21,17,124
2012,03100000,Wareham,District,PHY,"Non-Low Income",1,2,17,30,32,56,7,12,57
2012,03100000,Wareham,District,PHY,"Low Income",0,0,16,24,37,55,14,21,67
2012,03100000,Wareham,District,PHY,Male,1,1,18,24,43,57,14,18,76
2012,03100000,Wareham,District,PHY,Female,0,0,15,31,26,54,7,15,48
2012,03100000,Wareham,District,PHY,"High Needs",0,0,18,24,42,55,16,21,76
2012,03100000,Wareham,District,PHY,"African American",0,0,1,8,9,69,3,23,13
2012,03100000,Wareham,District,PHY,White,1,1,24,29,45,54,13,16,83
2012,03100000,Wareham,District,PHY,"Multi-Race (non-Hispanic/Latino)",0,0,7,35,11,55,2,10,20
2012,03100000,Wareham,District,PHY,"Students with Disabilities",0,0,3,12,15,60,7,28,25
2012,03100000,Wareham,District,PHY,"Non-Title I",1,1,33,27,69,56,21,17,124
2012,03100505,Wareham,"Wareham Senior High",BIO,"All Students",7,14,33,67,4,8,5,10,49
2012,03100505,Wareham,"Wareham Senior High",BIO,"Non-Low Income",6,17,24,69,3,9,2,6,35
2012,03100505,Wareham,"Wareham Senior High",BIO,"Low Income",1,7,9,64,1,7,3,21,14
2012,03100505,Wareham,"Wareham Senior High",BIO,Male,4,29,6,43,1,7,3,21,14
2012,03100505,Wareham,"Wareham Senior High",BIO,Female,3,9,27,77,3,9,2,6,35
2012,03100505,Wareham,"Wareham Senior High",BIO,"High Needs",1,6,9,53,2,12,5,29,17
2012,03100505,Wareham,"Wareham Senior High",BIO,White,6,16,27,73,2,5,2,5,37
2012,03100505,Wareham,"Wareham Senior High",BIO,"Non-Title I",7,14,33,67,4,8,5,10,49
2012,03100505,Wareham,"Wareham Senior High",PHY,"All Students",1,1,31,27,63,54,21,18,116
2012,03100505,Wareham,"Wareham Senior High",PHY,"Non-Low Income",1,2,17,32,28,53,7,13,53
2012,03100505,Wareham,"Wareham Senior High",PHY,"Low Income",0,0,14,22,35,56,14,22,63
2012,03100505,Wareham,"Wareham Senior High",PHY,Male,1,1,18,26,37,53,14,20,70
2012,03100505,Wareham,"Wareham Senior High",PHY,Female,0,0,13,28,26,57,7,15,46
2012,03100505,Wareham,"Wareham Senior High",PHY,"High Needs",0,0,16,22,40,56,16,22,72
2012,03100505,Wareham,"Wareham Senior High",PHY,"African American",0,0,1,8,8,67,3,25,12
2012,03100505,Wareham,"Wareham Senior High",PHY,White,1,1,22,28,42,54,13,17,78
2012,03100505,Wareham,"Wareham Senior High",PHY,"Multi-Race (non-Hispanic/Latino)",0,0,7,37,10,53,2,11,19
2012,03100505,Wareham,"Wareham Senior High",PHY,"Students with Disabilities",0,0,3,13,14,58,7,29,24
2012,03100505,Wareham,"Wareham Senior High",PHY,"Non-Title I",1,1,31,27,63,54,21,18,116
2012,03140000,Watertown,District,BIO,"All Students",5,4,80,58,39,28,14,10,138
2012,03140000,Watertown,District,BIO,"Non-Low Income",3,3,65,71,20,22,4,4,92
2012,03140000,Watertown,District,BIO,"Low Income",2,4,15,33,19,41,10,22,46
2012,03140000,Watertown,District,BIO,Male,3,4,43,58,17,23,11,15,74
2012,03140000,Watertown,District,BIO,Female,2,3,37,58,22,34,3,5,64
2012,03140000,Watertown,District,BIO,"High Needs",2,3,33,42,30,38,14,18,79
2012,03140000,Watertown,District,BIO,Asian,1,9,6,55,4,36,0,0,11
2012,03140000,Watertown,District,BIO,Hispanic/Latino,0,0,11,52,7,33,3,14,21
2012,03140000,Watertown,District,BIO,White,4,4,57,59,26,27,9,9,96
2012,03140000,Watertown,District,BIO,"English Language Learner (ELL)",0,0,3,18,8,47,6,35,17
2012,03140000,Watertown,District,BIO,"ELL and Former ELL",0,0,8,33,9,38,7,29,24
2012,03140000,Watertown,District,BIO,"Students with Disabilities",0,0,15,39,16,42,7,18,38
2012,03140000,Watertown,District,BIO,"Non-Title I",5,4,77,61,34,27,10,8,126
2012,03140000,Watertown,District,BIO,"Title I",0,0,3,25,5,42,4,33,12
2012,03140000,Watertown,District,PHY,"All Students",12,14,50,58,24,28,0,0,86
2012,03140000,Watertown,District,PHY,"Non-Low Income",12,17,42,59,17,24,0,0,71
2012,03140000,Watertown,District,PHY,"Low Income",0,0,8,53,7,47,0,0,15
2012,03140000,Watertown,District,PHY,Male,4,11,23,61,11,29,0,0,38
2012,03140000,Watertown,District,PHY,Female,8,17,27,56,13,27,0,0,48
2012,03140000,Watertown,District,PHY,"High Needs",0,0,9,50,9,50,0,0,18
2012,03140000,Watertown,District,PHY,White,11,16,42,60,17,24,0,0,70
2012,03140000,Watertown,District,PHY,"Non-Title I",12,14,49,58,23,27,0,0,84
2012,03140505,Watertown,"Watertown High",BIO,"All Students",5,4,76,59,34,27,13,10,128
2012,03140505,Watertown,"Watertown High",BIO,"Non-Low Income",3,4,61,72,17,20,4,5,85
2012,03140505,Watertown,"Watertown High",BIO,"Low Income",2,5,15,35,17,40,9,21,43
2012,03140505,Watertown,"Watertown High",BIO,Male,3,5,40,61,13,20,10,15,66
2012,03140505,Watertown,"Watertown High",BIO,Female,2,3,36,58,21,34,3,5,62
2012,03140505,Watertown,"Watertown High",BIO,"High Needs",2,3,29,42,25,36,13,19,69
2012,03140505,Watertown,"Watertown High",BIO,Hispanic/Latino,0,0,11,55,6,30,3,15,20
2012,03140505,Watertown,"Watertown High",BIO,White,4,4,54,60,24,27,8,9,90
2012,03140505,Watertown,"Watertown High",BIO,"English Language Learner (ELL)",0,0,3,21,6,43,5,36,14
2012,03140505,Watertown,"Watertown High",BIO,"ELL and Former ELL",0,0,8,38,7,33,6,29,21
2012,03140505,Watertown,"Watertown High",BIO,"Students with Disabilities",0,0,11,35,13,42,7,23,31
2012,03140505,Watertown,"Watertown High",BIO,"Non-Title I",5,4,73,63,29,25,9,8,116
2012,03140505,Watertown,"Watertown High",BIO,"Title I",0,0,3,25,5,42,4,33,12
2012,03140505,Watertown,"Watertown High",PHY,"All Students",12,14,49,58,23,27,0,0,84
2012,03140505,Watertown,"Watertown High",PHY,"Non-Low Income",12,17,42,59,17,24,0,0,71
2012,03140505,Watertown,"Watertown High",PHY,"Low Income",0,0,7,54,6,46,0,0,13
2012,03140505,Watertown,"Watertown High",PHY,Male,4,11,23,62,10,27,0,0,37
2012,03140505,Watertown,"Watertown High",PHY,Female,8,17,26,55,13,28,0,0,47
2012,03140505,Watertown,"Watertown High",PHY,"High Needs",0,0,8,50,8,50,0,0,16
2012,03140505,Watertown,"Watertown High",PHY,White,11,16,42,60,17,24,0,0,70
2012,03140505,Watertown,"Watertown High",PHY,"Non-Title I",12,15,48,59,22,27,0,0,82
2012,03150000,Wayland,District,BIO,"All Students",77,75,25,24,1,1,0,0,103
2012,03150000,Wayland,District,BIO,"Non-Low Income",76,75,25,25,1,1,0,0,102
2012,03150000,Wayland,District,BIO,Male,40,80,9,18,1,2,0,0,50
2012,03150000,Wayland,District,BIO,Female,37,70,16,30,0,0,0,0,53
2012,03150000,Wayland,District,BIO,Asian,13,76,4,24,0,0,0,0,17
2012,03150000,Wayland,District,BIO,White,58,73,20,25,1,1,0,0,79
2012,03150000,Wayland,District,BIO,"Non-Title I",77,75,25,24,1,1,0,0,103
2012,03150000,Wayland,District,PHY,"All Students",16,14,74,66,21,19,1,1,112
2012,03150000,Wayland,District,PHY,"Non-Low Income",15,16,65,68,16,17,0,0,96
2012,03150000,Wayland,District,PHY,"Low Income",1,6,9,56,5,31,1,6,16
2012,03150000,Wayland,District,PHY,Male,13,19,48,70,7,10,1,1,69
2012,03150000,Wayland,District,PHY,Female,3,7,26,60,14,33,0,0,43
2012,03150000,Wayland,District,PHY,"High Needs",5,9,31,55,19,34,1,2,56
2012,03150000,Wayland,District,PHY,White,13,15,61,69,15,17,0,0,89
2012,03150000,Wayland,District,PHY,"Students with Disabilities",5,10,27,54,17,34,1,2,50
2012,03150000,Wayland,District,PHY,"Non-Title I",16,14,74,66,21,19,1,1,112
2012,03150505,Wayland,"Wayland High School",BIO,"All Students",76,76,24,24,0,0,0,0,100
2012,03150505,Wayland,"Wayland High School",BIO,"Non-Low Income",75,76,24,24,0,0,0,0,99
2012,03150505,Wayland,"Wayland High School",BIO,Male,39,83,8,17,0,0,0,0,47
2012,03150505,Wayland,"Wayland High School",BIO,Female,37,70,16,30,0,0,0,0,53
2012,03150505,Wayland,"Wayland High School",BIO,Asian,13,76,4,24,0,0,0,0,17
2012,03150505,Wayland,"Wayland High School",BIO,White,57,75,19,25,0,0,0,0,76
2012,03150505,Wayland,"Wayland High School",BIO,"Non-Title I",76,76,24,24,0,0,0,0,100
2012,03150505,Wayland,"Wayland High School",PHY,"All Students",16,14,74,66,21,19,1,1,112
2012,03150505,Wayland,"Wayland High School",PHY,"Non-Low Income",15,16,65,68,16,17,0,0,96
2012,03150505,Wayland,"Wayland High School",PHY,"Low Income",1,6,9,56,5,31,1,6,16
2012,03150505,Wayland,"Wayland High School",PHY,Male,13,19,48,70,7,10,1,1,69
2012,03150505,Wayland,"Wayland High School",PHY,Female,3,7,26,60,14,33,0,0,43
2012,03150505,Wayland,"Wayland High School",PHY,"High Needs",5,9,31,55,19,34,1,2,56
2012,03150505,Wayland,"Wayland High School",PHY,White,13,15,61,69,15,17,0,0,89
2012,03150505,Wayland,"Wayland High School",PHY,"Students with Disabilities",5,10,27,54,17,34,1,2,50
2012,03150505,Wayland,"Wayland High School",PHY,"Non-Title I",16,14,74,66,21,19,1,1,112
2012,03160000,Webster,District,BIO,"All Students",1,5,6,32,3,16,9,47,19
2012,03160000,Webster,District,BIO,"Non-Low Income",1,9,4,36,2,18,4,36,11
2012,03160000,Webster,District,BIO,Male,1,6,6,38,2,13,7,44,16
2012,03160000,Webster,District,BIO,"High Needs",0,0,2,17,1,8,9,75,12
2012,03160000,Webster,District,BIO,White,1,6,5,31,3,19,7,44,16
2012,03160000,Webster,District,BIO,"Title I",1,6,6,38,3,19,6,38,16
2012,03160000,Webster,District,PHY,"All Students",11,9,44,38,41,35,21,18,117
2012,03160000,Webster,District,PHY,"Non-Low Income",10,17,25,42,23,38,2,3,60
2012,03160000,Webster,District,PHY,"Low Income",1,2,19,33,18,32,19,33,57
2012,03160000,Webster,District,PHY,Male,7,12,25,42,20,34,7,12,59
2012,03160000,Webster,District,PHY,Female,4,7,19,33,21,36,14,24,58
2012,03160000,Webster,District,PHY,"High Needs",1,2,19,31,22,36,19,31,61
2012,03160000,Webster,District,PHY,Hispanic/Latino,0,0,4,36,3,27,4,36,11
2012,03160000,Webster,District,PHY,White,11,12,38,42,29,32,13,14,91
2012,03160000,Webster,District,PHY,"Students with Disabilities",0,0,2,17,4,33,6,50,12
2012,03160000,Webster,District,PHY,"Title I",11,9,44,38,41,35,21,18,117
2012,03160505,Webster,"Bartlett Jr Sr High School",BIO,"All Students",1,10,3,30,0,0,6,60,10
2012,03160505,Webster,"Bartlett Jr Sr High School",BIO,"Title I",1,10,3,30,0,0,6,60,10
2012,03160505,Webster,"Bartlett Jr Sr High School",PHY,"All Students",10,9,43,39,39,35,19,17,111
2012,03160505,Webster,"Bartlett Jr Sr High School",PHY,"Non-Low Income",9,16,24,41,23,40,2,3,58
2012,03160505,Webster,"Bartlett Jr Sr High School",PHY,"Low Income",1,2,19,36,16,30,17,32,53
2012,03160505,Webster,"Bartlett Jr Sr High School",PHY,Male,7,12,25,44,19,33,6,11,57
2012,03160505,Webster,"Bartlett Jr Sr High School",PHY,Female,3,6,18,33,20,37,13,24,54
