Year,Org_code,DistrictName,SchoolName,Grade,Group,sort,e_enroll,e_standard,e_alt,e_abs,e_med,e_lep,e_afteroct,m_enroll,m_standard,m_alt,m_abs,m_med,m_lep,m_afteroct,s_enroll,s_standard,s_alt,s_abs,s_med,s_lep,s_afteroct,e_part_rate,m_part_rate,s_part_rate
2012,02150015,"North Brookfield","North Brookfield Elementary",03,White,09,35,33," "," "," "," ",2,35,33," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02150015,"North Brookfield","North Brookfield Elementary",04,"All Students",01,54,51,1," "," "," ",2,54,51,1," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02150015,"North Brookfield","North Brookfield Elementary",04,"Students with Disabilities",02,10,9,1," "," "," "," ",10,9,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02150015,"North Brookfield","North Brookfield Elementary",04,"Low Income",04,21,19," "," "," "," ",2,21,19," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02150015,"North Brookfield","North Brookfield Elementary",04,White,09,51,48,1," "," "," ",2,51,48,1," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02150015,"North Brookfield","North Brookfield Elementary",05,"All Students",01,51,50," "," "," "," ",1,51,50," "," "," "," ",1,51,49," "," ",1," ",1,100,100,98
2012,02150015,"North Brookfield","North Brookfield Elementary",05,"Low Income",04,18,18," "," "," "," "," ",18,18," "," "," "," "," ",18,18," "," "," "," "," ",100,100,100
2012,02150015,"North Brookfield","North Brookfield Elementary",05,White,09,48,47," "," "," "," ",1,48,47," "," "," "," ",1,48,47," "," "," "," ",1,100,100,100
2012,02150015,"North Brookfield","North Brookfield Elementary",06,"All Students",01,46,42,2," "," "," ",2,46,42,2," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02150015,"North Brookfield","North Brookfield Elementary",06,"Low Income",04,15,12,1," "," "," ",2,15,12,1," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02150015,"North Brookfield","North Brookfield Elementary",06,White,09,42,38,2," "," "," ",2,42,38,2," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02150505,"North Brookfield","North Brookfield High",07,"All Students",01,38,33," "," "," "," ",5,36,32," "," "," "," ",4," "," "," "," "," "," "," ",100,100," "
2012,02150505,"North Brookfield","North Brookfield High",07,"Low Income",04,13,10," "," "," "," ",3,11,9," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02150505,"North Brookfield","North Brookfield High",07,White,09,37,32," "," "," "," ",5,35,31," "," "," "," ",4," "," "," "," "," "," "," ",100,100," "
2012,02150505,"North Brookfield","North Brookfield High",08,"All Students",01,52,44," "," "," "," ",8,52,43," ",1," "," ",8,52,43," ",1," "," ",8,100,98,98
2012,02150505,"North Brookfield","North Brookfield High",08,"Low Income",04,24,19," "," "," "," ",5,24,18," ",1," "," ",5,24,18," ",1," "," ",5,100,96,96
2012,02150505,"North Brookfield","North Brookfield High",08,White,09,48,42," "," "," "," ",6,48,41," ",1," "," ",6,48,41," ",1," "," ",6,100,98,98
2012,02150505,"North Brookfield","North Brookfield High",10,"All Students",01,35,33," "," "," "," ",2,35,33," "," "," "," ",2,35,26," "," "," "," ",9,100,100,100
2012,02150505,"North Brookfield","North Brookfield High",10,White,09,35,33," "," "," "," ",2,35,33," "," "," "," ",2,35,26," "," "," "," ",9,100,100,100
2012,02170003,"North Reading","E Ethel Little School",03,"All Students",01,56,56," "," "," "," "," ",56,56," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02170003,"North Reading","E Ethel Little School",03,White,09,50,50," "," "," "," "," ",50,50," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02170003,"North Reading","E Ethel Little School",04,"All Students",01,66,64," "," "," "," ",2,66,64," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02170003,"North Reading","E Ethel Little School",04,"Students with Disabilities",02,11,11," "," "," "," "," ",11,11," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02170003,"North Reading","E Ethel Little School",04,White,09,63,61," "," "," "," ",2,63,61," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02170003,"North Reading","E Ethel Little School",05,"All Students",01,76,76," "," "," "," "," ",76,76," "," "," "," "," ",76,76," "," "," "," "," ",100,100,100
2012,02170003,"North Reading","E Ethel Little School",05,"Students with Disabilities",02,15,15," "," "," "," "," ",15,15," "," "," "," "," ",15,15," "," "," "," "," ",100,100,100
2012,02170003,"North Reading","E Ethel Little School",05,White,09,72,72," "," "," "," "," ",72,72," "," "," "," "," ",72,72," "," "," "," "," ",100,100,100
2012,02170005,"North Reading","L D Batchelder",03,"All Students",01,88,87,1," "," "," "," ",88,87,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02170005,"North Reading","L D Batchelder",03,"Students with Disabilities",02,19,18,1," "," "," "," ",19,18,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02170005,"North Reading","L D Batchelder",03,White,09,79,78,1," "," "," "," ",79,78,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02170005,"North Reading","L D Batchelder",04,"All Students",01,96,93," "," "," "," ",3,96,93," "," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2012,02170005,"North Reading","L D Batchelder",04,"Students with Disabilities",02,20,19," "," "," "," ",1,20,19," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,02170005,"North Reading","L D Batchelder",04,White,09,91,89," "," "," "," ",2,91,89," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02170005,"North Reading","L D Batchelder",05,"All Students",01,83,80,2," "," "," ",1,83,80,2," "," "," ",1,83,80,2," "," "," ",1,100,100,100
2012,02170005,"North Reading","L D Batchelder",05,"Students with Disabilities",02,16,14,2," "," "," "," ",16,14,2," "," "," "," ",16,14,2," "," "," "," ",100,100,100
2012,02170005,"North Reading","L D Batchelder",05,White,09,76,74,1," "," "," ",1,76,74,1," "," "," ",1,76,74,1," "," "," ",1,100,100,100
2012,02170010,"North Reading","J Turner Hood",03,"All Students",01,68,68," "," "," "," "," ",68,68," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02170010,"North Reading","J Turner Hood",03,"Students with Disabilities",02,12,12," "," "," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02170010,"North Reading","J Turner Hood",03,White,09,62,62," "," "," "," "," ",62,62," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02170010,"North Reading","J Turner Hood",04,"All Students",01,63,63," "," "," "," "," ",63,63," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02170010,"North Reading","J Turner Hood",04,"Students with Disabilities",02,19,19," "," "," "," "," ",19,19," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02170010,"North Reading","J Turner Hood",04,White,09,57,57," "," "," "," "," ",57,57," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02170010,"North Reading","J Turner Hood",05,"All Students",01,70,70," "," "," "," "," ",70,70," "," "," "," "," ",70,70," "," "," "," "," ",100,100,100
2012,02170010,"North Reading","J Turner Hood",05,"Students with Disabilities",02,14,14," "," "," "," "," ",14,14," "," "," "," "," ",14,14," "," "," "," "," ",100,100,100
2012,02170010,"North Reading","J Turner Hood",05,White,09,64,64," "," "," "," "," ",64,64," "," "," "," "," ",64,64," "," "," "," "," ",100,100,100
2012,02170305,"North Reading","North Reading Middle",06,"All Students",01,238,235,1," "," "," ",2,238,235,1," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02170305,"North Reading","North Reading Middle",06,"Students with Disabilities",02,40,38,1," "," "," ",1,40,38,1," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,02170305,"North Reading","North Reading Middle",06,"Low Income",04,21,20," "," "," "," ",1,21,20," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,02170305,"North Reading","North Reading Middle",06,Asian,06,13,13," "," "," "," "," ",13,13," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02170305,"North Reading","North Reading Middle",06,White,09,215,212,1," "," "," ",2,215,212,1," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02170305,"North Reading","North Reading Middle",07,"All Students",01,207,203,1," ",1," ",2,207,205," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02170305,"North Reading","North Reading Middle",07,"Students with Disabilities",02,28,26,1," ",1," "," ",28,28," "," "," "," "," "," "," "," "," "," "," "," ",96,100," "
2012,02170305,"North Reading","North Reading Middle",07,"Low Income",04,16,15," "," "," "," ",1,16,15," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,02170305,"North Reading","North Reading Middle",07,White,09,194,190,1," ",1," ",2,194,192," "," "," "," ",2," "," "," "," "," "," "," ",99,100," "
2012,02170305,"North Reading","North Reading Middle",08,"All Students",01,220,216,1,1," "," ",2,220,215,1," ",2," ",2,220,215,1," ",2," ",2,100,99,99
2012,02170305,"North Reading","North Reading Middle",08,"Students with Disabilities",02,33,30,1,1," "," ",1,33,29,1," ",2," ",1,33,29,1," ",2," ",1,97,94,94
2012,02170305,"North Reading","North Reading Middle",08,"Low Income",04,22,20," ",1," "," ",1,22,19," "," ",2," ",1,22,19," "," ",2," ",1,95,91,91
2012,02170305,"North Reading","North Reading Middle",08,White,09,207,203,1,1," "," ",2,207,202,1," ",2," ",2,207,202,1," ",2," ",2,100,99,99
2012,02170505,"North Reading","North Reading High",10,"All Students",01,189,184," ",1,3," ",1,189,187," "," ",1," ",1,189,183," "," "," "," ",6,98,99,100
2012,02170505,"North Reading","North Reading High",10,"Students with Disabilities",02,28,28," "," "," "," "," ",28,28," "," "," "," "," ",28,28," "," "," "," "," ",100,100,100
2012,02170505,"North Reading","North Reading High",10,"Low Income",04,21,21," "," "," "," "," ",21,21," "," "," "," "," ",21,21," "," "," "," "," ",100,100,100
2012,02170505,"North Reading","North Reading High",10,White,09,182,177," ",1,3," ",1,182,180," "," ",1," ",1,182,176," "," "," "," ",6,98,99,100
2012,02180010,Norton,"L G Nourse Elementary",03,"All Students",01,66,62,2," "," "," ",2,66,63,1," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02180010,Norton,"L G Nourse Elementary",03,"Students with Disabilities",02,18,16,2," "," "," "," ",18,17,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02180010,Norton,"L G Nourse Elementary",03,"Low Income",04,18,16,2," "," "," "," ",18,17,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02180010,Norton,"L G Nourse Elementary",03,White,09,61,57,2," "," "," ",2,61,58,1," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02180015,Norton,"J C Solmonese",03,"All Students",01,142,138,1," "," "," ",3,142,138,1," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2012,02180015,Norton,"J C Solmonese",03,"Students with Disabilities",02,33,32,1," "," "," "," ",33,32,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02180015,Norton,"J C Solmonese",03,"Low Income",04,30,27,1," "," "," ",2,30,27,1," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02180015,Norton,"J C Solmonese",03,White,09,134,131,1," "," "," ",2,134,131,1," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02180060,Norton,"Henri A. Yelle",04,"All Students",01,203,189,8,1,1," ",4,203,189,8," ",1," ",5," "," "," "," "," "," "," ",99,100," "
2012,02180060,Norton,"Henri A. Yelle",04,"Students with Disabilities",02,40,30,8," ",1," ",1,40,30,8," ",1," ",1," "," "," "," "," "," "," ",98,98," "
2012,02180060,Norton,"Henri A. Yelle",04,"Low Income",04,40,32,7," "," "," ",1,40,32,7," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,02180060,Norton,"Henri A. Yelle",04,White,09,191,178,7,1,1," ",4,191,178,7," ",1," ",5," "," "," "," "," "," "," ",99,99," "
2012,02180060,Norton,"Henri A. Yelle",05,"All Students",01,208,196,7," "," "," ",5,209,197,6," "," "," ",6,209,198,5," "," "," ",6,100,100,100
2012,02180060,Norton,"Henri A. Yelle",05,"Students with Disabilities",02,40,32,7," "," "," ",1,40,33,6," "," "," ",1,40,34,5," "," "," ",1,100,100,100
2012,02180060,Norton,"Henri A. Yelle",05,"Low Income",04,41,34,4," "," "," ",3,42,34,4," "," "," ",4,42,34,4," "," "," ",4,100,100,100
2012,02180060,Norton,"Henri A. Yelle",05,White,09,191,182,5," "," "," ",4,192,183,4," "," "," ",5,192,184,3," "," "," ",5,100,100,100
2012,02180305,Norton,"Norton Middle",06,"All Students",01,209,193,10," "," "," ",6,209,196,7," "," "," ",6," "," "," "," "," "," "," ",100,100," "
2012,02180305,Norton,"Norton Middle",06,"Students with Disabilities",02,46,35,10," "," "," ",1,46,38,7," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,02180305,Norton,"Norton Middle",06,"Low Income",04,37,29,5," "," "," ",3,37,32,2," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2012,02180305,Norton,"Norton Middle",06,White,09,198,184,9," "," "," ",5,198,186,7," "," "," ",5," "," "," "," "," "," "," ",100,100," "
2012,02180305,Norton,"Norton Middle",07,"All Students",01,234,226,5," ",1," ",2,234,226,5,1," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02180305,Norton,"Norton Middle",07,"Students with Disabilities",02,47,41,5," "," "," ",1,47,41,5," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,02180305,Norton,"Norton Middle",07,"Low Income",04,47,44,2," "," "," ",1,47,45,1," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,02180305,Norton,"Norton Middle",07,White,09,227,219,5," ",1," ",2,227,219,5,1," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02180305,Norton,"Norton Middle",08,"All Students",01,233,225,6," "," "," ",2,234,225,6," "," "," ",3,234,225,6," "," "," ",3,100,100,100
2012,02180305,Norton,"Norton Middle",08,"Students with Disabilities",02,48,42,6," "," "," "," ",49,42,6," "," "," ",1,49,42,6," "," "," ",1,100,100,100
2012,02180305,Norton,"Norton Middle",08,"Low Income",04,51,48,3," "," "," "," ",51,48,3," "," "," "," ",51,48,3," "," "," "," ",100,100,100
2012,02180305,Norton,"Norton Middle",08,White,09,223,216,6," "," "," ",1,224,216,6," "," "," ",2,224,216,6," "," "," ",2,100,100,100
2012,02180505,Norton,"Norton High",10,"All Students",01,192,179,2,9," "," ",2,192,177,2,11," "," ",2,196,179,2,7," "," ",8,95,94,96
2012,02180505,Norton,"Norton High",10,"Students with Disabilities",02,33,29,2,1," "," ",1,33,28,2,2," "," ",1,35,28,2,1," "," ",4,97,94,97
2012,02180505,Norton,"Norton High",10,"Low Income",04,34,29," ",4," "," ",1,34,29," ",4," "," ",1,34,29," ",3," "," ",2,88,88,91
2012,02180505,Norton,"Norton High",10,White,09,184,173,2,7," "," ",2,184,171,2,9," "," ",2,188,171,2,7," "," ",8,96,95,96
2012,02190005,Norwell,"Grace Farrar Cole",03,"All Students",01,74,73,1," "," "," "," ",74,73,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02190005,Norwell,"Grace Farrar Cole",03,White,09,67,66,1," "," "," "," ",67,66,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02190005,Norwell,"Grace Farrar Cole",04,"All Students",01,107,103,1,1,1," ",1,107,102,1,1,2," ",1," "," "," "," "," "," "," ",98,97," "
2012,02190005,Norwell,"Grace Farrar Cole",04,"Students with Disabilities",02,23,20,1,1," "," ",1,23,20,1,1," "," ",1," "," "," "," "," "," "," ",96,96," "
2012,02190005,Norwell,"Grace Farrar Cole",04,White,09,101,97,1,1,1," ",1,101,96,1,1,2," ",1," "," "," "," "," "," "," ",98,97," "
2012,02190005,Norwell,"Grace Farrar Cole",05,"All Students",01,98,95,1," ",1," ",1,97,95,1," ",1," "," ",97,95,1," ",1," "," ",99,99,99
2012,02190005,Norwell,"Grace Farrar Cole",05,"Students with Disabilities",02,10,8,1," ",1," "," ",10,8,1," ",1," "," ",10,8,1," ",1," "," ",90,90,90
2012,02190005,Norwell,"Grace Farrar Cole",05,White,09,94,91,1," ",1," ",1,93,91,1," ",1," "," ",93,91,1," ",1," "," ",99,99,99
2012,02190020,Norwell,"William G Vinal",03,"All Students",01,89,88,1," "," "," "," ",89,88,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02190020,Norwell,"William G Vinal",03,"Students with Disabilities",02,14,13,1," "," "," "," ",14,13,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02190020,Norwell,"William G Vinal",03,White,09,84,83,1," "," "," "," ",84,83,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02190020,Norwell,"William G Vinal",04,"All Students",01,103,102," "," ",1," "," ",103,101," "," ",2," "," "," "," "," "," "," "," "," ",99,98," "
2012,02190020,Norwell,"William G Vinal",04,"Students with Disabilities",02,11,10," "," ",1," "," ",11,11," "," "," "," "," "," "," "," "," "," "," "," ",91,100," "
2012,02190020,Norwell,"William G Vinal",04,White,09,99,99," "," "," "," "," ",99,97," "," ",2," "," "," "," "," "," "," "," "," ",100,98," "
2012,02190020,Norwell,"William G Vinal",05,"All Students",01,105,102,1," ",1," ",1,105,103,1," "," "," ",1,105,103,1," "," "," ",1,99,100,100
2012,02190020,Norwell,"William G Vinal",05,"Students with Disabilities",02,20,18,1," ",1," "," ",20,19,1," "," "," "," ",20,19,1," "," "," "," ",95,100,100
2012,02190020,Norwell,"William G Vinal",05,White,09,102,100,1," ",1," "," ",102,101,1," "," "," "," ",102,101,1," "," "," "," ",99,100,100
2012,02190405,Norwell,"Norwell Middle School",06,"All Students",01,188,185," "," ",3," "," ",188,187," "," ",1," "," "," "," "," "," "," "," "," ",98,99," "
2012,02190405,Norwell,"Norwell Middle School",06,"Students with Disabilities",02,26,25," "," ",1," "," ",26,26," "," "," "," "," "," "," "," "," "," "," "," ",96,100," "
2012,02190405,Norwell,"Norwell Middle School",06,"Low Income",04,10,10," "," "," "," "," ",10,10," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02190405,Norwell,"Norwell Middle School",06,White,09,178,175," "," ",3," "," ",178,177," "," ",1," "," "," "," "," "," "," "," "," ",98,99," "
2012,02190405,Norwell,"Norwell Middle School",07,"All Students",01,209,206," ",1,1," ",1,209,206," ",1,1," ",1," "," "," "," "," "," "," ",99,99," "
2012,02190405,Norwell,"Norwell Middle School",07,"Students with Disabilities",02,37,34," ",1,1," ",1,37,34," ",1,1," ",1," "," "," "," "," "," "," ",95,95," "
2012,02190405,Norwell,"Norwell Middle School",07,"Low Income",04,12,11," "," "," "," ",1,11,11," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02190405,Norwell,"Norwell Middle School",07,White,09,204,201," ",1,1," ",1,203,201," ",1,1," "," "," "," "," "," "," "," "," ",99,99," "
2012,02190405,Norwell,"Norwell Middle School",08,"All Students",01,195,189,1,1,2," ",2,194,190,1,1,1," ",1,194,190,1,1,1," ",1,98,99,99
2012,02190405,Norwell,"Norwell Middle School",08,"Students with Disabilities",02,30,28,1,1," "," "," ",30,28,1,1," "," "," ",30,28,1,1," "," "," ",97,97,97
2012,02190405,Norwell,"Norwell Middle School",08,"Low Income",04,11,11," "," "," "," "," ",11,11," "," "," "," "," ",11,11," "," "," "," "," ",100,100,100
2012,02190405,Norwell,"Norwell Middle School",08,White,09,187,182,1," ",2," ",2,186,183,1," ",1," ",1,186,183,1," ",1," ",1,99,99,99
2012,02190505,Norwell,"Norwell High",10,"All Students",01,156,154," ",2," "," "," ",156,155," "," ",1," "," ",156,152," "," "," "," ",4,99,99,100
2012,02190505,Norwell,"Norwell High",10,"Students with Disabilities",02,25,25," "," "," "," "," ",25,25," "," "," "," "," ",25,25," "," "," "," "," ",100,100,100
2012,02190505,Norwell,"Norwell High",10,White,09,152,150," ",2," "," "," ",152,151," "," ",1," "," ",152,148," "," "," "," ",4,99,99,100
2012,02200005,Norwood,Balch,03,"All Students",01,55,49," "," "," "," ",6,55,48," ",1," "," ",6," "," "," "," "," "," "," ",100,98," "
2012,02200005,Norwood,Balch,03,"Low Income",04,23,17," "," "," "," ",6,23,17," "," "," "," ",6," "," "," "," "," "," "," ",100,100," "
2012,02200005,Norwood,Balch,03,White,09,40,39," "," "," "," ",1,40,38," ",1," "," ",1," "," "," "," "," "," "," ",100,98," "
2012,02200005,Norwood,Balch,04,"All Students",01,49,44," ",1," ",1,3,47,43," "," "," ",1,3," "," "," "," "," "," "," ",98,100," "
2012,02200005,Norwood,Balch,04,"Low Income",04,24,21," ",1," ",1,1,23,20," "," "," ",1,2," "," "," "," "," "," "," ",96,100," "
2012,02200005,Norwood,Balch,04,"African American",05,14,13," ",1," "," "," ",14,13," "," "," "," ",1," "," "," "," "," "," "," ",93,100," "
2012,02200005,Norwood,Balch,04,White,09,27,24," "," "," ",1,2,26,23," "," "," ",1,2," "," "," "," "," "," "," ",100,100," "
2012,02200005,Norwood,Balch,05,"All Students",01,53,49," "," "," "," ",4,53,49," "," "," "," ",4,53,49," "," "," "," ",4,100,100,100
2012,02200005,Norwood,Balch,05,"Students with Disabilities",02,10,9," "," "," "," ",1,10,9," "," "," "," ",1,10,9," "," "," "," ",1,100,100,100
2012,02200005,Norwood,Balch,05,"Low Income",04,16,13," "," "," "," ",3,16,13," "," "," "," ",3,16,13," "," "," "," ",3,100,100,100
2012,02200005,Norwood,Balch,05,White,09,38,36," "," "," "," ",2,38,36," "," "," "," ",2,38,36," "," "," "," ",2,100,100,100
2012,02200010,Norwood,"Cornelius M Callahan",03,"All Students",01,29,29," "," "," "," "," ",29,28," "," ",1," "," "," "," "," "," "," "," "," ",100,97," "
2012,02200010,Norwood,"Cornelius M Callahan",03,White,09,23,23," "," "," "," "," ",23,23," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02200010,Norwood,"Cornelius M Callahan",04,"All Students",01,53,51," "," "," "," ",2,53,51," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02200010,Norwood,"Cornelius M Callahan",04,"Students with Disabilities",02,13,11," "," "," "," ",2,13,11," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02200010,Norwood,"Cornelius M Callahan",04,"ELL and Former ELL",03,11,10," "," "," "," ",1,11,10," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,02200010,Norwood,"Cornelius M Callahan",04,"Low Income",04,20,18," "," "," "," ",2,20,18," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02200010,Norwood,"Cornelius M Callahan",04,Hispanic/Latino,07,10,9," "," "," "," ",1,10,9," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,02200010,Norwood,"Cornelius M Callahan",04,White,09,35,35," "," "," "," "," ",35,35," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02200010,Norwood,"Cornelius M Callahan",05,"All Students",01,33,33," "," "," "," "," ",33,33," "," "," "," "," ",33,33," "," "," "," "," ",100,100,100
2012,02200010,Norwood,"Cornelius M Callahan",05,"Low Income",04,12,12," "," "," "," "," ",12,12," "," "," "," "," ",12,12," "," "," "," "," ",100,100,100
2012,02200010,Norwood,"Cornelius M Callahan",05,White,09,25,25," "," "," "," "," ",25,25," "," "," "," "," ",25,25," "," "," "," "," ",100,100,100
2012,02200015,Norwood,"F A Cleveland",03,"All Students",01,72,69,1," "," "," ",2,71,68,1," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02200015,Norwood,"F A Cleveland",03,"Students with Disabilities",02,10,9,1," "," "," "," ",9," "," "," "," "," "," "," "," "," "," "," "," "," ",100," "," "
2012,02200015,Norwood,"F A Cleveland",03,"Low Income",04,12,11,1," "," "," "," ",11,10,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02200015,Norwood,"F A Cleveland",03,Asian,06,13,13," "," "," "," "," ",13,13," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02200015,Norwood,"F A Cleveland",03,White,09,55,52,1," "," "," ",2,55,52,1," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02200015,Norwood,"F A Cleveland",04,"All Students",01,68,65," "," "," "," ",3,68,65," "," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2012,02200015,Norwood,"F A Cleveland",04,"Low Income",04,13,12," "," "," "," ",1,13,12," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,02200015,Norwood,"F A Cleveland",04,White,09,49,48," "," "," "," ",1,49,48," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,02200015,Norwood,"F A Cleveland",05,"All Students",01,49,48," "," "," "," ",1,49,48," "," "," "," ",1,49,48," "," "," "," ",1,100,100,100
2012,02200015,Norwood,"F A Cleveland",05,"Students with Disabilities",02,11,11," "," "," "," "," ",11,11," "," "," "," "," ",11,11," "," "," "," "," ",100,100,100
2012,02200015,Norwood,"F A Cleveland",05,White,09,38,38," "," "," "," "," ",38,38," "," "," "," "," ",38,38," "," "," "," "," ",100,100,100
2012,02200020,Norwood,"John P Oldham",03,"All Students",01,54,49," "," "," "," ",5,54,49," "," "," "," ",5," "," "," "," "," "," "," ",100,100," "
2012,02200020,Norwood,"John P Oldham",03,"Students with Disabilities",02,10,8," "," "," "," ",2,10,8," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02200020,Norwood,"John P Oldham",03,"Low Income",04,18,16," "," "," "," ",2,18,16," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02200020,Norwood,"John P Oldham",03,White,09,39,37," "," "," "," ",2,39,37," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02200020,Norwood,"John P Oldham",04,"All Students",01,48,46," "," "," "," ",2,48,45," "," ",1," ",2," "," "," "," "," "," "," ",100,98," "
2012,02200020,Norwood,"John P Oldham",04,"Low Income",04,15,15," "," "," "," "," ",15,15," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02200020,Norwood,"John P Oldham",04,White,09,33,32," "," "," "," ",1,33,31," "," ",1," ",1," "," "," "," "," "," "," ",100,97," "
2012,02200020,Norwood,"John P Oldham",05,"All Students",01,42,40," "," "," "," ",2,43,40," "," "," "," ",3,43,40," "," "," "," ",3,100,100,100
2012,02200020,Norwood,"John P Oldham",05,"Students with Disabilities",02,18,17," "," "," "," ",1,18,17," "," "," "," ",1,18,17," "," "," "," ",1,100,100,100
2012,02200020,Norwood,"John P Oldham",05,"Low Income",04,16,16," "," "," "," "," ",16,16," "," "," "," "," ",16,16," "," "," "," "," ",100,100,100
2012,02200020,Norwood,"John P Oldham",05,White,09,32,32," "," "," "," "," ",32,32," "," "," "," "," ",32,32," "," "," "," "," ",100,100,100
2012,02200025,Norwood,"Charles J Prescott",03,"All Students",01,43,41," "," "," "," ",2,43,41," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02200025,Norwood,"Charles J Prescott",03,White,09,29,29," "," "," "," "," ",29,29," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02200025,Norwood,"Charles J Prescott",04,"All Students",01,50,49,1," "," "," "," ",50,48,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02200025,Norwood,"Charles J Prescott",04,"Low Income",04,13,12,1," "," "," "," ",13,12,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02200025,Norwood,"Charles J Prescott",04,White,09,29,29," "," "," "," "," ",29,28,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02200025,Norwood,"Charles J Prescott",05,"All Students",01,42,40," "," "," "," ",2,42,40," "," "," "," ",2,42,40," "," "," "," ",2,100,100,100
