adminyear,org_code,DistrictName,SchoolName,subject,group,sadv_num,sadv_per,spro_num,spro_per,sni_num,sni_per,swf_num,swf_per,stotal
2013,02810620,Springfield,"Putnam Vocational Technical High School",TEC,everELL,1,6,9,56,4,25,2,13,16
2013,02810620,Springfield,"Putnam Vocational Technical High School",TEC,"Title I",2,3,27,42,30,47,5,8,64
2013,02840505,Stoneham,"Stoneham High",BIO,"All Students",74,47,55,35,23,15,4,3,156
2013,02840505,Stoneham,"Stoneham High",BIO,"Non-Low Income",67,52,43,34,15,12,3,2,128
2013,02840505,Stoneham,"Stoneham High",BIO,"Low Income",7,25,12,43,8,29,1,4,28
2013,02840505,Stoneham,"Stoneham High",BIO,Male,26,44,20,34,11,19,2,3,59
2013,02840505,Stoneham,"Stoneham High",BIO,Female,48,49,35,36,12,12,2,2,97
2013,02840505,Stoneham,"Stoneham High",BIO,"High Needs",10,20,17,35,18,37,4,8,49
2013,02840505,Stoneham,"Stoneham High",BIO,Asian,5,50,3,30,2,20,0,0,10
2013,02840505,Stoneham,"Stoneham High",BIO,White,64,48,47,35,19,14,4,3,134
2013,02840505,Stoneham,"Stoneham High",BIO,everELL,5,45,4,36,2,18,0,0,11
2013,02840505,Stoneham,"Stoneham High",BIO,"Students with Disabilities",2,8,6,23,14,54,4,15,26
2013,02840505,Stoneham,"Stoneham High",BIO,"Non-Title I",74,47,55,35,23,15,4,3,156
2013,02850505,Stoughton,"Stoughton High",BIO,"All Students",84,38,107,48,26,12,7,3,224
2013,02850505,Stoughton,"Stoughton High",BIO,"Non-Low Income",63,43,67,46,13,9,3,2,146
2013,02850505,Stoughton,"Stoughton High",BIO,"Low Income",21,27,40,51,13,17,4,5,78
2013,02850505,Stoughton,"Stoughton High",BIO,Male,37,34,55,50,13,12,4,4,109
2013,02850505,Stoughton,"Stoughton High",BIO,Female,47,41,52,45,13,11,3,3,115
2013,02850505,Stoughton,"Stoughton High",BIO,"High Needs",21,24,44,50,17,19,6,7,88
2013,02850505,Stoughton,"Stoughton High",BIO,"African American",8,23,15,43,10,29,2,6,35
2013,02850505,Stoughton,"Stoughton High",BIO,Asian,5,42,5,42,2,17,0,0,12
2013,02850505,Stoughton,"Stoughton High",BIO,White,66,39,83,49,14,8,5,3,168
2013,02850505,Stoughton,"Stoughton High",BIO,everELL,6,35,8,47,3,18,0,0,17
2013,02850505,Stoughton,"Stoughton High",BIO,"Students with Disabilities",1,4,9,36,9,36,6,24,25
2013,02850505,Stoughton,"Stoughton High",BIO,"Non-Title I",84,38,107,48,26,12,7,3,224
2013,02850505,Stoughton,"Stoughton High",TEC,"All Students",0,0,0,0,7,70,3,30,10
2013,02850505,Stoughton,"Stoughton High",TEC,Male,0,0,0,0,7,70,3,30,10
2013,02850505,Stoughton,"Stoughton High",TEC,"Non-Title I",0,0,0,0,7,70,3,30,10
2013,02900510,Sutton,"Sutton High School",PHY,"All Students",31,29,46,43,27,25,2,2,106
2013,02900510,Sutton,"Sutton High School",PHY,"Non-Low Income",28,29,42,43,26,27,2,2,98
2013,02900510,Sutton,"Sutton High School",PHY,Male,18,35,25,49,6,12,2,4,51
2013,02900510,Sutton,"Sutton High School",PHY,Female,13,24,21,38,21,38,0,0,55
2013,02900510,Sutton,"Sutton High School",PHY,"High Needs",3,17,6,33,8,44,1,6,18
2013,02900510,Sutton,"Sutton High School",PHY,White,30,31,41,43,23,24,2,2,96
2013,02900510,Sutton,"Sutton High School",PHY,"Students with Disabilities",0,0,2,20,7,70,1,10,10
2013,02900510,Sutton,"Sutton High School",PHY,"Non-Title I",31,29,46,43,27,25,2,2,106
2013,02910505,Swampscott,"Swampscott High",BIO,"All Students",65,43,63,41,20,13,4,3,152
2013,02910505,Swampscott,"Swampscott High",BIO,"Non-Low Income",62,50,52,42,8,7,1,1,123
2013,02910505,Swampscott,"Swampscott High",BIO,"Low Income",3,10,11,38,12,41,3,10,29
2013,02910505,Swampscott,"Swampscott High",BIO,Male,24,39,22,36,13,21,2,3,61
2013,02910505,Swampscott,"Swampscott High",BIO,Female,41,45,41,45,7,8,2,2,91
2013,02910505,Swampscott,"Swampscott High",BIO,"High Needs",6,13,22,47,15,32,4,9,47
2013,02910505,Swampscott,"Swampscott High",BIO,"African American",1,8,4,31,7,54,1,8,13
2013,02910505,Swampscott,"Swampscott High",BIO,White,62,47,56,42,12,9,2,2,132
2013,02910505,Swampscott,"Swampscott High",BIO,everELL,3,30,4,40,3,30,0,0,10
2013,02910505,Swampscott,"Swampscott High",BIO,"Students with Disabilities",3,12,11,42,9,35,3,12,26
2013,02910505,Swampscott,"Swampscott High",BIO,"Non-Title I",65,43,63,41,20,13,4,3,152
2013,02910505,Swampscott,"Swampscott High",TEC,"All Students",2,12,15,88,0,0,0,0,17
2013,02910505,Swampscott,"Swampscott High",TEC,"Non-Low Income",2,13,13,87,0,0,0,0,15
2013,02910505,Swampscott,"Swampscott High",TEC,Male,2,17,10,83,0,0,0,0,12
2013,02910505,Swampscott,"Swampscott High",TEC,White,2,12,15,88,0,0,0,0,17
2013,02910505,Swampscott,"Swampscott High",TEC,"Non-Title I",2,12,15,88,0,0,0,0,17
2013,02920505,Swansea,"Joseph Case High",PHY,"All Students",30,24,59,46,33,26,5,4,127
2013,02920505,Swansea,"Joseph Case High",PHY,"Non-Low Income",26,29,43,48,17,19,3,3,89
2013,02920505,Swansea,"Joseph Case High",PHY,"Low Income",4,11,16,42,16,42,2,5,38
2013,02920505,Swansea,"Joseph Case High",PHY,Male,16,29,24,44,12,22,3,5,55
2013,02920505,Swansea,"Joseph Case High",PHY,Female,14,19,35,49,21,29,2,3,72
2013,02920505,Swansea,"Joseph Case High",PHY,"High Needs",4,8,20,41,20,41,5,10,49
2013,02920505,Swansea,"Joseph Case High",PHY,White,30,24,56,46,32,26,5,4,123
2013,02920505,Swansea,"Joseph Case High",PHY,"Students with Disabilities",0,0,5,31,8,50,3,19,16
2013,02920505,Swansea,"Joseph Case High",PHY,"Non-Title I",30,24,59,46,33,26,5,4,127
2013,02930505,Taunton,"Taunton High",BIO,"All Students",102,48,83,39,11,5,17,8,213
2013,02930505,Taunton,"Taunton High",BIO,"Non-Low Income",81,53,65,42,3,2,5,3,154
2013,02930505,Taunton,"Taunton High",BIO,"Low Income",21,36,18,31,8,14,12,20,59
2013,02930505,Taunton,"Taunton High",BIO,Male,35,40,32,37,8,9,12,14,87
2013,02930505,Taunton,"Taunton High",BIO,Female,67,53,51,40,3,2,5,4,126
2013,02930505,Taunton,"Taunton High",BIO,"High Needs",21,32,19,29,9,14,17,26,66
2013,02930505,Taunton,"Taunton High",BIO,"African American",3,30,5,50,1,10,1,10,10
2013,02930505,Taunton,"Taunton High",BIO,Hispanic/Latino,8,38,8,38,3,14,2,10,21
2013,02930505,Taunton,"Taunton High",BIO,White,87,50,66,38,7,4,13,8,173
2013,02930505,Taunton,"Taunton High",BIO,everELL,4,40,4,40,2,20,0,0,10
2013,02930505,Taunton,"Taunton High",BIO,"Students with Disabilities",0,0,0,0,5,23,17,77,22
2013,02930505,Taunton,"Taunton High",BIO,"Non-Title I",102,48,83,39,11,5,17,8,213
2013,02930505,Taunton,"Taunton High",PHY,"All Students",3,1,57,26,119,54,43,19,222
2013,02930505,Taunton,"Taunton High",PHY,"Non-Low Income",3,4,27,33,47,57,6,7,83
2013,02930505,Taunton,"Taunton High",PHY,"Low Income",0,0,30,22,72,52,37,27,139
2013,02930505,Taunton,"Taunton High",PHY,Male,3,2,38,29,66,50,24,18,131
2013,02930505,Taunton,"Taunton High",PHY,Female,0,0,19,21,53,58,19,21,91
2013,02930505,Taunton,"Taunton High",PHY,"High Needs",0,0,30,20,78,53,40,27,148
2013,02930505,Taunton,"Taunton High",PHY,"African American",0,0,6,21,14,48,9,31,29
2013,02930505,Taunton,"Taunton High",PHY,Hispanic/Latino,0,0,6,17,19,54,10,29,35
2013,02930505,Taunton,"Taunton High",PHY,White,3,2,44,31,75,53,20,14,142
2013,02930505,Taunton,"Taunton High",PHY,"Multi-Race (non-Hispanic/Latino)",0,0,0,0,9,90,1,10,10
2013,02930505,Taunton,"Taunton High",PHY,everELL,0,0,1,5,12,57,8,38,21
2013,02930505,Taunton,"Taunton High",PHY,"Students with Disabilities",0,0,2,5,18,49,17,46,37
2013,02930505,Taunton,"Taunton High",PHY,"Non-Title I",3,1,57,26,119,54,43,19,222
2013,02950505,Tewksbury,"Tewksbury Memorial High",BIO,"All Students",71,29,126,52,41,17,5,2,243
2013,02950505,Tewksbury,"Tewksbury Memorial High",BIO,"Non-Low Income",67,33,102,51,29,14,3,1,201
2013,02950505,Tewksbury,"Tewksbury Memorial High",BIO,"Low Income",4,10,24,57,12,29,2,5,42
2013,02950505,Tewksbury,"Tewksbury Memorial High",BIO,Male,40,36,49,44,21,19,2,2,112
2013,02950505,Tewksbury,"Tewksbury Memorial High",BIO,Female,31,24,77,59,20,15,3,2,131
2013,02950505,Tewksbury,"Tewksbury Memorial High",BIO,"High Needs",4,7,29,49,22,37,4,7,59
2013,02950505,Tewksbury,"Tewksbury Memorial High",BIO,White,67,30,119,53,33,15,4,2,223
2013,02950505,Tewksbury,"Tewksbury Memorial High",BIO,"Students with Disabilities",0,0,7,32,11,50,4,18,22
2013,02950505,Tewksbury,"Tewksbury Memorial High",BIO,"Non-Title I",71,29,126,52,41,17,5,2,243
2013,03010505,Tyngsborough,"Tyngsborough High School",BIO,"All Students",56,43,54,42,17,13,2,2,129
2013,03010505,Tyngsborough,"Tyngsborough High School",BIO,"Non-Low Income",54,47,45,39,15,13,1,1,115
2013,03010505,Tyngsborough,"Tyngsborough High School",BIO,"Low Income",2,14,9,64,2,14,1,7,14
2013,03010505,Tyngsborough,"Tyngsborough High School",BIO,Male,30,41,35,48,6,8,2,3,73
2013,03010505,Tyngsborough,"Tyngsborough High School",BIO,Female,26,46,19,34,11,20,0,0,56
2013,03010505,Tyngsborough,"Tyngsborough High School",BIO,"High Needs",3,13,12,50,7,29,2,8,24
2013,03010505,Tyngsborough,"Tyngsborough High School",BIO,White,53,45,47,39,17,14,2,2,119
2013,03010505,Tyngsborough,"Tyngsborough High School",BIO,"Students with Disabilities",1,8,4,31,6,46,2,15,13
2013,03010505,Tyngsborough,"Tyngsborough High School",BIO,"Non-Title I",56,43,54,42,17,13,2,2,129
2013,03040505,Uxbridge,"Uxbridge High",PHY,"All Students",31,54,22,39,3,5,1,2,57
2013,03040505,Uxbridge,"Uxbridge High",PHY,"Non-Low Income",30,58,19,37,3,6,0,0,52
2013,03040505,Uxbridge,"Uxbridge High",PHY,Male,17,71,6,25,0,0,1,4,24
2013,03040505,Uxbridge,"Uxbridge High",PHY,Female,14,42,16,48,3,9,0,0,33
2013,03040505,Uxbridge,"Uxbridge High",PHY,White,31,56,20,36,3,5,1,2,55
2013,03040505,Uxbridge,"Uxbridge High",PHY,"Non-Title I",31,54,22,39,3,5,1,2,57
2013,03040505,Uxbridge,"Uxbridge High",TEC,"All Students",3,5,43,67,16,25,2,3,64
2013,03040505,Uxbridge,"Uxbridge High",TEC,"Non-Low Income",3,7,34,74,9,20,0,0,46
2013,03040505,Uxbridge,"Uxbridge High",TEC,"Low Income",0,0,9,50,7,39,2,11,18
2013,03040505,Uxbridge,"Uxbridge High",TEC,Male,3,8,22,61,10,28,1,3,36
2013,03040505,Uxbridge,"Uxbridge High",TEC,Female,0,0,21,75,6,21,1,4,28
2013,03040505,Uxbridge,"Uxbridge High",TEC,"High Needs",0,0,11,48,10,43,2,9,23
2013,03040505,Uxbridge,"Uxbridge High",TEC,White,3,5,42,70,14,23,1,2,60
2013,03040505,Uxbridge,"Uxbridge High",TEC,"Students with Disabilities",0,0,3,25,7,58,2,17,12
2013,03040505,Uxbridge,"Uxbridge High",TEC,"Non-Title I",3,5,43,67,16,25,2,3,64
2013,03050505,Wakefield,"Wakefield Memorial High",BIO,"All Students",105,36,140,48,38,13,6,2,289
2013,03050505,Wakefield,"Wakefield Memorial High",BIO,"Non-Low Income",98,39,121,48,31,12,3,1,253
2013,03050505,Wakefield,"Wakefield Memorial High",BIO,"Low Income",7,19,19,53,7,19,3,8,36
2013,03050505,Wakefield,"Wakefield Memorial High",BIO,Male,50,37,60,45,20,15,4,3,134
2013,03050505,Wakefield,"Wakefield Memorial High",BIO,Female,55,35,80,52,18,12,2,1,155
2013,03050505,Wakefield,"Wakefield Memorial High",BIO,"High Needs",7,12,28,47,18,31,6,10,59
2013,03050505,Wakefield,"Wakefield Memorial High",BIO,White,96,36,130,49,35,13,6,2,267
2013,03050505,Wakefield,"Wakefield Memorial High",BIO,everELL,2,20,6,60,2,20,0,0,10
2013,03050505,Wakefield,"Wakefield Memorial High",BIO,"Students with Disabilities",0,0,10,30,17,52,6,18,33
2013,03050505,Wakefield,"Wakefield Memorial High",BIO,"Non-Title I",105,36,140,49,37,13,6,2,288
2013,03070505,Walpole,"Walpole High",BIO,"All Students",130,48,104,38,30,11,9,3,273
2013,03070505,Walpole,"Walpole High",BIO,"Non-Low Income",120,51,88,37,20,8,8,3,236
2013,03070505,Walpole,"Walpole High",BIO,"Low Income",10,27,16,43,10,27,1,3,37
2013,03070505,Walpole,"Walpole High",BIO,Male,53,44,48,40,15,12,5,4,121
2013,03070505,Walpole,"Walpole High",BIO,Female,77,51,56,37,15,10,4,3,152
2013,03070505,Walpole,"Walpole High",BIO,"High Needs",12,17,27,39,21,30,9,13,69
2013,03070505,Walpole,"Walpole High",BIO,Asian,8,57,4,29,1,7,1,7,14
2013,03070505,Walpole,"Walpole High",BIO,Hispanic/Latino,4,31,5,38,4,31,0,0,13
2013,03070505,Walpole,"Walpole High",BIO,White,115,49,92,39,21,9,7,3,235
2013,03070505,Walpole,"Walpole High",BIO,everELL,2,14,5,36,6,43,1,7,14
2013,03070505,Walpole,"Walpole High",BIO,"Students with Disabilities",2,5,12,32,16,42,8,21,38
2013,03070505,Walpole,"Walpole High",BIO,"Non-Title I",130,48,104,38,30,11,9,3,273
2013,03070505,Walpole,"Walpole High",TEC,"All Students",1,7,12,80,2,13,0,0,15
2013,03070505,Walpole,"Walpole High",TEC,"Non-Low Income",1,8,10,83,1,8,0,0,12
2013,03070505,Walpole,"Walpole High",TEC,Male,1,7,11,79,2,14,0,0,14
2013,03070505,Walpole,"Walpole High",TEC,White,1,7,12,86,1,7,0,0,14
2013,03070505,Walpole,"Walpole High",TEC,"Non-Title I",1,7,12,80,2,13,0,0,15
2013,03080505,Waltham,"Waltham Sr High",BIO,"All Students",62,23,115,43,68,25,22,8,267
2013,03080505,Waltham,"Waltham Sr High",BIO,"Non-Low Income",53,37,64,44,23,16,5,3,145
2013,03080505,Waltham,"Waltham Sr High",BIO,"Low Income",9,7,51,42,45,37,17,14,122
2013,03080505,Waltham,"Waltham Sr High",BIO,Male,30,22,55,40,36,26,15,11,136
2013,03080505,Waltham,"Waltham Sr High",BIO,Female,32,24,60,46,32,24,7,5,131
2013,03080505,Waltham,"Waltham Sr High",BIO,"High Needs",10,7,64,42,58,38,21,14,153
2013,03080505,Waltham,"Waltham Sr High",BIO,"African American",7,21,12,35,11,32,4,12,34
2013,03080505,Waltham,"Waltham Sr High",BIO,Asian,6,55,3,27,2,18,0,0,11
2013,03080505,Waltham,"Waltham Sr High",BIO,Hispanic/Latino,5,6,32,41,33,42,8,10,78
2013,03080505,Waltham,"Waltham Sr High",BIO,White,40,30,67,50,19,14,8,6,134
2013,03080505,Waltham,"Waltham Sr High",BIO,"Former ELL",0,0,4,31,7,54,2,15,13
2013,03080505,Waltham,"Waltham Sr High",BIO,"ELL and Former ELL",0,0,5,26,9,47,5,26,19
2013,03080505,Waltham,"Waltham Sr High",BIO,everELL,1,2,21,37,26,46,9,16,57
2013,03080505,Waltham,"Waltham Sr High",BIO,"Students with Disabilities",1,2,16,28,27,47,14,24,58
2013,03080505,Waltham,"Waltham Sr High",BIO,"Non-Title I",62,23,115,43,68,25,22,8,267
2013,03080505,Waltham,"Waltham Sr High",CHE,"All Students",1,9,1,9,2,18,7,64,11
2013,03080505,Waltham,"Waltham Sr High",CHE,"Non-Title I",1,9,1,9,2,18,7,64,11
2013,03080505,Waltham,"Waltham Sr High",PHY,"All Students",50,93,4,7,0,0,0,0,54
2013,03080505,Waltham,"Waltham Sr High",PHY,"Non-Low Income",39,93,3,7,0,0,0,0,42
2013,03080505,Waltham,"Waltham Sr High",PHY,"Low Income",11,92,1,8,0,0,0,0,12
2013,03080505,Waltham,"Waltham Sr High",PHY,Male,18,95,1,5,0,0,0,0,19
2013,03080505,Waltham,"Waltham Sr High",PHY,Female,32,91,3,9,0,0,0,0,35
2013,03080505,Waltham,"Waltham Sr High",PHY,"High Needs",13,87,2,13,0,0,0,0,15
2013,03080505,Waltham,"Waltham Sr High",PHY,Asian,12,92,1,8,0,0,0,0,13
2013,03080505,Waltham,"Waltham Sr High",PHY,White,26,93,2,7,0,0,0,0,28
2013,03080505,Waltham,"Waltham Sr High",PHY,"Non-Title I",50,93,4,7,0,0,0,0,54
2013,03090505,Ware,"Ware Junior/Senior High School",BIO,"All Students",1,8,5,38,5,38,2,15,13
2013,03090505,Ware,"Ware Junior/Senior High School",BIO,White,1,10,4,40,3,30,2,20,10
2013,03090505,Ware,"Ware Junior/Senior High School",BIO,"Non-Title I",1,8,5,38,5,38,2,15,13
2013,03100505,Wareham,"Wareham Senior High",BIO,"All Students",21,43,24,49,4,8,0,0,49
2013,03100505,Wareham,"Wareham Senior High",BIO,"Non-Low Income",10,38,16,62,0,0,0,0,26
2013,03100505,Wareham,"Wareham Senior High",BIO,"Low Income",11,48,8,35,4,17,0,0,23
2013,03100505,Wareham,"Wareham Senior High",BIO,Male,9,41,10,45,3,14,0,0,22
2013,03100505,Wareham,"Wareham Senior High",BIO,Female,12,44,14,52,1,4,0,0,27
2013,03100505,Wareham,"Wareham Senior High",BIO,"High Needs",11,46,9,38,4,17,0,0,24
2013,03100505,Wareham,"Wareham Senior High",BIO,White,19,46,19,46,3,7,0,0,41
2013,03100505,Wareham,"Wareham Senior High",BIO,"Non-Title I",21,43,24,49,4,8,0,0,49
2013,03100505,Wareham,"Wareham Senior High",PHY,"All Students",2,2,32,34,46,49,13,14,93
2013,03100505,Wareham,"Wareham Senior High",PHY,"Non-Low Income",1,2,16,38,19,45,6,14,42
2013,03100505,Wareham,"Wareham Senior High",PHY,"Low Income",1,2,16,31,27,53,7,14,51
2013,03100505,Wareham,"Wareham Senior High",PHY,Male,2,4,18,32,30,54,6,11,56
2013,03100505,Wareham,"Wareham Senior High",PHY,Female,0,0,14,38,16,43,7,19,37
2013,03100505,Wareham,"Wareham Senior High",PHY,"High Needs",1,2,17,28,32,53,10,17,60
2013,03100505,Wareham,"Wareham Senior High",PHY,"African American",0,0,5,28,9,50,4,22,18
2013,03100505,Wareham,"Wareham Senior High",PHY,White,2,4,19,33,28,49,8,14,57
2013,03100505,Wareham,"Wareham Senior High",PHY,"Students with Disabilities",0,0,5,21,14,58,5,21,24
2013,03100505,Wareham,"Wareham Senior High",PHY,"Non-Title I",2,2,32,34,46,49,13,14,93
2013,03140505,Watertown,"Watertown High",BIO,"All Students",11,12,48,51,29,31,6,6,94
2013,03140505,Watertown,"Watertown High",BIO,"Non-Low Income",8,15,27,52,14,27,3,6,52
2013,03140505,Watertown,"Watertown High",BIO,"Low Income",3,7,21,50,15,36,3,7,42
2013,03140505,Watertown,"Watertown High",BIO,Male,4,9,24,53,15,33,2,4,45
2013,03140505,Watertown,"Watertown High",BIO,Female,7,14,24,49,14,29,4,8,49
2013,03140505,Watertown,"Watertown High",BIO,"High Needs",4,7,27,46,22,37,6,10,59
2013,03140505,Watertown,"Watertown High",BIO,Asian,0,0,7,58,3,25,2,17,12
2013,03140505,Watertown,"Watertown High",BIO,Hispanic/Latino,1,6,7,41,7,41,2,12,17
2013,03140505,Watertown,"Watertown High",BIO,White,9,16,30,54,16,29,1,2,56
2013,03140505,Watertown,"Watertown High",BIO,"English Language Learner (ELL)",0,0,2,18,6,55,3,27,11
2013,03140505,Watertown,"Watertown High",BIO,"ELL and Former ELL",2,11,7,37,7,37,3,16,19
2013,03140505,Watertown,"Watertown High",BIO,everELL,3,9,14,44,10,31,5,16,32
2013,03140505,Watertown,"Watertown High",BIO,"Students with Disabilities",0,0,11,39,14,50,3,11,28
2013,03140505,Watertown,"Watertown High",BIO,"Non-Title I",11,20,34,61,8,14,3,5,56
2013,03140505,Watertown,"Watertown High",BIO,"Title I",0,0,14,37,21,55,3,8,38
2013,03140505,Watertown,"Watertown High",PHY,"All Students",46,29,89,56,23,15,0,0,158
2013,03140505,Watertown,"Watertown High",PHY,"Non-Low Income",38,32,68,57,13,11,0,0,119
2013,03140505,Watertown,"Watertown High",PHY,"Low Income",8,21,21,54,10,26,0,0,39
2013,03140505,Watertown,"Watertown High",PHY,Male,31,38,39,48,12,15,0,0,82
2013,03140505,Watertown,"Watertown High",PHY,Female,15,20,50,66,11,14,0,0,76
2013,03140505,Watertown,"Watertown High",PHY,"High Needs",9,17,30,58,13,25,0,0,52
2013,03140505,Watertown,"Watertown High",PHY,Asian,5,50,3,30,2,20,0,0,10
2013,03140505,Watertown,"Watertown High",PHY,White,39,31,70,56,17,13,0,0,126
2013,03140505,Watertown,"Watertown High",PHY,everELL,6,20,16,53,8,27,0,0,30
2013,03140505,Watertown,"Watertown High",PHY,"Students with Disabilities",2,13,10,63,4,25,0,0,16
2013,03140505,Watertown,"Watertown High",PHY,"Non-Title I",45,32,79,57,15,11,0,0,139
2013,03140505,Watertown,"Watertown High",PHY,"Title I",1,5,10,53,8,42,0,0,19
2013,03150505,Wayland,"Wayland High School",BIO,"All Students",94,91,9,9,0,0,0,0,103
2013,03150505,Wayland,"Wayland High School",BIO,"Non-Low Income",90,92,8,8,0,0,0,0,98
2013,03150505,Wayland,"Wayland High School",BIO,Male,43,93,3,7,0,0,0,0,46
2013,03150505,Wayland,"Wayland High School",BIO,Female,51,89,6,11,0,0,0,0,57
2013,03150505,Wayland,"Wayland High School",BIO,Asian,19,95,1,5,0,0,0,0,20
2013,03150505,Wayland,"Wayland High School",BIO,White,68,91,7,9,0,0,0,0,75
2013,03150505,Wayland,"Wayland High School",BIO,"Non-Title I",94,91,9,9,0,0,0,0,103
2013,03150505,Wayland,"Wayland High School",PHY,"All Students",31,25,75,60,18,15,0,0,124
2013,03150505,Wayland,"Wayland High School",PHY,"Non-Low Income",29,27,67,61,13,12,0,0,109
2013,03150505,Wayland,"Wayland High School",PHY,"Low Income",2,13,8,53,5,33,0,0,15
2013,03150505,Wayland,"Wayland High School",PHY,Male,12,20,44,72,5,8,0,0,61
2013,03150505,Wayland,"Wayland High School",PHY,Female,19,30,31,49,13,21,0,0,63
2013,03150505,Wayland,"Wayland High School",PHY,"High Needs",6,13,27,57,14,30,0,0,47
2013,03150505,Wayland,"Wayland High School",PHY,White,23,25,58,62,12,13,0,0,93
2013,03150505,Wayland,"Wayland High School",PHY,"Students with Disabilities",4,11,21,57,12,32,0,0,37
2013,03150505,Wayland,"Wayland High School",PHY,"Non-Title I",31,25,75,60,18,15,0,0,124
2013,03160505,Webster,"Bartlett Jr Sr High School",BIO,"All Students",7,15,25,52,12,25,4,8,48
2013,03160505,Webster,"Bartlett Jr Sr High School",BIO,"Non-Low Income",7,23,13,42,7,23,4,13,31
2013,03160505,Webster,"Bartlett Jr Sr High School",BIO,"Low Income",0,0,12,71,5,29,0,0,17
2013,03160505,Webster,"Bartlett Jr Sr High School",BIO,Male,4,15,12,46,7,27,3,12,26
2013,03160505,Webster,"Bartlett Jr Sr High School",BIO,Female,3,14,13,59,5,23,1,5,22
2013,03160505,Webster,"Bartlett Jr Sr High School",BIO,"High Needs",0,0,12,67,5,28,1,6,18
2013,03160505,Webster,"Bartlett Jr Sr High School",BIO,White,7,18,19,50,10,26,2,5,38
2013,03160505,Webster,"Bartlett Jr Sr High School",BIO,"Title I",7,15,25,52,12,25,4,8,48
2013,03160505,Webster,"Bartlett Jr Sr High School",PHY,"All Students",3,25,7,58,2,17,0,0,12
2013,03160505,Webster,"Bartlett Jr Sr High School",PHY,"Non-Low Income",2,18,7,64,2,18,0,0,11
2013,03160505,Webster,"Bartlett Jr Sr High School",PHY,White,3,30,5,50,2,20,0,0,10
2013,03160505,Webster,"Bartlett Jr Sr High School",PHY,"Title I",3,25,7,58,2,17,0,0,12
2013,03170505,Wellesley,"Wellesley Sr High",CHE,"All Students",125,39,138,43,51,16,7,2,321
2013,03170505,Wellesley,"Wellesley Sr High",CHE,"Non-Low Income",125,41,131,43,43,14,6,2,305
2013,03170505,Wellesley,"Wellesley Sr High",CHE,"Low Income",0,0,7,44,8,50,1,6,16
2013,03170505,Wellesley,"Wellesley Sr High",CHE,Male,61,38,68,43,26,16,4,3,159
2013,03170505,Wellesley,"Wellesley Sr High",CHE,Female,64,40,70,43,25,15,3,2,162
2013,03170505,Wellesley,"Wellesley Sr High",CHE,"High Needs",7,15,16,33,19,40,6,13,48
2013,03170505,Wellesley,"Wellesley Sr High",CHE,"African American",1,6,5,31,7,44,3,19,16
2013,03170505,Wellesley,"Wellesley Sr High",CHE,Asian,24,73,7,21,2,6,0,0,33
2013,03170505,Wellesley,"Wellesley Sr High",CHE,Hispanic/Latino,1,10,6,60,3,30,0,0,10
2013,03170505,Wellesley,"Wellesley Sr High",CHE,White,97,38,113,45,38,15,4,2,252
2013,03170505,Wellesley,"Wellesley Sr High",CHE,"Students with Disabilities",6,18,8,24,14,41,6,18,34
2013,03170505,Wellesley,"Wellesley Sr High",CHE,"Non-Title I",124,39,138,43,50,16,7,2,319
2013,03210505,Westborough,"Westborough High",BIO,"All Students",162,64,85,33,7,3,1,0,255
2013,03210505,Westborough,"Westborough High",BIO,"Non-Low Income",151,65,77,33,4,2,0,0,232
2013,03210505,Westborough,"Westborough High",BIO,"Low Income",11,48,8,35,3,13,1,4,23
2013,03210505,Westborough,"Westborough High",BIO,Male,79,66,37,31,3,3,0,0,119
2013,03210505,Westborough,"Westborough High",BIO,Female,83,61,48,35,4,3,1,1,136
2013,03210505,Westborough,"Westborough High",BIO,"High Needs",17,38,21,47,6,13,1,2,45
2013,03210505,Westborough,"Westborough High",BIO,Asian,29,73,11,28,0,0,0,0,40
2013,03210505,Westborough,"Westborough High",BIO,Hispanic/Latino,3,25,7,58,1,8,1,8,12
2013,03210505,Westborough,"Westborough High",BIO,White,128,65,64,32,5,3,0,0,197
2013,03210505,Westborough,"Westborough High",BIO,everELL,16,48,14,42,2,6,1,3,33
2013,03210505,Westborough,"Westborough High",BIO,"Students with Disabilities",5,19,15,58,6,23,0,0,26
2013,03210505,Westborough,"Westborough High",BIO,"Non-Title I",162,64,85,33,7,3,1,0,255
2013,03210505,Westborough,"Westborough High",TEC,"All Students",7,24,17,59,5,17,0,0,29
2013,03210505,Westborough,"Westborough High",TEC,"Non-Low Income",7,26,17,63,3,11,0,0,27
2013,03210505,Westborough,"Westborough High",TEC,Male,7,27,16,62,3,12,0,0,26
2013,03210505,Westborough,"Westborough High",TEC,White,6,27,14,64,2,9,0,0,22
2013,03210505,Westborough,"Westborough High",TEC,"Non-Title I",7,24,17,59,5,17,0,0,29
2013,03220505,"West Boylston","West Boylston Junior/Senior High",BIO,"All Students",10,38,13,50,2,8,1,4,26
2013,03220505,"West Boylston","West Boylston Junior/Senior High",BIO,"Non-Low Income",10,40,13,52,2,8,0,0,25
2013,03220505,"West Boylston","West Boylston Junior/Senior High",BIO,Male,3,25,7,58,1,8,1,8,12
2013,03220505,"West Boylston","West Boylston Junior/Senior High",BIO,Female,7,50,6,43,1,7,0,0,14
2013,03220505,"West Boylston","West Boylston Junior/Senior High",BIO,White,9,41,11,50,2,9,0,0,22
