Year,org_code,DistrictName,Grade,Group,e_enroll,e_standard,e_alt,e_abs,e_med,e_lep,m_enroll,m_standard,m_alt,m_abs,m_med,m_lep,s_enroll,s_standard,s_alt,s_abs,s_med,s_lep,s_afteroct,e_ayppart,m_ayppart,s_ayppart
2010,03070000,Walpole,08,"Special Ed",36,32,4," "," "," ",36,32,4," "," "," ",36,32,4," "," "," "," ",100,100,100
2010,03070000,Walpole,10,"All Students",258,247,2,3,1,2,259,246,2,4,3,2,257,228,2,5," ",1,21,98,97,98
2010,03070000,Walpole,10,"Low Income",30,27," ",1," "," ",31,27," ",2,1," ",30,21," ",3," "," ",6,96,90,90
2010,03070000,Walpole,10,Black,11,10," "," "," ",1,12,11," "," "," ",1,10,8," "," "," "," ",2,91,100,100
2010,03070000,Walpole,10,White,233,223,2,3,1,1,233,221,2,4,3,1,234,211,2,5," ",1,15,98,97,98
2010,03070000,Walpole,10,"Special Ed",42,35,2,2," ",1,42,34,2,3,1,1,43,27,2,4," ",1,9,95,90,90
2010,03080000,Waltham,03,"All Students",362,351,8," "," ",3,362,351,8," "," ",3," "," "," "," "," "," "," ",100,100," "
2010,03080000,Waltham,03,"Low Income",149,143,4," "," ",2,150,144,4," "," ",2," "," "," "," "," "," "," ",100,100," "
2010,03080000,Waltham,03,Black,33,32,1," "," "," ",33,32,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03080000,Waltham,03,Asian,18,18," "," "," "," ",18,18," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03080000,Waltham,03,Hispanic/Latino,108,104,2," "," ",2,109,105,2," "," ",2," "," "," "," "," "," "," ",100,100," "
2010,03080000,Waltham,03,White,184,180,3," "," ",1,183,179,3," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,03080000,Waltham,03,Multi-race,13,13," "," "," "," ",13,13," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03080000,Waltham,03,"LEP/Formerly LEP",64,60,1," "," ",3,64,60,1," "," ",3," "," "," "," "," "," "," ",100,100," "
2010,03080000,Waltham,03,"Special Ed",78,70,8," "," "," ",78,70,8," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03080000,Waltham,04,"All Students",342,325,4,2," ",11,342,325,4,1," ",12," "," "," "," "," "," "," ",98,100," "
2010,03080000,Waltham,04,"Low Income",137,122,2,2," ",11,137,124,2," "," ",11," "," "," "," "," "," "," ",95,100," "
2010,03080000,Waltham,04,Black,24,18," "," "," ",6,25,18," "," "," ",7," "," "," "," "," "," "," ",88,100," "
2010,03080000,Waltham,04,Asian,28,28," "," "," "," ",27,27," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03080000,Waltham,04,Hispanic/Latino,106,98,1,2," ",5,106,100,1," "," ",5," "," "," "," "," "," "," ",96,100," "
2010,03080000,Waltham,04,White,175,172,3," "," "," ",176,172,3,1," "," "," "," "," "," "," "," "," ",100,99," "
2010,03080000,Waltham,04,"LEP/Formerly LEP",52,39,1,1," ",11,53,40,1," "," ",12," "," "," "," "," "," "," ",88,100," "
2010,03080000,Waltham,04,"Special Ed",77,73,4," "," "," ",78,73,4,1," "," "," "," "," "," "," "," "," ",100,99," "
2010,03080000,Waltham,05,"All Students",362,347,9,1," ",5,364,347,10," "," ",7,364,348,9," "," ",7," ",100,100,100
2010,03080000,Waltham,05,"Low Income",154,143,5,1," ",5,154,143,5," "," ",6,154,143,5," "," ",6," ",99,100,100
2010,03080000,Waltham,05,Black,44,40,1," "," ",3,46,41,1," "," ",4,46,41,1," "," ",4," ",100,100,100
2010,03080000,Waltham,05,Asian,19,19," "," "," "," ",19,19," "," "," "," ",19,19," "," "," "," "," ",100,100,100
2010,03080000,Waltham,05,Hispanic/Latino,106,98,5,1," ",2,106,98,5," "," ",3,106,98,5," "," ",3," ",99,100,100
2010,03080000,Waltham,05,White,186,183,3," "," "," ",186,182,4," "," "," ",186,183,3," "," "," "," ",100,100,100
2010,03080000,Waltham,05,"LEP/Formerly LEP",44,37,1,1," ",5,45,37,1," "," ",7,45,37,1," "," ",7," ",98,100,100
2010,03080000,Waltham,05,"Special Ed",96,87,9," "," "," ",97,87,10," "," "," ",97,88,9," "," "," "," ",100,100,100
2010,03080000,Waltham,06,"All Students",342,329,3,1," ",9,343,329,3,1," ",10," "," "," "," "," "," "," ",99,100," "
2010,03080000,Waltham,06,"Low Income",139,131," "," "," ",8,141,131," "," "," ",10," "," "," "," "," "," "," ",99,100," "
2010,03080000,Waltham,06,Black,27,23," "," "," ",4,28,23," "," "," ",5," "," "," "," "," "," "," ",93,100," "
2010,03080000,Waltham,06,Asian,30,28,1," "," ",1,29,28,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03080000,Waltham,06,Hispanic/Latino,105,101,1," "," ",3,106,101,1," "," ",4," "," "," "," "," "," "," ",100,100," "
2010,03080000,Waltham,06,White,172,169,1,1," ",1,172,169,1,1," ",1," "," "," "," "," "," "," ",99,99," "
2010,03080000,Waltham,06,"LEP/Formerly LEP",32,24," "," "," ",8,33,24," "," "," ",9," "," "," "," "," "," "," ",97,100," "
2010,03080000,Waltham,06,"Special Ed",88,84,3,1," "," ",88,84,3,1," "," "," "," "," "," "," "," "," ",99,99," "
2010,03080000,Waltham,07,"All Students",336,322,8," "," ",6,342,322,8,1,1,10," "," "," "," "," "," "," ",100,99," "
2010,03080000,Waltham,07,"Low Income",134,125,3," "," ",6,139,126,3,1," ",9," "," "," "," "," "," "," ",100,99," "
2010,03080000,Waltham,07,Black,34,33,1," "," "," ",37,34,1," "," ",2," "," "," "," "," "," "," ",100,100," "
2010,03080000,Waltham,07,Asian,12,11,1," "," "," ",13,12,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03080000,Waltham,07,Hispanic/Latino,96,89,1," "," ",6,97,87,1,1," ",8," "," "," "," "," "," "," ",100,99," "
2010,03080000,Waltham,07,White,179,175,4," "," "," ",179,174,4," ",1," "," "," "," "," "," "," "," ",100,99," "
2010,03080000,Waltham,07,Multi-race,12,12," "," "," "," ",13,13," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03080000,Waltham,07,"LEP/Formerly LEP",33,26,1," "," ",6,38,27,1," "," ",10," "," "," "," "," "," "," ",100,100," "
2010,03080000,Waltham,07,"Special Ed",92,84,8," "," "," ",93,84,8," ",1," "," "," "," "," "," "," "," ",100,99," "
2010,03080000,Waltham,08,"All Students",350,340,5,1," ",4,353,339,5,2," ",7,353,338,5,3," ",7," ",99,99,99
2010,03080000,Waltham,08,"Low Income",133,128,1,1," ",3,136,128,1,1," ",6,136,127,1,2," ",6," ",98,99,99
2010,03080000,Waltham,08,Black,24,24," "," "," "," ",27,24," "," "," ",3,27,24," "," "," ",3," ",100,100,100
2010,03080000,Waltham,08,Asian,31,27," ",1," ",3,30,27," ",1," ",2,30,27," ",1," ",2," ",97,97,97
2010,03080000,Waltham,08,Hispanic/Latino,86,84,1," "," ",1,87,84,1," "," ",2,87,83,1,1," ",2," ",99,100,99
2010,03080000,Waltham,08,White,194,190,4," "," "," ",194,189,4,1," "," ",194,189,4,1," "," "," ",100,99,99
2010,03080000,Waltham,08,Multi-race,13,13," "," "," "," ",13,13," "," "," "," ",13,13," "," "," "," "," ",100,100,100
2010,03080000,Waltham,08,"LEP/Formerly LEP",30,26," "," "," ",4,33,26," "," "," ",7,33,26," "," "," ",7," ",97,100,100
2010,03080000,Waltham,08,"Special Ed",81,76,5," "," "," ",81,75,5,1," "," ",81,76,5," "," "," "," ",100,99,100
2010,03080000,Waltham,10,"All Students",344,315,8,6,1,12,340,315,8,5," ",11,345,293,8,13," ",11,20,98,99,96
2010,03080000,Waltham,10,"Low Income",119,101,4,2,1,10,116,100,4,2," ",9,122,94,4,6," ",9,9,97,98,95
2010,03080000,Waltham,10,Black,41,33,1,2,1,4,42,33,1,3," ",5,43,31,1,2," ",5,4,93,93,95
2010,03080000,Waltham,10,Asian,19,17,1," "," ",1,19,17,1," "," ",1,19,17,1," "," ",1," ",100,100,100
2010,03080000,Waltham,10,Hispanic/Latino,79,67,2,2," ",7,75,66,2,1," ",5,80,61,2,6," ",5,6,96,99,93
2010,03080000,Waltham,10,White,196,189,4,2," "," ",196,191,4,1," "," ",195,176,4,5," "," ",10,99,99,97
2010,03080000,Waltham,10,"LEP/Formerly LEP",38,25,1," "," ",12,36,24,1," "," ",11,41,22,1,5," ",11,2,97,100,88
2010,03080000,Waltham,10,"Special Ed",71,59,8,2," "," ",70,58,8,3," "," ",70,52,8,4," "," ",6,97,96,94
2010,03090000,Ware,03,"All Students",104,98,6," "," "," ",104,97,7," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03090000,Ware,03,"Low Income",70,66,4," "," "," ",70,65,5," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03090000,Ware,03,White,98,93,5," "," "," ",98,92,6," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03090000,Ware,03,"Special Ed",15,9,6," "," "," ",15,8,7," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03090000,Ware,04,"All Students",110,106,2,2," "," ",110,102,6,2," "," "," "," "," "," "," "," "," ",98,98," "
2010,03090000,Ware,04,"Low Income",60,58,1,1," "," ",60,56,3,1," "," "," "," "," "," "," "," "," ",98,98," "
2010,03090000,Ware,04,White,104,100,2,2," "," ",104,96,6,2," "," "," "," "," "," "," "," "," ",98,98," "
2010,03090000,Ware,04,"Special Ed",19,17,2," "," "," ",19,13,6," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03090000,Ware,05,"All Students",101,97,3," ",1," ",101,96,5," "," "," ",101,99,2," "," "," "," ",99,100,100
2010,03090000,Ware,05,"Low Income",57,54,2," ",1," ",58,56,2," "," "," ",58,57,1," "," "," "," ",98,100,100
2010,03090000,Ware,05,White,91,88,3," "," "," ",91,87,4," "," "," ",91,89,2," "," "," "," ",100,100,100
2010,03090000,Ware,05,"Special Ed",18,15,3," "," "," ",17,12,5," "," "," ",17,15,2," "," "," "," ",100,100,100
2010,03090000,Ware,06,"All Students",100,98,2," "," "," ",100,99,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03090000,Ware,06,"Low Income",54,53,1," "," "," ",54,54," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03090000,Ware,06,Hispanic/Latino,11,11," "," "," "," ",11,11," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03090000,Ware,06,White,86,84,2," "," "," ",86,85,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03090000,Ware,06,"Special Ed",17,15,2," "," "," ",17,16,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03090000,Ware,07,"All Students",87,85,2," "," "," ",87,83,4," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03090000,Ware,07,"Low Income",49,47,2," "," "," ",49,45,4," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03090000,Ware,07,White,74,72,2," "," "," ",74,71,3," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03090000,Ware,07,"Special Ed",15,13,2," "," "," ",15,11,4," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03090000,Ware,08,"All Students",108,103,3,1,1," ",108,103,3,1,1," ",108,102,3,2,1," "," ",98,98,97
2010,03090000,Ware,08,"Low Income",58,54,3,1," "," ",58,53,3,1,1," ",58,52,3,2,1," "," ",98,97,95
2010,03090000,Ware,08,White,99,94,3,1,1," ",99,94,3,1,1," ",99,93,3,2,1," "," ",98,98,97
2010,03090000,Ware,08,"Special Ed",25,21,3,1," "," ",25,22,3," "," "," ",25,22,3," "," "," "," ",96,100,100
2010,03090000,Ware,10,"All Students",86,73,3,7," "," ",86,77,3,3,1," ",87,64,2,6," "," ",15,92,95,93
2010,03090000,Ware,10,"Low Income",42,31,3,6," "," ",42,35,3,3," "," ",43,27,2,5," "," ",9,85,93,88
2010,03090000,Ware,10,White,82,69,3,7," "," ",82,73,3,3,1," ",83,61,2,6," "," ",14,91,95,93
2010,03090000,Ware,10,"Special Ed",20,10,3,5," "," ",20,14,3,2," "," ",20,8,2,4," "," ",6,72,89,80
2010,03100000,Wareham,03,"All Students",225,210,10,1,4," ",225,212,10,1,2," "," "," "," "," "," "," "," ",98,99," "
2010,03100000,Wareham,03,"Low Income",116,110,3," ",3," ",116,111,3," ",2," "," "," "," "," "," "," "," ",97,98," "
2010,03100000,Wareham,03,Black,12,11," "," ",1," ",12,12," "," "," "," "," "," "," "," "," "," "," ",92,100," "
2010,03100000,Wareham,03,Hispanic/Latino,11,11," "," "," "," ",11,11," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03100000,Wareham,03,White,168,157,8," ",3," ",167,158,8," ",1," "," "," "," "," "," "," "," ",98,99," "
2010,03100000,Wareham,03,Multi-race,25,23,1,1," "," ",25,22,1,1,1," "," "," "," "," "," "," "," ",96,92," "
2010,03100000,Wareham,03,"Special Ed",45,33,10,1,1," ",45,33,10,1,1," "," "," "," "," "," "," "," ",96,96," "
2010,03100000,Wareham,04,"All Students",231,226,4,1," "," ",233,229,4," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03100000,Wareham,04,"Low Income",112,111," ",1," "," ",114,114," "," "," "," "," "," "," "," "," "," "," ",99,100," "
2010,03100000,Wareham,04,Black,16,16," "," "," "," ",17,17," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03100000,Wareham,04,Hispanic/Latino,13,12,1," "," "," ",13,12,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03100000,Wareham,04,White,175,172,3," "," "," ",176,173,3," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03100000,Wareham,04,Multi-race,19,18," ",1," "," ",19,19," "," "," "," "," "," "," "," "," "," "," ",95,100," "
2010,03100000,Wareham,04,"Special Ed",48,44,4," "," "," ",48,44,4," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03100000,Wareham,05,"All Students",249,242,7," "," "," ",249,240,7," ",2," ",249,239,7,1,2," "," ",100,99,99
2010,03100000,Wareham,05,"Low Income",121,117,4," "," "," ",121,115,4," ",2," ",121,114,4,1,2," "," ",100,98,98
2010,03100000,Wareham,05,Black,14,13,1," "," "," ",14,13,1," "," "," ",14,13,1," "," "," "," ",100,100,100
2010,03100000,Wareham,05,Hispanic/Latino,13,13," "," "," "," ",13,13," "," "," "," ",13,13," "," "," "," "," ",100,100,100
2010,03100000,Wareham,05,White,186,180,6," "," "," ",186,178,6," ",2," ",186,177,6,1,2," "," ",100,99,98
2010,03100000,Wareham,05,Multi-race,29,29," "," "," "," ",29,29," "," "," "," ",29,29," "," "," "," "," ",100,100,100
2010,03100000,Wareham,05,"Special Ed",46,39,7," "," "," ",46,39,7," "," "," ",46,39,7," "," "," "," ",100,100,100
2010,03100000,Wareham,06,"All Students",250,242,8," "," "," ",249,241,7,1," "," "," "," "," "," "," "," "," ",100,100," "
2010,03100000,Wareham,06,"Low Income",127,120,7," "," "," ",126,120,6," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03100000,Wareham,06,Black,23,22,1," "," "," ",23,22,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03100000,Wareham,06,Hispanic/Latino,11,11," "," "," "," ",11,11," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03100000,Wareham,06,White,191,185,6," "," "," ",190,184,5,1," "," "," "," "," "," "," "," "," ",100,99," "
2010,03100000,Wareham,06,Multi-race,22,21,1," "," "," ",22,21,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03100000,Wareham,06,"Special Ed",40,32,8," "," "," ",39,32,7," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03100000,Wareham,07,"All Students",233,227,3," ",3," ",233,224,4,4,1," "," "," "," "," "," "," "," ",99,98," "
2010,03100000,Wareham,07,"Low Income",103,98,3," ",2," ",103,96,3,4," "," "," "," "," "," "," "," "," ",98,96," "
2010,03100000,Wareham,07,Black,13,13," "," "," "," ",13,13," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03100000,Wareham,07,Hispanic/Latino,16,16," "," "," "," ",16,15," ",1," "," "," "," "," "," "," "," "," ",100,94," "
2010,03100000,Wareham,07,White,166,162,2," ",2," ",165,161,2,2," "," "," "," "," "," "," "," "," ",99,99," "
2010,03100000,Wareham,07,Multi-race,34,32,1," ",1," ",34,30,2,1,1," "," "," "," "," "," "," "," ",97,94," "
2010,03100000,Wareham,07,"Special Ed",37,32,3," ",2," ",37,30,4,2,1," "," "," "," "," "," "," "," ",95,92," "
2010,03100000,Wareham,08,"All Students",264,255,6,1,2," ",267,250,8,6,3," ",266,250,7,6,3," "," ",99,97,97
2010,03100000,Wareham,08,"Low Income",141,136,3,1,1," ",143,131,6,4,2," ",143,132,4,5,2," "," ",99,96,95
2010,03100000,Wareham,08,Black,26,25," ",1," "," ",27,27," "," "," "," ",27,27," "," "," "," "," ",96,100,100
2010,03100000,Wareham,08,White,198,191,5," ",2," ",200,187,7,3,3," ",199,187,6,3,3," "," ",99,97,97
2010,03100000,Wareham,08,Multi-race,24,24," "," "," "," ",24,23," ",1," "," ",24,23," ",1," "," "," ",100,96,96
2010,03100000,Wareham,08,"Special Ed",45,36,6,1,2," ",47,34,8,3,2," ",46,35,7,3,1," "," ",93,89,91
2010,03100000,Wareham,10,"All Students",264,241,2,2,2," ",263,240,2,1,3," ",263,225,2,3,1," ",32,98,98,98
2010,03100000,Wareham,10,"Low Income",108,95,1,1,2," ",109,97,1," ",2," ",108,90,1,1,1," ",15,97,98,98
2010,03100000,Wareham,10,Black,21,18,1," "," "," ",21,18,1," "," "," ",21,18,1," "," "," ",2,100,100,100
2010,03100000,Wareham,10,Hispanic/Latino,10,10," "," "," "," ",10,10," "," "," "," ",10,9," "," "," "," ",1,100,100,100
2010,03100000,Wareham,10,White,205,190," ",2,1," ",204,189," ",1,2," ",204,175," ",3,1," ",25,98,98,98
2010,03100000,Wareham,10,Multi-race,21,16,1," ",1," ",21,16,1," ",1," ",21,16,1," "," "," ",4,94,94,100
2010,03100000,Wareham,10,"Special Ed",51,40,2," ",2," ",51,40,2," ",2," ",52,38,2,1," "," ",11,95,95,98
2010,03140000,Watertown,03,"All Students",186,177,4,2," ",3,189,180,4,1," ",4," "," "," "," "," "," "," ",99,99," "
2010,03140000,Watertown,03,"Low Income",60,59,1," "," "," ",61,60,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03140000,Watertown,03,Asian,11,11," "," "," "," ",11,11," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03140000,Watertown,03,Hispanic/Latino,20,17,2,1," "," ",20,17,2,1," "," "," "," "," "," "," "," "," ",95,95," "
2010,03140000,Watertown,03,White,139,133,2,1," ",3,141,135,2," "," ",4," "," "," "," "," "," "," ",99,100," "
2010,03140000,Watertown,03,"LEP/Formerly LEP",37,33,1," "," ",3,38,33,1," "," ",4," "," "," "," "," "," "," ",100,100," "
2010,03140000,Watertown,03,"Special Ed",37,31,4,2," "," ",37,32,4,1," "," "," "," "," "," "," "," "," ",95,97," "
2010,03140000,Watertown,04,"All Students",193,182,7,1," ",3,194,184,7," "," ",3," "," "," "," "," "," "," ",99,100," "
2010,03140000,Watertown,04,"Low Income",49,46,2," "," ",1,49,46,2," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,03140000,Watertown,04,Asian,15,14," "," "," ",1,15,14," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,03140000,Watertown,04,Hispanic/Latino,18,18," "," "," "," ",18,18," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03140000,Watertown,04,White,145,136,6,1," ",2,145,137,6," "," ",2," "," "," "," "," "," "," ",99,100," "
2010,03140000,Watertown,04,"LEP/Formerly LEP",41,37,1," "," ",3,41,37,1," "," ",3," "," "," "," "," "," "," ",100,100," "
2010,03140000,Watertown,04,"Special Ed",46,38,7,1," "," ",46,39,7," "," "," "," "," "," "," "," "," "," ",98,100," "
2010,03140000,Watertown,05,"All Students",171,163,7," "," ",1,172,161,8,1," ",2,172,167,3," "," ",2," ",100,99,100
2010,03140000,Watertown,05,"Low Income",50,48,2," "," "," ",50,48,2," "," "," ",50,49,1," "," "," "," ",100,100,100
2010,03140000,Watertown,05,Asian,15,15," "," "," "," ",15,15," "," "," "," ",15,15," "," "," "," "," ",100,100,100
2010,03140000,Watertown,05,Hispanic/Latino,20,19," "," "," ",1,20,19," "," "," ",1,20,19," "," "," ",1," ",100,100,100
2010,03140000,Watertown,05,White,128,121,7," "," "," ",129,119,8,1," ",1,129,125,3," "," ",1," ",100,99,100
2010,03140000,Watertown,05,"LEP/Formerly LEP",32,30,1," "," ",1,33,30,1," "," ",2,33,31," "," "," ",2," ",100,100,100
2010,03140000,Watertown,05,"Special Ed",42,35,7," "," "," ",42,34,8," "," "," ",42,39,3," "," "," "," ",100,100,100
2010,03140000,Watertown,06,"All Students",205,200,3," "," ",2,205,200,3," "," ",2," "," "," "," "," "," "," ",100,100," "
2010,03140000,Watertown,06,"Low Income",70,69,1," "," "," ",70,69,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03140000,Watertown,06,Black,12,12," "," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03140000,Watertown,06,Asian,12,12," "," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03140000,Watertown,06,Hispanic/Latino,23,23," "," "," "," ",23,23," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03140000,Watertown,06,White,155,150,3," "," ",2,155,150,3," "," ",2," "," "," "," "," "," "," ",100,100," "
2010,03140000,Watertown,06,"LEP/Formerly LEP",32,30," "," "," ",2,32,30," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2010,03140000,Watertown,06,"Special Ed",40,37,3," "," "," ",40,37,3," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03140000,Watertown,07,"All Students",199,192,1," ",2,4,201,189,6,1," ",5," "," "," "," "," "," "," ",99,100," "
2010,03140000,Watertown,07,"Low Income",54,51," "," ",1,2,55,50,2," "," ",3," "," "," "," "," "," "," ",98,100," "
2010,03140000,Watertown,07,Black,11,10," "," "," ",1,11,9,1," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,03140000,Watertown,07,Asian,16,15,1," "," "," ",17,15,1," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,03140000,Watertown,07,Hispanic/Latino,18,17," "," ",1," ",18,17,1," "," "," "," "," "," "," "," "," "," ",94,100," "
2010,03140000,Watertown,07,White,149,145," "," ",1,3,150,143,3,1," ",3," "," "," "," "," "," "," ",99,99," "
2010,03140000,Watertown,07,"LEP/Formerly LEP",27,22,1," "," ",4,29,23,1," "," ",5," "," "," "," "," "," "," ",100,100," "
2010,03140000,Watertown,07,"Special Ed",46,43,1," ",2," ",46,39,6,1," "," "," "," "," "," "," "," "," ",96,98," "
2010,03140000,Watertown,08,"All Students",204,201," ",1," ",2,205,200,2," "," ",3,205,202," "," "," ",3," ",100,100,100
2010,03140000,Watertown,08,"Low Income",64,63," ",1," "," ",65,63,1," "," ",1,65,64," "," "," ",1," ",98,100,100
2010,03140000,Watertown,08,Asian,10,10," "," "," "," ",10,10," "," "," "," ",10,10," "," "," "," "," ",100,100,100
2010,03140000,Watertown,08,Hispanic/Latino,20,19," "," "," ",1,20,19," "," "," ",1,20,19," "," "," ",1," ",100,100,100
2010,03140000,Watertown,08,White,160,158," ",1," ",1,161,157,2," "," ",2,161,159," "," "," ",2," ",99,100,100
2010,03140000,Watertown,08,"LEP/Formerly LEP",20,18," "," "," ",2,21,18," "," "," ",3,21,18," "," "," ",3," ",100,100,100
2010,03140000,Watertown,08,"Special Ed",52,52," "," "," "," ",52,50,2," "," "," ",52,52," "," "," "," "," ",100,100,100
2010,03140000,Watertown,10,"All Students",194,180,3,2,1,4,194,181,3,2,1,4,195,151,1,5," ",4,34,98,98,97
2010,03140000,Watertown,10,"Low Income",62,55,1,2," ",3,62,54,1,2,1,3,62,46," ",3," ",3,10,97,95,95
2010,03140000,Watertown,10,Asian,12,8,1," "," ",2,12,8,1," "," ",2,12,8," "," "," ",2,2,100,100,100
2010,03140000,Watertown,10,Hispanic/Latino,18,18," "," "," "," ",18,18," "," "," "," ",18,15," ",2," "," ",1,100,100,89
2010,03140000,Watertown,10,White,153,143,2,2,1,2,152,143,2,2,1,2,153,120,1,3," ",2,27,98,98,98
2010,03140000,Watertown,10,"LEP/Formerly LEP",16,11," "," "," ",4,16,11," "," "," ",4,16,10," "," "," ",4,2,100,100,100
2010,03140000,Watertown,10,"Special Ed",28,20,3,2," "," ",29,22,3,2," "," ",29,19,1,4," "," ",5,92,93,86
2010,03150000,Wayland,03,"All Students",211,209,2," "," "," ",212,210,2," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03150000,Wayland,03,Asian,34,33,1," "," "," ",34,33,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03150000,Wayland,03,White,156,155,1," "," "," ",157,156,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03150000,Wayland,03,"Special Ed",49,47,2," "," "," ",49,47,2," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03150000,Wayland,04,"All Students",212,208,4," "," "," ",212,208,4," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03150000,Wayland,04,"Low Income",10,10," "," "," "," ",10,10," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03150000,Wayland,04,Asian,25,25," "," "," "," ",25,25," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03150000,Wayland,04,White,168,164,4," "," "," ",168,164,4," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03150000,Wayland,04,"Special Ed",45,41,4," "," "," ",45,41,4," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03150000,Wayland,05,"All Students",202,200,2," "," "," ",202,200,2," "," "," ",202,200,2," "," "," "," ",100,100,100
2010,03150000,Wayland,05,"Low Income",14,13,1," "," "," ",14,13,1," "," "," ",14,13,1," "," "," "," ",100,100,100
2010,03150000,Wayland,05,Black,12,12," "," "," "," ",12,12," "," "," "," ",12,12," "," "," "," "," ",100,100,100
2010,03150000,Wayland,05,Asian,26,26," "," "," "," ",26,26," "," "," "," ",26,26," "," "," "," "," ",100,100,100
2010,03150000,Wayland,05,Hispanic/Latino,10,10," "," "," "," ",10,10," "," "," "," ",10,10," "," "," "," "," ",100,100,100
2010,03150000,Wayland,05,White,150,148,2," "," "," ",150,148,2," "," "," ",150,148,2," "," "," "," ",100,100,100
2010,03150000,Wayland,05,"Special Ed",43,41,2," "," "," ",43,41,2," "," "," ",43,41,2," "," "," "," ",100,100,100
2010,03150000,Wayland,06,"All Students",224,224," "," "," "," ",225,224,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03150000,Wayland,06,"Low Income",20,20," "," "," "," ",20,19,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03150000,Wayland,06,Black,10,10," "," "," "," ",10,10," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03150000,Wayland,06,Asian,26,26," "," "," "," ",26,26," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03150000,Wayland,06,Hispanic/Latino,13,13," "," "," "," ",14,14," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03150000,Wayland,06,White,167,167," "," "," "," ",167,166,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03150000,Wayland,06,"Special Ed",47,47," "," "," "," ",48,47,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03150000,Wayland,07,"All Students",210,209,1," "," "," ",211,210,1," "," "," "," "," "," "," "," "," "," ",100,100," "
