adminyear,org_code,DistrictName,subject,group,sadv_num,sadv_per,spro_num,spro_per,sni_num,sni_per,swf_num,swf_per,stotal
2013,03080000,Waltham,PHY,"Non-Low Income",39,91,3,7,1,2,0,0,43
2013,03080000,Waltham,PHY,"Low Income",11,92,1,8,0,0,0,0,12
2013,03080000,Waltham,PHY,Male,18,95,1,5,0,0,0,0,19
2013,03080000,Waltham,PHY,Female,32,89,3,8,1,3,0,0,36
2013,03080000,Waltham,PHY,"High Needs",13,81,2,13,1,6,0,0,16
2013,03080000,Waltham,PHY,Asian,12,92,1,8,0,0,0,0,13
2013,03080000,Waltham,PHY,White,26,90,2,7,1,3,0,0,29
2013,03080000,Waltham,PHY,"Non-Title I",50,91,4,7,1,2,0,0,55
2013,03090000,Ware,BIO,"All Students",1,7,5,36,6,43,2,14,14
2013,03090000,Ware,BIO,"Non-Low Income",1,10,3,30,5,50,1,10,10
2013,03090000,Ware,BIO,White,1,9,4,36,4,36,2,18,11
2013,03090000,Ware,BIO,"Non-Title I",1,7,5,36,6,43,2,14,14
2013,03100000,Wareham,BIO,"All Students",21,34,27,44,10,16,3,5,61
2013,03100000,Wareham,BIO,"Non-Low Income",10,29,19,56,5,15,0,0,34
2013,03100000,Wareham,BIO,"Low Income",11,41,8,30,5,19,3,11,27
2013,03100000,Wareham,BIO,Male,9,30,10,33,8,27,3,10,30
2013,03100000,Wareham,BIO,Female,12,39,17,55,2,6,0,0,31
2013,03100000,Wareham,BIO,"High Needs",11,38,9,31,6,21,3,10,29
2013,03100000,Wareham,BIO,White,19,39,20,41,9,18,1,2,49
2013,03100000,Wareham,BIO,"Non-Title I",21,34,27,44,10,16,3,5,61
2013,03100000,Wareham,PHY,"All Students",2,2,34,35,47,48,15,15,98
2013,03100000,Wareham,PHY,"Non-Low Income",1,2,16,37,20,47,6,14,43
2013,03100000,Wareham,PHY,"Low Income",1,2,18,33,27,49,9,16,55
2013,03100000,Wareham,PHY,Male,2,3,19,32,30,51,8,14,59
2013,03100000,Wareham,PHY,Female,0,0,15,38,17,44,7,18,39
2013,03100000,Wareham,PHY,"High Needs",1,2,19,30,32,50,12,19,64
2013,03100000,Wareham,PHY,"African American",0,0,5,26,9,47,5,26,19
2013,03100000,Wareham,PHY,White,2,3,21,35,29,48,8,13,60
2013,03100000,Wareham,PHY,"Students with Disabilities",0,0,6,22,14,52,7,26,27
2013,03100000,Wareham,PHY,"Non-Title I",2,2,34,35,47,48,15,15,98
2013,03140000,Watertown,BIO,"All Students",11,10,52,49,36,34,8,7,107
2013,03140000,Watertown,BIO,"Non-Low Income",8,14,28,50,17,30,3,5,56
2013,03140000,Watertown,BIO,"Low Income",3,6,24,47,19,37,5,10,51
2013,03140000,Watertown,BIO,Male,4,8,26,53,16,33,3,6,49
2013,03140000,Watertown,BIO,Female,7,12,26,45,20,34,5,9,58
2013,03140000,Watertown,BIO,"High Needs",4,6,31,44,28,39,8,11,71
2013,03140000,Watertown,BIO,Asian,0,0,8,57,4,29,2,14,14
2013,03140000,Watertown,BIO,Hispanic/Latino,1,5,8,38,10,48,2,10,21
2013,03140000,Watertown,BIO,White,9,14,32,51,19,30,3,5,63
2013,03140000,Watertown,BIO,"English Language Learner (ELL)",0,0,4,25,9,56,3,19,16
2013,03140000,Watertown,BIO,"ELL and Former ELL",2,8,9,36,11,44,3,12,25
2013,03140000,Watertown,BIO,everELL,3,8,16,40,16,40,5,13,40
2013,03140000,Watertown,BIO,"Students with Disabilities",0,0,12,38,16,50,4,13,32
2013,03140000,Watertown,BIO,"Non-Title I",11,17,38,58,12,18,5,8,66
2013,03140000,Watertown,BIO,"Title I",0,0,14,34,24,59,3,7,41
2013,03140000,Watertown,PHY,"All Students",46,29,89,56,23,15,0,0,158
2013,03140000,Watertown,PHY,"Non-Low Income",38,32,68,57,13,11,0,0,119
2013,03140000,Watertown,PHY,"Low Income",8,21,21,54,10,26,0,0,39
2013,03140000,Watertown,PHY,Male,31,38,39,48,12,15,0,0,82
2013,03140000,Watertown,PHY,Female,15,20,50,66,11,14,0,0,76
2013,03140000,Watertown,PHY,"High Needs",9,17,30,58,13,25,0,0,52
2013,03140000,Watertown,PHY,Asian,5,50,3,30,2,20,0,0,10
2013,03140000,Watertown,PHY,White,39,31,70,56,17,13,0,0,126
2013,03140000,Watertown,PHY,everELL,6,20,16,53,8,27,0,0,30
2013,03140000,Watertown,PHY,"Students with Disabilities",2,13,10,63,4,25,0,0,16
2013,03140000,Watertown,PHY,"Non-Title I",45,32,79,57,15,11,0,0,139
2013,03140000,Watertown,PHY,"Title I",1,5,10,53,8,42,0,0,19
2013,03150000,Wayland,BIO,"All Students",94,90,11,10,0,0,0,0,105
2013,03150000,Wayland,BIO,"Non-Low Income",90,92,8,8,0,0,0,0,98
2013,03150000,Wayland,BIO,Male,43,93,3,7,0,0,0,0,46
2013,03150000,Wayland,BIO,Female,51,89,6,11,0,0,0,0,57
2013,03150000,Wayland,BIO,Asian,19,95,1,5,0,0,0,0,20
2013,03150000,Wayland,BIO,White,68,91,7,9,0,0,0,0,75
2013,03150000,Wayland,BIO,"Non-Title I",94,91,9,9,0,0,0,0,103
2013,03150000,Wayland,PHY,"All Students",31,25,75,60,18,15,0,0,124
2013,03150000,Wayland,PHY,"Non-Low Income",29,27,67,61,13,12,0,0,109
2013,03150000,Wayland,PHY,"Low Income",2,13,8,53,5,33,0,0,15
2013,03150000,Wayland,PHY,Male,12,20,44,72,5,8,0,0,61
2013,03150000,Wayland,PHY,Female,19,30,31,49,13,21,0,0,63
2013,03150000,Wayland,PHY,"High Needs",6,13,27,57,14,30,0,0,47
2013,03150000,Wayland,PHY,White,23,25,58,62,12,13,0,0,93
2013,03150000,Wayland,PHY,"Students with Disabilities",4,11,21,57,12,32,0,0,37
2013,03150000,Wayland,PHY,"Non-Title I",31,25,75,60,18,15,0,0,124
2013,03160000,Webster,BIO,"All Students",7,13,26,50,13,25,6,12,52
2013,03160000,Webster,BIO,"Non-Low Income",7,22,13,41,7,22,5,16,32
2013,03160000,Webster,BIO,"Low Income",0,0,13,65,6,30,1,5,20
2013,03160000,Webster,BIO,Male,4,14,13,46,7,25,4,14,28
2013,03160000,Webster,BIO,Female,3,13,13,54,6,25,2,8,24
2013,03160000,Webster,BIO,"High Needs",0,0,13,59,6,27,3,14,22
2013,03160000,Webster,BIO,White,7,17,20,49,11,27,3,7,41
2013,03160000,Webster,BIO,"Title I",7,14,26,51,13,25,5,10,51
2013,03160000,Webster,PHY,"All Students",3,23,7,54,2,15,1,8,13
2013,03160000,Webster,PHY,"Non-Low Income",2,18,7,64,2,18,0,0,11
2013,03160000,Webster,PHY,White,3,27,5,45,2,18,1,9,11
2013,03160000,Webster,PHY,"Title I",3,23,7,54,2,15,1,8,13
2013,03170000,Wellesley,BIO,"All Students",1,9,3,27,2,18,5,45,11
2013,03170000,Wellesley,BIO,"Non-Low Income",1,10,2,20,2,20,5,50,10
2013,03170000,Wellesley,BIO,"Non-Title I",1,9,3,27,2,18,5,45,11
2013,03170000,Wellesley,CHE,"All Students",125,39,139,43,52,16,7,2,323
2013,03170000,Wellesley,CHE,"Non-Low Income",125,41,132,43,44,14,6,2,307
2013,03170000,Wellesley,CHE,"Low Income",0,0,7,44,8,50,1,6,16
2013,03170000,Wellesley,CHE,Male,61,38,69,43,27,17,4,2,161
2013,03170000,Wellesley,CHE,Female,64,40,70,43,25,15,3,2,162
2013,03170000,Wellesley,CHE,"High Needs",7,14,17,34,20,40,6,12,50
2013,03170000,Wellesley,CHE,"African American",1,6,5,31,7,44,3,19,16
2013,03170000,Wellesley,CHE,Asian,24,71,7,21,3,9,0,0,34
2013,03170000,Wellesley,CHE,Hispanic/Latino,1,10,6,60,3,30,0,0,10
2013,03170000,Wellesley,CHE,White,97,38,114,45,38,15,4,2,253
2013,03170000,Wellesley,CHE,everELL,5,50,3,30,2,20,0,0,10
2013,03170000,Wellesley,CHE,"Students with Disabilities",6,17,9,26,14,40,6,17,35
2013,03170000,Wellesley,CHE,"Non-Title I",124,39,139,43,51,16,7,2,321
2013,03210000,Westborough,BIO,"All Students",163,63,85,33,7,3,2,1,257
2013,03210000,Westborough,BIO,"Non-Low Income",152,65,77,33,4,2,1,0,234
2013,03210000,Westborough,BIO,"Low Income",11,48,8,35,3,13,1,4,23
2013,03210000,Westborough,BIO,Male,79,66,37,31,3,3,0,0,119
2013,03210000,Westborough,BIO,Female,84,61,48,35,4,3,2,1,138
2013,03210000,Westborough,BIO,"High Needs",17,37,21,46,6,13,2,4,46
2013,03210000,Westborough,BIO,Asian,30,73,11,27,0,0,0,0,41
2013,03210000,Westborough,BIO,Hispanic/Latino,3,25,7,58,1,8,1,8,12
2013,03210000,Westborough,BIO,White,128,65,64,32,5,3,1,1,198
2013,03210000,Westborough,BIO,everELL,16,48,14,42,2,6,1,3,33
2013,03210000,Westborough,BIO,"Students with Disabilities",5,19,15,56,6,22,1,4,27
2013,03210000,Westborough,BIO,"Non-Title I",163,63,85,33,7,3,2,1,257
2013,03210000,Westborough,TEC,"All Students",7,24,17,59,5,17,0,0,29
2013,03210000,Westborough,TEC,"Non-Low Income",7,26,17,63,3,11,0,0,27
2013,03210000,Westborough,TEC,Male,7,27,16,62,3,12,0,0,26
2013,03210000,Westborough,TEC,White,6,27,14,64,2,9,0,0,22
2013,03210000,Westborough,TEC,"Non-Title I",7,24,17,59,5,17,0,0,29
2013,03220000,"West Boylston",BIO,"All Students",10,38,13,50,2,8,1,4,26
2013,03220000,"West Boylston",BIO,"Non-Low Income",10,40,13,52,2,8,0,0,25
2013,03220000,"West Boylston",BIO,Male,3,25,7,58,1,8,1,8,12
2013,03220000,"West Boylston",BIO,Female,7,50,6,43,1,7,0,0,14
2013,03220000,"West Boylston",BIO,White,9,41,11,50,2,9,0,0,22
2013,03220000,"West Boylston",BIO,"Non-Title I",10,38,13,50,2,8,1,4,26
2013,03220000,"West Boylston",PHY,"All Students",0,0,7,23,21,68,3,10,31
2013,03220000,"West Boylston",PHY,"Non-Low Income",0,0,7,30,14,61,2,9,23
2013,03220000,"West Boylston",PHY,Male,0,0,3,19,11,69,2,13,16
2013,03220000,"West Boylston",PHY,Female,0,0,4,27,10,67,1,7,15
2013,03220000,"West Boylston",PHY,"High Needs",0,0,0,0,9,82,2,18,11
2013,03220000,"West Boylston",PHY,White,0,0,6,22,19,70,2,7,27
2013,03220000,"West Boylston",PHY,"Non-Title I",0,0,7,23,21,68,3,10,31
2013,03230000,"West Bridgewater",BIO,"All Students",39,35,56,50,15,13,2,2,112
2013,03230000,"West Bridgewater",BIO,"Non-Low Income",36,38,47,50,10,11,1,1,94
2013,03230000,"West Bridgewater",BIO,"Low Income",3,17,9,50,5,28,1,6,18
2013,03230000,"West Bridgewater",BIO,Male,12,22,30,55,11,20,2,4,55
2013,03230000,"West Bridgewater",BIO,Female,27,47,26,46,4,7,0,0,57
2013,03230000,"West Bridgewater",BIO,"High Needs",4,17,11,46,7,29,2,8,24
2013,03230000,"West Bridgewater",BIO,White,36,34,55,51,14,13,2,2,107
2013,03230000,"West Bridgewater",BIO,"Non-Title I",39,35,56,50,15,13,2,2,112
2013,03250000,Westfield,BIO,"All Students",0,0,6,38,4,25,6,38,16
2013,03250000,Westfield,BIO,Male,0,0,4,31,4,31,5,38,13
2013,03250000,Westfield,BIO,"High Needs",0,0,2,20,2,20,6,60,10
2013,03250000,Westfield,BIO,White,0,0,4,36,2,18,5,45,11
2013,03250000,Westfield,BIO,"Non-Title I",0,0,6,38,4,25,6,38,16
2013,03250000,Westfield,PHY,"All Students",54,17,160,50,87,27,19,6,320
2013,03250000,Westfield,PHY,"Non-Low Income",42,18,124,54,57,25,6,3,229
2013,03250000,Westfield,PHY,"Low Income",12,13,36,40,29,32,13,14,90
2013,03250000,Westfield,PHY,Male,25,17,81,54,34,23,11,7,151
2013,03250000,Westfield,PHY,Female,29,17,79,47,52,31,8,5,168
2013,03250000,Westfield,PHY,"High Needs",12,11,43,39,39,35,16,15,110
2013,03250000,Westfield,PHY,Asian,1,10,3,30,2,20,4,40,10
2013,03250000,Westfield,PHY,Hispanic/Latino,2,8,7,29,12,50,3,13,24
2013,03250000,Westfield,PHY,White,51,18,148,53,69,25,12,4,280
2013,03250000,Westfield,PHY,"ELL and Former ELL",0,0,3,30,3,30,4,40,10
2013,03250000,Westfield,PHY,everELL,7,23,10,33,9,30,4,13,30
2013,03250000,Westfield,PHY,"Students with Disabilities",0,0,6,20,16,53,8,27,30
2013,03250000,Westfield,PHY,"Non-Title I",54,17,160,50,86,27,19,6,319
2013,03250000,Westfield,TEC,"All Students",9,8,58,51,32,28,14,12,113
2013,03250000,Westfield,TEC,"Non-Low Income",4,8,31,62,10,20,5,10,50
2013,03250000,Westfield,TEC,"Low Income",5,8,26,42,22,35,9,15,62
2013,03250000,Westfield,TEC,Male,8,13,39,61,13,20,4,6,64
2013,03250000,Westfield,TEC,Female,1,2,18,38,19,40,10,21,48
2013,03250000,Westfield,TEC,"High Needs",5,7,31,43,25,35,11,15,72
2013,03250000,Westfield,TEC,Hispanic/Latino,0,0,3,16,11,58,5,26,19
2013,03250000,Westfield,TEC,White,9,10,53,58,21,23,9,10,92
2013,03250000,Westfield,TEC,everELL,3,12,10,38,8,31,5,19,26
2013,03250000,Westfield,TEC,"Students with Disabilities",0,0,8,33,9,38,7,29,24
2013,03250000,Westfield,TEC,"Title I",9,8,57,51,32,29,14,13,112
2013,03260000,Westford,BIO,"All Students",267,64,129,31,16,4,3,1,415
2013,03260000,Westford,BIO,"Non-Low Income",266,66,122,30,11,3,2,0,401
2013,03260000,Westford,BIO,"Low Income",1,7,7,50,5,36,1,7,14
2013,03260000,Westford,BIO,Male,143,67,58,27,9,4,2,1,212
2013,03260000,Westford,BIO,Female,124,61,71,35,7,3,1,0,203
2013,03260000,Westford,BIO,"High Needs",5,11,27,59,11,24,3,7,46
2013,03260000,Westford,BIO,Asian,62,89,8,11,0,0,0,0,70
2013,03260000,Westford,BIO,White,192,59,116,36,14,4,3,1,325
2013,03260000,Westford,BIO,"Multi-Race (non-Hispanic/Latino)",13,87,1,7,1,7,0,0,15
2013,03260000,Westford,BIO,everELL,8,53,6,40,1,7,0,0,15
2013,03260000,Westford,BIO,"Students with Disabilities",3,8,22,61,8,22,3,8,36
2013,03260000,Westford,BIO,"Non-Title I",267,64,129,31,16,4,3,1,415
2013,03300000,Weston,PHY,"All Students",72,36,98,49,29,14,2,1,201
2013,03300000,Weston,PHY,"Non-Low Income",72,37,97,49,26,13,1,1,196
2013,03300000,Weston,PHY,Male,44,44,50,50,5,5,1,1,100
2013,03300000,Weston,PHY,Female,28,28,48,48,24,24,1,1,101
2013,03300000,Weston,PHY,"High Needs",2,6,15,47,13,41,2,6,32
2013,03300000,Weston,PHY,"African American",1,8,5,42,6,50,0,0,12
2013,03300000,Weston,PHY,Asian,13,54,9,38,2,8,0,0,24
2013,03300000,Weston,PHY,White,50,33,79,52,20,13,2,1,151
2013,03300000,Weston,PHY,everELL,5,50,3,30,2,20,0,0,10
2013,03300000,Weston,PHY,"Students with Disabilities",1,4,12,48,10,40,2,8,25
2013,03300000,Weston,PHY,"Non-Title I",62,36,86,49,24,14,2,1,174
2013,03300000,Weston,PHY,"Title I",10,37,12,44,5,19,0,0,27
2013,03310000,Westport,PHY,"All Students",10,12,38,44,31,36,7,8,86
2013,03310000,Westport,PHY,"Non-Low Income",7,11,32,52,21,34,2,3,62
2013,03310000,Westport,PHY,"Low Income",3,13,6,25,10,42,5,21,24
2013,03310000,Westport,PHY,Male,5,11,21,48,14,32,4,9,44
2013,03310000,Westport,PHY,Female,5,12,17,40,17,40,3,7,42
2013,03310000,Westport,PHY,"High Needs",3,10,9,29,13,42,6,19,31
2013,03310000,Westport,PHY,White,10,12,38,45,29,35,7,8,84
2013,03310000,Westport,PHY,"Students with Disabilities",0,0,3,25,6,50,3,25,12
2013,03310000,Westport,PHY,"Non-Title I",10,12,38,44,31,36,7,8,86
2013,03320000,"West Springfield",BIO,"All Students",75,26,122,42,79,27,16,5,292
2013,03320000,"West Springfield",BIO,"Non-Low Income",48,34,64,45,24,17,5,4,141
2013,03320000,"West Springfield",BIO,"Low Income",27,18,58,38,55,36,11,7,151
2013,03320000,"West Springfield",BIO,Male,39,26,61,40,45,30,7,5,152
2013,03320000,"West Springfield",BIO,Female,36,26,61,44,34,24,9,6,140
2013,03320000,"West Springfield",BIO,"High Needs",28,16,68,39,65,37,15,9,176
2013,03320000,"West Springfield",BIO,"African American",3,23,4,31,3,23,3,23,13
2013,03320000,"West Springfield",BIO,Asian,4,36,2,18,3,27,2,18,11
2013,03320000,"West Springfield",BIO,Hispanic/Latino,9,14,27,43,21,33,6,10,63
2013,03320000,"West Springfield",BIO,White,58,29,85,43,52,26,5,3,200
2013,03320000,"West Springfield",BIO,"English Language Learner (ELL)",0,0,2,20,5,50,3,30,10
2013,03320000,"West Springfield",BIO,"ELL and Former ELL",2,11,4,22,7,39,5,28,18
2013,03320000,"West Springfield",BIO,everELL,13,28,16,35,12,26,5,11,46
2013,03320000,"West Springfield",BIO,"Students with Disabilities",1,2,17,28,31,52,11,18,60
2013,03320000,"West Springfield",BIO,"Non-Title I",75,26,122,42,79,27,16,5,292
2013,03350000,Westwood,BIO,"All Students",142,62,68,30,13,6,5,2,228
2013,03350000,Westwood,BIO,"Non-Low Income",136,64,62,29,12,6,3,1,213
2013,03350000,Westwood,BIO,"Low Income",6,40,6,40,1,7,2,13,15
2013,03350000,Westwood,BIO,Male,75,67,29,26,5,4,3,3,112
2013,03350000,Westwood,BIO,Female,67,58,39,34,8,7,2,2,116
2013,03350000,Westwood,BIO,"High Needs",12,27,18,40,10,22,5,11,45
2013,03350000,Westwood,BIO,"African American",5,45,5,45,1,9,0,0,11
2013,03350000,Westwood,BIO,Asian,12,63,5,26,2,11,0,0,19
2013,03350000,Westwood,BIO,White,123,64,56,29,10,5,4,2,193
2013,03350000,Westwood,BIO,everELL,6,60,2,20,1,10,1,10,10
2013,03350000,Westwood,BIO,"Students with Disabilities",6,18,14,41,9,26,5,15,34
2013,03350000,Westwood,BIO,"Non-Title I",142,62,68,30,13,6,5,2,228
2013,03360000,Weymouth,BIO,"All Students",172,35,203,42,85,17,26,5,486
2013,03360000,Weymouth,BIO,"Non-Low Income",145,40,141,39,62,17,16,4,364
2013,03360000,Weymouth,BIO,"Low Income",27,22,62,51,23,19,10,8,122
2013,03360000,Weymouth,BIO,Male,89,38,92,39,35,15,17,7,233
2013,03360000,Weymouth,BIO,Female,83,33,111,44,50,20,9,4,253
2013,03360000,Weymouth,BIO,"High Needs",31,17,75,41,50,28,25,14,181
2013,03360000,Weymouth,BIO,"African American",2,12,8,47,4,24,3,18,17
2013,03360000,Weymouth,BIO,Asian,11,79,3,21,0,0,0,0,14
2013,03360000,Weymouth,BIO,Hispanic/Latino,5,23,9,41,5,23,3,14,22
2013,03360000,Weymouth,BIO,White,150,35,180,42,75,18,19,4,424
2013,03360000,Weymouth,BIO,"ELL and Former ELL",1,9,3,27,3,27,4,36,11
2013,03360000,Weymouth,BIO,everELL,7,28,6,24,7,28,5,20,25
2013,03360000,Weymouth,BIO,"Students with Disabilities",4,5,21,26,35,44,20,25,80
2013,03360000,Weymouth,BIO,"Non-Title I",172,35,203,42,85,17,26,5,486
2013,03420000,Wilmington,BIO,"All Students",41,51,29,36,3,4,7,9,80
2013,03420000,Wilmington,BIO,"Non-Low Income",39,53,27,37,1,1,6,8,73
2013,03420000,Wilmington,BIO,Male,12,41,11,38,1,3,5,17,29
2013,03420000,Wilmington,BIO,Female,29,57,18,35,2,4,2,4,51
2013,03420000,Wilmington,BIO,"High Needs",2,12,5,29,3,18,7,41,17
2013,03420000,Wilmington,BIO,White,37,51,26,36,2,3,7,10,72
2013,03420000,Wilmington,BIO,"Students with Disabilities",0,0,3,25,2,17,7,58,12
2013,03420000,Wilmington,BIO,"Non-Title I",41,51,29,36,3,4,7,9,80
2013,03420000,Wilmington,PHY,"All Students",19,14,78,56,35,25,7,5,139
2013,03420000,Wilmington,PHY,"Non-Low Income",15,12,76,62,26,21,6,5,123
2013,03420000,Wilmington,PHY,"Low Income",4,25,2,13,9,56,1,6,16
2013,03420000,Wilmington,PHY,Male,11,15,40,56,17,24,3,4,71
2013,03420000,Wilmington,PHY,Female,8,12,38,56,18,26,4,6,68
2013,03420000,Wilmington,PHY,"High Needs",4,14,4,14,15,54,5,18,28
2013,03420000,Wilmington,PHY,White,19,15,76,59,26,20,7,5,128
2013,03420000,Wilmington,PHY,"Students with Disabilities",1,7,2,13,8,53,4,27,15
2013,03420000,Wilmington,PHY,"Non-Title I",19,14,78,56,35,25,7,5,139
2013,03430000,Winchendon,BIO,"All Students",3,7,24,52,16,35,3,7,46
2013,03430000,Winchendon,BIO,"Non-Low Income",2,7,17,61,7,25,2,7,28
2013,03430000,Winchendon,BIO,"Low Income",1,6,7,39,9,50,1,6,18
2013,03430000,Winchendon,BIO,Male,1,4,16,67,7,29,0,0,24
2013,03430000,Winchendon,BIO,Female,2,9,8,36,9,41,3,14,22
2013,03430000,Winchendon,BIO,"High Needs",1,4,9,38,11,46,3,13,24
2013,03430000,Winchendon,BIO,White,3,7,23,55,13,31,3,7,42
2013,03430000,Winchendon,BIO,"Title I",3,7,23,51,16,36,3,7,45
2013,03430000,Winchendon,TEC,"All Students",1,3,14,38,17,46,5,14,37
2013,03430000,Winchendon,TEC,"Non-Low Income",1,8,5,38,6,46,1,8,13
2013,03430000,Winchendon,TEC,"Low Income",0,0,9,38,11,46,4,17,24
2013,03430000,Winchendon,TEC,Male,1,3,13,45,11,38,4,14,29
2013,03430000,Winchendon,TEC,"High Needs",0,0,9,32,14,50,5,18,28
2013,03430000,Winchendon,TEC,White,1,3,14,40,16,46,4,11,35
2013,03430000,Winchendon,TEC,"Students with Disabilities",0,0,1,8,8,62,4,31,13
2013,03430000,Winchendon,TEC,"Title I",1,3,14,38,17,46,5,14,37
2013,03440000,Winchester,BIO,"All Students",233,69,85,25,17,5,1,0,336
2013,03440000,Winchester,BIO,"Non-Low Income",222,71,79,25,11,4,1,0,313
2013,03440000,Winchester,BIO,"Low Income",11,48,6,26,6,26,0,0,23
2013,03440000,Winchester,BIO,Male,124,70,39,22,13,7,1,1,177
2013,03440000,Winchester,BIO,Female,109,69,46,29,4,3,0,0,159
2013,03440000,Winchester,BIO,"High Needs",26,39,26,39,14,21,1,1,67
2013,03440000,Winchester,BIO,Asian,37,84,7,16,0,0,0,0,44
2013,03440000,Winchester,BIO,White,180,68,72,27,14,5,0,0,266
2013,03440000,Winchester,BIO,"Multi-Race (non-Hispanic/Latino)",8,67,3,25,1,8,0,0,12
2013,03440000,Winchester,BIO,"ELL and Former ELL",7,70,1,10,1,10,1,10,10
2013,03440000,Winchester,BIO,everELL,20,71,4,14,3,11,1,4,28
2013,03440000,Winchester,BIO,"Students with Disabilities",9,23,20,51,10,26,0,0,39
2013,03440000,Winchester,BIO,"Non-Title I",233,69,85,25,17,5,1,0,336
2013,03460000,Winthrop,BIO,"All Students",50,33,64,42,26,17,12,8,152
2013,03460000,Winthrop,BIO,"Non-Low Income",41,37,45,41,18,16,7,6,111
2013,03460000,Winthrop,BIO,"Low Income",9,23,19,48,7,18,5,13,40
2013,03460000,Winthrop,BIO,Male,20,32,23,37,14,23,5,8,62
2013,03460000,Winthrop,BIO,Female,30,34,41,46,11,12,7,8,89
2013,03460000,Winthrop,BIO,"High Needs",9,17,21,39,13,24,11,20,54
2013,03460000,Winthrop,BIO,Hispanic/Latino,2,13,9,56,3,19,2,13,16
2013,03460000,Winthrop,BIO,White,47,38,51,41,19,15,8,6,125
2013,03460000,Winthrop,BIO,everELL,4,19,9,43,5,24,3,14,21
2013,03460000,Winthrop,BIO,"Students with Disabilities",0,0,3,13,10,43,10,43,23
2013,03460000,Winthrop,BIO,"Non-Title I",50,33,64,42,25,17,12,8,151
2013,03470000,Woburn,BIO,"All Students",67,65,26,25,4,4,6,6,103
2013,03470000,Woburn,BIO,"Non-Low Income",60,67,22,24,3,3,5,6,90
2013,03470000,Woburn,BIO,"Low Income",7,54,4,31,1,8,1,8,13
2013,03470000,Woburn,BIO,Male,25,54,16,35,1,2,4,9,46
2013,03470000,Woburn,BIO,Female,42,74,10,18,3,5,2,4,57
2013,03470000,Woburn,BIO,"High Needs",11,46,6,25,2,8,5,21,24
2013,03470000,Woburn,BIO,White,56,68,22,27,1,1,3,4,82
2013,03470000,Woburn,BIO,"Students with Disabilities",3,23,3,23,2,15,5,38,13
2013,03470000,Woburn,BIO,"Non-Title I",67,65,26,25,4,4,6,6,103
2013,03470000,Woburn,PHY,"All Students",17,7,124,48,91,35,28,11,260
2013,03470000,Woburn,PHY,"Non-Low Income",13,7,89,50,62,35,15,8,179
2013,03470000,Woburn,PHY,"Low Income",4,5,35,44,29,36,12,15,80
2013,03470000,Woburn,PHY,Male,10,8,61,47,49,38,9,7,129
2013,03470000,Woburn,PHY,Female,7,5,63,48,42,32,18,14,130
2013,03470000,Woburn,PHY,"High Needs",4,3,45,37,49,40,25,20,123
2013,03470000,Woburn,PHY,"African American",0,0,2,12,12,71,3,18,17
2013,03470000,Woburn,PHY,Hispanic/Latino,2,8,6,24,10,40,7,28,25
2013,03470000,Woburn,PHY,White,14,7,109,53,64,31,17,8,204
2013,03470000,Woburn,PHY,"English Language Learner (ELL)",0,0,5,38,4,31,4,31,13
2013,03470000,Woburn,PHY,"ELL and Former ELL",0,0,5,33,6,40,4,27,15
2013,03470000,Woburn,PHY,everELL,0,0,12,39,13,42,6,19,31
2013,03470000,Woburn,PHY,"Students with Disabilities",0,0,12,21,27,47,18,32,57
2013,03470000,Woburn,PHY,"Non-Title I",17,7,124,48,91,35,27,10,259
2013,03480000,Worcester,BIO,"All Students",193,12,574,36,562,35,287,18,1616
2013,03480000,Worcester,BIO,"Non-Low Income",105,24,205,46,103,23,28,6,441
2013,03480000,Worcester,BIO,"Low Income",88,7,369,31,459,39,258,22,1174
2013,03480000,Worcester,BIO,Male,79,9,301,36,292,35,163,20,835
2013,03480000,Worcester,BIO,Female,114,15,273,35,270,35,123,16,780
2013,03480000,Worcester,BIO,"High Needs",100,8,409,32,491,38,282,22,1282
2013,03480000,Worcester,BIO,"African American",28,11,96,36,100,38,42,16,266
2013,03480000,Worcester,BIO,Asian,34,25,56,41,28,21,17,13,135
2013,03480000,Worcester,BIO,Hispanic/Latino,26,4,191,30,256,41,155,25,628
2013,03480000,Worcester,BIO,White,103,19,219,40,158,29,62,11,542
2013,03480000,Worcester,BIO,"Multi-Race (non-Hispanic/Latino)",2,5,10,27,16,43,9,24,37
2013,03480000,Worcester,BIO,"Former ELL",21,9,104,45,76,33,29,13,230
2013,03480000,Worcester,BIO,"English Language Learner (ELL)",4,1,37,12,131,42,139,45,311
2013,03480000,Worcester,BIO,"ELL and Former ELL",25,5,141,26,207,38,168,31,541
2013,03480000,Worcester,BIO,everELL,62,9,229,32,260,36,173,24,724
2013,03480000,Worcester,BIO,"Students with Disabilities",4,1,35,10,150,43,163,46,352
2013,03480000,Worcester,BIO,"Non-Title I",193,12,574,36,562,35,285,18,1614
2013,03480000,Worcester,TEC,"All Students",0,0,1,5,8,38,12,57,21
2013,03480000,Worcester,TEC,"Low Income",0,0,0,0,4,29,10,71,14
2013,03480000,Worcester,TEC,Male,0,0,1,7,8,57,5,36,14
2013,03480000,Worcester,TEC,"High Needs",0,0,0,0,5,31,11,69,16
2013,03480000,Worcester,TEC,Hispanic/Latino,0,0,0,0,4,36,7,64,11
2013,03480000,Worcester,TEC,everELL,0,0,0,0,4,40,6,60,10
2013,03480000,Worcester,TEC,"Non-Title I",0,0,1,5,8,38,12,57,21
