Year,org_code,DistrictName,SchoolName,Grade,Group,e_enroll,e_standard,e_alt,e_abs,e_med,e_lep,e_afteroct,m_enroll,m_standard,m_alt,m_abs,m_med,m_lep,m_afteroct,s_enroll,s_standard,s_alt,s_abs,s_med,s_lep,s_afteroct,e_ayppart,m_ayppart,s_ayppart
2010,01600040,Lowell,"Peter W Reilly",04,"Low Income",60,49," ",2," ",1,8,59,49," ",1," ",2,7," "," "," "," "," "," "," ",97,98," "
2010,01600040,Lowell,"Peter W Reilly",04,Hispanic/Latino,42,34," ",2,1,1,4,42,35," "," ",1,2,4," "," "," "," "," "," "," ",93,98," "
2010,01600040,Lowell,"Peter W Reilly",04,White,58,56," "," "," "," ",2,58,55," ",1," "," ",2," "," "," "," "," "," "," ",100,98," "
2010,01600040,Lowell,"Peter W Reilly",04,"LEP/Formerly LEP",44,38," ",2," ",1,3,44,39," "," "," ",2,3," "," "," "," "," "," "," ",95,100," "
2010,01600040,Lowell,"Peter W Reilly",04,"Special Ed",24,20," ",1," "," ",3,24,20," ",1," "," ",3," "," "," "," "," "," "," ",96,96," "
2010,01600050,Lowell,"John J Shaughnessy",03,"All Students",78,66,5," "," "," ",7,79,66,5," "," "," ",8," "," "," "," "," "," "," ",100,100," "
2010,01600050,Lowell,"John J Shaughnessy",03,"Low Income",58,48,4," "," "," ",6,59,48,4," "," "," ",7," "," "," "," "," "," "," ",100,100," "
2010,01600050,Lowell,"John J Shaughnessy",03,Asian,18,16," "," "," "," ",2,18,16," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2010,01600050,Lowell,"John J Shaughnessy",03,Hispanic/Latino,20,17,2," "," "," ",1,21,17,2," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2010,01600050,Lowell,"John J Shaughnessy",03,White,36,29,3," "," "," ",4,36,29,3," "," "," ",4," "," "," "," "," "," "," ",100,100," "
2010,01600050,Lowell,"John J Shaughnessy",03,"LEP/Formerly LEP",23,21," "," "," "," ",2,23,21," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2010,01600050,Lowell,"John J Shaughnessy",03,"Special Ed",13,8,5," "," "," "," ",13,8,5," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01600050,Lowell,"John J Shaughnessy",04,"All Students",92,85,3," "," "," ",4,92,85,2,1," "," ",4," "," "," "," "," "," "," ",100,99," "
2010,01600050,Lowell,"John J Shaughnessy",04,"Low Income",76,69,3," "," "," ",4,76,69,2,1," "," ",4," "," "," "," "," "," "," ",100,99," "
2010,01600050,Lowell,"John J Shaughnessy",04,Asian,29,25,2," "," "," ",2,29,26,1," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2010,01600050,Lowell,"John J Shaughnessy",04,Hispanic/Latino,23,22,1," "," "," "," ",23,22,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01600050,Lowell,"John J Shaughnessy",04,White,35,34," "," "," "," ",1,35,34," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,01600050,Lowell,"John J Shaughnessy",04,"LEP/Formerly LEP",36,33,2," "," "," ",1,36,34,1," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,01600050,Lowell,"John J Shaughnessy",04,"Special Ed",17,14,3," "," "," "," ",17,15,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01600055,Lowell,Washington,03,"All Students",39,36," "," ",1," ",2,39,36," "," ",1," ",2," "," "," "," "," "," "," ",97,97," "
2010,01600055,Lowell,Washington,03,"Low Income",26,24," "," ",1," ",1,26,24," "," ",1," ",1," "," "," "," "," "," "," ",96,96," "
2010,01600055,Lowell,Washington,03,Asian,15,14," "," "," "," ",1,15,14," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,01600055,Lowell,Washington,03,White,12,11," "," ",1," "," ",12,11," "," ",1," "," "," "," "," "," "," "," "," ",92,92," "
2010,01600055,Lowell,Washington,03,"LEP/Formerly LEP",24,23," "," "," "," ",1,24,23," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,01600055,Lowell,Washington,04,"All Students",48,41,1," "," "," ",6,49,41,1," "," "," ",7," "," "," "," "," "," "," ",100,100," "
2010,01600055,Lowell,Washington,04,"Low Income",31,25," "," "," "," ",6,32,25," "," "," "," ",7," "," "," "," "," "," "," ",100,100," "
2010,01600055,Lowell,Washington,04,Asian,20,17,1," "," "," ",2,20,17,1," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2010,01600055,Lowell,Washington,04,Hispanic/Latino,11,9," "," "," "," ",2,11,9," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2010,01600055,Lowell,Washington,04,White,15,13," "," "," "," ",2,16,13," "," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2010,01600055,Lowell,Washington,04,"LEP/Formerly LEP",32,27,1," "," "," ",4,32,27,1," "," "," ",4," "," "," "," "," "," "," ",100,100," "
2010,01600055,Lowell,Washington,04,"Special Ed",9," "," "," "," "," "," ",10,6,1," "," "," ",3," "," "," "," "," "," "," "," ",100," "
2010,01600075,Lowell,"S Christa McAuliffe Elementary",03,"All Students",82,78," "," "," "," ",4,82,78," "," "," "," ",4," "," "," "," "," "," "," ",100,100," "
2010,01600075,Lowell,"S Christa McAuliffe Elementary",03,"Low Income",69,65," "," "," "," ",4,69,65," "," "," "," ",4," "," "," "," "," "," "," ",100,100," "
2010,01600075,Lowell,"S Christa McAuliffe Elementary",03,Asian,10,9," "," "," "," ",1,10,9," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,01600075,Lowell,"S Christa McAuliffe Elementary",03,Hispanic/Latino,32,30," "," "," "," ",2,32,30," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2010,01600075,Lowell,"S Christa McAuliffe Elementary",03,White,33,33," "," "," "," "," ",33,33," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01600075,Lowell,"S Christa McAuliffe Elementary",03,"LEP/Formerly LEP",35,34," "," "," "," ",1,35,34," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,01600075,Lowell,"S Christa McAuliffe Elementary",03,"Special Ed",16,14," "," "," "," ",2,16,14," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2010,01600075,Lowell,"S Christa McAuliffe Elementary",04,"All Students",89,81," "," "," "," ",8,88,80," "," "," "," ",8," "," "," "," "," "," "," ",100,100," "
2010,01600075,Lowell,"S Christa McAuliffe Elementary",04,"Low Income",73,66," "," "," "," ",7,72,65," "," "," "," ",7," "," "," "," "," "," "," ",100,100," "
2010,01600075,Lowell,"S Christa McAuliffe Elementary",04,Asian,11,11," "," "," "," "," ",11,11," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01600075,Lowell,"S Christa McAuliffe Elementary",04,Hispanic/Latino,37,32," "," "," "," ",5,36,31," "," "," "," ",5," "," "," "," "," "," "," ",100,100," "
2010,01600075,Lowell,"S Christa McAuliffe Elementary",04,White,34,33," "," "," "," ",1,34,33," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,01600075,Lowell,"S Christa McAuliffe Elementary",04,"LEP/Formerly LEP",36,34," "," "," "," ",2,35,33," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2010,01600075,Lowell,"S Christa McAuliffe Elementary",04,"Special Ed",14,11," "," "," "," ",3,14,11," "," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2010,01600080,Lowell,"Charlotte M Murkland Elem",03,"All Students",87,79," "," "," ",2,6,87,79," "," "," ",2,6," "," "," "," "," "," "," ",100,100," "
2010,01600080,Lowell,"Charlotte M Murkland Elem",03,"Low Income",79,71," "," "," ",2,6,79,71," "," "," ",2,6," "," "," "," "," "," "," ",100,100," "
2010,01600080,Lowell,"Charlotte M Murkland Elem",03,Asian,46,44," "," "," ",1,1,46,44," "," "," ",1,1," "," "," "," "," "," "," ",100,100," "
2010,01600080,Lowell,"Charlotte M Murkland Elem",03,Hispanic/Latino,24,21," "," "," "," ",3,24,21," "," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2010,01600080,Lowell,"Charlotte M Murkland Elem",03,White,13,11," "," "," "," ",2,13,11," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2010,01600080,Lowell,"Charlotte M Murkland Elem",03,"LEP/Formerly LEP",58,52," "," "," ",2,4,58,52," "," "," ",2,4," "," "," "," "," "," "," ",100,100," "
2010,01600080,Lowell,"Charlotte M Murkland Elem",03,"Special Ed",10,9," "," "," "," ",1,10,9," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,01600080,Lowell,"Charlotte M Murkland Elem",04,"All Students",93,88," "," "," ",1,4,93,87," "," "," ",2,4," "," "," "," "," "," "," ",100,100," "
2010,01600080,Lowell,"Charlotte M Murkland Elem",04,"Low Income",83,78," "," "," ",1,4,83,77," "," "," ",2,4," "," "," "," "," "," "," ",100,100," "
2010,01600080,Lowell,"Charlotte M Murkland Elem",04,Asian,57,55," "," "," ",1,1,57,54," "," "," ",2,1," "," "," "," "," "," "," ",100,100," "
2010,01600080,Lowell,"Charlotte M Murkland Elem",04,Hispanic/Latino,17,16," "," "," "," ",1,17,16," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,01600080,Lowell,"Charlotte M Murkland Elem",04,White,15,13," "," "," "," ",2,15,13," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2010,01600080,Lowell,"Charlotte M Murkland Elem",04,"LEP/Formerly LEP",59,56," "," "," ",1,2,59,55," "," "," ",2,2," "," "," "," "," "," "," ",100,100," "
2010,01600080,Lowell,"Charlotte M Murkland Elem",04,"Special Ed",20,19," "," "," "," ",1,20,19," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,01600090,Lowell,"Bartlett Community Partnership",03,"All Students",45,39,1," "," "," ",5,45,39,1," "," "," ",5," "," "," "," "," "," "," ",100,100," "
2010,01600090,Lowell,"Bartlett Community Partnership",03,"Low Income",40,34,1," "," "," ",5,40,34,1," "," "," ",5," "," "," "," "," "," "," ",100,100," "
2010,01600090,Lowell,"Bartlett Community Partnership",03,Asian,16,15," "," "," "," ",1,17,16," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,01600090,Lowell,"Bartlett Community Partnership",03,Hispanic/Latino,13,11," "," "," "," ",2,12,10," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2010,01600090,Lowell,"Bartlett Community Partnership",03,White,12,10,1," "," "," ",1,12,10,1," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,01600090,Lowell,"Bartlett Community Partnership",03,"LEP/Formerly LEP",22,18," "," "," "," ",4,22,18," "," "," "," ",4," "," "," "," "," "," "," ",100,100," "
2010,01600090,Lowell,"Bartlett Community Partnership",04,"All Students",47,46," "," "," "," ",1,47,46," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,01600090,Lowell,"Bartlett Community Partnership",04,"Low Income",37,36," "," "," "," ",1,37,36," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,01600090,Lowell,"Bartlett Community Partnership",04,Asian,19,19," "," "," "," "," ",19,19," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01600090,Lowell,"Bartlett Community Partnership",04,White,13,13," "," "," "," "," ",13,13," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01600090,Lowell,"Bartlett Community Partnership",04,"LEP/Formerly LEP",23,23," "," "," "," "," ",23,23," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01600090,Lowell,"Bartlett Community Partnership",05,"All Students",56,50," "," "," "," ",6,54,48," "," "," "," ",6,54,48," "," "," "," ",6,100,100,100
2010,01600090,Lowell,"Bartlett Community Partnership",05,"Low Income",48,43," "," "," "," ",5,47,42," "," "," "," ",5,47,42," "," "," "," ",5,100,100,100
2010,01600090,Lowell,"Bartlett Community Partnership",05,Asian,15,15," "," "," "," "," ",15,15," "," "," "," "," ",15,15," "," "," "," "," ",100,100,100
2010,01600090,Lowell,"Bartlett Community Partnership",05,Hispanic/Latino,18,15," "," "," "," ",3,17,14," "," "," "," ",3,17,14," "," "," "," ",3,100,100,100
2010,01600090,Lowell,"Bartlett Community Partnership",05,White,17,15," "," "," "," ",2,16,14," "," "," "," ",2,16,14," "," "," "," ",2,100,100,100
2010,01600090,Lowell,"Bartlett Community Partnership",05,"LEP/Formerly LEP",26,24," "," "," "," ",2,25,23," "," "," "," ",2,25,23," "," "," "," ",2,100,100,100
2010,01600090,Lowell,"Bartlett Community Partnership",05,"Special Ed",10,7," "," "," "," ",3,8," "," "," "," "," "," ",8," "," "," "," "," "," ",100," "," "
2010,01600090,Lowell,"Bartlett Community Partnership",06,"All Students",62,56,1," "," "," ",5,61,56,1," "," "," ",4," "," "," "," "," "," "," ",100,100," "
2010,01600090,Lowell,"Bartlett Community Partnership",06,"Low Income",54,48,1," "," "," ",5,53,48,1," "," "," ",4," "," "," "," "," "," "," ",100,100," "
2010,01600090,Lowell,"Bartlett Community Partnership",06,Asian,13,13," "," "," "," "," ",13,13," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01600090,Lowell,"Bartlett Community Partnership",06,Hispanic/Latino,28,24," "," "," "," ",4,28,24," "," "," "," ",4," "," "," "," "," "," "," ",100,100," "
2010,01600090,Lowell,"Bartlett Community Partnership",06,White,15,14,1," "," "," "," ",15,14,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01600090,Lowell,"Bartlett Community Partnership",06,"LEP/Formerly LEP",26,24," "," "," "," ",2,26,24," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2010,01600090,Lowell,"Bartlett Community Partnership",06,"Special Ed",16,10,1," "," "," ",5,15,10,1," "," "," ",4," "," "," "," "," "," "," ",100,100," "
2010,01600090,Lowell,"Bartlett Community Partnership",07,"All Students",55,47," "," "," "," ",8,55,46," ",1," "," ",8," "," "," "," "," "," "," ",100,98," "
2010,01600090,Lowell,"Bartlett Community Partnership",07,"Low Income",46,39," "," "," "," ",7,47,39," ",1," "," ",7," "," "," "," "," "," "," ",100,98," "
2010,01600090,Lowell,"Bartlett Community Partnership",07,Hispanic/Latino,21,16," "," "," "," ",5,22,16," ",1," "," ",5," "," "," "," "," "," "," ",100,95," "
2010,01600090,Lowell,"Bartlett Community Partnership",07,White,17,15," "," "," "," ",2,16,14," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2010,01600090,Lowell,"Bartlett Community Partnership",07,"LEP/Formerly LEP",13,12," "," "," "," ",1,13,12," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,01600090,Lowell,"Bartlett Community Partnership",08,"All Students",54,49,1," "," "," ",4,54,49,1," "," "," ",4,54,49,1," "," "," ",4,100,100,100
2010,01600090,Lowell,"Bartlett Community Partnership",08,"Low Income",42,37,1," "," "," ",4,42,37,1," "," "," ",4,42,37,1," "," "," ",4,100,100,100
2010,01600090,Lowell,"Bartlett Community Partnership",08,Asian,11,11," "," "," "," "," ",11,11," "," "," "," "," ",11,11," "," "," "," "," ",100,100,100
2010,01600090,Lowell,"Bartlett Community Partnership",08,Hispanic/Latino,22,18," "," "," "," ",4,22,18," "," "," "," ",4,22,18," "," "," "," ",4,100,100,100
2010,01600090,Lowell,"Bartlett Community Partnership",08,White,13,12,1," "," "," "," ",13,12,1," "," "," "," ",13,12,1," "," "," "," ",100,100,100
2010,01600090,Lowell,"Bartlett Community Partnership",08,"LEP/Formerly LEP",14,12," "," "," "," ",2,14,12," "," "," "," ",2,14,12," "," "," "," ",2,100,100,100
2010,01600090,Lowell,"Bartlett Community Partnership",08,"Special Ed",10,9,1," "," "," "," ",10,9,1," "," "," "," ",10,9,1," "," "," "," ",100,100,100
2010,01600310,Lowell,"B.F.Butler Middle Sch",05,"All Students",137,128," "," "," ",1,8,137,128," "," "," ",1,8,137,128," "," "," ",1,8,100,100,100
2010,01600310,Lowell,"B.F.Butler Middle Sch",05,"Low Income",107,102," "," "," "," ",5,107,102," "," "," "," ",5,107,102," "," "," "," ",5,100,100,100
2010,01600310,Lowell,"B.F.Butler Middle Sch",05,Black,10,9," "," "," "," ",1,10,9," "," "," "," ",1,10,9," "," "," "," ",1,100,100,100
2010,01600310,Lowell,"B.F.Butler Middle Sch",05,Asian,36,36," "," "," "," "," ",36,36," "," "," "," "," ",36,36," "," "," "," "," ",100,100,100
2010,01600310,Lowell,"B.F.Butler Middle Sch",05,Hispanic/Latino,29,28," "," "," "," ",1,29,28," "," "," "," ",1,29,28," "," "," "," ",1,100,100,100
2010,01600310,Lowell,"B.F.Butler Middle Sch",05,White,57,51," "," "," ",1,5,57,51," "," "," ",1,5,57,51," "," "," ",1,5,100,100,100
2010,01600310,Lowell,"B.F.Butler Middle Sch",05,"LEP/Formerly LEP",73,68," "," "," ",1,4,73,68," "," "," ",1,4,73,68," "," "," ",1,4,100,100,100
2010,01600310,Lowell,"B.F.Butler Middle Sch",05,"Special Ed",23,21," "," "," "," ",2,23,21," "," "," "," ",2,23,21," "," "," "," ",2,100,100,100
2010,01600310,Lowell,"B.F.Butler Middle Sch",06,"All Students",132,117,5," "," "," ",10,133,117,5," "," "," ",11," "," "," "," "," "," "," ",100,100," "
2010,01600310,Lowell,"B.F.Butler Middle Sch",06,"Low Income",95,84,4," "," "," ",7,96,84,4," "," "," ",8," "," "," "," "," "," "," ",100,100," "
2010,01600310,Lowell,"B.F.Butler Middle Sch",06,Asian,40,37,1," "," "," ",2,40,37,1," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2010,01600310,Lowell,"B.F.Butler Middle Sch",06,Hispanic/Latino,31,26,1," "," "," ",4,31,26,1," "," "," ",4," "," "," "," "," "," "," ",100,100," "
2010,01600310,Lowell,"B.F.Butler Middle Sch",06,White,56,51,2," "," "," ",3,57,51,2," "," "," ",4," "," "," "," "," "," "," ",100,100," "
2010,01600310,Lowell,"B.F.Butler Middle Sch",06,"LEP/Formerly LEP",47,41,1," "," "," ",5,47,41,1," "," "," ",5," "," "," "," "," "," "," ",100,100," "
2010,01600310,Lowell,"B.F.Butler Middle Sch",06,"Special Ed",26,19,5," "," "," ",2,26,19,5," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2010,01600310,Lowell,"B.F.Butler Middle Sch",07,"All Students",115,102,5,1," ",2,5,115,101,5,1," ",2,6," "," "," "," "," "," "," ",99,99," "
2010,01600310,Lowell,"B.F.Butler Middle Sch",07,"Low Income",88,76,5,1," ",1,5,88,75,5,1," ",1,6," "," "," "," "," "," "," ",99,99," "
2010,01600310,Lowell,"B.F.Butler Middle Sch",07,Asian,20,20," "," "," "," "," ",20,20," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01600310,Lowell,"B.F.Butler Middle Sch",07,Hispanic/Latino,27,23,1," "," "," ",3,28,23,1," "," "," ",4," "," "," "," "," "," "," ",100,100," "
2010,01600310,Lowell,"B.F.Butler Middle Sch",07,White,59,51,3,1," ",2,2,59,52,3," "," ",2,2," "," "," "," "," "," "," ",98,100," "
2010,01600310,Lowell,"B.F.Butler Middle Sch",07,"LEP/Formerly LEP",27,24," "," "," ",2,1,26,23," "," "," ",2,1," "," "," "," "," "," "," ",100,100," "
2010,01600310,Lowell,"B.F.Butler Middle Sch",07,"Special Ed",33,27,5,1," "," "," ",32,27,5," "," "," "," "," "," "," "," "," "," "," ",97,100," "
2010,01600310,Lowell,"B.F.Butler Middle Sch",08,"All Students",142,126,3,1," ",1,11,142,127,3," "," ",1,11,142,127,3," "," ",1,11,99,100,100
2010,01600310,Lowell,"B.F.Butler Middle Sch",08,"Low Income",99,87,3,1," ",1,7,99,88,3," "," ",1,7,99,88,3," "," ",1,7,99,100,100
2010,01600310,Lowell,"B.F.Butler Middle Sch",08,Asian,30,28," "," "," "," ",2,30,28," "," "," "," ",2,30,28," "," "," "," ",2,100,100,100
2010,01600310,Lowell,"B.F.Butler Middle Sch",08,Hispanic/Latino,41,33,1," "," "," ",7,40,33,1," "," "," ",6,40,33,1," "," "," ",6,100,100,100
2010,01600310,Lowell,"B.F.Butler Middle Sch",08,White,67,61,2,1," ",1,2,67,62,2," "," ",1,2,67,62,2," "," ",1,2,99,100,100
2010,01600310,Lowell,"B.F.Butler Middle Sch",08,"LEP/Formerly LEP",43,35,2," "," ",1,5,43,35,2," "," ",1,5,43,35,2," "," ",1,5,100,100,100
2010,01600310,Lowell,"B.F.Butler Middle Sch",08,"Special Ed",21,17,3,1," "," "," ",21,18,3," "," "," "," ",21,18,3," "," "," "," ",95,100,100
2010,01600315,Lowell,"James S Daley Middle Sch",05,"All Students",164,161,1," "," "," ",2,164,161,1," "," "," ",2,164,161,1," "," "," ",2,100,100,100
2010,01600315,Lowell,"James S Daley Middle Sch",05,"Low Income",105,103,1," "," "," ",1,105,103,1," "," "," ",1,105,103,1," "," "," ",1,100,100,100
2010,01600315,Lowell,"James S Daley Middle Sch",05,Asian,74,73,1," "," "," "," ",74,73,1," "," "," "," ",74,73,1," "," "," "," ",100,100,100
2010,01600315,Lowell,"James S Daley Middle Sch",05,Hispanic/Latino,24,24," "," "," "," "," ",24,24," "," "," "," "," ",24,24," "," "," "," "," ",100,100,100
2010,01600315,Lowell,"James S Daley Middle Sch",05,White,60,58," "," "," "," ",2,60,58," "," "," "," ",2,60,58," "," "," "," ",2,100,100,100
2010,01600315,Lowell,"James S Daley Middle Sch",05,"LEP/Formerly LEP",73,73," "," "," "," "," ",73,73," "," "," "," "," ",73,73," "," "," "," "," ",100,100,100
2010,01600315,Lowell,"James S Daley Middle Sch",05,"Special Ed",20,18,1," "," "," ",1,20,18,1," "," "," ",1,20,18,1," "," "," ",1,100,100,100
2010,01600315,Lowell,"James S Daley Middle Sch",06,"All Students",160,154,2,1," "," ",3,159,154,2," "," "," ",3," "," "," "," "," "," "," ",99,100," "
2010,01600315,Lowell,"James S Daley Middle Sch",06,"Low Income",116,111,2,1," "," ",2,115,111,2," "," "," ",2," "," "," "," "," "," "," ",99,100," "
2010,01600315,Lowell,"James S Daley Middle Sch",06,Asian,71,68," ",1," "," ",2,70,68," "," "," "," ",2," "," "," "," "," "," "," ",99,100," "
2010,01600315,Lowell,"James S Daley Middle Sch",06,Hispanic/Latino,20,18,1," "," "," ",1,20,18,1," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,01600315,Lowell,"James S Daley Middle Sch",06,White,62,61,1," "," "," "," ",62,61,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01600315,Lowell,"James S Daley Middle Sch",06,"LEP/Formerly LEP",72,69,1,1," "," ",1,71,69,1," "," "," ",1," "," "," "," "," "," "," ",99,100," "
2010,01600315,Lowell,"James S Daley Middle Sch",06,"Special Ed",35,33,2," "," "," "," ",35,33,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01600315,Lowell,"James S Daley Middle Sch",07,"All Students",165,153,5,2,1," ",4,165,156,5," "," "," ",4," "," "," "," "," "," "," ",98,100," "
2010,01600315,Lowell,"James S Daley Middle Sch",07,"Low Income",109,98,5,1,1," ",4,109,100,5," "," "," ",4," "," "," "," "," "," "," ",98,100," "
2010,01600315,Lowell,"James S Daley Middle Sch",07,Asian,56,56," "," "," "," "," ",56,56," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01600315,Lowell,"James S Daley Middle Sch",07,Hispanic/Latino,30,26,2," "," "," ",2,30,26,2," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2010,01600315,Lowell,"James S Daley Middle Sch",07,White,71,63,3,2,1," ",2,71,66,3," "," "," ",2," "," "," "," "," "," "," ",96,100," "
2010,01600315,Lowell,"James S Daley Middle Sch",07,"LEP/Formerly LEP",48,46," "," "," "," ",2,48,46," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2010,01600315,Lowell,"James S Daley Middle Sch",07,"Special Ed",45,34,5,1,1," ",4,45,36,5," "," "," ",4," "," "," "," "," "," "," ",96,100," "
2010,01600315,Lowell,"James S Daley Middle Sch",08,"All Students",168,160,3,3," "," ",2,168,160,3,3," "," ",2,168,159,3,3,1," ",2,98,98,98
2010,01600315,Lowell,"James S Daley Middle Sch",08,"Low Income",100,94,2,3," "," ",1,100,94,2,3," "," ",1,100,93,2,3,1," ",1,97,97,96
2010,01600315,Lowell,"James S Daley Middle Sch",08,Asian,64,62," ",1," "," ",1,64,62," ",1," "," ",1,64,62," ",1," "," ",1,98,98,98
2010,01600315,Lowell,"James S Daley Middle Sch",08,Hispanic/Latino,23,22," ",1," "," "," ",23,22," ",1," "," "," ",23,22," ",1," "," "," ",96,96,96
2010,01600315,Lowell,"James S Daley Middle Sch",08,White,71,66,3,1," "," ",1,71,66,3,1," "," ",1,71,65,3,1,1," ",1,99,99,97
2010,01600315,Lowell,"James S Daley Middle Sch",08,"LEP/Formerly LEP",41,40," ",1," "," "," ",41,40," ",1," "," "," ",41,40," ",1," "," "," ",98,98,98
2010,01600315,Lowell,"James S Daley Middle Sch",08,"Special Ed",27,21,3,2," "," ",1,27,21,3,2," "," ",1,27,21,3,2," "," ",1,93,93,93
2010,01600330,Lowell,"Henry J Robinson Middle",05,"All Students",156,136,1,1,1,9,8,157,138,1," "," ",10,8,157,138,1," "," ",10,8,99,100,100
2010,01600330,Lowell,"Henry J Robinson Middle",05,"Low Income",140,120,1,1,1,9,8,141,122,1," "," ",10,8,141,122,1," "," ",10,8,99,100,100
2010,01600330,Lowell,"Henry J Robinson Middle",05,Black,23,17," ",1,1,3,1,24,19," "," "," ",3,2,24,19," "," "," ",3,2,91,100,100
2010,01600330,Lowell,"Henry J Robinson Middle",05,Asian,32,26," "," "," ",5,1,33,26," "," "," ",6,1,33,26," "," "," ",6,1,100,100,100
2010,01600330,Lowell,"Henry J Robinson Middle",05,Hispanic/Latino,49,47,1," "," "," ",1,49,47,1," "," "," ",1,49,47,1," "," "," ",1,100,100,100
2010,01600330,Lowell,"Henry J Robinson Middle",05,White,50,45," "," "," ",1,4,49,45," "," "," ",1,3,49,45," "," "," ",1,3,100,100,100
2010,01600330,Lowell,"Henry J Robinson Middle",05,"LEP/Formerly LEP",82,69," ",1," ",9,3,82,70," "," "," ",10,2,82,70," "," "," ",10,2,99,100,100
2010,01600330,Lowell,"Henry J Robinson Middle",05,"Special Ed",20,17,1," ",1," ",1,19,18,1," "," "," "," ",19,18,1," "," "," "," ",95,100,100
2010,01600330,Lowell,"Henry J Robinson Middle",06,"All Students",158,141,3,1," ",3,10,158,142,3," "," ",3,10," "," "," "," "," "," "," ",99,100," "
2010,01600330,Lowell,"Henry J Robinson Middle",06,"Low Income",134,119,2,1," ",3,9,134,120,2," "," ",3,9," "," "," "," "," "," "," ",99,100," "
2010,01600330,Lowell,"Henry J Robinson Middle",06,Black,17,14,1," "," "," ",2,17,14,1," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2010,01600330,Lowell,"Henry J Robinson Middle",06,Asian,35,31," "," "," ",2,2,35,31," "," "," ",2,2," "," "," "," "," "," "," ",100,100," "
2010,01600330,Lowell,"Henry J Robinson Middle",06,Hispanic/Latino,53,48,2,1," "," ",2,53,49,2," "," "," ",2," "," "," "," "," "," "," ",98,100," "
2010,01600330,Lowell,"Henry J Robinson Middle",06,White,50,47," "," "," ",1,2,50,47," "," "," ",1,2," "," "," "," "," "," "," ",100,100," "
2010,01600330,Lowell,"Henry J Robinson Middle",06,"LEP/Formerly LEP",54,48," ",1," ",2,3,54,49," "," "," ",2,3," "," "," "," "," "," "," ",98,100," "
2010,01600330,Lowell,"Henry J Robinson Middle",06,"Special Ed",19,15,3," "," "," ",1,19,15,3," "," "," ",1," "," "," "," "," "," "," ",100,100," "
