adminyear,grade,org_code,district,subject,tested,wptopdev,wpconvent,item1,item2,item3,item4,item5,item6,item7,item8,item9,item10,item11,item12,item13,item14,item15,item16,item17,item18,item19,item20,item21,item22,item23,item24,item25,item26,item27,item28,item29,item30,item31,item32,item33,item34,item35,item36,item37,item38,item39,item40,item41,item42,item43,item44,item45
2007,08,02130000,Northborough,MATH,222,,,0.92,0.85,0.84,0.66,0.72,0.7,0.87,0.58,2.2,0.52,0.82,0.73,0.83,0.67,0.68,0.84,0.68,0.71,0.78,0.55,0.9,3.02,0.94,0.84,0.9,0.77,0.66,2.83,2.49,0.74,0.91,0.82,0.7,0.77,0.8,0.51,0.85,0.77,2.99,,,,,,
2007,08,02130000,Northborough,ELA,223,,,0.89,0.91,0.88,0.91,0.89,0.94,0.93,0.85,2.76,0.91,0.91,0.91,0.92,0.78,0.95,0.88,0.92,0.79,0.92,2.59,0.95,0.85,0.84,0.83,0.68,0.96,0.88,2.7,0.96,0.84,0.78,0.91,0.76,0.75,0.71,2.78,0.87,0.91,0.8,0.73,,,,,
2007,08,02130000,Northborough,SCI,222,,,0.95,0.9,0.81,0.89,0.78,0.92,0.77,0.72,0.87,0.7,0.55,0.55,0.74,0.67,0.67,0.77,0.87,2.86,2.35,0.97,0.77,0.64,0.59,0.88,0.74,0.49,0.79,0.94,0.59,0.94,0.71,0.65,0.82,0.66,0.73,0.87,2.43,2.06,2.93,,,,,,
2007,03,02140000,Northbridge,MATH,192,,,0.89,0.78,0.85,0.77,0.92,0.79,1.48,0.84,0.9,0.77,0.9,0.77,0.84,0.47,0.76,1.27,0.95,0.91,0.84,0.28,0.94,0.42,1.01,0.85,0.57,0.78,0.82,0.81,0.9,1.62,0.59,0.77,0.86,0.84,1.34,,,,,,,,,,
2007,03,02140000,Northbridge,ELA,189,,,0.86,0.99,0.89,0.88,0.9,0.77,0.84,0.88,0.91,0.79,0.74,0.78,0.68,0.51,0.94,0.87,0.67,0.89,0.82,0.8,2.5,0.78,0.75,0.66,0.92,0.92,0.79,0.66,0.96,0.9,0.8,0.77,2.12,0.68,0.69,0.65,0.77,0.81,0.84,0.87,0.73,0.88,,,
2007,04,02140000,Northbridge,MATH,212,,,0.88,0.82,0.77,0.75,0.84,0.77,0.88,0.78,0.67,3.14,0.75,0.68,2.64,0.78,0.55,0.8,2.74,0.88,0.84,0.72,0.83,0.76,0.78,0.85,0.72,0.62,2.55,0.92,0.5,0.78,2.83,0.89,0.75,0.66,0.74,0.8,0.76,0.86,0.76,,,,,,
2007,04,02140000,Northbridge,ELA,212,6.99,6.36,0.91,0.93,0.91,0.95,0.83,0.63,0.81,2.26,0.94,0.95,0.89,0.87,0.91,0.91,0.83,0.78,1.91,0.89,0.93,0.91,0.91,0.92,0.8,0.93,0.84,1.73,0.75,0.73,0.79,0.79,0.68,0.67,0.81,0.83,2.03,0.98,0.84,0.75,0.83,0.76,,,,,
2007,05,02140000,Northbridge,MATH,193,,,0.91,0.91,0.7,0.78,0.67,0.77,0.85,0.74,0.74,3.36,0.79,0.68,2.69,0.56,0.66,0.73,1.5,0.9,0.94,0.7,0.77,0.6,0.81,0.89,0.52,0.75,2.97,0.78,0.36,0.75,1.74,0.91,0.3,0.62,0.56,0.72,0.86,0.64,0.63,,,,,,
2007,05,02140000,Northbridge,ELA,193,,,0.82,0.79,0.82,0.91,0.84,0.84,0.95,0.77,2.27,0.77,0.9,0.8,0.83,0.72,0.88,0.72,0.74,2.9,0.96,0.88,0.95,0.83,0.84,0.87,0.85,0.88,2.4,0.88,0.81,0.69,0.85,0.95,0.7,0.73,0.68,2.18,0.8,0.82,0.82,0.77,,,,,
2007,05,02140000,Northbridge,SCI,194,,,0.87,0.97,0.92,0.82,0.74,0.74,0.88,0.93,0.87,0.52,0.71,0.68,0.58,0.75,0.88,0.89,0.75,1.41,1.97,0.54,0.91,0.81,0.92,0.65,0.87,0.79,0.55,0.8,0.76,0.72,0.89,0.51,0.89,0.77,0.8,0.84,1.84,2.47,2.9,,,,,,
2007,06,02140000,Northbridge,MATH,198,,,0.97,0.91,0.84,0.56,0.89,0.42,0.71,0.78,0.77,2.99,0.41,0.22,2.71,0.71,0.67,0.54,2.34,0.85,0.83,0.76,0.65,0.91,0.62,0.57,0.69,0.9,3.41,0.76,0.5,0.78,2.65,0.75,0.74,0.68,0.69,0.72,0.36,0.76,0.82,,,,,,
2007,06,02140000,Northbridge,ELA,197,,,0.93,0.81,0.87,0.98,0.93,0.73,0.87,0.92,2.32,0.86,0.85,0.95,0.85,0.98,0.75,0.66,0.62,1.92,0.73,0.96,0.84,0.81,0.66,0.93,0.84,0.93,2.04,0.83,0.81,0.78,0.78,0.86,0.86,0.86,0.86,2.48,0.81,0.59,0.77,0.67,,,,,
2007,07,02140000,Northbridge,MATH,190,,,0.91,0.83,0.82,0.76,0.8,0.87,0.69,0.57,2.54,0.48,0.87,0.68,0.74,0.48,0.9,0.85,0.45,0.85,0.44,0.92,0.84,2.74,0.88,0.8,0.58,0.47,0.77,3.08,1.86,0.82,0.35,0.65,0.43,0.58,0.84,0.72,0.71,0.56,2.78,,,,,,
2007,07,02140000,Northbridge,ELA,193,7.15,6.35,0.95,0.94,0.91,0.94,0.74,0.84,0.78,0.85,2.12,0.88,0.73,0.57,0.72,0.78,0.78,0.95,0.79,2.62,0.95,0.81,0.81,0.94,0.96,0.84,0.74,0.84,2.18,0.75,0.88,0.83,0.96,0.91,0.97,0.93,0.87,2.1,0.83,0.86,0.97,0.94,,,,,
2007,08,02140000,Northbridge,MATH,203,,,0.88,0.63,0.76,0.58,0.64,0.52,0.71,0.5,1.35,0.29,0.8,0.64,0.69,0.64,0.7,0.69,0.51,0.6,0.58,0.39,0.88,2.91,0.86,0.72,0.88,0.58,0.44,2.41,2.04,0.65,0.73,0.78,0.64,0.69,0.56,0.28,0.79,0.69,2.47,,,,,,
2007,08,02140000,Northbridge,ELA,205,,,0.86,0.88,0.8,0.89,0.83,0.94,0.87,0.86,2.46,0.89,0.91,0.76,0.86,0.69,0.84,0.79,0.82,0.65,0.86,2.27,0.93,0.83,0.84,0.77,0.73,0.97,0.81,2.48,0.94,0.77,0.65,0.89,0.71,0.69,0.53,2.32,0.78,0.8,0.79,0.69,,,,,
2007,08,02140000,Northbridge,SCI,204,,,0.86,0.74,0.77,0.84,0.63,0.82,0.73,0.4,0.81,0.59,0.43,0.43,0.76,0.51,0.67,0.81,0.76,2.46,1.58,0.93,0.75,0.59,0.51,0.73,0.45,0.45,0.56,0.91,0.6,0.89,0.55,0.55,0.58,0.58,0.6,0.85,1.8,1.15,2.28,,,,,,
2007,10,02140000,Northbridge,MATH,156,,,0.86,0.91,0.7,0.72,0.81,0.86,0.74,0.8,0.67,0.59,0.7,0.86,0.63,0.8,0.87,0.79,1.74,0.84,0.61,3.21,2.33,0.82,0.78,0.89,0.36,0.48,0.63,0.46,0.85,0.56,3.09,0.77,0.81,0.74,0.85,0.78,0.53,0.79,0.6,0.64,2.42,1.97,,,
2007,10,02140000,Northbridge,ELA,158,7.73,7.34,0.73,0.77,0.91,0.96,0.89,0.78,0.82,0.84,2.21,0.96,0.68,0.84,0.75,0.87,0.83,0.57,0.9,0.87,1.96,0.7,0.88,0.81,0.77,0.78,0.95,0.79,2.46,0.73,0.95,0.87,0.93,0.94,0.58,0.91,0.91,2.66,0.84,0.87,0.73,0.56,,,,,
2007,HS,02140000,Northbridge,BIO,151,,,0.9,0.17,0.53,0.71,0.83,0.75,0.36,0.68,0.35,0.46,1.6,0.74,0.33,0.58,0.71,0.44,0.29,0.66,0.57,0.6,0.45,0.89,0.39,0.7,2.64,1.76,0.72,0.42,0.66,0.52,0.76,0.96,0.75,0.64,0.56,0.55,0.43,0.82,1.05,0.3,0.46,0.25,0.56,0.5,0.41
2007,HS,02140000,Northbridge,TEC,17,,,0.76,0.76,1,0.76,0.53,0.71,1,0.76,0.76,0.65,3.06,0.59,0.41,0.82,0.71,0.41,0.76,0.76,0.88,0.88,0.88,0.53,0.47,0.59,1.76,0.76,0.65,0.88,0.41,0.35,0.47,0.88,0.12,1.47,0.71,0.53,0.53,2.24,2.94,0.41,0.41,0.59,0.76,0.47,0.82
2007,03,02150000,"North Brookfield",MATH,55,,,0.87,0.67,0.93,0.64,0.78,0.64,1.22,0.82,0.98,0.6,0.82,0.62,0.35,0.36,0.67,0.82,0.95,0.82,0.76,0.13,0.91,0.4,0.95,0.82,0.44,0.58,0.64,0.73,0.87,1.69,0.4,0.55,0.75,0.78,1.04,,,,,,,,,,
2007,03,02150000,"North Brookfield",ELA,56,,,0.71,0.96,0.84,0.8,0.84,0.73,0.66,0.79,0.88,0.75,0.64,0.84,0.68,0.52,0.84,0.75,0.7,0.88,0.84,0.86,2.2,0.75,0.79,0.43,0.89,0.91,0.73,0.66,0.88,0.75,0.82,0.79,1.75,0.64,0.64,0.71,0.66,0.77,0.7,0.8,0.7,0.89,,,
2007,04,02150000,"North Brookfield",MATH,48,,,0.83,0.83,0.81,0.63,0.81,0.71,0.67,0.77,0.65,2.79,0.67,0.23,2.33,0.73,0.04,0.81,2.38,0.83,0.75,0.71,0.67,0.52,0.69,0.75,0.65,0.56,2.25,0.92,0.31,0.79,2.56,0.85,0.58,0.67,0.63,0.85,0.65,0.77,0.69,,,,,,
2007,04,02150000,"North Brookfield",ELA,48,6.31,6.04,0.88,0.92,0.9,0.94,0.79,0.63,0.67,1.92,0.81,0.96,0.81,0.9,0.81,0.85,0.83,0.69,1.69,0.94,0.92,0.85,0.85,0.94,0.69,0.9,0.83,1.31,0.58,0.75,0.75,0.6,0.83,0.77,0.79,0.81,1.5,0.98,0.79,0.77,0.69,0.73,,,,,
2007,05,02150000,"North Brookfield",MATH,57,,,0.86,0.89,0.68,0.63,0.72,0.67,0.79,0.75,0.79,3.33,0.77,0.58,2.7,0.81,0.65,0.63,1.58,0.89,0.79,0.74,0.79,0.63,0.79,0.88,0.39,0.72,2.74,0.65,0.26,0.7,2.21,0.79,0.25,0.65,0.42,0.7,0.75,0.68,0.54,,,,,,
2007,05,02150000,"North Brookfield",ELA,57,,,0.72,0.81,0.7,0.82,0.89,0.82,0.86,0.86,2.25,0.67,0.86,0.84,0.72,0.65,0.88,0.79,0.77,2.42,0.93,0.72,0.91,0.79,0.86,0.89,0.91,0.74,2.3,0.81,0.81,0.72,0.75,0.95,0.68,0.7,0.79,1.89,0.74,0.82,0.79,0.74,,,,,
2007,05,02150000,"North Brookfield",SCI,57,,,0.72,0.93,0.93,0.75,0.74,0.81,0.79,0.89,0.95,0.53,0.75,0.63,0.51,0.79,0.95,0.91,0.61,1.68,2.09,0.46,0.88,0.72,0.91,0.75,0.82,0.79,0.49,0.61,0.72,0.7,0.86,0.49,0.91,0.77,0.84,0.82,1.47,2.4,2.63,,,,,,
2007,06,02150000,"North Brookfield",MATH,62,,,0.92,0.89,0.74,0.35,0.74,0.26,0.68,0.66,0.76,2.68,0.18,0.19,2.76,0.69,0.74,0.5,1.56,0.9,0.87,0.81,0.76,0.89,0.69,0.48,0.53,0.85,3.19,0.71,0.69,0.69,2.76,0.74,0.81,0.63,0.69,0.69,0.32,0.69,0.55,,,,,,
2007,06,02150000,"North Brookfield",ELA,62,,,0.89,0.87,0.74,0.98,0.87,0.73,0.87,0.87,1.95,0.84,0.87,0.92,0.76,0.94,0.76,0.56,0.63,1.69,0.71,0.98,0.84,0.87,0.56,0.97,0.85,0.97,1.89,0.87,0.84,0.77,0.66,0.84,0.89,0.79,0.76,2.44,0.82,0.45,0.82,0.61,,,,,
2007,07,02150000,"North Brookfield",MATH,62,,,0.9,0.47,0.19,0.47,0.69,0.45,0.5,0.48,1.89,0.44,0.81,0.44,0.76,0.24,0.68,0.74,0.32,0.55,0.15,0.85,0.87,1.79,0.84,0.66,0.44,0.48,0.61,2.05,0.77,0.71,0.32,0.55,0.31,0.65,0.44,0.55,0.26,0.35,1.95,,,,,,
2007,07,02150000,"North Brookfield",ELA,62,6.29,5.81,0.87,0.89,0.82,0.89,0.55,0.74,0.66,0.81,1.79,0.85,0.65,0.63,0.5,0.77,0.77,0.89,0.74,2.11,0.84,0.79,0.69,0.85,0.84,0.77,0.71,0.74,1.65,0.79,0.81,0.87,0.95,0.76,0.94,0.87,0.82,1.79,0.73,0.87,0.92,0.92,,,,,
2007,08,02150000,"North Brookfield",MATH,57,,,0.82,0.7,0.72,0.54,0.51,0.46,0.6,0.32,1.33,0.3,0.7,0.46,0.77,0.35,0.7,0.79,0.56,0.61,0.74,0.33,0.86,2.98,0.81,0.61,0.82,0.72,0.51,2.4,2.25,0.61,0.74,0.68,0.75,0.6,0.75,0.28,0.72,0.67,2.89,,,,,,
2007,08,02150000,"North Brookfield",ELA,58,,,0.84,0.9,0.79,0.86,0.79,0.91,0.86,0.74,2.47,0.86,0.84,0.9,0.79,0.74,0.91,0.79,0.81,0.67,0.84,2.29,0.91,0.86,0.81,0.74,0.57,0.91,0.88,2.1,0.93,0.81,0.66,0.91,0.69,0.64,0.64,2.64,0.79,0.71,0.78,0.67,,,,,
2007,08,02150000,"North Brookfield",SCI,58,,,0.69,0.79,0.53,0.76,0.41,0.81,0.57,0.59,0.69,0.5,0.38,0.43,0.83,0.52,0.34,0.81,0.6,2,1.86,0.9,0.4,0.36,0.36,0.66,0.22,0.55,0.47,0.91,0.45,0.91,0.66,0.52,0.57,0.5,0.6,0.76,1.57,1.03,1.66,,,,,,
2007,10,02150000,"North Brookfield",MATH,64,,,0.89,0.86,0.42,0.77,0.77,0.73,0.66,0.7,0.63,0.61,0.7,0.97,0.66,0.73,0.64,0.73,1.28,0.77,0.67,3,1.95,0.61,0.67,0.81,0.41,0.36,0.55,0.39,0.72,0.48,2.39,0.64,0.67,0.77,0.77,0.73,0.58,0.73,0.5,0.59,2.03,1.63,,,
2007,10,02150000,"North Brookfield",ELA,66,6.74,6.86,0.73,0.65,0.89,0.94,0.82,0.64,0.59,0.74,1.67,0.95,0.65,0.73,0.7,0.76,0.76,0.47,0.83,0.85,1.41,0.56,0.83,0.64,0.71,0.8,0.97,0.62,1.98,0.65,0.95,0.88,0.85,0.97,0.53,0.8,0.8,2,0.73,0.82,0.68,0.39,,,,,
2007,HS,02150000,"North Brookfield",BIO,59,,,0.75,0.03,0.69,0.61,0.83,0.64,0.39,0.59,0.15,0.47,1.36,0.71,0.2,0.58,0.59,0.37,0.39,0.46,0.54,0.61,0.37,0.81,0.46,0.63,2.07,1.24,0.8,0.36,0.69,0.27,0.63,0.64,0.76,0.71,0.58,0.56,0.32,0.66,0.58,0.37,0.42,0.29,0.73,0.66,0.32
2007,03,02170000,"North Reading",MATH,228,,,0.97,0.9,0.92,0.87,0.95,0.85,1.64,0.92,0.94,0.79,0.95,0.85,0.89,0.7,0.81,1.53,0.98,0.96,0.89,0.68,0.95,0.73,1.47,0.98,0.78,0.88,0.91,0.91,0.9,1.66,0.77,0.88,0.93,0.93,1.53,,,,,,,,,,
2007,03,02170000,"North Reading",ELA,228,,,0.89,1,0.95,0.93,0.93,0.82,0.9,0.94,0.95,0.89,0.8,0.95,0.71,0.68,0.98,0.89,0.81,0.93,0.86,0.89,3,0.92,0.81,0.77,0.95,0.96,0.86,0.72,0.96,0.92,0.84,0.82,2.51,0.82,0.8,0.83,0.82,0.91,0.93,0.91,0.79,0.97,,,
2007,04,02170000,"North Reading",MATH,208,,,0.94,0.9,0.85,0.68,0.88,0.82,0.9,0.77,0.67,2.56,0.74,0.8,2.83,0.82,0.25,0.84,2.92,0.9,0.85,0.82,0.93,0.87,0.8,0.92,0.82,0.68,2.59,0.95,0.64,0.87,3.12,0.9,0.84,0.68,0.86,0.92,0.76,0.9,0.79,,,,,,
2007,04,02170000,"North Reading",ELA,208,7.38,6.79,0.93,0.96,0.95,0.95,0.84,0.68,0.87,2.53,0.93,0.96,0.86,0.87,0.91,0.9,0.89,0.86,2.22,0.92,0.97,0.87,0.92,0.91,0.77,0.94,0.81,1.83,0.79,0.78,0.77,0.72,0.75,0.8,0.78,0.9,1.94,0.98,0.89,0.84,0.86,0.75,,,,,
2007,05,02170000,"North Reading",MATH,240,,,0.95,0.95,0.85,0.93,0.85,0.89,0.8,0.89,0.84,3.58,0.85,0.79,3.1,0.97,0.75,0.86,2.12,0.93,0.98,0.83,0.85,0.7,0.84,0.91,0.63,0.71,2.84,0.87,0.68,0.85,2.81,0.93,0.65,0.69,0.78,0.83,0.84,0.83,0.61,,,,,,
2007,05,02170000,"North Reading",ELA,241,,,0.83,0.72,0.84,0.93,0.9,0.83,0.94,0.85,2.39,0.87,0.89,0.85,0.86,0.82,0.9,0.83,0.79,2.87,0.97,0.89,0.96,0.85,0.91,0.93,0.9,0.87,2.52,0.92,0.79,0.78,0.83,0.93,0.84,0.81,0.76,2.14,0.83,0.91,0.8,0.86,,,,,
2007,05,02170000,"North Reading",SCI,240,,,0.88,0.95,0.96,0.78,0.73,0.74,0.81,0.91,0.92,0.64,0.75,0.69,0.7,0.83,0.91,0.9,0.64,1.67,2.22,0.35,0.93,0.67,0.85,0.74,0.8,0.83,0.53,0.59,0.8,0.85,0.94,0.66,0.88,0.82,0.85,0.82,2.31,2.38,2.99,,,,,,
2007,06,02170000,"North Reading",MATH,216,,,0.96,0.94,0.87,0.72,0.89,0.65,0.84,0.83,0.85,3.21,0.45,0.44,3.14,0.81,0.89,0.7,2.33,0.94,0.92,0.88,0.88,0.93,0.81,0.65,0.77,0.96,3.69,0.81,0.65,0.84,2.84,0.87,0.69,0.82,0.69,0.85,0.7,0.83,0.87,,,,,,
2007,06,02170000,"North Reading",ELA,214,,,0.98,0.87,0.95,0.98,0.94,0.77,0.95,0.93,2.44,0.86,0.87,0.9,0.91,0.95,0.79,0.73,0.67,2.28,0.84,0.98,0.9,0.88,0.7,0.98,0.84,0.95,2.42,0.88,0.92,0.81,0.75,0.92,0.92,0.93,0.91,2.87,0.89,0.76,0.78,0.61,,,,,
2007,07,02170000,"North Reading",MATH,205,,,0.95,0.93,0.81,0.83,0.73,0.86,0.87,0.81,3.02,0.68,0.9,0.77,0.89,0.8,0.93,0.92,0.77,0.86,0.64,0.94,0.96,3.22,0.89,0.86,0.76,0.57,0.91,3.33,2.73,0.94,0.63,0.68,0.63,0.78,0.82,0.8,0.68,0.76,3.32,,,,,,
2007,07,02170000,"North Reading",ELA,205,7.73,6.63,0.94,0.95,0.91,0.96,0.82,0.83,0.85,0.88,2.71,0.94,0.82,0.67,0.86,0.88,0.78,0.97,0.86,3.1,0.97,0.8,0.86,0.93,0.94,0.9,0.84,0.85,2.58,0.86,0.8,0.89,0.98,0.91,0.98,0.96,0.94,2.42,0.85,0.87,0.98,0.98,,,,,
2007,08,02170000,"North Reading",MATH,222,,,0.93,0.86,0.82,0.64,0.72,0.72,0.89,0.57,2.31,0.55,0.85,0.65,0.8,0.87,0.87,0.82,0.64,0.74,0.76,0.66,0.92,3.13,0.86,0.82,0.95,0.87,0.74,2.88,2.57,0.82,0.86,0.87,0.92,0.85,0.82,0.52,0.9,0.84,3.01,,,,,,
2007,08,02170000,"North Reading",ELA,221,,,0.85,0.91,0.86,0.89,0.83,0.95,0.9,0.9,2.71,0.88,0.9,0.85,0.87,0.78,0.95,0.9,0.88,0.73,0.92,2.56,0.93,0.85,0.83,0.81,0.66,0.98,0.92,2.64,0.95,0.81,0.76,0.95,0.73,0.8,0.69,2.77,0.84,0.88,0.78,0.75,,,,,
2007,08,02170000,"North Reading",SCI,222,,,0.85,0.85,0.82,0.83,0.67,0.88,0.72,0.57,0.78,0.61,0.41,0.53,0.62,0.66,0.7,0.93,0.75,2.94,2.11,0.95,0.71,0.58,0.5,0.76,0.53,0.67,0.71,0.95,0.56,0.96,0.7,0.57,0.73,0.69,0.67,0.92,2.43,2.28,2.91,,,,,,
2007,10,02170000,"North Reading",MATH,184,,,0.92,0.93,0.57,0.78,0.91,0.91,0.83,0.85,0.73,0.78,0.77,0.87,0.67,0.78,0.86,0.9,2.19,0.82,0.72,3.51,2.6,0.75,0.73,0.91,0.47,0.47,0.59,0.54,0.9,0.67,3.09,0.84,0.84,0.79,0.9,0.86,0.71,0.84,0.59,0.66,2.62,2.23,,,
2007,10,02170000,"North Reading",ELA,184,7.99,7.61,0.77,0.78,0.96,0.97,0.9,0.82,0.81,0.78,2.38,0.97,0.74,0.86,0.79,0.86,0.86,0.59,0.93,0.93,2,0.74,0.92,0.84,0.78,0.83,0.98,0.76,2.4,0.71,0.96,0.89,0.93,0.94,0.59,0.95,0.9,2.88,0.87,0.93,0.79,0.72,,,,,
2007,HS,02170000,"North Reading",BIO,208,,,0.93,0.29,0.83,0.9,0.95,0.82,0.57,0.75,0.41,0.55,2.41,0.86,0.47,0.83,0.88,0.49,0.69,0.88,0.79,0.86,0.57,0.93,0.56,0.81,3.14,2.21,0.88,0.55,0.78,0.7,0.87,1.63,0.93,0.79,0.76,0.62,0.45,0.89,2.29,0.38,0.5,0.41,0.87,0.76,0.48
2007,HS,02170000,"North Reading",CHE,145,,,0.88,0.81,0.9,0.7,0.5,0.53,0.79,0.83,0.5,0.82,1.74,0.65,0.33,0.57,0.56,0.79,0.21,0.74,0.31,0.86,0.46,0.59,0.8,0.72,1.63,1.09,0.63,0.63,0.62,0.72,0.62,1.59,0.66,0.27,0.56,0.85,0.23,0.31,2.19,0.52,0.54,0.42,0.6,0.59,0.45
2007,03,02180000,Norton,MATH,249,,,0.91,0.82,0.86,0.75,0.88,0.84,1.5,0.87,0.91,0.7,0.87,0.82,0.68,0.46,0.81,1.15,0.97,0.86,0.83,0.21,0.92,0.52,1.14,0.92,0.57,0.67,0.84,0.74,0.84,1.55,0.51,0.73,0.78,0.81,1.31,,,,,,,,,,
2007,03,02180000,Norton,ELA,241,,,0.83,0.99,0.9,0.89,0.9,0.77,0.86,0.9,0.96,0.76,0.77,0.9,0.67,0.59,0.98,0.86,0.79,0.9,0.85,0.83,2.48,0.81,0.83,0.75,0.89,0.92,0.76,0.64,0.9,0.91,0.75,0.83,1.9,0.71,0.71,0.76,0.76,0.77,0.88,0.88,0.68,0.92,,,
2007,04,02180000,Norton,MATH,234,,,0.84,0.74,0.61,0.51,0.85,0.75,0.83,0.82,0.57,2.71,0.73,0.78,2.58,0.76,0.36,0.82,2.39,0.86,0.71,0.79,0.8,0.6,0.73,0.8,0.73,0.61,2.44,0.92,0.48,0.82,2.95,0.85,0.57,0.68,0.8,0.82,0.59,0.87,0.65,,,,,,
2007,04,02180000,Norton,ELA,231,7.53,6.82,0.92,0.93,0.94,0.94,0.81,0.66,0.89,2.42,0.93,0.95,0.83,0.86,0.89,0.87,0.8,0.84,1.98,0.94,0.96,0.89,0.89,0.93,0.66,0.94,0.82,1.86,0.74,0.75,0.77,0.74,0.78,0.75,0.8,0.83,2.12,0.95,0.88,0.76,0.78,0.67,,,,,
2007,05,02180000,Norton,MATH,250,,,0.89,0.91,0.66,0.74,0.57,0.76,0.8,0.8,0.68,3.38,0.59,0.6,2.58,0.54,0.59,0.7,1.38,0.78,0.85,0.72,0.76,0.6,0.73,0.84,0.58,0.62,2.22,0.77,0.38,0.71,2.1,0.79,0.54,0.53,0.68,0.7,0.75,0.62,0.58,,,,,,
2007,05,02180000,Norton,ELA,249,,,0.8,0.69,0.74,0.92,0.84,0.79,0.87,0.76,2.14,0.81,0.83,0.8,0.74,0.78,0.79,0.7,0.67,2.55,0.94,0.87,0.91,0.8,0.88,0.89,0.83,0.86,2.06,0.88,0.81,0.67,0.79,0.88,0.7,0.79,0.69,1.88,0.72,0.84,0.76,0.76,,,,,
2007,05,02180000,Norton,SCI,250,,,0.82,0.92,0.94,0.75,0.73,0.7,0.8,0.81,0.87,0.38,0.69,0.69,0.61,0.8,0.93,0.87,0.64,1.5,1.8,0.19,0.92,0.5,0.86,0.71,0.8,0.74,0.49,0.7,0.79,0.8,0.89,0.54,0.85,0.76,0.71,0.78,1.84,2.08,2.65,,,,,,
2007,06,02180000,Norton,MATH,252,,,0.97,0.87,0.73,0.42,0.87,0.45,0.72,0.73,0.78,2.88,0.29,0.22,2.93,0.65,0.73,0.56,1.9,0.92,0.88,0.75,0.75,0.88,0.64,0.55,0.72,0.82,3.28,0.6,0.35,0.8,2.64,0.69,0.79,0.65,0.52,0.8,0.31,0.81,0.76,,,,,,
2007,06,02180000,Norton,ELA,251,,,0.91,0.82,0.88,0.98,0.9,0.7,0.91,0.91,2.27,0.8,0.82,0.9,0.75,0.98,0.77,0.62,0.56,2.09,0.72,0.97,0.74,0.74,0.68,0.95,0.89,0.96,2.07,0.86,0.8,0.81,0.76,0.89,0.86,0.85,0.86,2.65,0.88,0.69,0.77,0.68,,,,,
2007,07,02180000,Norton,MATH,280,,,0.89,0.88,0.55,0.6,0.71,0.91,0.73,0.59,2.57,0.53,0.78,0.63,0.82,0.6,0.87,0.86,0.56,0.88,0.51,0.91,0.92,2.66,0.92,0.83,0.57,0.54,0.77,3.08,1.98,0.84,0.44,0.63,0.45,0.65,0.8,0.7,0.6,0.68,2.89,,,,,,
2007,07,02180000,Norton,ELA,287,7.28,6.4,0.93,0.92,0.91,0.95,0.73,0.83,0.71,0.85,2.36,0.93,0.72,0.57,0.8,0.77,0.75,0.95,0.8,2.84,0.92,0.74,0.8,0.92,0.91,0.84,0.8,0.89,2.23,0.82,0.8,0.82,0.95,0.86,0.93,0.9,0.85,2.17,0.77,0.88,0.97,0.96,,,,,
2007,08,02180000,Norton,MATH,244,,,0.9,0.6,0.77,0.57,0.87,0.54,0.71,0.49,1.42,0.29,0.81,0.65,0.74,0.78,0.82,0.61,0.57,0.64,0.69,0.44,0.89,2.73,0.89,0.7,0.78,0.75,0.45,2.5,2.21,0.66,0.82,0.83,0.54,0.74,0.72,0.43,0.83,0.61,2.44,,,,,,
2007,08,02180000,Norton,ELA,246,,,0.8,0.89,0.87,0.91,0.87,0.95,0.91,0.84,2.37,0.93,0.85,0.82,0.91,0.78,0.91,0.84,0.88,0.72,0.9,2.2,0.95,0.86,0.84,0.74,0.67,0.98,0.89,2.29,0.95,0.77,0.72,0.93,0.73,0.82,0.61,2.37,0.87,0.88,0.74,0.61,,,,,
2007,08,02180000,Norton,SCI,243,,,0.92,0.85,0.85,0.83,0.61,0.68,0.77,0.57,0.79,0.63,0.53,0.39,0.77,0.63,0.58,0.87,0.8,2.72,1.82,0.96,0.77,0.55,0.43,0.76,0.4,0.63,0.65,0.92,0.68,0.95,0.62,0.64,0.7,0.58,0.7,0.87,1.95,1.63,2.37,,,,,,
2007,10,02180000,Norton,MATH,165,,,0.92,0.88,0.47,0.75,0.78,0.73,0.72,0.81,0.64,0.68,0.67,0.88,0.65,0.84,0.85,0.79,1.74,0.74,0.61,3.17,2.24,0.75,0.71,0.9,0.48,0.5,0.62,0.46,0.84,0.61,2.9,0.78,0.82,0.73,0.81,0.77,0.62,0.77,0.44,0.68,2.54,2.18,,,
2007,10,02180000,Norton,ELA,166,7.66,7.41,0.7,0.76,0.93,0.92,0.87,0.72,0.78,0.86,2.27,0.95,0.71,0.83,0.77,0.76,0.83,0.53,0.89,0.93,1.97,0.69,0.9,0.8,0.73,0.83,0.96,0.72,2.36,0.7,0.98,0.9,0.96,0.93,0.55,0.88,0.95,2.69,0.86,0.92,0.74,0.52,,,,,
2007,HS,02180000,Norton,BIO,161,,,0.91,0.4,0.58,0.71,0.82,0.76,0.62,0.65,0.3,0.6,1.89,0.79,0.37,0.73,0.67,0.39,0.43,0.75,0.72,0.72,0.45,0.88,0.48,0.65,2.6,1.99,0.8,0.48,0.76,0.34,0.83,0.91,0.77,0.67,0.55,0.53,0.36,0.79,1.17,0.39,0.39,0.42,0.79,0.64,0.37
