Year,Org_code,DistrictName,SchoolName,Grade,Group,e_enroll,e_standard,e_alt,e_abs,e_med,e_lep,e_afteroct,m_enroll,m_standard,m_alt,m_abs,m_med,m_lep,m_afteroct,s_enroll,s_standard,s_alt,s_abs,s_med,s_lep,s_afteroct,e_ayppart,m_ayppart,s_ayppart
2011,02460017,Reading,"J Warren Killam",03,"Special Ed",13,13," "," "," "," "," ",13,13," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,02460017,Reading,"J Warren Killam",04,"All Students",86,84," ",1," "," ",1,86,85," "," "," "," ",1," "," "," "," "," "," "," ",99,100," "
2011,02460017,Reading,"J Warren Killam",04,White,82,80," ",1," "," ",1,82,81," "," "," "," ",1," "," "," "," "," "," "," ",99,100," "
2011,02460017,Reading,"J Warren Killam",05,"All Students",63,62," ",1," "," "," ",62,62," "," "," "," "," ",62,62," "," "," "," "," ",98,100,100
2011,02460017,Reading,"J Warren Killam",05,White,58,57," ",1," "," "," ",57,57," "," "," "," "," ",57,57," "," "," "," "," ",98,100,100
2011,02460017,Reading,"J Warren Killam",05,"Special Ed",14,14," "," "," "," "," ",14,14," "," "," "," "," ",14,14," "," "," "," "," ",100,100,100
2011,02460020,Reading,"Wood End Elementary School",03,"All Students",57,56," "," "," "," ",1,57,56," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2011,02460020,Reading,"Wood End Elementary School",03,White,51,50," "," "," "," ",1,51,50," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2011,02460020,Reading,"Wood End Elementary School",04,"All Students",60,58,2," "," "," "," ",60,56,4," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,02460020,Reading,"Wood End Elementary School",04,White,55,53,2," "," "," "," ",55,51,4," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,02460020,Reading,"Wood End Elementary School",04,"Special Ed",16,14,2," "," "," "," ",16,12,4," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,02460020,Reading,"Wood End Elementary School",05,"All Students",55,55," "," "," "," "," ",55,55," "," "," "," "," ",55,55," "," "," "," "," ",100,100,100
2011,02460020,Reading,"Wood End Elementary School",05,White,54,54," "," "," "," "," ",54,54," "," "," "," "," ",54,54," "," "," "," "," ",100,100,100
2011,02460020,Reading,"Wood End Elementary School",05,"Special Ed",14,14," "," "," "," "," ",14,14," "," "," "," "," ",14,14," "," "," "," "," ",100,100,100
2011,02460305,Reading,"Arthur W Coolidge Middle",06,"All Students",162,160,2," "," "," "," ",163,160,2," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2011,02460305,Reading,"Arthur W Coolidge Middle",06,White,154,152,2," "," "," "," ",155,152,2," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2011,02460305,Reading,"Arthur W Coolidge Middle",06,"Special Ed",33,31,2," "," "," "," ",33,31,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,02460305,Reading,"Arthur W Coolidge Middle",07,"All Students",163,162," ",1," "," "," ",163,163," "," "," "," "," "," "," "," "," "," "," "," ",99,100," "
2011,02460305,Reading,"Arthur W Coolidge Middle",07,White,150,149," ",1," "," "," ",150,150," "," "," "," "," "," "," "," "," "," "," "," ",99,100," "
2011,02460305,Reading,"Arthur W Coolidge Middle",07,"Special Ed",28,28," "," "," "," "," ",28,28," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,02460305,Reading,"Arthur W Coolidge Middle",08,"All Students",162,162," "," "," "," "," ",162,161," "," ",1," "," ",162,161," "," ",1," "," ",100,99,99
2011,02460305,Reading,"Arthur W Coolidge Middle",08,White,148,148," "," "," "," "," ",148,147," "," ",1," "," ",148,147," "," ",1," "," ",100,99,99
2011,02460305,Reading,"Arthur W Coolidge Middle",08,"Special Ed",36,36," "," "," "," "," ",36,36," "," "," "," "," ",36,36," "," "," "," "," ",100,100,100
2011,02460310,Reading,"Walter S Parker Middle",06,"All Students",225,224," "," "," "," ",1,226,223," ",1," "," ",2," "," "," "," "," "," "," ",100,100," "
2011,02460310,Reading,"Walter S Parker Middle",06,"Low Income",13,13," "," "," "," "," ",13,12," ",1," "," "," "," "," "," "," "," "," "," ",100,92," "
2011,02460310,Reading,"Walter S Parker Middle",06,Asian,10,10," "," "," "," "," ",10,10," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,02460310,Reading,"Walter S Parker Middle",06,White,203,202," "," "," "," ",1,204,201," ",1," "," ",2," "," "," "," "," "," "," ",100,100," "
2011,02460310,Reading,"Walter S Parker Middle",06,"Special Ed",43,42," "," "," "," ",1,43,42," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2011,02460310,Reading,"Walter S Parker Middle",07,"All Students",189,187," ",2," "," "," ",189,186," ",2," "," ",1," "," "," "," "," "," "," ",99,99," "
2011,02460310,Reading,"Walter S Parker Middle",07,"Low Income",18,17," ",1," "," "," ",18,17," "," "," "," ",1," "," "," "," "," "," "," ",94,100," "
2011,02460310,Reading,"Walter S Parker Middle",07,White,173,172," ",1," "," "," ",173,171," ",2," "," "," "," "," "," "," "," "," "," ",99,99," "
2011,02460310,Reading,"Walter S Parker Middle",07,"Special Ed",44,44," "," "," "," "," ",44,42," ",2," "," "," "," "," "," "," "," "," "," ",100,95," "
2011,02460310,Reading,"Walter S Parker Middle",08,"All Students",179,178," ",1," "," "," ",179,178," ",1," "," "," ",179,178," ",1," "," "," ",99,99,99
2011,02460310,Reading,"Walter S Parker Middle",08,"Low Income",11,10," ",1," "," "," ",11,10," ",1," "," "," ",11,10," ",1," "," "," ",91,91,91
2011,02460310,Reading,"Walter S Parker Middle",08,Asian,10,10," "," "," "," "," ",10,10," "," "," "," "," ",10,10," "," "," "," "," ",100,100,100
2011,02460310,Reading,"Walter S Parker Middle",08,White,161,160," ",1," "," "," ",161,160," ",1," "," "," ",161,160," ",1," "," "," ",99,99,99
2011,02460310,Reading,"Walter S Parker Middle",08,"Special Ed",35,34," ",1," "," "," ",35,34," ",1," "," "," ",35,34," ",1," "," "," ",97,97,97
2011,02460505,Reading,"Reading Memorial High",10,"All Students",324,318,1," ",4," ",1,324,320,1," ",2," ",1,324,316,1,1," "," ",6,99,99,100
2011,02460505,Reading,"Reading Memorial High",10,"Low Income",19,18," "," ",1," "," ",19,18," "," ",1," "," ",19,19," "," "," "," "," ",95,95,100
2011,02460505,Reading,"Reading Memorial High",10,Asian,10,10," "," "," "," "," ",10,10," "," "," "," "," ",10,8," "," "," "," ",2,100,100,100
2011,02460505,Reading,"Reading Memorial High",10,White,294,289,1," ",4," "," ",294,291,1," ",2," "," ",294,290,1,1," "," ",2,99,99,100
2011,02460505,Reading,"Reading Memorial High",10,"Special Ed",59,55,1," ",3," "," ",59,56,1," ",2," "," ",59,58,1," "," "," "," ",95,97,100
2011,02480003,Revere,"A. C. Whelan Elementary School",03,"All Students",137,128,3," "," "," ",6,137,127,3,1," "," ",6," "," "," "," "," "," "," ",100,99," "
2011,02480003,Revere,"A. C. Whelan Elementary School",03,"Low Income",90,81,3," "," "," ",6,90,80,3,1," "," ",6," "," "," "," "," "," "," ",100,99," "
2011,02480003,Revere,"A. C. Whelan Elementary School",03,Hispanic/Latino,39,33,1," "," "," ",5,39,32,1,1," "," ",5," "," "," "," "," "," "," ",100,97," "
2011,02480003,Revere,"A. C. Whelan Elementary School",03,White,75,73,2," "," "," "," ",75,73,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,02480003,Revere,"A. C. Whelan Elementary School",03,"LEP/Formerly LEP",23,22," "," "," "," ",1,23,21," ",1," "," ",1," "," "," "," "," "," "," ",100,96," "
2011,02480003,Revere,"A. C. Whelan Elementary School",03,"Special Ed",19,15,3," "," "," ",1,19,15,3," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2011,02480003,Revere,"A. C. Whelan Elementary School",04,"All Students",126,119," "," ",1,1,5,126,120," "," "," ",1,5," "," "," "," "," "," "," ",99,100," "
2011,02480003,Revere,"A. C. Whelan Elementary School",04,"Low Income",82,76," "," ",1,1,4,82,77," "," "," ",1,4," "," "," "," "," "," "," ",99,100," "
2011,02480003,Revere,"A. C. Whelan Elementary School",04,Black,10,9," "," "," ",1," ",10,9," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2011,02480003,Revere,"A. C. Whelan Elementary School",04,Hispanic/Latino,29,28," "," "," "," ",1,29,28," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2011,02480003,Revere,"A. C. Whelan Elementary School",04,White,74,69," "," ",1," ",4,74,70," "," "," "," ",4," "," "," "," "," "," "," ",99,100," "
2011,02480003,Revere,"A. C. Whelan Elementary School",04,"LEP/Formerly LEP",17,13," "," "," ",1,3,17,13," "," "," ",1,3," "," "," "," "," "," "," ",100,100," "
2011,02480003,Revere,"A. C. Whelan Elementary School",04,"Special Ed",19,19," "," "," "," "," ",19,19," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,02480003,Revere,"A. C. Whelan Elementary School",05,"All Students",120,113,3," "," ",1,3,120,112,3,2," "," ",3,120,112,3,2," "," ",3,100,98,98
2011,02480003,Revere,"A. C. Whelan Elementary School",05,"Low Income",79,75,2," "," "," ",2,79,74,2,1," "," ",2,79,74,2,1," "," ",2,100,99,99
2011,02480003,Revere,"A. C. Whelan Elementary School",05,Asian,11,11," "," "," "," "," ",11,11," "," "," "," "," ",11,11," "," "," "," "," ",100,100,100
2011,02480003,Revere,"A. C. Whelan Elementary School",05,Hispanic/Latino,41,39," "," "," "," ",2,41,38," ",1," "," ",2,41,38," ",1," "," ",2,100,98,98
2011,02480003,Revere,"A. C. Whelan Elementary School",05,White,61,58,2," "," "," ",1,61,58,2," "," "," ",1,61,58,2," "," "," ",1,100,100,100
2011,02480003,Revere,"A. C. Whelan Elementary School",05,"LEP/Formerly LEP",15,14," "," "," ",1," ",15,14," ",1," "," "," ",15,14," ",1," "," "," ",100,93,93
2011,02480003,Revere,"A. C. Whelan Elementary School",05,"Special Ed",16,13,3," "," "," "," ",16,13,3," "," "," "," ",16,13,3," "," "," "," ",100,100,100
2011,02480013,Revere,"Beachmont Veterans Memorial School",03,"All Students",59,52," "," "," ",1,6,59,52," "," "," ",1,6," "," "," "," "," "," "," ",98,100," "
2011,02480013,Revere,"Beachmont Veterans Memorial School",03,"Low Income",42,36," "," "," ",1,5,42,36," "," "," ",1,5," "," "," "," "," "," "," ",98,100," "
2011,02480013,Revere,"Beachmont Veterans Memorial School",03,Hispanic/Latino,22,16," "," "," ",1,5,22,16," "," "," ",1,5," "," "," "," "," "," "," ",95,100," "
2011,02480013,Revere,"Beachmont Veterans Memorial School",03,White,28,28," "," "," "," "," ",28,28," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,02480013,Revere,"Beachmont Veterans Memorial School",03,"LEP/Formerly LEP",15,12," "," "," ",1,2,15,12," "," "," ",1,2," "," "," "," "," "," "," ",93,100," "
2011,02480013,Revere,"Beachmont Veterans Memorial School",04,"All Students",41,39," "," "," "," ",2,41,39," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2011,02480013,Revere,"Beachmont Veterans Memorial School",04,"Low Income",25,24," "," "," "," ",1,25,24," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2011,02480013,Revere,"Beachmont Veterans Memorial School",04,Hispanic/Latino,12,11," "," "," "," ",1,12,11," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2011,02480013,Revere,"Beachmont Veterans Memorial School",04,White,23,23," "," "," "," "," ",23,23," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,02480013,Revere,"Beachmont Veterans Memorial School",05,"All Students",46,44," "," "," "," ",2,46,44," "," "," "," ",2,46,44," "," "," "," ",2,100,100,100
2011,02480013,Revere,"Beachmont Veterans Memorial School",05,"Low Income",35,33," "," "," "," ",2,35,33," "," "," "," ",2,35,33," "," "," "," ",2,100,100,100
2011,02480013,Revere,"Beachmont Veterans Memorial School",05,Hispanic/Latino,18,16," "," "," "," ",2,18,16," "," "," "," ",2,18,16," "," "," "," ",2,100,100,100
2011,02480013,Revere,"Beachmont Veterans Memorial School",05,White,22,22," "," "," "," "," ",22,22," "," "," "," "," ",22,22," "," "," "," "," ",100,100,100
2011,02480014,Revere,"Rumney Marsh Academy",06,"All Students",171,162,5," "," "," ",4,173,158,8,2," "," ",5," "," "," "," "," "," "," ",100,99," "
2011,02480014,Revere,"Rumney Marsh Academy",06,"Low Income",115,108,4," "," "," ",3,116,104,7,1," "," ",4," "," "," "," "," "," "," ",100,99," "
2011,02480014,Revere,"Rumney Marsh Academy",06,Hispanic/Latino,51,47,3," "," "," ",1,52,45,4,1," "," ",2," "," "," "," "," "," "," ",100,98," "
2011,02480014,Revere,"Rumney Marsh Academy",06,White,96,92,2," "," "," ",2,97,90,4,1," "," ",2," "," "," "," "," "," "," ",100,99," "
2011,02480014,Revere,"Rumney Marsh Academy",06,Multi-race,10,10," "," "," "," "," ",10,10," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,02480014,Revere,"Rumney Marsh Academy",06,"LEP/Formerly LEP",11,10," "," "," "," ",1,11,10," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2011,02480014,Revere,"Rumney Marsh Academy",06,"Special Ed",31,26,5," "," "," "," ",31,23,8," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,02480014,Revere,"Rumney Marsh Academy",07,"All Students",173,161,2,1,1," ",8,176,159,5,2," "," ",10," "," "," "," "," "," "," ",99,99," "
2011,02480014,Revere,"Rumney Marsh Academy",07,"Low Income",117,108,1,1,1," ",6,119,108,2,1," "," ",8," "," "," "," "," "," "," ",98,99," "
2011,02480014,Revere,"Rumney Marsh Academy",07,Hispanic/Latino,72,67,1,1,1," ",2,73,67,1,2," "," ",3," "," "," "," "," "," "," ",97,97," "
2011,02480014,Revere,"Rumney Marsh Academy",07,White,84,80," "," "," "," ",4,85,78,3," "," "," ",4," "," "," "," "," "," "," ",100,100," "
2011,02480014,Revere,"Rumney Marsh Academy",07,"LEP/Formerly LEP",12,10," "," "," "," ",2,13,9," ",1," "," ",3," "," "," "," "," "," "," ",100,92," "
2011,02480014,Revere,"Rumney Marsh Academy",07,"Special Ed",34,30,2," "," "," ",2,34,26,5,1," "," ",2," "," "," "," "," "," "," ",100,97," "
2011,02480014,Revere,"Rumney Marsh Academy",08,"All Students",158,146,3,1," "," ",8,158,144,4,2," "," ",8,158,144,4,2," "," ",8,99,99,99
2011,02480014,Revere,"Rumney Marsh Academy",08,"Low Income",116,108,2,1," "," ",5,116,106,3,2," "," ",5,116,106,3,2," "," ",5,99,98,98
2011,02480014,Revere,"Rumney Marsh Academy",08,Asian,11,11," "," "," "," "," ",11,11," "," "," "," "," ",11,11," "," "," "," "," ",100,100,100
2011,02480014,Revere,"Rumney Marsh Academy",08,Hispanic/Latino,56,51,2," "," "," ",3,56,50,3," "," "," ",3,56,50,3," "," "," ",3,100,100,100
2011,02480014,Revere,"Rumney Marsh Academy",08,White,77,71,1,1," "," ",4,77,70,1,2," "," ",4,77,70,1,2," "," ",4,99,97,97
2011,02480014,Revere,"Rumney Marsh Academy",08,"Special Ed",38,32,3,1," "," ",2,38,31,4,1," "," ",2,38,31,4,1," "," ",2,97,97,97
2011,02480025,Revere,"Abraham Lincoln",03,"All Students",86,80," "," "," ",1,5,86,80," "," "," ",1,5," "," "," "," "," "," "," ",100,100," "
2011,02480025,Revere,"Abraham Lincoln",03,"Low Income",63,59," "," "," ",1,3,63,59," "," "," ",1,3," "," "," "," "," "," "," ",100,100," "
2011,02480025,Revere,"Abraham Lincoln",03,Hispanic/Latino,36,33," "," "," "," ",3,35,33," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2011,02480025,Revere,"Abraham Lincoln",03,White,37,36," "," "," "," ",1,38,36," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2011,02480025,Revere,"Abraham Lincoln",03,"LEP/Formerly LEP",23,18," "," "," ",1,4,22,18," "," "," ",1,3," "," "," "," "," "," "," ",100,100," "
2011,02480025,Revere,"Abraham Lincoln",03,"Special Ed",20,18," "," "," "," ",2,19,18," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2011,02480025,Revere,"Abraham Lincoln",04,"All Students",77,72," "," "," ",1,4,77,72," "," "," ",1,4," "," "," "," "," "," "," ",100,100," "
2011,02480025,Revere,"Abraham Lincoln",04,"Low Income",64,61," "," "," ",1,2,64,61," "," "," ",1,2," "," "," "," "," "," "," ",100,100," "
2011,02480025,Revere,"Abraham Lincoln",04,Hispanic/Latino,29,28," "," "," "," ",1,29,28," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2011,02480025,Revere,"Abraham Lincoln",04,White,41,39," "," "," ",1,1,41,39," "," "," ",1,1," "," "," "," "," "," "," ",100,100," "
2011,02480025,Revere,"Abraham Lincoln",04,"LEP/Formerly LEP",21,19," "," "," ",1,1,21,19," "," "," ",1,1," "," "," "," "," "," "," ",100,100," "
2011,02480025,Revere,"Abraham Lincoln",04,"Special Ed",22,19," "," "," "," ",3,22,19," "," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2011,02480025,Revere,"Abraham Lincoln",05,"All Students",90,82," "," "," ",4,4,90,82," "," "," ",4,4,90,82," "," "," ",4,4,100,100,100
2011,02480025,Revere,"Abraham Lincoln",05,"Low Income",60,53," "," "," ",4,3,60,53," "," "," ",4,3,60,53," "," "," ",4,3,100,100,100
2011,02480025,Revere,"Abraham Lincoln",05,Hispanic/Latino,38,35," "," "," "," ",3,38,35," "," "," "," ",3,38,35," "," "," "," ",3,100,100,100
2011,02480025,Revere,"Abraham Lincoln",05,White,41,39," "," "," ",2," ",41,39," "," "," ",2," ",41,39," "," "," ",2," ",100,100,100
2011,02480025,Revere,"Abraham Lincoln",05,"LEP/Formerly LEP",18,13," "," "," ",4,1,18,13," "," "," ",4,1,18,13," "," "," ",4,1,100,100,100
2011,02480025,Revere,"Abraham Lincoln",05,"Special Ed",25,24," "," "," "," ",1,25,24," "," "," "," ",1,25,24," "," "," "," ",1,100,100,100
2011,02480035,Revere,"William McKinley",03,"All Students",67,61," "," "," ",1,5,67,61," "," "," ",1,5," "," "," "," "," "," "," ",100,100," "
2011,02480035,Revere,"William McKinley",03,"Low Income",58,52," "," "," ",1,5,58,52," "," "," ",1,5," "," "," "," "," "," "," ",100,100," "
2011,02480035,Revere,"William McKinley",03,Hispanic/Latino,41,37," "," "," ",1,3,41,37," "," "," ",1,3," "," "," "," "," "," "," ",100,100," "
2011,02480035,Revere,"William McKinley",03,White,22,21," "," "," "," ",1,22,21," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2011,02480035,Revere,"William McKinley",03,"LEP/Formerly LEP",23,20," "," "," ",1,2,23,20," "," "," ",1,2," "," "," "," "," "," "," ",100,100," "
2011,02480035,Revere,"William McKinley",04,"All Students",93,90," "," "," "," ",3,93,90," "," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2011,02480035,Revere,"William McKinley",04,"Low Income",75,72," "," "," "," ",3,75,72," "," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2011,02480035,Revere,"William McKinley",04,Hispanic/Latino,52,51," "," "," "," ",1,52,51," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2011,02480035,Revere,"William McKinley",04,White,29,27," "," "," "," ",2,29,27," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2011,02480035,Revere,"William McKinley",04,"LEP/Formerly LEP",19,19," "," "," "," "," ",19,19," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,02480035,Revere,"William McKinley",04,"Special Ed",14,14," "," "," "," "," ",14,14," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,02480035,Revere,"William McKinley",05,"All Students",83,77," ",1," ",2,3,83,77," ",1," ",2,3,83,77," ",1," ",2,3,98,99,99
2011,02480035,Revere,"William McKinley",05,"Low Income",72,68," ",1," ",2,1,72,68," ",1," ",2,1,72,68," ",1," ",2,1,97,99,99
2011,02480035,Revere,"William McKinley",05,Hispanic/Latino,46,44," ",1," ",1," ",46,44," ",1," ",1," ",46,44," ",1," ",1," ",96,98,98
2011,02480035,Revere,"William McKinley",05,White,24,23," "," "," "," ",1,24,23," "," "," "," ",1,24,23," "," "," "," ",1,100,100,100
2011,02480035,Revere,"William McKinley",05,"LEP/Formerly LEP",21,19," "," "," ",2," ",21,19," "," "," ",2," ",21,19," "," "," ",2," ",95,100,100
2011,02480050,Revere,"Paul Revere",03,"All Students",66,60,2," "," "," ",4,65,60,1," "," "," ",4," "," "," "," "," "," "," ",100,100," "
2011,02480050,Revere,"Paul Revere",03,"Low Income",53,49,2," "," "," ",2,52,49,1," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2011,02480050,Revere,"Paul Revere",03,Hispanic/Latino,26,24,1," "," "," ",1,26,25," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2011,02480050,Revere,"Paul Revere",03,White,32,30,1," "," "," ",1,32,30,1," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2011,02480050,Revere,"Paul Revere",03,"LEP/Formerly LEP",13,12,1," "," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,02480050,Revere,"Paul Revere",03,"Special Ed",11,8,2," "," "," ",1,10,8,1," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2011,02480050,Revere,"Paul Revere",04,"All Students",72,64,4," ",1," ",3,72,64,4," "," "," ",4," "," "," "," "," "," "," ",99,100," "
2011,02480050,Revere,"Paul Revere",04,"Low Income",61,54,4," "," "," ",3,61,54,4," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2011,02480050,Revere,"Paul Revere",04,Hispanic/Latino,29,23,2," ",1," ",3,29,23,2," "," "," ",4," "," "," "," "," "," "," ",97,100," "
2011,02480050,Revere,"Paul Revere",04,White,31,30,1," "," "," "," ",31,30,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,02480050,Revere,"Paul Revere",04,"LEP/Formerly LEP",17,15,1," "," "," ",1,17,15,1," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2011,02480050,Revere,"Paul Revere",04,"Special Ed",11,7,4," "," "," "," ",11,7,4," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,02480050,Revere,"Paul Revere",05,"All Students",72,67,3," "," "," ",2,73,66,3,1," ",1,2,73,67,2,1," ",1,2,100,99,99
2011,02480050,Revere,"Paul Revere",05,"Low Income",59,55,3," "," "," ",1,60,54,3,1," ",1,1,60,55,2,1," ",1,1,100,98,98
2011,02480050,Revere,"Paul Revere",05,Hispanic/Latino,33,31," "," "," "," ",2,33,31," "," "," "," ",2,33,31," "," "," "," ",2,100,100,100
2011,02480050,Revere,"Paul Revere",05,White,32,29,3," "," "," "," ",33,28,3,1," ",1," ",33,29,2,1," ",1," ",100,97,97
2011,02480050,Revere,"Paul Revere",05,"LEP/Formerly LEP",15,15," "," "," "," "," ",16,15," "," "," ",1," ",16,15," "," "," ",1," ",100,100,100
2011,02480050,Revere,"Paul Revere",05,"Special Ed",15,12,3," "," "," "," ",15,12,3," "," "," "," ",15,13,2," "," "," "," ",100,100,100
2011,02480056,Revere,"Garfield Elementary School",03,"All Students",113,102,7," "," ",1,3,113,102,7," "," ",1,3," "," "," "," "," "," "," ",100,100," "
2011,02480056,Revere,"Garfield Elementary School",03,"Low Income",98,89,5," "," ",1,3,98,89,5," "," ",1,3," "," "," "," "," "," "," ",100,100," "
2011,02480056,Revere,"Garfield Elementary School",03,Asian,16,14,2," "," "," "," ",16,14,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,02480056,Revere,"Garfield Elementary School",03,Hispanic/Latino,65,62," "," "," ",1,2,65,62," "," "," ",1,2," "," "," "," "," "," "," ",100,100," "
2011,02480056,Revere,"Garfield Elementary School",03,White,24,19,4," "," "," ",1,24,19,4," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2011,02480056,Revere,"Garfield Elementary School",03,"LEP/Formerly LEP",48,45," "," "," ",1,2,48,45," "," "," ",1,2," "," "," "," "," "," "," ",100,100," "
2011,02480056,Revere,"Garfield Elementary School",03,"Special Ed",22,15,7," "," "," "," ",22,15,7," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,02480056,Revere,"Garfield Elementary School",04,"All Students",121,111,6," "," ",2,2,121,110,6,1," ",2,2," "," "," "," "," "," "," ",100,99," "
2011,02480056,Revere,"Garfield Elementary School",04,"Low Income",107,98,5," "," ",2,2,107,97,5,1," ",2,2," "," "," "," "," "," "," ",100,99," "
2011,02480056,Revere,"Garfield Elementary School",04,Asian,17,16," "," "," ",1," ",17,16," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2011,02480056,Revere,"Garfield Elementary School",04,Hispanic/Latino,67,62,4," "," "," ",1,67,62,4," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2011,02480056,Revere,"Garfield Elementary School",04,White,24,23," "," "," "," ",1,24,22," ",1," "," ",1," "," "," "," "," "," "," ",100,96," "
2011,02480056,Revere,"Garfield Elementary School",04,"LEP/Formerly LEP",23,19,1," "," ",2,1,23,19,1," "," ",2,1," "," "," "," "," "," "," ",100,100," "
2011,02480056,Revere,"Garfield Elementary School",04,"Special Ed",24,17,6," "," "," ",1,24,17,6," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2011,02480056,Revere,"Garfield Elementary School",05,"All Students",100,80,8," "," ",2,10,100,79,8,1," ",2,10,100,79,8,1," ",2,10,100,99,99
2011,02480056,Revere,"Garfield Elementary School",05,"Low Income",84,65,8," "," ",2,9,84,64,8,1," ",2,9,84,64,8,1," ",2,9,100,99,99
2011,02480056,Revere,"Garfield Elementary School",05,Hispanic/Latino,58,47,4," "," "," ",7,58,46,4,1," "," ",7,58,46,4,1," "," ",7,100,98,98
2011,02480056,Revere,"Garfield Elementary School",05,White,26,19,4," "," ",2,1,26,19,4," "," ",2,1,26,19,4," "," ",2,1,100,100,100
2011,02480056,Revere,"Garfield Elementary School",05,"LEP/Formerly LEP",18,14," "," "," ",2,2,18,14," "," "," ",2,2,18,14," "," "," ",2,2,100,100,100
2011,02480056,Revere,"Garfield Elementary School",05,"Special Ed",22,13,8," "," "," ",1,22,13,8," "," "," ",1,22,13,8," "," "," ",1,100,100,100
2011,02480057,Revere,"Garfield Middle School",06,"All Students",159,154," "," "," ",1,4,159,154," "," "," ",1,4," "," "," "," "," "," "," ",100,100," "
2011,02480057,Revere,"Garfield Middle School",06,"Low Income",123,119," "," "," ",1,3,123,119," "," "," ",1,3," "," "," "," "," "," "," ",100,100," "
2011,02480057,Revere,"Garfield Middle School",06,Black,11,11," "," "," "," "," ",11,11," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,02480057,Revere,"Garfield Middle School",06,Hispanic/Latino,84,81," "," "," "," ",3,84,81," "," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2011,02480057,Revere,"Garfield Middle School",06,White,55,53," "," "," ",1,1,55,53," "," "," ",1,1," "," "," "," "," "," "," ",100,100," "
2011,02480057,Revere,"Garfield Middle School",06,"LEP/Formerly LEP",28,27," "," "," ",1," ",28,27," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2011,02480057,Revere,"Garfield Middle School",06,"Special Ed",22,21," "," "," "," ",1,22,21," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2011,02480057,Revere,"Garfield Middle School",07,"All Students",155,139," ",1,2,4,9,155,138," ",1,2,5,9," "," "," "," "," "," "," ",98,98," "
2011,02480057,Revere,"Garfield Middle School",07,"Low Income",132,120," ",1,2,1,8,132,119," ",1,2,2,8," "," "," "," "," "," "," ",98,98," "
