Year,Org_code,DistrictName,Grade,Group,sort,e_enroll,e_standard,e_alt,e_abs,e_med,e_lep,e_afteroct,m_enroll,m_standard,m_alt,m_abs,m_med,m_lep,m_afteroct,s_enroll,s_standard,s_alt,s_abs,s_med,s_lep,s_afteroct,e_part_rate,m_part_rate,s_part_rate
2012,02070000,Newton,04,"Students with Disabilities",02,230,200,28," ",1,1," ",230,200,29," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2012,02070000,Newton,04,"ELL and Former ELL",03,108,94,3,1,1,9," ",111,95,2," ",1,13," "," "," "," "," "," "," "," ",99,99," "
2012,02070000,Newton,04,"Low Income",04,115,105,9," "," ",1," ",115,105,9," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2012,02070000,Newton,04,"African American",05,79,74,5," "," "," "," ",79,73,6," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02070000,Newton,04,Asian,06,149,139,7,1," ",2," ",151,141,6," "," ",4," "," "," "," "," "," "," "," ",99,100," "
2012,02070000,Newton,04,Hispanic/Latino,07,84,78,1," ",1,4," ",85,78,2," "," ",5," "," "," "," "," "," "," "," ",99,100," "
2012,02070000,Newton,04,White,09,673,657,11,1,1,3," ",674,657,11,1,1,4," "," "," "," "," "," "," "," ",100,100," "
2012,02070000,Newton,04,"Multi-Race (non-Hispanic/Latino)",11,56,53,3," "," "," "," ",56,53,3," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02070000,Newton,05,"All Students",01,941,910,18,1,5,7," ",943,916,18," ",1,8," ",943,916,17," ",2,8," ",99,100,100
2012,02070000,Newton,05,"Students with Disabilities",02,207,185,18," ",4," "," ",207,188,18," ",1," "," ",207,188,17," ",2," "," ",98,100,99
2012,02070000,Newton,05,"ELL and Former ELL",03,96,84,3,1,1,7," ",97,86,3," "," ",8," ",97,86,3," "," ",8," ",98,100,100
2012,02070000,Newton,05,"Low Income",04,106,100,2," ",4," "," ",106,103,2," ",1," "," ",106,103,2," ",1," "," ",96,99,99
2012,02070000,Newton,05,"African American",05,45,42,1," ",2," "," ",45,43,1," ",1," "," ",45,43,1," ",1," "," ",96,98,98
2012,02070000,Newton,05,Asian,06,142,134,4,1," ",3," ",143,135,4," "," ",4," ",143,135,4," "," ",4," ",99,100,100
2012,02070000,Newton,05,Hispanic/Latino,07,59,56," "," ",1,2," ",59,57," "," "," ",2," ",59,57," "," "," ",2," ",98,100,100
2012,02070000,Newton,05,White,09,651,634,13," ",2,2," ",652,637,13," "," ",2," ",652,637,12," ",1,2," ",100,100,100
2012,02070000,Newton,05,"Multi-Race (non-Hispanic/Latino)",11,42,42," "," "," "," "," ",42,42," "," "," "," "," ",42,42," "," "," "," "," ",100,100,100
2012,02070000,Newton,06,"All Students",01,939,917,12,1,5,4," ",940,920,13,1,1,5," "," "," "," "," "," "," "," ",99,100," "
2012,02070000,Newton,06,"Students with Disabilities",02,226,211,12," ",3," "," ",227,214,13," "," "," "," "," "," "," "," "," "," "," ",99,100," "
2012,02070000,Newton,06,"ELL and Former ELL",03,80,75," ",1," ",4," ",81,76," "," "," ",5," "," "," "," "," "," "," "," ",99,100," "
2012,02070000,Newton,06,"Low Income",04,117,111,3," ",2,1," ",116,112,3," "," ",1," "," "," "," "," "," "," "," ",98,100," "
2012,02070000,Newton,06,"African American",05,47,45,1," ",1," "," ",46,45,1," "," "," "," "," "," "," "," "," "," "," ",98,100," "
2012,02070000,Newton,06,Asian,06,160,154,3,1," ",2," ",161,155,3," "," ",3," "," "," "," "," "," "," "," ",99,100," "
2012,02070000,Newton,06,Hispanic/Latino,07,66,64," "," "," ",2," ",66,64," "," "," ",2," "," "," "," "," "," "," "," ",100,100," "
2012,02070000,Newton,06,White,09,624,612,8," ",4," "," ",625,614,9,1,1," "," "," "," "," "," "," "," "," ",99,100," "
2012,02070000,Newton,06,"Multi-Race (non-Hispanic/Latino)",11,40,40," "," "," "," "," ",40,40," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02070000,Newton,07,"All Students",01,885,871,6,3," ",5," ",887,870,7,1,2,7," "," "," "," "," "," "," "," ",100,100," "
2012,02070000,Newton,07,"Students with Disabilities",02,193,184,6,3," "," "," ",193,183,7,1,2," "," "," "," "," "," "," "," "," ",98,98," "
2012,02070000,Newton,07,"ELL and Former ELL",03,71,65,1," "," ",5," ",73,65,1," "," ",7," "," "," "," "," "," "," "," ",100,100," "
2012,02070000,Newton,07,"Low Income",04,113,110,1," "," ",2," ",113,108,2," ",1,2," "," "," "," "," "," "," "," ",100,99," "
2012,02070000,Newton,07,"African American",05,45,44," "," "," ",1," ",45,43,1," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2012,02070000,Newton,07,Asian,06,152,148,4," "," "," "," ",153,149,3," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2012,02070000,Newton,07,Hispanic/Latino,07,81,78,1," "," ",2," ",81,78,1," "," ",2," "," "," "," "," "," "," "," ",100,100," "
2012,02070000,Newton,07,White,09,553,547,1,3," ",2," ",554,546,2,1,2,3," "," "," "," "," "," "," "," ",99,99," "
2012,02070000,Newton,07,"Multi-Race (non-Hispanic/Latino)",11,54,54," "," "," "," "," ",54,54," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02070000,Newton,08,"All Students",01,886,864,6,3,3,10," ",887,869,6,1,1,10," ",887,863,6,4,4,10," ",99,100,99
2012,02070000,Newton,08,"Students with Disabilities",02,209,200,6,1,2," "," ",209,202,6,1," "," "," ",209,201,6,1,1," "," ",99,100,99
2012,02070000,Newton,08,"ELL and Former ELL",03,53,41,1,1," ",10," ",53,42,1," "," ",10," ",53,42,1," "," ",10," ",98,100,100
2012,02070000,Newton,08,"Low Income",04,93,89,2," ",1,1," ",93,90,2," "," ",1," ",93,89,2," ",1,1," ",99,100,99
2012,02070000,Newton,08,"African American",05,49,48,1," "," "," "," ",49,48,1," "," "," "," ",49,48,1," "," "," "," ",100,100,100
2012,02070000,Newton,08,Asian,06,116,110," "," "," ",6," ",116,110," "," "," ",6," ",116,110," "," "," ",6," ",100,100,100
2012,02070000,Newton,08,Hispanic/Latino,07,65,63,1," "," ",1," ",65,63,1," "," ",1," ",65,63,1," "," ",1," ",100,100,100
2012,02070000,Newton,08,White,09,607,594,4,3,3,3," ",608,599,4,1,1,3," ",608,595,4,4,2,3," ",99,100,99
2012,02070000,Newton,08,"Multi-Race (non-Hispanic/Latino)",11,48,48," "," "," "," "," ",48,48," "," "," "," "," ",48,46," "," ",2," "," ",100,100,96
2012,02070000,Newton,10,"All Students",01,924,902,6,7," ",9," ",929,898,6,8,5,12," ",935,858,3,2,2,19,51,99,99,100
2012,02070000,Newton,10,"Students with Disabilities",02,225,215,6,4," "," "," ",226,213,6,4,3," "," ",229,214,3,1,2," ",9,98,97,100
2012,02070000,Newton,10,"ELL and Former ELL",03,60,51," "," "," ",9," ",64,52," "," "," ",12," ",64,33," "," "," ",19,12,100,100,100
2012,02070000,Newton,10,"Low Income",04,124,116," ",1," ",7," ",125,115," ",2," ",8," ",126,105," "," "," ",7,14,99,98,100
2012,02070000,Newton,10,"African American",05,56,55," ",1," "," "," ",56,55," ",1," "," "," ",56,52," "," "," "," ",4,98,98,100
2012,02070000,Newton,10,Asian,06,126,121,2," "," ",3," ",128,120,2,2," ",4," ",129,108,1," "," ",6,14,100,98,100
2012,02070000,Newton,10,Hispanic/Latino,07,53,50," ",1," ",2," ",54,49," ",1,1,3," ",56,45," ",1,1,5,4,98,96,98
2012,02070000,Newton,10,White,09,648,635,4,5," ",4," ",649,633,4,4,3,5," ",652,612,2,1," ",8,29,99,99,100
2012,02070000,Newton,10,"Multi-Race (non-Hispanic/Latino)",11,40,40," "," "," "," "," ",41,40," "," ",1," "," ",41,40," "," ",1," "," ",100,100,100
2012,02080000,Norfolk,03,"All Students",01,133,130,2," ",1," "," ",133,130,2,1," "," "," "," "," "," "," "," "," "," ",99,99," "
2012,02080000,Norfolk,03,"Students with Disabilities",02,18,15,2," ",1," "," ",18,15,2,1," "," "," "," "," "," "," "," "," "," ",94,94," "
2012,02080000,Norfolk,03,White,09,124,122,1," ",1," "," ",124,122,1,1," "," "," "," "," "," "," "," "," "," ",99,99," "
2012,02080000,Norfolk,04,"All Students",01,161,155,3,3," "," "," ",161,158,2,1," "," "," "," "," "," "," "," "," "," ",98,99," "
2012,02080000,Norfolk,04,"Students with Disabilities",02,35,30,3,2," "," "," ",35,32,2,1," "," "," "," "," "," "," "," "," "," ",94,97," "
2012,02080000,Norfolk,04,White,09,147,141,3,3," "," "," ",147,144,2,1," "," "," "," "," "," "," "," "," "," ",98,99," "
2012,02080000,Norfolk,05,"All Students",01,136,136," "," "," "," "," ",136,136," "," "," "," "," ",136,136," "," "," "," "," ",100,100,100
2012,02080000,Norfolk,05,"Students with Disabilities",02,18,18," "," "," "," "," ",18,18," "," "," "," "," ",18,18," "," "," "," "," ",100,100,100
2012,02080000,Norfolk,05,White,09,131,131," "," "," "," "," ",131,131," "," "," "," "," ",131,131," "," "," "," "," ",100,100,100
2012,02080000,Norfolk,06,"All Students",01,154,153,1," "," "," "," ",154,154," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02080000,Norfolk,06,"Students with Disabilities",02,25,24,1," "," "," "," ",25,25," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02080000,Norfolk,06,White,09,144,143,1," "," "," "," ",144,144," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02090000,"North Adams",03,"All Students",01,113,108,3,1," ",1," ",112,108,3," "," ",1," "," "," "," "," "," "," "," ",99,100," "
2012,02090000,"North Adams",03,"Students with Disabilities",02,36,33,3," "," "," "," ",36,33,3," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02090000,"North Adams",03,"Low Income",04,75,72,2," "," ",1," ",75,72,2," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2012,02090000,"North Adams",03,White,09,91,87,3,1," "," "," ",91,88,3," "," "," "," "," "," "," "," "," "," "," ",99,100," "
2012,02090000,"North Adams",03,"Multi-Race (non-Hispanic/Latino)",11,10,10," "," "," "," "," ",10,10," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02090000,"North Adams",04,"All Students",01,107,101,6," "," "," "," ",109,102,6," ",1," "," "," "," "," "," "," "," "," ",100,99," "
2012,02090000,"North Adams",04,"Students with Disabilities",02,32,26,6," "," "," "," ",33,27,6," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02090000,"North Adams",04,"Low Income",04,68,64,4," "," "," "," ",68,63,4," ",1," "," "," "," "," "," "," "," "," ",100,99," "
2012,02090000,"North Adams",04,White,09,95,89,6," "," "," "," ",97,91,6," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02090000,"North Adams",05,"All Students",01,110,106,3,1," "," "," ",109,105,4," "," "," "," ",109,108,1," "," "," "," ",99,100,100
2012,02090000,"North Adams",05,"Students with Disabilities",02,30,26,3,1," "," "," ",29,25,4," "," "," "," ",29,28,1," "," "," "," ",97,100,100
2012,02090000,"North Adams",05,"Low Income",04,71,68,2,1," "," "," ",70,67,3," "," "," "," ",70,70," "," "," "," "," ",99,100,100
2012,02090000,"North Adams",05,White,09,86,83,2,1," "," "," ",84,81,3," "," "," "," ",84,84," "," "," "," "," ",99,100,100
2012,02090000,"North Adams",06,"All Students",01,105,98,7," "," "," "," ",105,97,7," ",1," "," "," "," "," "," "," "," "," ",100,99," "
2012,02090000,"North Adams",06,"Students with Disabilities",02,33,26,7," "," "," "," ",33,25,7," ",1," "," "," "," "," "," "," "," "," ",100,97," "
2012,02090000,"North Adams",06,"Low Income",04,72,66,6," "," "," "," ",73,66,6," ",1," "," "," "," "," "," "," "," "," ",100,99," "
2012,02090000,"North Adams",06,White,09,88,84,4," "," "," "," ",88,81,6," ",1," "," "," "," "," "," "," "," "," ",100,99," "
2012,02090000,"North Adams",07,"All Students",01,103,101,2," "," "," "," ",104,100,3,1," "," "," "," "," "," "," "," "," "," ",100,99," "
2012,02090000,"North Adams",07,"Students with Disabilities",02,19,17,2," "," "," "," ",18,14,3,1," "," "," "," "," "," "," "," "," "," ",100,94," "
2012,02090000,"North Adams",07,"Low Income",04,62,60,2," "," "," "," ",63,59,3,1," "," "," "," "," "," "," "," "," "," ",100,98," "
2012,02090000,"North Adams",07,White,09,87,85,2," "," "," "," ",89,86,2,1," "," "," "," "," "," "," "," "," "," ",100,99," "
2012,02090000,"North Adams",08,"All Students",01,119,110,6,1,2," "," ",117,110,6," ",1," "," ",117,109,6," ",2," "," ",97,99,98
2012,02090000,"North Adams",08,"Students with Disabilities",02,33,26,6,1," "," "," ",32,25,6," ",1," "," ",32,25,6," ",1," "," ",97,97,97
2012,02090000,"North Adams",08,"Low Income",04,67,61,4,1,1," "," ",65,60,4," ",1," "," ",65,60,4," ",1," "," ",97,98,98
2012,02090000,"North Adams",08,White,09,100,95,4," ",1," "," ",98,93,4," ",1," "," ",98,92,4," ",2," "," ",99,99,98
2012,02090000,"North Adams",10,"All Students",01,91,86,2," ",3," "," ",91,87,2,2," "," "," ",93,72,2,2," "," ",17,97,98,98
2012,02090000,"North Adams",10,"Students with Disabilities",02,17,14,2," ",1," "," ",17,15,2," "," "," "," ",19,10,2," "," "," ",7,94,100,100
2012,02090000,"North Adams",10,"Low Income",04,40,36,2," ",2," "," ",40,37,2,1," "," "," ",41,27,2,1," "," ",11,95,98,98
2012,02090000,"North Adams",10,White,09,82,80,2," "," "," "," ",81,79,2," "," "," "," ",83,66,2," "," "," ",15,100,100,100
2012,02100000,Northampton,03,"All Students",01,187,179,7,1," "," "," ",187,177,7,3," "," "," "," "," "," "," "," "," "," ",99,98," "
2012,02100000,Northampton,03,"Students with Disabilities",02,55,48,7," "," "," "," ",55,47,7,1," "," "," "," "," "," "," "," "," "," ",100,98," "
2012,02100000,Northampton,03,"Low Income",04,67,62,4,1," "," "," ",67,60,4,3," "," "," "," "," "," "," "," "," "," ",99,96," "
2012,02100000,Northampton,03,"African American",05,10,10," "," "," "," "," ",10,10," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02100000,Northampton,03,Hispanic/Latino,07,38,35,3," "," "," "," ",38,35,3," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02100000,Northampton,03,White,09,121,116,4,1," "," "," ",121,114,4,3," "," "," "," "," "," "," "," "," "," ",99,98," "
2012,02100000,Northampton,03,"Multi-Race (non-Hispanic/Latino)",11,12,12," "," "," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02100000,Northampton,04,"All Students",01,183,175,6,1,1," "," ",183,175,7,1," "," "," "," "," "," "," "," "," "," ",99,99," "
2012,02100000,Northampton,04,"Students with Disabilities",02,46,38,6,1,1," "," ",46,38,7,1," "," "," "," "," "," "," "," "," "," ",96,98," "
2012,02100000,Northampton,04,"Low Income",04,60,57,3," "," "," "," ",60,57,3," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02100000,Northampton,04,Hispanic/Latino,07,37,35,2," "," "," "," ",37,35,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02100000,Northampton,04,White,09,123,120,1,1,1," "," ",123,121,1,1," "," "," "," "," "," "," "," "," "," ",98,99," "
2012,02100000,Northampton,05,"All Students",01,191,186,4," "," ",1," ",190,184,5," "," ",1," ",190,188,1," "," ",1," ",100,100,100
2012,02100000,Northampton,05,"Students with Disabilities",02,44,39,4," "," ",1," ",44,38,5," "," ",1," ",44,42,1," "," ",1," ",100,100,100
2012,02100000,Northampton,05,"Low Income",04,65,61,3," "," ",1," ",64,60,3," "," ",1," ",64,62,1," "," ",1," ",100,100,100
2012,02100000,Northampton,05,Asian,06,12,12," "," "," "," "," ",12,12," "," "," "," "," ",12,12," "," "," "," "," ",100,100,100
2012,02100000,Northampton,05,Hispanic/Latino,07,38,34,3," "," ",1," ",38,34,3," "," ",1," ",38,36,1," "," ",1," ",100,100,100
2012,02100000,Northampton,05,White,09,129,128,1," "," "," "," ",128,126,2," "," "," "," ",128,128," "," "," "," "," ",100,100,100
2012,02100000,Northampton,06,"All Students",01,208,200,4,1," ",3," ",208,200,4," "," ",4," "," "," "," "," "," "," "," ",100,100," "
2012,02100000,Northampton,06,"Students with Disabilities",02,52,47,4,1," "," "," ",51,47,4," "," "," "," "," "," "," "," "," "," "," ",98,100," "
2012,02100000,Northampton,06,"Low Income",04,65,61,2," "," ",2," ",65,61,2," "," ",2," "," "," "," "," "," "," "," ",100,100," "
2012,02100000,Northampton,06,Asian,06,10,10," "," "," "," "," ",11,10," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2012,02100000,Northampton,06,Hispanic/Latino,07,48,46,1," "," ",1," ",48,46,1," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2012,02100000,Northampton,06,White,09,135,134,1," "," "," "," ",134,133,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02100000,Northampton,07,"All Students",01,219,210,5," ",2,2," ",219,212,5," "," ",2," "," "," "," "," "," "," "," ",99,100," "
2012,02100000,Northampton,07,"Students with Disabilities",02,53,47,5," "," ",1," ",53,47,5," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2012,02100000,Northampton,07,"ELL and Former ELL",03,11,10," "," "," ",1," ",11,10," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2012,02100000,Northampton,07,"Low Income",04,66,61,4," "," ",1," ",66,61,4," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2012,02100000,Northampton,07,Hispanic/Latino,07,56,52,2," ",1,1," ",56,53,2," "," ",1," "," "," "," "," "," "," "," ",98,100," "
2012,02100000,Northampton,07,White,09,139,135,3," "," ",1," ",139,135,3," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2012,02100000,Northampton,08,"All Students",01,226,214,6,3,1,2," ",226,215,7,1,1,2," ",226,215,6,3," ",2," ",98,99,99
2012,02100000,Northampton,08,"Students with Disabilities",02,67,56,6,3,1,1," ",67,57,7,1,1,1," ",67,57,6,3," ",1," ",94,97,96
2012,02100000,Northampton,08,"ELL and Former ELL",03,10,7,1," "," ",2," ",10,7,1," "," ",2," ",10,7,1," "," ",2," ",100,100,100
2012,02100000,Northampton,08,"Low Income",04,70,65,3,1," ",1," ",70,64,4,1," ",1," ",70,64,3,2," ",1," ",99,99,97
2012,02100000,Northampton,08,Hispanic/Latino,07,45,41,3,1," "," "," ",45,41,3,1," "," "," ",45,40,3,2," "," "," ",98,98,96
2012,02100000,Northampton,08,White,09,167,161,3,1,1,1," ",167,161,4," ",1,1," ",167,162,3,1," ",1," ",99,99,99
2012,02100000,Northampton,10,"All Students",01,222,208,6,8," "," "," ",224,212,6,6," "," "," ",238,192,6,2," "," ",38,96,97,99
2012,02100000,Northampton,10,"Students with Disabilities",02,43,35,6,2," "," "," ",44,35,6,3," "," "," ",54,39,6,1," "," ",8,95,93,98
2012,02100000,Northampton,10,"Low Income",04,53,49,2,2," "," "," ",54,50,2,2," "," "," ",60,39,2,2," "," ",17,96,96,97
2012,02100000,Northampton,10,Hispanic/Latino,07,23,22,1," "," "," "," ",24,22,1,1," "," "," ",28,21,1,2," "," ",4,100,96,93
2012,02100000,Northampton,10,White,09,178,170,4,4," "," "," ",178,171,4,3," "," "," ",186,155,4," "," "," ",27,98,98,100
2012,02110000,"North Andover",03,"All Students",01,403,391,11,1," "," "," ",402,388,12,2," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02110000,"North Andover",03,"Students with Disabilities",02,67,55,11,1," "," "," ",67,54,12,1," "," "," "," "," "," "," "," "," "," ",99,99," "
2012,02110000,"North Andover",03,"ELL and Former ELL",03,16,16," "," "," "," "," ",16,16," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02110000,"North Andover",03,"Low Income",04,58,55,3," "," "," "," ",58,54,4," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02110000,"North Andover",03,Asian,06,30,30," "," "," "," "," ",30,29," ",1," "," "," "," "," "," "," "," "," "," ",100,97," "
2012,02110000,"North Andover",03,Hispanic/Latino,07,25,23,2," "," "," "," ",25,23,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02110000,"North Andover",03,White,09,329,319,9,1," "," "," ",328,317,10,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02110000,"North Andover",04,"All Students",01,373,367,5," "," ",1," ",372,366,5," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2012,02110000,"North Andover",04,"Students with Disabilities",02,51,46,5," "," "," "," ",51,46,5," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02110000,"North Andover",04,"ELL and Former ELL",03,19,18," "," "," ",1," ",19,18," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2012,02110000,"North Andover",04,"Low Income",04,65,64,1," "," "," "," ",65,64,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02110000,"North Andover",04,"African American",05,10,10," "," "," "," "," ",10,10," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02110000,"North Andover",04,Asian,06,30,29," "," "," ",1," ",30,29," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2012,02110000,"North Andover",04,Hispanic/Latino,07,32,32," "," "," "," "," ",31,31," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02110000,"North Andover",04,White,09,294,289,5," "," "," "," ",294,289,5," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02110000,"North Andover",05,"All Students",01,409,397,11," "," ",1," ",410,397,12," "," ",1," ",410,400,9," "," ",1," ",100,100,100
2012,02110000,"North Andover",05,"Students with Disabilities",02,70,59,11," "," "," "," ",71,59,12," "," "," "," ",71,62,9," "," "," "," ",100,100,100
2012,02110000,"North Andover",05,"ELL and Former ELL",03,12,11," "," "," ",1," ",12,11," "," "," ",1," ",12,11," "," "," ",1," ",100,100,100
2012,02110000,"North Andover",05,"Low Income",04,54,51,2," "," ",1," ",55,51,3," "," ",1," ",55,54," "," "," ",1," ",100,100,100
2012,02110000,"North Andover",05,Asian,06,24,24," "," "," "," "," ",24,24," "," "," "," "," ",24,24," "," "," "," "," ",100,100,100
2012,02110000,"North Andover",05,Hispanic/Latino,07,38,36,1," "," ",1," ",38,36,1," "," ",1," ",38,37," "," "," ",1," ",100,100,100
2012,02110000,"North Andover",05,White,09,335,325,10," "," "," "," ",336,326,10," "," "," "," ",336,327,9," "," "," "," ",100,100,100
2012,02110000,"North Andover",06,"All Students",01,402,394,6," "," ",2," ",402,395,5," "," ",2," "," "," "," "," "," "," "," ",100,100," "
2012,02110000,"North Andover",06,"Students with Disabilities",02,54,48,6," "," "," "," ",54,49,5," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02110000,"North Andover",06,"ELL and Former ELL",03,13,11," "," "," ",2," ",13,11," "," "," ",2," "," "," "," "," "," "," "," ",100,100," "
2012,02110000,"North Andover",06,"Low Income",04,59,56,1," "," ",2," ",59,56,1," "," ",2," "," "," "," "," "," "," "," ",100,100," "
2012,02110000,"North Andover",06,"African American",05,11,9," "," "," ",2," ",11,9," "," "," ",2," "," "," "," "," "," "," "," ",100,100," "
2012,02110000,"North Andover",06,Asian,06,28,28," "," "," "," "," ",28,28," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02110000,"North Andover",06,Hispanic/Latino,07,29,29," "," "," "," "," ",29,29," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02110000,"North Andover",06,White,09,325,319,6," "," "," "," ",325,320,5," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02110000,"North Andover",07,"All Students",01,372,363,7,1," ",1," ",372,363,8," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2012,02110000,"North Andover",07,"Students with Disabilities",02,43,35,7,1," "," "," ",43,35,8," "," "," "," "," "," "," "," "," "," "," ",98,100," "
2012,02110000,"North Andover",07,"Low Income",04,50,48,1,1," "," "," ",50,48,2," "," "," "," "," "," "," "," "," "," "," ",98,100," "
2012,02110000,"North Andover",07,Asian,06,29,28," "," "," ",1," ",29,28," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2012,02110000,"North Andover",07,Hispanic/Latino,07,25,22,2,1," "," "," ",25,22,3," "," "," "," "," "," "," "," "," "," "," ",96,100," "
2012,02110000,"North Andover",07,White,09,295,290,5," "," "," "," ",295,290,5," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02110000,"North Andover",07,"Multi-Race (non-Hispanic/Latino)",11,11,11," "," "," "," "," ",11,11," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02110000,"North Andover",08,"All Students",01,367,355,9,1,1,1," ",368,356,9,2," ",1," ",368,359,7,1," ",1," ",99,99,100
2012,02110000,"North Andover",08,"Students with Disabilities",02,56,46,9,1," "," "," ",56,46,9,1," "," "," ",56,48,7,1," "," "," ",98,98,98
2012,02110000,"North Andover",08,"Low Income",04,42,39,2,1," "," "," ",43,40,2,1," "," "," ",43,41,1,1," "," "," ",98,98,98
2012,02110000,"North Andover",08,Asian,06,26,25," "," "," ",1," ",26,25," "," "," ",1," ",26,25," "," "," ",1," ",100,100,100
2012,02110000,"North Andover",08,Hispanic/Latino,07,23,21,1,1," "," "," ",23,21,1,1," "," "," ",23,21,1,1," "," "," ",96,96,96
2012,02110000,"North Andover",08,White,09,307,298,8," ",1," "," ",308,299,8,1," "," "," ",308,302,6," "," "," "," ",100,100,100
2012,02110000,"North Andover",10,"All Students",01,355,340,4,8,3," "," ",353,343,4,5,1," "," ",355,313,3,7," ",1,31,97,98,98
2012,02110000,"North Andover",10,"Students with Disabilities",02,43,34,4,2,3," "," ",43,36,4,2,1," "," ",43,35,3,1," "," ",4,88,93,98
2012,02110000,"North Andover",10,"Low Income",04,49,46,1,1,1," "," ",47,44,1,2," "," "," ",49,36," ",1," ",1,11,96,96,98
2012,02110000,"North Andover",10,Asian,06,22,21,1," "," "," "," ",22,21,1," "," "," "," ",22,20,1," "," "," ",1,100,100,100
2012,02110000,"North Andover",10,Hispanic/Latino,07,24,22,1,1," "," "," ",23,21,1,1," "," "," ",24,17,1,2," ",1,3,96,96,96
2012,02110000,"North Andover",10,White,09,289,277,2,7,3," "," ",289,282,2,4,1," "," ",288,267,1,5," "," ",15,97,98,98
2012,02110000,"North Andover",10,"Multi-Race (non-Hispanic/Latino)",11,12,12," "," "," "," "," ",11,11," "," "," "," "," ",13,4," "," "," "," ",9,100,100,100
2012,02120000,"North Attleborough",03,"All Students",01,368,360,7,1," "," "," ",367,361,4,1,1," "," "," "," "," "," "," "," "," ",100,99," "
2012,02120000,"North Attleborough",03,"Students with Disabilities",02,58,50,7,1," "," "," ",58,52,4,1,1," "," "," "," "," "," "," "," "," ",98,97," "
2012,02120000,"North Attleborough",03,"Low Income",04,73,68,5," "," "," "," ",73,69,3," ",1," "," "," "," "," "," "," "," "," ",100,99," "
2012,02120000,"North Attleborough",03,Asian,06,21,21," "," "," "," "," ",21,21," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02120000,"North Attleborough",03,Hispanic/Latino,07,13,13," "," "," "," "," ",13,13," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02120000,"North Attleborough",03,White,09,317,311,5,1," "," "," ",316,311,3,1,1," "," "," "," "," "," "," "," "," ",100,99," "
2012,02120000,"North Attleborough",03,"Multi-Race (non-Hispanic/Latino)",11,10,10," "," "," "," "," ",10,10," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02120000,"North Attleborough",04,"All Students",01,388,376,11," ",1," "," ",388,377,11," "," "," "," "," "," "," "," "," "," "," ",100,100," "
