adminyear,grade,org_code,DistrictName,Group,e_enroll,e_standard,e_alt,e_abs,e_med,e_lep,e_afteroct,m_enroll,m_standard,m_alt,m_abs,m_med,m_lep,m_afteroct,s_enroll,s_standard,s_alt,s_abs,s_med,s_lep,s_afteroct,e_ayppart,m_ayppart,s_ayppart
2013,10,02650000,Seekonk,"High Needs",29,25,2,2,,,,29,26,2,1,,,,29,24,2,1,,,2,93,97,97
2013,10,02650000,Seekonk,White,136,131,2,3,,,,136,131,2,1,2,,,136,129,2,2,,,3,98,98,99
2013,AL,02650000,Seekonk,"All Students",1159,1133,17,7,2,,,1161,1138,17,1,5,,,505,488,8,3,1,,5,99,99,99
2013,AL,02650000,Seekonk,"Students with Disabilities",197,174,17,5,1,,,197,178,17,,2,,,83,73,8,1,1,,,97,99,98
2013,AL,02650000,Seekonk,"ELL and Former ELL",21,21,,,,,,21,21,,,,,,7,,,,,,,100,100,
2013,AL,02650000,Seekonk,"Low Income",214,208,4,2,,,,216,211,4,1,,,,92,86,3,1,,,2,99,100,99
2013,AL,02650000,Seekonk,"High Needs",358,334,17,6,1,,,360,340,17,1,2,,,149,136,8,2,1,,2,98,99,98
2013,AL,02650000,Seekonk,"African American",16,16,,,,,,16,16,,,,,,10,10,,,,,,100,100,100
2013,AL,02650000,Seekonk,Asian,29,29,,,,,,29,29,,,,,,11,11,,,,,,100,100,100
2013,AL,02650000,Seekonk,Hispanic/Latino,33,33,,,,,,36,36,,,,,,10,8,,,,,2,100,100,100
2013,AL,02650000,Seekonk,White,1064,1040,15,7,2,,,1063,1042,15,1,5,,,468,454,7,3,1,,3,99,99,99
2013,AL,02650000,Seekonk,"Multi-Race (non-Hispanic/Latino)",17,15,2,,,,,17,15,2,,,,,6,,,,,,,100,100,
2013,03,02660000,Sharon,"All Students",278,273,5,,,,,278,274,4,,,,,,,,,,,,100,100,
2013,03,02660000,Sharon,"Students with Disabilities",39,34,5,,,,,39,35,4,,,,,,,,,,,,100,100,
2013,03,02660000,Sharon,"ELL and Former ELL",20,20,,,,,,20,20,,,,,,,,,,,,,100,100,
2013,03,02660000,Sharon,"Low Income",16,16,,,,,,16,16,,,,,,,,,,,,,100,100,
2013,03,02660000,Sharon,"High Needs",67,62,5,,,,,67,63,4,,,,,,,,,,,,100,100,
2013,03,02660000,Sharon,Asian,72,71,1,,,,,72,71,1,,,,,,,,,,,,100,100,
2013,03,02660000,Sharon,Hispanic/Latino,10,10,,,,,,10,10,,,,,,,,,,,,,100,100,
2013,03,02660000,Sharon,White,177,173,4,,,,,177,174,3,,,,,,,,,,,,100,100,
2013,03,02660000,Sharon,"Multi-Race (non-Hispanic/Latino)",11,11,,,,,,11,11,,,,,,,,,,,,,100,100,
2013,04,02660000,Sharon,"All Students",249,239,5,1,4,,,250,244,5,,1,,,,,,,,,,98,100,
2013,04,02660000,Sharon,"Students with Disabilities",36,29,5,1,1,,,36,31,5,,,,,,,,,,,,94,100,
2013,04,02660000,Sharon,"ELL and Former ELL",15,15,,,,,,15,15,,,,,,,,,,,,,100,100,
2013,04,02660000,Sharon,"Low Income",23,21,2,,,,,23,21,2,,,,,,,,,,,,100,100,
2013,04,02660000,Sharon,"High Needs",66,59,5,1,1,,,66,61,5,,,,,,,,,,,,97,100,
2013,04,02660000,Sharon,"African American",13,12,1,,,,,13,12,1,,,,,,,,,,,,100,100,
2013,04,02660000,Sharon,Asian,65,64,,,1,,,65,65,,,,,,,,,,,,,98,100,
2013,04,02660000,Sharon,Hispanic/Latino,12,12,,,,,,12,12,,,,,,,,,,,,,100,100,
2013,04,02660000,Sharon,White,143,136,4,,3,,,144,140,3,,1,,,,,,,,,,98,99,
2013,04,02660000,Sharon,"Multi-Race (non-Hispanic/Latino)",15,14,,1,,,,15,14,1,,,,,,,,,,,,93,100,
2013,05,02660000,Sharon,"All Students",250,242,7,,,1,,251,244,6,,,1,,250,242,7,,,1,,100,100,100
2013,05,02660000,Sharon,"Students with Disabilities",41,34,7,,,,,41,35,6,,,,,41,34,7,,,,,100,100,100
2013,05,02660000,Sharon,"ELL and Former ELL",11,10,,,,1,,11,10,,,,1,,11,10,,,,1,,100,100,100
2013,05,02660000,Sharon,"Low Income",22,22,,,,,,22,22,,,,,,22,22,,,,,,100,100,100
2013,05,02660000,Sharon,"High Needs",67,59,7,,,1,,67,60,6,,,1,,67,59,7,,,1,,100,100,100
2013,05,02660000,Sharon,"African American",15,15,,,,,,15,15,,,,,,15,15,,,,,,100,100,100
2013,05,02660000,Sharon,Asian,60,58,2,,,,,60,58,2,,,,,60,58,2,,,,,100,100,100
2013,05,02660000,Sharon,Hispanic/Latino,11,9,1,,,1,,11,9,1,,,1,,11,9,1,,,1,,100,100,100
2013,05,02660000,Sharon,White,154,150,4,,,,,155,152,3,,,,,154,150,4,,,,,100,100,100
2013,05,02660000,Sharon,"Multi-Race (non-Hispanic/Latino)",10,10,,,,,,10,10,,,,,,10,10,,,,,,100,100,100
2013,06,02660000,Sharon,"All Students",286,279,4,,3,,,285,279,4,,2,,,,,,,,,,99,99,
2013,06,02660000,Sharon,"Students with Disabilities",54,49,4,,1,,,54,49,4,,1,,,,,,,,,,98,98,
2013,06,02660000,Sharon,"Low Income",26,24,2,,,,,26,24,2,,,,,,,,,,,,100,100,
2013,06,02660000,Sharon,"High Needs",75,70,4,,1,,,75,70,4,,1,,,,,,,,,,99,99,
2013,06,02660000,Sharon,"African American",22,21,1,,,,,22,21,1,,,,,,,,,,,,100,100,
2013,06,02660000,Sharon,Asian,55,54,1,,,,,54,53,1,,,,,,,,,,,,100,100,
2013,06,02660000,Sharon,Hispanic/Latino,13,13,,,,,,13,13,,,,,,,,,,,,,100,100,
2013,06,02660000,Sharon,White,187,182,2,,3,,,187,183,2,,2,,,,,,,,,,98,99,
2013,07,02660000,Sharon,"All Students",252,250,,1,1,,,253,251,2,,,,,,,,,,,,99,100,
2013,07,02660000,Sharon,"Students with Disabilities",42,41,,1,,,,42,40,2,,,,,,,,,,,,98,100,
2013,07,02660000,Sharon,"Low Income",20,20,,,,,,20,19,1,,,,,,,,,,,,100,100,
2013,07,02660000,Sharon,"High Needs",60,59,,1,,,,60,58,2,,,,,,,,,,,,98,100,
2013,07,02660000,Sharon,"African American",17,17,,,,,,17,17,,,,,,,,,,,,,100,100,
2013,07,02660000,Sharon,Asian,49,49,,,,,,50,50,,,,,,,,,,,,,100,100,
2013,07,02660000,Sharon,White,170,168,,1,1,,,170,169,1,,,,,,,,,,,,99,100,
2013,08,02660000,Sharon,"All Students",258,252,5,,1,,,258,251,4,2,1,,,258,249,5,1,3,,,100,99,98
2013,08,02660000,Sharon,"Students with Disabilities",45,40,5,,,,,45,39,4,2,,,,45,38,5,1,1,,,100,96,96
2013,08,02660000,Sharon,"Low Income",30,30,,,,,,30,30,,,,,,30,29,,,1,,,100,100,97
2013,08,02660000,Sharon,"High Needs",68,63,5,,,,,68,62,4,2,,,,68,60,5,1,2,,,100,97,96
2013,08,02660000,Sharon,"African American",26,26,,,,,,26,25,,1,,,,26,25,,1,,,,100,96,96
2013,08,02660000,Sharon,Asian,35,35,,,,,,35,35,,,,,,35,35,,,,,,100,100,100
2013,08,02660000,Sharon,Hispanic/Latino,11,11,,,,,,11,11,,,,,,11,11,,,,,,100,100,100
2013,08,02660000,Sharon,White,177,172,4,,1,,,177,172,3,1,1,,,177,170,4,,3,,,99,99,98
2013,10,02660000,Sharon,"All Students",263,260,1,,2,,,263,256,1,1,5,,,263,243,1,1,,,18,99,98,100
2013,10,02660000,Sharon,"Students with Disabilities",43,41,1,,1,,,43,38,1,1,3,,,43,36,1,1,,,5,98,91,98
2013,10,02660000,Sharon,"Low Income",21,21,,,,,,21,21,,,,,,21,21,,,,,,100,100,100
2013,10,02660000,Sharon,"High Needs",59,57,1,,1,,,59,54,1,1,3,,,59,51,1,1,,,6,98,93,98
2013,10,02660000,Sharon,"African American",10,10,,,,,,10,10,,,,,,10,8,,,,,2,100,100,100
2013,10,02660000,Sharon,Asian,39,39,,,,,,39,39,,,,,,39,38,,,,,1,100,100,100
2013,10,02660000,Sharon,Hispanic/Latino,10,10,,,,,,10,9,,,1,,,10,7,,,,,3,100,90,100
2013,10,02660000,Sharon,White,198,195,1,,2,,,198,192,1,1,4,,,198,185,1,1,,,11,99,97,99
2013,AL,02660000,Sharon,"All Students",1836,1795,27,2,11,1,,1838,1799,26,3,9,1,,771,734,13,2,3,1,18,99,99,99
2013,AL,02660000,Sharon,"Students with Disabilities",300,268,27,2,3,,,300,267,26,3,4,,,129,108,13,2,1,,5,98,98,98
2013,AL,02660000,Sharon,"ELL and Former ELL",65,64,,,,1,,65,64,,,,1,,18,16,,,,1,1,100,100,100
2013,AL,02660000,Sharon,"Low Income",158,154,4,,,,,158,153,5,,,,,73,72,,,1,,,100,100,99
2013,AL,02660000,Sharon,"High Needs",462,429,27,2,3,1,,462,428,26,3,4,1,,194,170,13,2,2,1,6,99,98,98
2013,AL,02660000,Sharon,"African American",110,108,2,,,,,110,107,2,1,,,,51,48,,1,,,2,100,99,98
2013,AL,02660000,Sharon,Asian,375,370,4,,1,,,375,371,4,,,,,134,131,2,,,,1,100,100,100
2013,AL,02660000,Sharon,Hispanic/Latino,76,74,1,,,1,,76,72,2,,1,1,,32,27,1,,,1,3,100,99,100
2013,AL,02660000,Sharon,White,1206,1176,19,1,10,,,1208,1182,16,2,8,,,529,505,9,1,3,,11,99,99,99
2013,AL,02660000,Sharon,"Multi-Race (non-Hispanic/Latino)",66,64,1,1,,,,66,64,2,,,,,25,23,1,,,,1,98,100,100
2013,03,02690000,Sherborn,"All Students",63,62,,1,,,,63,62,,1,,,,,,,,,,,98,98,
2013,03,02690000,Sherborn,"High Needs",12,11,,1,,,,12,11,,1,,,,,,,,,,,92,92,
2013,03,02690000,Sherborn,White,54,53,,1,,,,54,53,,1,,,,,,,,,,,98,98,
2013,04,02690000,Sherborn,"All Students",75,74,1,,,,,75,74,1,,,,,,,,,,,,100,100,
2013,04,02690000,Sherborn,"High Needs",14,13,1,,,,,14,13,1,,,,,,,,,,,,100,100,
2013,04,02690000,Sherborn,White,64,63,1,,,,,64,63,1,,,,,,,,,,,,100,100,
2013,05,02690000,Sherborn,"All Students",79,79,,,,,,79,79,,,,,,79,79,,,,,,100,100,100
2013,05,02690000,Sherborn,"Students with Disabilities",21,21,,,,,,21,21,,,,,,21,21,,,,,,100,100,100
2013,05,02690000,Sherborn,"High Needs",22,22,,,,,,22,22,,,,,,22,22,,,,,,100,100,100
2013,05,02690000,Sherborn,White,65,65,,,,,,65,65,,,,,,65,65,,,,,,100,100,100
2013,AL,02690000,Sherborn,"All Students",217,215,1,1,,,,217,215,1,1,,,,79,79,,,,,,100,100,100
2013,AL,02690000,Sherborn,"Students with Disabilities",39,37,1,1,,,,39,37,1,1,,,,21,21,,,,,,97,97,100
2013,AL,02690000,Sherborn,"High Needs",48,46,1,1,,,,48,46,1,1,,,,22,22,,,,,,98,98,100
2013,AL,02690000,Sherborn,White,183,181,1,1,,,,183,181,1,1,,,,65,65,,,,,,99,99,100
2013,AL,02690000,Sherborn,"Multi-Race (non-Hispanic/Latino)",12,12,,,,,,12,12,,,,,,6,,,,,,,100,100,
2013,03,02710000,Shrewsbury,"All Students",475,474,1,,,,,475,474,1,,,,,,,,,,,,100,100,
2013,03,02710000,Shrewsbury,"Students with Disabilities",75,74,1,,,,,74,73,1,,,,,,,,,,,,100,100,
2013,03,02710000,Shrewsbury,"ELL and Former ELL",37,37,,,,,,37,37,,,,,,,,,,,,,100,100,
2013,03,02710000,Shrewsbury,"Low Income",75,75,,,,,,75,75,,,,,,,,,,,,,100,100,
2013,03,02710000,Shrewsbury,"High Needs",154,153,1,,,,,153,152,1,,,,,,,,,,,,100,100,
2013,03,02710000,Shrewsbury,"African American",10,10,,,,,,10,10,,,,,,,,,,,,,100,100,
2013,03,02710000,Shrewsbury,Asian,120,120,,,,,,121,121,,,,,,,,,,,,,100,100,
2013,03,02710000,Shrewsbury,Hispanic/Latino,31,31,,,,,,31,31,,,,,,,,,,,,,100,100,
2013,03,02710000,Shrewsbury,White,296,295,1,,,,,295,294,1,,,,,,,,,,,,100,100,
2013,03,02710000,Shrewsbury,"Multi-Race (non-Hispanic/Latino)",17,17,,,,,,17,17,,,,,,,,,,,,,100,100,
2013,04,02710000,Shrewsbury,"All Students",461,452,6,1,,2,,463,454,6,,1,2,,,,,,,,,100,100,
2013,04,02710000,Shrewsbury,"Students with Disabilities",57,50,6,1,,,,57,51,6,,,,,,,,,,,,98,100,
2013,04,02710000,Shrewsbury,"ELL and Former ELL",25,23,,,,2,,25,23,,,,2,,,,,,,,,100,100,
2013,04,02710000,Shrewsbury,"Low Income",62,61,1,,,,,62,61,1,,,,,,,,,,,,100,100,
2013,04,02710000,Shrewsbury,"High Needs",123,114,6,1,,2,,123,115,6,,,2,,,,,,,,,99,100,
2013,04,02710000,Shrewsbury,"African American",10,9,1,,,,,10,9,1,,,,,,,,,,,,100,100,
2013,04,02710000,Shrewsbury,Asian,116,113,1,,,2,,116,113,1,,,2,,,,,,,,,100,100,
2013,04,02710000,Shrewsbury,Hispanic/Latino,24,22,2,,,,,24,22,2,,,,,,,,,,,,100,100,
2013,04,02710000,Shrewsbury,White,291,288,2,1,,,,292,289,2,,1,,,,,,,,,,100,100,
2013,04,02710000,Shrewsbury,"Multi-Race (non-Hispanic/Latino)",16,16,,,,,,16,16,,,,,,,,,,,,,100,100,
2013,05,02710000,Shrewsbury,"All Students",533,520,8,1,,4,,532,519,9,,,4,,532,519,8,1,,4,,100,100,100
2013,05,02710000,Shrewsbury,"Students with Disabilities",78,70,8,,,,,78,69,9,,,,,78,69,8,1,,,,100,100,99
2013,05,02710000,Shrewsbury,"ELL and Former ELL",24,20,,,,4,,24,20,,,,4,,24,20,,,,4,,100,100,100
2013,05,02710000,Shrewsbury,"Low Income",84,77,3,,,4,,84,77,3,,,4,,84,77,3,,,4,,100,100,100
2013,05,02710000,Shrewsbury,"High Needs",149,137,8,,,4,,149,136,9,,,4,,149,136,8,1,,4,,100,100,99
2013,05,02710000,Shrewsbury,"African American",9,,,,,,,10,10,,,,,,10,10,,,,,,,100,100
2013,05,02710000,Shrewsbury,Asian,116,111,1,1,,3,,115,111,1,,,3,,115,111,1,,,3,,99,100,100
2013,05,02710000,Shrewsbury,Hispanic/Latino,28,26,1,,,1,,28,26,1,,,1,,28,26,1,,,1,,100,100,100
2013,05,02710000,Shrewsbury,White,369,363,6,,,,,367,360,7,,,,,367,360,6,1,,,,100,100,100
2013,05,02710000,Shrewsbury,"Multi-Race (non-Hispanic/Latino)",10,10,,,,,,11,11,,,,,,11,11,,,,,,100,100,100
2013,06,02710000,Shrewsbury,"All Students",476,466,8,,,2,,476,466,8,,,2,,,,,,,,,100,100,
2013,06,02710000,Shrewsbury,"Students with Disabilities",80,72,8,,,,,80,72,8,,,,,,,,,,,,100,100,
2013,06,02710000,Shrewsbury,"ELL and Former ELL",16,14,,,,2,,16,14,,,,2,,,,,,,,,100,100,
2013,06,02710000,Shrewsbury,"Low Income",60,59,1,,,,,60,59,1,,,,,,,,,,,,100,100,
2013,06,02710000,Shrewsbury,"High Needs",130,120,8,,,2,,130,120,8,,,2,,,,,,,,,100,100,
2013,06,02710000,Shrewsbury,Asian,87,83,2,,,2,,87,83,2,,,2,,,,,,,,,100,100,
2013,06,02710000,Shrewsbury,Hispanic/Latino,26,25,1,,,,,26,25,1,,,,,,,,,,,,100,100,
2013,06,02710000,Shrewsbury,White,344,340,4,,,,,344,340,4,,,,,,,,,,,,100,100,
2013,06,02710000,Shrewsbury,"Multi-Race (non-Hispanic/Latino)",11,10,1,,,,,11,10,1,,,,,,,,,,,,100,100,
2013,07,02710000,Shrewsbury,"All Students",474,466,5,3,,,,475,464,7,2,2,,,,,,,,,,99,99,
2013,07,02710000,Shrewsbury,"Students with Disabilities",74,66,5,3,,,,74,65,7,2,,,,,,,,,,,96,97,
2013,07,02710000,Shrewsbury,"Low Income",69,68,,1,,,,70,69,1,,,,,,,,,,,,99,100,
2013,07,02710000,Shrewsbury,"High Needs",122,114,5,3,,,,123,114,7,2,,,,,,,,,,,98,98,
2013,07,02710000,Shrewsbury,Asian,73,72,1,,,,,72,71,1,,,,,,,,,,,,100,100,
2013,07,02710000,Shrewsbury,Hispanic/Latino,24,22,2,,,,,24,22,2,,,,,,,,,,,,100,100,
2013,07,02710000,Shrewsbury,White,356,352,1,3,,,,357,351,2,2,2,,,,,,,,,,99,99,
2013,07,02710000,Shrewsbury,"Multi-Race (non-Hispanic/Latino)",12,11,1,,,,,13,11,2,,,,,,,,,,,,100,100,
2013,08,02710000,Shrewsbury,"All Students",477,472,3,,2,,,477,474,3,,,,,478,475,3,,,,,100,100,100
2013,08,02710000,Shrewsbury,"Students with Disabilities",85,82,3,,,,,85,82,3,,,,,86,83,3,,,,,100,100,100
2013,08,02710000,Shrewsbury,"ELL and Former ELL",13,13,,,,,,13,13,,,,,,13,13,,,,,,100,100,100
2013,08,02710000,Shrewsbury,"Low Income",72,71,,,1,,,72,72,,,,,,72,72,,,,,,99,100,100
2013,08,02710000,Shrewsbury,"High Needs",147,143,3,,1,,,147,144,3,,,,,148,145,3,,,,,99,100,100
2013,08,02710000,Shrewsbury,Asian,69,69,,,,,,69,69,,,,,,69,69,,,,,,100,100,100
2013,08,02710000,Shrewsbury,Hispanic/Latino,26,26,,,,,,26,26,,,,,,26,26,,,,,,100,100,100
2013,08,02710000,Shrewsbury,White,364,359,3,,2,,,364,361,3,,,,,365,362,3,,,,,99,100,100
2013,10,02710000,Shrewsbury,"All Students",428,418,5,3,1,1,,426,418,5,1,1,1,,428,403,3,1,,1,20,99,100,100
2013,10,02710000,Shrewsbury,"Students with Disabilities",71,63,5,3,,,,70,64,5,1,,,,71,63,3,1,,,4,96,99,99
2013,10,02710000,Shrewsbury,"ELL and Former ELL",12,10,1,,,1,,12,10,1,,,1,,12,6,,,,1,5,100,100,100
2013,10,02710000,Shrewsbury,"Low Income",60,57,1,,1,1,,60,58,1,,,1,,60,49,,,,1,10,98,100,100
2013,10,02710000,Shrewsbury,"High Needs",117,107,5,3,1,1,,116,109,5,1,,1,,117,100,3,1,,1,12,97,99,99
2013,10,02710000,Shrewsbury,Asian,68,67,1,,,,,68,67,1,,,,,68,62,,,,,6,100,100,100
2013,10,02710000,Shrewsbury,Hispanic/Latino,25,24,,,,1,,25,24,,,,1,,25,22,,,,1,2,100,100,100
2013,10,02710000,Shrewsbury,White,322,315,3,3,1,,,320,316,3,1,,,,322,307,3,1,,,11,99,100,100
2013,AL,02710000,Shrewsbury,"All Students",3324,3268,36,8,3,9,,3324,3269,39,3,4,9,,1438,1397,14,2,,5,20,100,100,100
2013,AL,02710000,Shrewsbury,"Students with Disabilities",520,477,36,7,,,,518,476,39,3,,,,235,215,14,2,,,4,99,99,99
2013,AL,02710000,Shrewsbury,"ELL and Former ELL",134,124,1,,,9,,134,124,1,,,9,,49,39,,,,5,5,100,100,100
2013,AL,02710000,Shrewsbury,"Low Income",482,468,6,1,2,5,,483,471,7,,,5,,216,198,3,,,5,10,99,100,100
2013,AL,02710000,Shrewsbury,"High Needs",942,888,36,7,2,9,,941,890,39,3,,9,,414,381,14,2,,5,12,99,100,100
2013,AL,02710000,Shrewsbury,"African American",58,57,1,,,,,59,58,1,,,,,24,24,,,,,,100,100,100
2013,AL,02710000,Shrewsbury,Asian,649,635,6,1,,7,,648,635,6,,,7,,252,242,1,,,3,6,100,100,100
2013,AL,02710000,Shrewsbury,Hispanic/Latino,184,176,6,,,2,,184,176,6,,,2,,79,74,1,,,2,2,100,100,100
2013,AL,02710000,Shrewsbury,White,2342,2312,20,7,3,,,2339,2311,22,3,3,,,1054,1029,12,2,,,11,100,100,100
2013,AL,02710000,Shrewsbury,"Multi-Race (non-Hispanic/Latino)",80,78,2,,,,,82,78,3,,1,,,25,25,,,,,,100,99,100
2013,03,02720000,Shutesbury,"All Students",21,20,,1,,,,21,21,,,,,,,,,,,,,95,100,
2013,03,02720000,Shutesbury,White,18,17,,1,,,,18,18,,,,,,,,,,,,,94,100,
2013,04,02720000,Shutesbury,"All Students",26,26,,,,,,26,25,,1,,,,,,,,,,,100,96,
2013,04,02720000,Shutesbury,"High Needs",10,10,,,,,,10,9,,1,,,,,,,,,,,100,90,
2013,04,02720000,Shutesbury,White,19,19,,,,,,19,19,,,,,,,,,,,,,100,100,
2013,05,02720000,Shutesbury,"All Students",16,16,,,,,,16,14,1,,1,,,16,15,,,1,,,100,94,94
2013,05,02720000,Shutesbury,White,14,14,,,,,,14,12,1,,1,,,14,13,,,1,,,100,93,93
2013,06,02720000,Shutesbury,"All Students",17,17,,,,,,17,16,1,,,,,,,,,,,,100,100,
2013,06,02720000,Shutesbury,White,10,10,,,,,,10,9,1,,,,,,,,,,,,100,100,
2013,AL,02720000,Shutesbury,"All Students",80,79,,1,,,,80,76,2,1,1,,,16,15,,,1,,,99,98,94
2013,AL,02720000,Shutesbury,"Students with Disabilities",19,18,,1,,,,19,16,2,1,,,,2,,,,,,,95,95,
2013,AL,02720000,Shutesbury,"Low Income",17,16,,1,,,,17,16,1,,,,,2,,,,,,,94,100,
2013,AL,02720000,Shutesbury,"High Needs",30,29,,1,,,,30,27,2,1,,,,4,,,,,,,97,97,
2013,AL,02720000,Shutesbury,Hispanic/Latino,10,10,,,,,,10,10,,,,,,1,,,,,,,100,100,
2013,AL,02720000,Shutesbury,White,61,60,,1,,,,61,58,2,,1,,,14,13,,,1,,,98,98,93
2013,03,02730000,Somerset,"All Students",198,196,2,,,,,199,196,3,,,,,,,,,,,,100,100,
2013,03,02730000,Somerset,"Students with Disabilities",31,29,2,,,,,31,28,3,,,,,,,,,,,,100,100,
2013,03,02730000,Somerset,"Low Income",38,38,,,,,,39,39,,,,,,,,,,,,,100,100,
2013,03,02730000,Somerset,"High Needs",61,59,2,,,,,62,59,3,,,,,,,,,,,,100,100,
2013,03,02730000,Somerset,White,189,188,1,,,,,190,188,2,,,,,,,,,,,,100,100,
2013,04,02730000,Somerset,"All Students",194,192,2,,,,,194,192,2,,,,,,,,,,,,100,100,
2013,04,02730000,Somerset,"Students with Disabilities",34,32,2,,,,,34,32,2,,,,,,,,,,,,100,100,
2013,04,02730000,Somerset,"Low Income",29,29,,,,,,29,29,,,,,,,,,,,,,100,100,
2013,04,02730000,Somerset,"High Needs",55,53,2,,,,,55,53,2,,,,,,,,,,,,100,100,
2013,04,02730000,Somerset,White,179,177,2,,,,,180,178,2,,,,,,,,,,,,100,100,
2013,05,02730000,Somerset,"All Students",207,203,4,,,,,208,204,4,,,,,208,204,4,,,,,100,100,100
2013,05,02730000,Somerset,"Students with Disabilities",42,38,4,,,,,42,38,4,,,,,42,38,4,,,,,100,100,100
2013,05,02730000,Somerset,"Low Income",42,42,,,,,,43,43,,,,,,43,43,,,,,,100,100,100
2013,05,02730000,Somerset,"High Needs",73,69,4,,,,,74,70,4,,,,,74,70,4,,,,,100,100,100
2013,05,02730000,Somerset,White,190,187,3,,,,,190,187,3,,,,,190,187,3,,,,,100,100,100
2013,06,02730000,Somerset,"All Students",218,214,4,,,,,218,214,4,,,,,,,,,,,,100,100,
2013,06,02730000,Somerset,"Students with Disabilities",36,32,4,,,,,35,31,4,,,,,,,,,,,,100,100,
2013,06,02730000,Somerset,"Low Income",35,33,2,,,,,36,34,2,,,,,,,,,,,,100,100,
2013,06,02730000,Somerset,"High Needs",64,60,4,,,,,64,60,4,,,,,,,,,,,,100,100,
2013,06,02730000,Somerset,White,206,203,3,,,,,206,203,3,,,,,,,,,,,,100,100,
2013,07,02730000,Somerset,"All Students",189,186,2,,1,,,190,188,2,,,,,,,,,,,,99,100,
2013,07,02730000,Somerset,"Students with Disabilities",37,35,2,,,,,38,36,2,,,,,,,,,,,,100,100,
2013,07,02730000,Somerset,"Low Income",40,39,1,,,,,40,39,1,,,,,,,,,,,,100,100,
2013,07,02730000,Somerset,"High Needs",60,58,2,,,,,61,59,2,,,,,,,,,,,,100,100,
2013,07,02730000,Somerset,White,176,173,2,,1,,,177,175,2,,,,,,,,,,,,99,100,
2013,08,02730000,Somerset,"All Students",205,204,,,1,,,205,203,1,,1,,,205,204,,,1,,,100,100,100
2013,08,02730000,Somerset,"Students with Disabilities",30,29,,,1,,,30,28,1,,1,,,30,29,,,1,,,97,97,97
2013,08,02730000,Somerset,"Low Income",33,33,,,,,,34,34,,,,,,34,34,,,,,,100,100,100
2013,08,02730000,Somerset,"High Needs",55,54,,,1,,,56,54,1,,1,,,56,55,,,1,,,98,98,98
2013,08,02730000,Somerset,White,192,191,,,1,,,192,190,1,,1,,,192,191,,,1,,,99,99,99
2013,AL,02730000,Somerset,"All Students",1211,1195,14,,2,,,1214,1197,16,,1,,,413,408,4,,1,,,100,100,100
2013,AL,02730000,Somerset,"Students with Disabilities",210,195,14,,1,,,210,193,16,,1,,,72,67,4,,1,,,100,100,99
2013,AL,02730000,Somerset,"Low Income",217,214,3,,,,,221,218,3,,,,,77,77,,,,,,100,100,100
2013,AL,02730000,Somerset,"High Needs",368,353,14,,1,,,372,355,16,,1,,,130,125,4,,1,,,100,100,99
2013,AL,02730000,Somerset,"African American",15,14,1,,,,,14,13,1,,,,,5,,,,,,,100,100,
2013,AL,02730000,Somerset,Asian,16,15,1,,,,,16,15,1,,,,,9,,,,,,,100,100,
2013,AL,02730000,Somerset,Hispanic/Latino,27,26,1,,,,,28,27,1,,,,,10,10,,,,,,100,100,100
2013,AL,02730000,Somerset,White,1132,1119,11,,2,,,1135,1121,13,,1,,,382,378,3,,1,,,100,100,100
2013,AL,02730000,Somerset,"Multi-Race (non-Hispanic/Latino)",19,19,,,,,,19,19,,,,,,7,,,,,,,100,100,
2013,03,02740000,Somerville,"All Students",379,360,9,,,10,,377,359,9,,,9,,,,,,,,,100,100,
2013,03,02740000,Somerville,"Students with Disabilities",79,70,9,,,,,78,69,9,,,,,,,,,,,,100,100,
2013,03,02740000,Somerville,"ELL and Former ELL",131,118,3,,,10,,130,118,3,,,9,,,,,,,,,100,100,
2013,03,02740000,Somerville,"Low Income",257,243,5,,,9,,255,242,5,,,8,,,,,,,,,100,100,
2013,03,02740000,Somerville,"High Needs",287,268,9,,,10,,285,267,9,,,9,,,,,,,,,100,100,
2013,03,02740000,Somerville,"African American",31,29,1,,,1,,31,29,1,,,1,,,,,,,,,100,100,
2013,03,02740000,Somerville,Asian,32,30,,,,2,,31,30,,,,1,,,,,,,,,100,100,
2013,03,02740000,Somerville,Hispanic/Latino,165,155,3,,,7,,166,156,3,,,7,,,,,,,,,100,100,
2013,03,02740000,Somerville,White,137,133,4,,,,,135,131,4,,,,,,,,,,,,100,100,
2013,03,02740000,Somerville,"Multi-Race (non-Hispanic/Latino)",13,12,1,,,,,13,12,1,,,,,,,,,,,,100,100,
2013,04,02740000,Somerville,"All Students",368,349,7,1,1,10,,370,353,7,,,10,,,,,,,,,99,100,
2013,04,02740000,Somerville,"Students with Disabilities",90,82,7,,1,,,91,84,7,,,,,,,,,,,,99,100,
2013,04,02740000,Somerville,"ELL and Former ELL",120,108,1,1,,10,,121,110,1,,,10,,,,,,,,,99,100,
2013,04,02740000,Somerville,"Low Income",242,227,3,1,1,10,,244,231,3,,,10,,,,,,,,,99,100,
2013,04,02740000,Somerville,"High Needs",278,259,7,1,1,10,,280,263,7,,,10,,,,,,,,,99,100,
2013,04,02740000,Somerville,"African American",43,39,2,,1,1,,43,40,2,,,1,,,,,,,,,98,100,
2013,04,02740000,Somerville,Asian,25,21,1,,,3,,26,22,1,,,3,,,,,,,,,100,100,
2013,04,02740000,Somerville,Hispanic/Latino,151,142,2,1,,6,,152,144,2,,,6,,,,,,,,,99,100,
