adminyear,grade,org_code,DistrictName,subject,tested,wptopdev,wpconvent,item1,item2,item3,item4,item5,item6,item7,item8,item9,item10,item11,item12,item13,item14,item15,item16,item17,item18,item19,item20,item21,item22,item23,item24,item25,item26,item27,item28,item29,item30,item31,item32,item33,item34,item35,item36,item37,item38,item39,item40,item41,item42,item43,item44,item45
2008,03,01810000,Methuen,ELA,552,,,0.61,0.72,0.78,0.7,0.88,0.84,0.77,0.79,0.66,0.86,0.59,0.88,0.75,0.88,0.72,0.55,0.7,0.91,0.87,0.74,1.38,0.63,0.74,0.72,0.88,0.9,0.93,0.83,0.84,0.82,0.93,0.87,0.7,1.62,0.89,0.72,0.58,0.59,0.53,0.53,0.47,0.75,,,
2008,03,01810000,Methuen,MATH,555,,,0.87,0.86,0.9,0.74,0.79,0.75,1.5,0.65,0.87,0.7,0.83,0.66,0.77,0.79,0.91,1.05,0.91,0.89,0.67,0.96,0.86,0.9,1.28,0.81,0.82,0.81,0.9,0.48,0.67,0.87,0.81,0.92,0.93,0.46,1.25,,,,,,,,,,
2008,04,01810000,Methuen,ELA,587,6.83,6.65,0.86,0.76,0.67,0.81,0.72,0.85,0.83,1.72,0.84,0.8,0.8,0.66,0.82,0.83,0.7,0.71,1.72,0.91,0.87,0.74,0.84,0.76,0.77,0.8,0.81,1.77,0.7,0.68,0.84,0.76,0.75,0.8,0.86,0.83,2.04,0.87,0.87,0.77,0.83,0.85,,,,,
2008,04,01810000,Methuen,MATH,593,,,0.95,0.91,0.9,0.93,0.93,0.95,0.5,0.83,0.71,2.47,0.86,0.22,1.65,0.74,0.76,0.6,1.8,0.9,0.75,0.88,0.88,0.57,0.54,0.83,0.83,0.87,2.33,0.76,0.43,0.27,2.56,0.88,0.9,0.79,0.52,0.78,0.69,0.89,0.82,,,,,,
2008,05,01810000,Methuen,ELA,593,,,0.77,0.82,0.76,0.75,0.73,0.67,0.84,1.86,0.65,0.71,0.73,0.77,0.79,0.69,0.59,0.6,0.86,1.59,0.82,0.78,0.66,0.61,0.7,0.74,0.67,0.77,1.79,0.7,0.74,0.84,0.73,0.89,0.9,0.84,1.88,0.78,0.7,0.82,0.87,0.7,,,,,
2008,05,01810000,Methuen,MATH,593,,,0.92,0.83,0.92,0.85,0.72,0.61,0.78,0.47,0.86,2.34,0.62,0.69,2.63,0.72,0.53,0.71,1.99,0.88,0.82,0.85,0.61,0.72,0.66,0.62,0.67,0.66,1.41,0.8,0.87,0.48,1.85,0.57,0.3,0.4,0.64,0.5,0.66,0.68,0.46,,,,,,
2008,05,01810000,Methuen,SCI,593,,,0.88,0.78,0.7,0.67,0.63,0.66,0.75,0.82,0.57,0.65,0.49,0.57,0.48,0.81,0.26,0.48,0.87,2.08,0.6,0.83,0.78,0.85,0.67,0.49,0.45,0.79,0.58,0.72,0.81,0.47,0.78,0.34,0.69,0.82,0.72,0.81,2.3,1.54,2.25,,,,,,
2008,06,01810000,Methuen,ELA,596,,,0.78,0.86,0.97,0.82,0.76,0.8,0.75,2.37,0.74,0.75,0.86,0.83,0.72,0.68,0.77,0.76,0.73,1.96,0.35,0.78,0.75,0.79,0.78,0.77,0.66,0.74,1.76,0.87,0.83,0.73,0.86,0.65,0.73,0.83,2.1,0.78,0.9,0.74,0.75,0.82,,,,,
2008,06,01810000,Methuen,MATH,598,,,0.93,0.81,0.77,0.88,0.82,0.77,0.71,0.57,0.47,2.9,0.78,0.91,2.31,0.82,0.86,0.63,2.4,0.91,0.85,0.85,0.8,0.63,0.78,0.87,0.77,0.66,2.61,0.55,0.57,0.46,1.84,0.73,0.55,0.76,0.81,0.63,0.81,0.55,0.84,,,,,,
2008,07,01810000,Methuen,ELA,588,6.94,6.63,0.89,0.93,0.93,0.65,0.7,0.95,0.83,2.13,0.9,0.94,0.66,0.86,0.76,0.74,0.66,0.73,2.03,0.78,0.78,0.75,0.85,0.72,0.87,0.93,0.67,2.03,0.63,0.62,0.9,0.74,0.68,0.72,0.88,0.93,2.19,0.85,0.7,0.73,0.8,0.73,,,,,
2008,07,01810000,Methuen,MATH,593,,,0.81,0.86,0.5,0.52,0.63,0.6,0.37,0.77,2.41,0.73,0.32,0.74,0.77,0.47,0.74,0.53,0.55,0.63,0.66,0.58,0.63,1.99,0.88,0.83,0.5,0.43,0.69,1.76,2.65,0.61,0.71,0.55,0.47,0.74,0.8,0.53,0.5,0.68,1.8,,,,,,
2008,08,01810000,Methuen,ELA,600,,,0.83,0.74,0.91,0.86,0.78,0.87,0.83,0.79,2.3,0.82,0.87,0.89,0.51,0.89,0.66,0.87,0.81,0.82,2.21,0.84,0.81,0.63,0.72,0.69,0.8,0.77,0.69,1.88,0.94,0.79,0.91,0.73,0.67,0.67,0.87,2.08,0.7,0.86,0.65,0.66,,,,,
2008,08,01810000,Methuen,MATH,600,,,0.86,0.7,0.38,0.75,0.62,0.48,0.8,0.55,1.98,0.67,0.54,0.49,0.75,0.34,0.55,0.62,0.66,0.61,0.35,0.4,0.82,2.15,0.92,0.71,0.44,0.83,0.35,2.42,1.74,0.9,0.62,0.32,0.79,0.61,0.65,0.8,0.74,0.63,2.27,,,,,,
2008,08,01810000,Methuen,SCI,598,,,0.89,0.89,0.89,0.64,0.79,0.39,0.65,0.66,0.57,0.52,0.65,0.76,0.26,0.58,0.52,0.52,0.57,2.08,1.94,0.89,0.48,0.51,0.62,0.76,0.81,0.71,0.92,0.67,0.64,0.21,0.64,0.67,0.37,0.67,0.2,0.64,1.44,1.57,2,,,,,,
2008,10,01810000,Methuen,ELA,482,6.87,6.85,0.9,0.9,0.97,0.86,0.91,0.52,0.76,2.43,0.9,0.67,0.67,0.51,0.76,0.68,0.83,0.73,0.6,2.35,0.83,0.89,0.63,0.74,0.64,0.81,0.84,0.55,2.52,0.9,0.38,0.74,0.71,0.64,0.68,0.76,2.39,0.6,0.96,0.75,0.78,0.74,,,,,
2008,10,01810000,Methuen,MATH,472,,,0.8,0.73,0.7,0.52,0.76,0.59,0.58,0.49,0.61,0.58,0.66,0.57,0.58,0.6,0.7,0.58,1.6,0.65,0.73,1.83,2.19,0.7,0.66,0.62,0.92,0.54,0.51,0.6,0.51,0.66,2.78,0.31,0.67,0.4,0.56,0.52,0.47,0.65,0.8,0.68,2.13,2.56,,,
2008,HS,01810000,Methuen,BIO,460,,,0.88,0.69,0.46,0.35,0.69,0.52,0.76,0.54,0.43,0.6,0.4,0.9,0.7,0.59,0.72,0.68,0.56,0.73,0.64,0.81,0.47,0.83,2.2,0.77,0.51,0.87,0.35,0.79,0.78,0.64,0.67,2.27,0.45,0.67,0.6,0.64,0.7,0.42,0.64,0.68,0.67,0.49,0.87,1.64,1.89
2008,03,01820000,Middleborough,ELA,286,,,0.62,0.73,0.78,0.7,0.81,0.83,0.76,0.77,0.68,0.83,0.58,0.87,0.69,0.84,0.72,0.58,0.7,0.83,0.85,0.78,1.33,0.67,0.71,0.69,0.81,0.88,0.91,0.8,0.84,0.78,0.92,0.89,0.57,1.66,0.88,0.74,0.66,0.6,0.56,0.57,0.57,0.77,,,
2008,03,01820000,Middleborough,MATH,285,,,0.86,0.82,0.86,0.84,0.76,0.89,1.46,0.67,0.79,0.76,0.79,0.74,0.75,0.57,0.85,0.98,0.89,0.86,0.68,0.92,0.79,0.81,1.31,0.78,0.84,0.66,0.88,0.38,0.64,0.81,0.84,0.9,0.89,0.52,0.99,,,,,,,,,,
2008,04,01820000,Middleborough,ELA,298,6.63,6.44,0.88,0.77,0.7,0.81,0.76,0.81,0.81,1.79,0.89,0.82,0.76,0.63,0.74,0.78,0.69,0.75,1.64,0.88,0.88,0.76,0.81,0.82,0.81,0.78,0.84,1.76,0.66,0.77,0.84,0.76,0.77,0.73,0.83,0.82,2.15,0.89,0.87,0.8,0.74,0.78,,,,,
2008,04,01820000,Middleborough,MATH,301,,,0.95,0.92,0.94,0.91,0.83,0.95,0.55,0.74,0.77,2.38,0.82,0.27,1.61,0.76,0.8,0.55,1.71,0.88,0.8,0.77,0.9,0.59,0.64,0.83,0.84,0.77,2.31,0.76,0.67,0.26,2.07,0.88,0.86,0.79,0.62,0.78,0.78,0.88,0.81,,,,,,
2008,05,01820000,Middleborough,ELA,290,,,0.79,0.82,0.79,0.8,0.72,0.8,0.91,1.87,0.71,0.8,0.76,0.79,0.76,0.74,0.62,0.68,0.85,1.71,0.84,0.8,0.66,0.72,0.73,0.77,0.71,0.81,1.85,0.8,0.78,0.89,0.79,0.88,0.91,0.86,1.89,0.7,0.76,0.85,0.88,0.7,,,,,
2008,05,01820000,Middleborough,MATH,298,,,0.93,0.86,0.95,0.92,0.75,0.73,0.78,0.44,0.78,2.15,0.78,0.7,2.6,0.79,0.57,0.7,2.06,0.88,0.88,0.79,0.68,0.47,0.61,0.66,0.68,0.73,1.58,0.87,0.81,0.44,2.16,0.61,0.58,0.38,0.65,0.62,0.67,0.64,0.57,,,,,,
2008,05,01820000,Middleborough,SCI,297,,,0.92,0.82,0.8,0.76,0.75,0.74,0.78,0.9,0.58,0.71,0.76,0.65,0.47,0.84,0.43,0.53,0.91,2.4,0.81,0.87,0.74,0.91,0.73,0.67,0.46,0.86,0.6,0.8,0.81,0.51,0.87,0.44,0.87,0.89,0.71,0.84,2.77,1.64,2.77,,,,,,
2008,06,01820000,Middleborough,ELA,286,,,0.77,0.86,0.96,0.81,0.77,0.83,0.76,2.29,0.76,0.82,0.87,0.84,0.77,0.67,0.8,0.74,0.73,2.15,0.42,0.82,0.84,0.83,0.85,0.77,0.78,0.78,1.79,0.82,0.77,0.63,0.79,0.69,0.67,0.83,1.95,0.83,0.89,0.72,0.79,0.77,,,,,
2008,06,01820000,Middleborough,MATH,286,,,0.94,0.88,0.85,0.85,0.8,0.82,0.76,0.59,0.5,2.88,0.81,0.93,2.49,0.84,0.81,0.58,2.48,0.91,0.88,0.81,0.8,0.72,0.81,0.9,0.8,0.74,2.84,0.73,0.73,0.63,1.98,0.81,0.69,0.77,0.73,0.5,0.84,0.6,0.88,,,,,,
2008,07,01820000,Middleborough,ELA,314,7.1,6.93,0.92,0.9,0.92,0.64,0.8,0.96,0.85,2.2,0.89,0.93,0.66,0.88,0.69,0.77,0.68,0.8,2.03,0.82,0.79,0.78,0.9,0.7,0.86,0.93,0.72,2.14,0.67,0.55,0.8,0.78,0.7,0.69,0.86,0.9,2.13,0.88,0.71,0.76,0.83,0.76,,,,,
2008,07,01820000,Middleborough,MATH,316,,,0.83,0.89,0.51,0.59,0.67,0.72,0.52,0.78,2.26,0.72,0.38,0.77,0.84,0.43,0.72,0.5,0.54,0.66,0.73,0.68,0.72,2.21,0.88,0.86,0.57,0.53,0.75,1.8,3.01,0.52,0.78,0.53,0.69,0.8,0.87,0.62,0.48,0.71,1.98,,,,,,
2008,08,01820000,Middleborough,ELA,275,,,0.84,0.77,0.9,0.85,0.71,0.86,0.88,0.83,2.33,0.85,0.85,0.88,0.45,0.85,0.69,0.87,0.76,0.87,2.14,0.86,0.8,0.53,0.75,0.64,0.8,0.73,0.69,2.04,0.94,0.81,0.88,0.72,0.53,0.6,0.85,1.93,0.59,0.8,0.68,0.59,,,,,
2008,08,01820000,Middleborough,MATH,278,,,0.84,0.62,0.47,0.75,0.57,0.54,0.74,0.56,1.73,0.66,0.54,0.46,0.78,0.37,0.63,0.65,0.72,0.51,0.35,0.59,0.72,2.1,0.86,0.65,0.51,0.82,0.29,2.26,1.75,0.79,0.66,0.41,0.78,0.63,0.64,0.83,0.8,0.68,2.24,,,,,,
2008,08,01820000,Middleborough,SCI,278,,,0.92,0.92,0.91,0.77,0.77,0.33,0.72,0.63,0.56,0.64,0.73,0.83,0.45,0.42,0.61,0.58,0.53,2.31,2.14,0.92,0.44,0.48,0.58,0.78,0.77,0.68,0.93,0.71,0.64,0.38,0.63,0.68,0.48,0.42,0.18,0.56,1.56,1.1,2.22,,,,,,
2008,10,01820000,Middleborough,ELA,197,7.03,7.11,0.9,0.96,0.99,0.85,0.93,0.64,0.8,2.42,0.9,0.73,0.65,0.58,0.81,0.81,0.86,0.77,0.64,2.34,0.88,0.91,0.68,0.78,0.69,0.73,0.85,0.63,2.46,0.9,0.52,0.77,0.75,0.75,0.73,0.77,2.4,0.66,0.95,0.76,0.74,0.75,,,,,
2008,10,01820000,Middleborough,MATH,189,,,0.8,0.7,0.68,0.57,0.72,0.57,0.7,0.55,0.68,0.49,0.68,0.51,0.61,0.68,0.69,0.58,1.63,0.59,0.7,2.11,2.33,0.7,0.76,0.66,0.9,0.52,0.49,0.54,0.57,0.61,2.84,0.29,0.72,0.44,0.52,0.59,0.5,0.66,0.84,0.68,2.34,2.87,,,
2008,HS,01820000,Middleborough,BIO,174,,,0.91,0.65,0.44,0.17,0.8,0.47,0.78,0.63,0.49,0.61,0.46,1.03,0.72,0.47,0.81,0.72,0.58,0.75,0.61,0.84,0.49,0.89,2.37,0.69,0.47,0.88,0.44,0.78,0.8,0.69,0.6,1.99,0.34,0.63,0.66,0.67,0.84,0.33,0.56,0.7,0.66,0.48,0.82,1.51,2.27
2008,03,01840000,Middleton,ELA,123,,,0.71,0.77,0.86,0.8,0.93,0.89,0.89,0.85,0.85,0.92,0.82,0.92,0.83,0.91,0.81,0.7,0.81,0.95,0.92,0.83,1.72,0.74,0.79,0.85,0.88,0.96,0.92,0.85,0.92,0.89,0.98,0.93,0.85,2.22,0.92,0.88,0.64,0.85,0.67,0.64,0.59,0.77,,,
2008,03,01840000,Middleton,MATH,124,,,0.98,0.7,0.94,0.84,0.9,0.9,1.57,0.73,0.87,0.92,0.9,0.81,0.88,0.81,0.94,0.88,0.94,0.95,0.66,0.98,0.88,0.84,1.54,0.75,0.9,0.74,0.9,0.37,0.71,1.1,0.86,0.96,0.94,0.6,1.5,,,,,,,,,,
2008,04,01840000,Middleton,ELA,128,8.07,7.5,0.89,0.77,0.83,0.88,0.75,0.88,0.89,2.29,0.89,0.93,0.8,0.88,0.87,0.88,0.83,0.7,2.16,0.91,0.92,0.8,0.92,0.83,0.91,0.91,0.91,2.14,0.8,0.76,0.92,0.73,0.82,0.87,0.95,0.89,2.36,0.94,0.88,0.85,0.86,0.88,,,,,
2008,04,01840000,Middleton,MATH,128,,,0.98,0.97,0.98,0.95,0.98,0.97,0.73,0.83,0.91,3.16,0.91,0.39,2.37,0.85,0.92,0.56,2.21,0.94,0.88,0.95,0.95,0.8,0.75,0.91,0.89,0.96,3.14,0.89,0.81,0.48,2.14,0.96,0.97,0.91,0.72,0.87,0.72,0.95,0.77,,,,,,
2008,05,01840000,Middleton,ELA,106,,,0.85,0.9,0.83,0.85,0.77,0.67,0.9,2,0.81,0.75,0.85,0.86,0.89,0.81,0.65,0.72,0.88,1.84,0.93,0.81,0.63,0.66,0.75,0.81,0.75,0.89,1.78,0.81,0.84,0.92,0.77,0.93,0.91,0.92,1.78,0.85,0.74,0.92,0.92,0.69,,,,,
2008,05,01840000,Middleton,MATH,106,,,0.94,0.8,0.89,0.95,0.79,0.79,0.85,0.57,0.91,3.29,0.71,0.75,3.03,0.91,0.61,0.84,2.26,0.94,0.92,0.84,0.81,0.76,0.7,0.88,0.76,0.83,2.58,0.87,0.83,0.68,2.9,0.69,0.57,0.53,0.76,0.69,0.81,0.87,0.72,,,,,,
2008,05,01840000,Middleton,SCI,107,,,0.93,0.92,0.96,0.79,0.79,0.86,0.86,0.86,0.72,0.73,0.82,0.81,0.76,0.91,0.55,0.79,0.93,2.93,1.5,0.93,0.85,0.95,0.64,0.77,0.82,0.93,0.56,0.93,0.92,0.64,0.93,0.78,0.97,0.96,0.89,0.97,3.51,2.28,3.06,,,,,,
2008,06,01840000,Middleton,ELA,127,,,0.89,0.91,0.98,0.91,0.83,0.84,0.88,2.42,0.86,0.83,0.91,0.84,0.8,0.76,0.87,0.84,0.8,2.32,0.46,0.85,0.85,0.82,0.91,0.78,0.89,0.83,1.81,0.91,0.86,0.76,0.94,0.78,0.81,0.92,2.37,0.94,0.97,0.94,0.82,0.94,,,,,
2008,06,01840000,Middleton,MATH,126,,,1,0.89,0.94,0.94,0.9,0.97,0.95,0.77,0.7,3.52,0.87,0.97,3.11,0.98,0.94,0.82,3.21,0.98,0.95,0.88,0.83,0.9,0.92,0.97,0.94,0.9,3.5,0.83,0.86,0.88,2.59,0.83,0.83,0.92,0.91,0.78,0.95,0.82,0.95,,,,,,
2008,03,01850000,Milford,ELA,304,,,0.56,0.72,0.82,0.77,0.88,0.9,0.8,0.77,0.73,0.87,0.66,0.91,0.73,0.85,0.73,0.62,0.71,0.94,0.89,0.77,1.71,0.67,0.75,0.72,0.87,0.91,0.91,0.89,0.88,0.82,0.91,0.9,0.7,2.09,0.92,0.79,0.63,0.76,0.56,0.57,0.68,0.83,,,
2008,03,01850000,Milford,MATH,304,,,0.93,0.82,0.92,0.89,0.78,0.88,1.51,0.72,0.82,0.9,0.84,0.79,0.8,0.9,0.93,0.98,0.94,0.94,0.69,0.95,0.8,0.86,1.46,0.88,0.84,0.75,0.91,0.61,0.75,1,0.88,0.95,0.95,0.6,1.26,,,,,,,,,,
2008,04,01850000,Milford,ELA,326,7.42,7.05,0.88,0.76,0.71,0.84,0.71,0.84,0.84,1.81,0.86,0.85,0.8,0.7,0.83,0.83,0.78,0.77,1.9,0.92,0.89,0.78,0.79,0.83,0.79,0.78,0.86,1.79,0.7,0.7,0.84,0.8,0.83,0.82,0.87,0.84,2.06,0.88,0.91,0.81,0.79,0.83,,,,,
2008,04,01850000,Milford,MATH,328,,,0.96,0.96,0.94,0.94,0.83,0.95,0.55,0.84,0.76,2.64,0.87,0.31,1.79,0.72,0.84,0.56,1.84,0.89,0.8,0.8,0.94,0.69,0.68,0.86,0.86,0.77,2.27,0.74,0.73,0.24,1.29,0.89,0.91,0.84,0.61,0.84,0.79,0.88,0.8,,,,,,
2008,05,01850000,Milford,ELA,296,,,0.75,0.82,0.77,0.78,0.65,0.74,0.91,2.05,0.66,0.75,0.72,0.77,0.82,0.72,0.64,0.66,0.86,1.78,0.89,0.75,0.63,0.67,0.67,0.77,0.68,0.82,1.97,0.76,0.74,0.83,0.72,0.93,0.9,0.86,2.14,0.76,0.73,0.85,0.89,0.71,,,,,
2008,05,01850000,Milford,MATH,294,,,0.94,0.85,0.92,0.86,0.73,0.73,0.8,0.41,0.78,2.43,0.73,0.65,2.81,0.83,0.52,0.77,1.94,0.89,0.89,0.87,0.73,0.51,0.59,0.7,0.65,0.75,1.52,0.86,0.79,0.35,2.24,0.69,0.46,0.52,0.66,0.63,0.72,0.59,0.65,,,,,,
2008,05,01850000,Milford,SCI,300,,,0.93,0.76,0.77,0.69,0.75,0.81,0.8,0.92,0.65,0.73,0.73,0.65,0.85,0.81,0.47,0.74,0.93,2.48,0.77,0.86,0.86,0.87,0.75,0.61,0.59,0.84,0.49,0.83,0.85,0.58,0.79,0.51,0.84,0.88,0.79,0.89,2.7,2.05,2.63,,,,,,
2008,06,01850000,Milford,ELA,334,,,0.81,0.9,0.94,0.85,0.81,0.85,0.84,2.66,0.86,0.82,0.93,0.86,0.78,0.74,0.82,0.79,0.81,2.43,0.46,0.82,0.8,0.78,0.84,0.81,0.75,0.79,1.84,0.91,0.84,0.72,0.91,0.67,0.85,0.86,2.48,0.83,0.94,0.82,0.83,0.86,,,,,
2008,06,01850000,Milford,MATH,333,,,0.96,0.93,0.81,0.93,0.78,0.88,0.82,0.71,0.68,3.15,0.86,0.95,2.6,0.87,0.83,0.74,2.6,0.93,0.97,0.86,0.89,0.77,0.74,0.95,0.68,0.79,3.24,0.76,0.7,0.7,1.67,0.83,0.7,0.66,0.73,0.65,0.91,0.69,0.9,,,,,,
2008,07,01850000,Milford,ELA,317,7.49,6.85,0.91,0.95,0.97,0.76,0.85,0.96,0.89,2.42,0.92,0.94,0.68,0.88,0.83,0.82,0.77,0.82,2.32,0.88,0.79,0.77,0.94,0.77,0.91,0.97,0.7,2.3,0.75,0.73,0.92,0.87,0.76,0.79,0.93,0.97,2.61,0.89,0.79,0.87,0.88,0.81,,,,,
2008,07,01850000,Milford,MATH,316,,,0.86,0.94,0.36,0.88,0.74,0.64,0.66,0.79,2.53,0.88,0.49,0.86,0.91,0.63,0.78,0.65,0.9,0.67,0.82,0.79,0.83,2.52,0.93,0.9,0.73,0.61,0.81,2.28,3.29,0.63,0.83,0.64,0.7,0.81,0.83,0.68,0.65,0.78,2.37,,,,,,
2008,08,01850000,Milford,ELA,314,,,0.82,0.77,0.89,0.82,0.77,0.9,0.9,0.83,2.74,0.82,0.89,0.91,0.55,0.92,0.77,0.88,0.83,0.9,2.58,0.89,0.81,0.67,0.68,0.65,0.79,0.78,0.7,2.22,0.95,0.83,0.9,0.75,0.68,0.65,0.88,2.39,0.74,0.83,0.73,0.72,,,,,
2008,08,01850000,Milford,MATH,313,,,0.89,0.65,0.35,0.68,0.66,0.57,0.78,0.62,1.98,0.68,0.45,0.47,0.79,0.39,0.57,0.66,0.66,0.51,0.34,0.3,0.78,2.21,0.87,0.58,0.52,0.85,0.35,2.34,1.9,0.79,0.71,0.33,0.83,0.64,0.63,0.83,0.82,0.68,2.21,,,,,,
2008,08,01850000,Milford,SCI,312,,,0.86,0.88,0.83,0.79,0.74,0.48,0.73,0.67,0.68,0.61,0.58,0.81,0.4,0.49,0.55,0.63,0.62,2.18,2.05,0.92,0.44,0.57,0.59,0.78,0.8,0.66,0.94,0.58,0.69,0.2,0.64,0.71,0.65,0.49,0.32,0.71,1.86,1.29,2.22,,,,,,
2008,10,01850000,Milford,ELA,255,7.24,7.07,0.91,0.95,0.98,0.85,0.95,0.62,0.84,2.62,0.89,0.68,0.76,0.58,0.8,0.85,0.89,0.75,0.74,2.61,0.88,0.93,0.76,0.8,0.64,0.85,0.86,0.68,2.62,0.93,0.56,0.81,0.79,0.79,0.74,0.83,2.5,0.67,0.98,0.84,0.75,0.76,,,,,
2008,10,01850000,Milford,MATH,256,,,0.85,0.82,0.69,0.6,0.72,0.7,0.73,0.58,0.72,0.7,0.73,0.74,0.68,0.7,0.85,0.71,2.48,0.73,0.79,2.32,2.67,0.79,0.91,0.79,0.96,0.6,0.65,0.63,0.61,0.59,3.2,0.39,0.79,0.57,0.61,0.77,0.73,0.76,0.84,0.76,2.72,3,,,
2008,HS,01850000,Milford,BIO,491,,,0.87,0.57,0.54,0.3,0.68,0.52,0.81,0.6,0.56,0.63,0.46,0.94,0.76,0.53,0.8,0.71,0.56,0.73,0.62,0.88,0.53,0.88,2.1,0.8,0.56,0.84,0.34,0.79,0.82,0.64,0.63,1.95,0.4,0.69,0.65,0.65,0.75,0.36,0.56,0.67,0.71,0.41,0.82,1.71,2.16
2008,03,01860000,Millbury,ELA,139,,,0.53,0.68,0.76,0.73,0.91,0.84,0.8,0.81,0.7,0.91,0.76,0.96,0.76,0.88,0.75,0.6,0.65,0.91,0.91,0.74,1.32,0.74,0.73,0.81,0.86,0.94,0.93,0.86,0.89,0.86,0.96,0.96,0.75,1.43,0.96,0.71,0.63,0.75,0.57,0.53,0.49,0.81,,,
2008,03,01860000,Millbury,MATH,141,,,0.88,0.77,0.87,0.86,0.71,0.84,1.33,0.74,0.85,0.84,0.83,0.77,0.67,0.79,0.85,0.88,0.93,0.91,0.59,0.94,0.68,0.76,1.14,0.84,0.86,0.76,0.92,0.27,0.62,0.86,0.87,0.92,0.91,0.51,1.04,,,,,,,,,,
2008,04,01860000,Millbury,ELA,125,7.27,7.06,0.89,0.8,0.74,0.88,0.81,0.86,0.85,1.63,0.83,0.85,0.82,0.75,0.79,0.85,0.74,0.67,1.47,0.91,0.91,0.7,0.87,0.78,0.84,0.77,0.88,1.69,0.7,0.73,0.9,0.77,0.86,0.81,0.9,0.88,1.75,0.9,0.88,0.74,0.82,0.84,,,,,
2008,04,01860000,Millbury,MATH,127,,,0.96,0.96,0.91,0.9,0.92,0.96,0.5,0.74,0.74,2.39,0.82,0.43,1.68,0.76,0.76,0.5,1.76,0.91,0.83,0.85,0.93,0.63,0.62,0.81,0.79,0.76,2.09,0.72,0.72,0.31,1.73,0.84,0.82,0.8,0.59,0.75,0.76,0.83,0.77,,,,,,
2008,05,01860000,Millbury,ELA,144,,,0.78,0.82,0.74,0.8,0.73,0.82,0.88,1.92,0.66,0.69,0.69,0.78,0.78,0.67,0.6,0.66,0.88,1.69,0.85,0.76,0.6,0.65,0.78,0.79,0.68,0.85,1.93,0.8,0.81,0.86,0.74,0.92,0.9,0.82,2.1,0.8,0.66,0.87,0.92,0.72,,,,,
2008,05,01860000,Millbury,MATH,144,,,0.94,0.85,0.94,0.91,0.72,0.76,0.88,0.5,0.68,1.67,0.7,0.61,2.82,0.74,0.56,0.72,1.9,0.92,0.87,0.82,0.77,0.4,0.6,0.72,0.65,0.82,1.66,0.82,0.79,0.4,2.18,0.69,0.56,0.47,0.66,0.66,0.76,0.56,0.67,,,,,,
2008,05,01860000,Millbury,SCI,144,,,0.9,0.89,0.81,0.83,0.6,0.74,0.87,0.85,0.59,0.76,0.58,0.49,0.67,0.86,0.35,0.73,0.91,2.51,1.21,0.92,0.92,0.89,0.81,0.76,0.53,0.89,0.63,0.9,0.74,0.6,0.83,0.78,0.85,0.87,0.74,0.91,2.85,1.73,2.63,,,,,,
2008,06,01860000,Millbury,ELA,131,,,0.79,0.94,0.95,0.82,0.81,0.8,0.77,2.3,0.71,0.81,0.93,0.82,0.79,0.69,0.79,0.82,0.79,2.02,0.37,0.8,0.82,0.83,0.83,0.82,0.82,0.76,1.76,0.83,0.83,0.65,0.89,0.76,0.81,0.87,2.17,0.77,0.98,0.79,0.82,0.89,,,,,
2008,06,01860000,Millbury,MATH,131,,,0.91,0.89,0.82,0.89,0.77,0.75,0.76,0.7,0.43,3.01,0.83,0.86,2.43,0.85,0.82,0.62,2.44,0.92,0.95,0.84,0.86,0.67,0.76,0.85,0.67,0.88,2.74,0.67,0.72,0.65,1.55,0.82,0.69,0.76,0.75,0.6,0.85,0.56,0.85,,,,,,
2008,07,01860000,Millbury,ELA,139,7.37,6.68,0.93,0.96,0.92,0.68,0.82,0.96,0.88,2.22,0.91,0.89,0.68,0.88,0.78,0.75,0.66,0.78,2.02,0.84,0.84,0.78,0.93,0.81,0.84,0.98,0.73,2,0.73,0.71,0.85,0.81,0.76,0.73,0.92,0.94,2.38,0.88,0.71,0.8,0.85,0.78,,,,,
2008,07,01860000,Millbury,MATH,140,,,0.91,0.88,0.66,0.8,0.69,0.71,0.67,0.82,2.69,0.8,0.3,0.81,0.81,0.52,0.81,0.64,0.69,0.69,0.76,0.74,0.82,2.63,0.89,0.89,0.6,0.62,0.76,1.96,3.13,0.61,0.79,0.62,0.61,0.79,0.81,0.63,0.47,0.74,2.51,,,,,,
2008,08,01860000,Millbury,ELA,137,,,0.88,0.89,0.94,0.85,0.76,0.93,0.88,0.81,2.34,0.84,0.85,0.92,0.55,0.88,0.73,0.84,0.86,0.89,2.22,0.88,0.85,0.57,0.77,0.69,0.74,0.69,0.58,1.84,0.97,0.85,0.91,0.73,0.67,0.61,0.84,2.14,0.71,0.77,0.75,0.64,,,,,
2008,08,01860000,Millbury,MATH,135,,,0.91,0.76,0.45,0.8,0.7,0.56,0.83,0.57,1.99,0.8,0.56,0.54,0.88,0.44,0.6,0.68,0.73,0.5,0.31,0.48,0.83,2.47,0.87,0.75,0.53,0.89,0.4,2.7,2.01,0.9,0.73,0.33,0.84,0.66,0.66,0.86,0.81,0.64,2.65,,,,,,
2008,08,01860000,Millbury,SCI,135,,,0.9,0.92,0.91,0.71,0.74,0.47,0.68,0.64,0.53,0.53,0.68,0.83,0.51,0.7,0.73,0.69,0.54,2.43,2.31,0.93,0.44,0.61,0.7,0.85,0.81,0.66,0.92,0.59,0.59,0.29,0.63,0.74,0.81,0.52,0.25,0.7,1.9,2.01,2.51,,,,,,
