REC_YEAR	ORG_CODE	SCHOOL	MAT_ID	MAT_ABBREVIATION	MCORE_HS_GRAD	MCORE_COMPL	MCORE_PCT	SORT
2011	01780000		90	White	190	173	91.1	140
2011	01810000	01810505	5	All Students	404	320	79.2	10
2011	01810000	01810505	11	Female	210	173	82.4	20
2011	01810000	01810505	10	Male	194	147	75.8	30
2011	01810000	01810505	12	High needs	173	130	75.1	40
2011	01810000	01810505	95	ELL	12	9	75	50
2011	01810000	01810505	9	Low income	151	115	76.2	60
2011	01810000	01810505	99	Students w/disabilities	35	21	60	70
2011	01810000	01810505	87	Afr. Amer./Black	11	9	81.8	80
2011	01810000	01810505	88	Asian	9	6	66.7	100
2011	01810000	01810505	89	Hispanic/Latino	88	67	76.1	110
2011	01810000	01810505	92	Multi-race, Non-Hisp./Lat.	7	6	85.7	120
2011	01810000	01810505	90	White	287	231	80.5	140
2011	01810000		5	All Students	405	321	79.3	10
2011	01810000		11	Female	210	173	82.4	20
2011	01810000		10	Male	195	148	75.9	30
2011	01810000		12	High needs	174	131	75.3	40
2011	01810000		95	ELL	12	9	75	50
2011	01810000		9	Low income	151	115	76.2	60
2011	01810000		99	Students w/disabilities	36	22	61.1	70
2011	01810000		87	Afr. Amer./Black	11	9	81.8	80
2011	01810000		88	Asian	9	6	66.7	100
2011	01810000		89	Hispanic/Latino	88	67	76.1	110
2011	01810000		92	Multi-race, Non-Hisp./Lat.	7	6	85.7	120
2011	01810000		90	White	288	232	80.6	140
2011	01820000	01820505	5	All Students	194	116	59.8	10
2011	01820000	01820505	11	Female	96	59	61.5	20
2011	01820000	01820505	10	Male	98	57	58.2	30
2011	01820000	01820505	12	High needs	56	29	51.8	40
2011	01820000	01820505	9	Low income	47	24	51.1	60
2011	01820000	01820505	99	Students w/disabilities	21	10	47.6	70
2011	01820000	01820505	87	Afr. Amer./Black	9	5	55.6	80
2011	01820000	01820505	90	White	176	105	59.7	140
2011	01820000		5	All Students	198	116	58.6	10
2011	01820000		11	Female	96	59	61.5	20
2011	01820000		10	Male	102	57	55.9	30
2011	01820000		12	High needs	60	29	48.3	40
2011	01820000		9	Low income	49	24	49	60
2011	01820000		99	Students w/disabilities	25	10	40	70
2011	01820000		87	Afr. Amer./Black	9	5	55.6	80
2011	01820000		90	White	180	105	58.3	140
2011	01850000	01850505	5	All Students	276	276	100	10
2011	01850000	01850505	11	Female	138	138	100	20
2011	01850000	01850505	10	Male	138	138	100	30
2011	01850000	01850505	12	High needs	93	93	100	40
2011	01850000	01850505	95	ELL	12	12	100	50
2011	01850000	01850505	9	Low income	78	78	100	60
2011	01850000	01850505	99	Students w/disabilities	32	32	100	70
2011	01850000	01850505	88	Asian	11	11	100	100
2011	01850000	01850505	89	Hispanic/Latino	53	53	100	110
2011	01850000	01850505	90	White	202	202	100	140
2011	01850000		5	All Students	280	280	100	10
2011	01850000		11	Female	139	139	100	20
2011	01850000		10	Male	141	141	100	30
2011	01850000		12	High needs	97	97	100	40
2011	01850000		95	ELL	12	12	100	50
2011	01850000		9	Low income	78	78	100	60
2011	01850000		99	Students w/disabilities	36	36	100	70
2011	01850000		88	Asian	11	11	100	100
2011	01850000		89	Hispanic/Latino	53	53	100	110
2011	01850000		90	White	206	206	100	140
2011	01860000	01860505	5	All Students	162	162	100	10
2011	01860000	01860505	11	Female	84	84	100	20
2011	01860000	01860505	10	Male	78	78	100	30
2011	01860000	01860505	12	High needs	53	53	100	40
2011	01860000	01860505	9	Low income	37	37	100	60
2011	01860000	01860505	99	Students w/disabilities	25	25	100	70
2011	01860000	01860505	90	White	152	152	100	140
2011	01860000		5	All Students	165	165	100	10
2011	01860000		11	Female	84	84	100	20
2011	01860000		10	Male	81	81	100	30
2011	01860000		12	High needs	56	56	100	40
2011	01860000		9	Low income	38	38	100	60
2011	01860000		99	Students w/disabilities	28	28	100	70
2011	01860000		90	White	155	155	100	140
2011	01870000	01870505	5	All Students	90	90	100	10
2011	01870000	01870505	11	Female	48	48	100	20
2011	01870000	01870505	10	Male	42	42	100	30
2011	01870000	01870505	12	High needs	12	12	100	40
2011	01870000	01870505	9	Low income	7	7	100	60
2011	01870000	01870505	99	Students w/disabilities	6	6	100	70
2011	01870000	01870505	90	White	88	88	100	140
2011	01870000		5	All Students	93	90	96.8	10
2011	01870000		11	Female	49	48	98	20
2011	01870000		10	Male	44	42	95.5	30
2011	01870000		12	High needs	15	12	80	40
2011	01870000		9	Low income	9	7	77.8	60
2011	01870000		99	Students w/disabilities	9	6	66.7	70
2011	01870000		90	White	91	88	96.7	140
2011	01890000	01890505	5	All Students	250	250	100	10
2011	01890000	01890505	11	Female	134	134	100	20
2011	01890000	01890505	10	Male	116	116	100	30
2011	01890000	01890505	12	High needs	60	60	100	40
2011	01890000	01890505	9	Low income	45	45	100	60
2011	01890000	01890505	99	Students w/disabilities	25	25	100	70
2011	01890000	01890505	87	Afr. Amer./Black	55	55	100	80
2011	01890000	01890505	88	Asian	14	14	100	100
2011	01890000	01890505	89	Hispanic/Latino	8	8	100	110
2011	01890000	01890505	90	White	172	172	100	140
2011	01890000		5	All Students	260	260	100	10
2011	01890000		11	Female	138	138	100	20
2011	01890000		10	Male	122	122	100	30
2011	01890000		12	High needs	70	70	100	40
2011	01890000		9	Low income	47	47	100	60
2011	01890000		99	Students w/disabilities	35	35	100	70
2011	01890000		87	Afr. Amer./Black	57	57	100	80
2011	01890000		88	Asian	15	15	100	100
2011	01890000		89	Hispanic/Latino	8	8	100	110
2011	01890000		90	White	179	179	100	140
2011	01910000	01910505	5	All Students	104	35	33.7	10
2011	01910000	01910505	11	Female	57	12	21.1	20
2011	01910000	01910505	10	Male	47	23	48.9	30
2011	01910000	01910505	12	High needs	17	4	23.5	40
2011	01910000	01910505	9	Low income	13	1	7.7	60
2011	01910000	01910505	99	Students w/disabilities	6	3	50	70
2011	01910000	01910505	90	White	102	35	34.3	140
2011	01910000		5	All Students	104	35	33.7	10
2011	01910000		11	Female	57	12	21.1	20
2011	01910000		10	Male	47	23	48.9	30
2011	01910000		12	High needs	17	4	23.5	40
2011	01910000		9	Low income	13	1	7.7	60
2011	01910000		99	Students w/disabilities	6	3	50	70
2011	01910000		90	White	102	35	34.3	140
2011	01970000	01970505	5	All Students	94	13	13.8	10
2011	01970000	01970505	11	Female	45	5	11.1	20
2011	01970000	01970505	10	Male	49	8	16.3	30
2011	01970000	01970505	12	High needs	23	1	4.3	40
2011	01970000	01970505	9	Low income	13	1	7.7	60
2011	01970000	01970505	99	Students w/disabilities	10	0	0	70
2011	01970000	01970505	87	Afr. Amer./Black	13	2	15.4	80
2011	01970000	01970505	89	Hispanic/Latino	9	0	0	110
2011	01970000	01970505	90	White	72	11	15.3	140
2011	01970000		5	All Students	94	13	13.8	10
2011	01970000		11	Female	45	5	11.1	20
2011	01970000		10	Male	49	8	16.3	30
2011	01970000		12	High needs	23	1	4.3	40
2011	01970000		9	Low income	13	1	7.7	60
2011	01970000		99	Students w/disabilities	10	0	0	70
2011	01970000		87	Afr. Amer./Black	13	2	15.4	80
2011	01970000		89	Hispanic/Latino	9	0	0	110
2011	01970000		90	White	72	11	15.3	140
2011	01980000	01980505	5	All Students	313	210	67.1	10
2011	01980000	01980505	11	Female	142	105	73.9	20
2011	01980000	01980505	10	Male	171	105	61.4	30
2011	01980000	01980505	12	High needs	80	38	47.5	40
2011	01980000	01980505	9	Low income	33	21	63.6	60
2011	01980000	01980505	99	Students w/disabilities	57	22	38.6	70
2011	01980000	01980505	87	Afr. Amer./Black	10	5	50	80
2011	01980000	01980505	88	Asian	16	10	62.5	100
2011	01980000	01980505	89	Hispanic/Latino	11	5	45.5	110
2011	01980000	01980505	90	White	274	189	69	140
2011	01980000		5	All Students	319	210	65.8	10
2011	01980000		11	Female	143	105	73.4	20
2011	01980000		10	Male	176	105	59.7	30
2011	01980000		12	High needs	86	38	44.2	40
2011	01980000		9	Low income	33	21	63.6	60
2011	01980000		99	Students w/disabilities	63	22	34.9	70
2011	01980000		87	Afr. Amer./Black	10	5	50	80
2011	01980000		88	Asian	16	10	62.5	100
2011	01980000		89	Hispanic/Latino	11	5	45.5	110
2011	01980000		90	White	280	189	67.5	140
2011	01990000	01990505	5	All Students	317	317	100	10
2011	01990000	01990505	11	Female	171	171	100	20
2011	01990000	01990505	10	Male	146	146	100	30
2011	01990000	01990505	12	High needs	48	48	100	40
2011	01990000	01990505	9	Low income	15	15	100	60
2011	01990000	01990505	99	Students w/disabilities	38	38	100	70
2011	01990000	01990505	87	Afr. Amer./Black	9	9	100	80
2011	01990000	01990505	88	Asian	21	21	100	100
2011	01990000	01990505	90	White	282	282	100	140
2011	01990000		5	All Students	324	324	100	10
2011	01990000		11	Female	171	171	100	20
2011	01990000		10	Male	153	153	100	30
2011	01990000		12	High needs	54	54	100	40
2011	01990000		9	Low income	15	15	100	60
2011	01990000		99	Students w/disabilities	44	44	100	70
2011	01990000		87	Afr. Amer./Black	9	9	100	80
2011	01990000		88	Asian	21	21	100	100
2011	01990000		90	White	289	289	100	140
2011	02010000	02010505	5	All Students	452	75	16.6	10
2011	02010000	02010505	11	Female	251	39	15.5	20
2011	02010000	02010505	10	Male	201	36	17.9	30
2011	02010000	02010505	12	High needs	320	50	15.6	40
2011	02010000	02010505	95	ELL	24	0	0	50
2011	02010000	02010505	9	Low income	312	50	16	60
2011	02010000	02010505	99	Students w/disabilities	44	6	13.6	70
2011	02010000	02010505	87	Afr. Amer./Black	65	8	12.3	80
2011	02010000	02010505	88	Asian	6	2	33.3	100
2011	02010000	02010505	89	Hispanic/Latino	68	10	14.7	110
2011	02010000	02010505	92	Multi-race, Non-Hisp./Lat.	42	7	16.7	120
2011	02010000	02010505	90	White	262	46	17.6	140
2011	02010000	02010510	5	All Students	10	9	90	10
2011	02010000	02010510	10	Male	7	6	85.7	30
2011	02010000	02010510	12	High needs	10	9	90	40
2011	02010000	02010510	9	Low income	10	9	90	60
2011	02010000	02010510	99	Students w/disabilities	10	9	90	70
2011	02010000	02010510	90	White	6	6	100	140
2011	02010000		5	All Students	468	84	17.9	10
2011	02010000		11	Female	257	42	16.3	20
2011	02010000		10	Male	211	42	19.9	30
2011	02010000		12	High needs	336	59	17.6	40
2011	02010000		95	ELL	24	0	0	50
2011	02010000		9	Low income	328	59	18	60
2011	02010000		99	Students w/disabilities	56	15	26.8	70
2011	02010000		87	Afr. Amer./Black	66	8	12.1	80
2011	02010000		88	Asian	6	2	33.3	100
2011	02010000		89	Hispanic/Latino	73	13	17.8	110
2011	02010000		92	Multi-race, Non-Hisp./Lat.	43	7	16.3	120
2011	02010000		90	White	271	52	19.2	140
2011	02040000	02040505	5	All Students	178	178	100	10
2011	02040000	02040505	11	Female	76	76	100	20
2011	02040000	02040505	10	Male	102	102	100	30
2011	02040000	02040505	12	High needs	32	32	100	40
2011	02040000	02040505	9	Low income	12	12	100	60
2011	02040000	02040505	99	Students w/disabilities	24	24	100	70
2011	02040000	02040505	92	Multi-race, Non-Hisp./Lat.	7	7	100	120
2011	02040000	02040505	90	White	164	164	100	140
2011	02040000		5	All Students	180	180	100	10
2011	02040000		11	Female	76	76	100	20
2011	02040000		10	Male	104	104	100	30
2011	02040000		12	High needs	34	34	100	40
2011	02040000		9	Low income	12	12	100	60
2011	02040000		99	Students w/disabilities	26	26	100	70
2011	02040000		92	Multi-race, Non-Hisp./Lat.	7	7	100	120
2011	02040000		90	White	166	166	100	140
2011	02070000	02070505	5	All Students	441	441	100	10
2011	02070000	02070505	11	Female	212	212	100	20
2011	02070000	02070505	10	Male	229	229	100	30
2011	02070000	02070505	12	High needs	169	169	100	40
2011	02070000	02070505	95	ELL	7	7	100	50
2011	02070000	02070505	9	Low income	74	74	100	60
2011	02070000	02070505	99	Students w/disabilities	140	140	100	70
2011	02070000	02070505	87	Afr. Amer./Black	25	25	100	80
2011	02070000	02070505	88	Asian	31	31	100	100
2011	02070000	02070505	89	Hispanic/Latino	33	33	100	110
2011	02070000	02070505	92	Multi-race, Non-Hisp./Lat.	24	24	100	120
2011	02070000	02070505	90	White	328	328	100	140
2011	02070000	02070510	5	All Students	441	441	100	10
2011	02070000	02070510	11	Female	218	218	100	20
2011	02070000	02070510	10	Male	223	223	100	30
2011	02070000	02070510	12	High needs	140	140	100	40
2011	02070000	02070510	95	ELL	30	30	100	50
2011	02070000	02070510	9	Low income	54	54	100	60
2011	02070000	02070510	99	Students w/disabilities	86	86	100	70
2011	02070000	02070510	87	Afr. Amer./Black	23	23	100	80
2011	02070000	02070510	88	Asian	84	84	100	100
2011	02070000	02070510	89	Hispanic/Latino	17	17	100	110
2011	02070000	02070510	92	Multi-race, Non-Hisp./Lat.	11	11	100	120
2011	02070000	02070510	90	White	306	306	100	140
2011	02070000		5	All Students	894	894	100	10
2011	02070000		11	Female	435	435	100	20
2011	02070000		10	Male	459	459	100	30
2011	02070000		12	High needs	321	321	100	40
2011	02070000		95	ELL	37	37	100	50
2011	02070000		9	Low income	130	130	100	60
2011	02070000		99	Students w/disabilities	238	238	100	70
2011	02070000		87	Afr. Amer./Black	49	49	100	80
2011	02070000		88	Asian	115	115	100	100
2011	02070000		89	Hispanic/Latino	51	51	100	110
2011	02070000		92	Multi-race, Non-Hisp./Lat.	35	35	100	120
2011	02070000		90	White	644	644	100	140
2011	02090000	02090505	5	All Students	100	58	58	10
2011	02090000	02090505	11	Female	52	34	65.4	20
2011	02090000	02090505	10	Male	48	24	50	30
2011	02090000	02090505	12	High needs	60	23	38.3	40
2011	02090000	02090505	9	Low income	54	22	40.7	60
2011	02090000	02090505	99	Students w/disabilities	18	2	11.1	70
2011	02090000	02090505	90	White	92	52	56.5	140
2011	02090000		5	All Students	100	58	58	10
2011	02090000		11	Female	52	34	65.4	20
2011	02090000		10	Male	48	24	50	30
2011	02090000		12	High needs	60	23	38.3	40
2011	02090000		9	Low income	54	22	40.7	60
2011	02090000		99	Students w/disabilities	18	2	11.1	70
2011	02090000		90	White	92	52	56.5	140
2011	02100000	02100505	5	All Students	233	0	0	10
2011	02100000	02100505	11	Female	125	0	0	20
2011	02100000	02100505	10	Male	108	0	0	30
2011	02100000	02100505	12	High needs	74	0	0	40
2011	02100000	02100505	9	Low income	51	0	0	60
2011	02100000	02100505	99	Students w/disabilities	30	0	0	70
2011	02100000	02100505	87	Afr. Amer./Black	10	0	0	80
2011	02100000	02100505	88	Asian	13	0	0	100
2011	02100000	02100505	89	Hispanic/Latino	25	0	0	110
2011	02100000	02100505	92	Multi-race, Non-Hisp./Lat.	10	0	0	120
2011	02100000	02100505	90	White	175	0	0	140
2011	02100000		5	All Students	234	1	.4	10
2011	02100000		11	Female	126	1	.8	20
2011	02100000		10	Male	108	0	0	30
2011	02100000		12	High needs	75	1	1.3	40
2011	02100000		9	Low income	52	1	1.9	60
2011	02100000		99	Students w/disabilities	31	1	3.2	70
2011	02100000		87	Afr. Amer./Black	10	0	0	80
2011	02100000		88	Asian	13	0	0	100
2011	02100000		89	Hispanic/Latino	25	0	0	110
2011	02100000		92	Multi-race, Non-Hisp./Lat.	10	0	0	120
2011	02100000		90	White	176	1	.6	140
2011	02110000	02110505	5	All Students	296	296	100	10
2011	02110000	02110505	11	Female	159	159	100	20
2011	02110000	02110505	10	Male	137	137	100	30
2011	02110000	02110505	12	High needs	61	61	100	40
2011	02110000	02110505	9	Low income	35	35	100	60
2011	02110000	02110505	99	Students w/disabilities	33	33	100	70
2011	02110000	02110505	88	Asian	23	23	100	100
2011	02110000	02110505	89	Hispanic/Latino	12	12	100	110
2011	02110000	02110505	90	White	248	248	100	140
2011	02110000		5	All Students	297	297	100	10
2011	02110000		11	Female	160	160	100	20
2011	02110000		10	Male	137	137	100	30
2011	02110000		12	High needs	62	62	100	40
2011	02110000		9	Low income	35	35	100	60
2011	02110000		99	Students w/disabilities	34	34	100	70
2011	02110000		88	Asian	23	23	100	100
2011	02110000		89	Hispanic/Latino	12	12	100	110
2011	02110000		90	White	249	249	100	140
2011	02120000	02120505	5	All Students	285	223	78.2	10
2011	02120000	02120505	11	Female	128	107	83.6	20
2011	02120000	02120505	10	Male	157	116	73.9	30
2011	02120000	02120505	12	High needs	55	16	29.1	40
2011	02120000	02120505	9	Low income	38	16	42.1	60
2011	02120000	02120505	99	Students w/disabilities	29	0	0	70
2011	02120000	02120505	88	Asian	10	8	80	100
2011	02120000	02120505	89	Hispanic/Latino	6	6	100	110
2011	02120000	02120505	90	White	262	204	77.9	140
2011	02120000		5	All Students	287	223	77.7	10
2011	02120000		11	Female	128	107	83.6	20
2011	02120000		10	Male	159	116	73	30
2011	02120000		12	High needs	57	16	28.1	40
2011	02120000		9	Low income	39	16	41	60
2011	02120000		99	Students w/disabilities	31	0	0	70
2011	02120000		88	Asian	10	8	80	100
2011	02120000		89	Hispanic/Latino	6	6	100	110
2011	02120000		90	White	264	204	77.3	140
2011	02140000	02140505	5	All Students	144	144	100	10
2011	02140000	02140505	11	Female	67	67	100	20
2011	02140000	02140505	10	Male	77	77	100	30
2011	02140000	02140505	12	High needs	61	61	100	40
2011	02140000	02140505	9	Low income	51	51	100	60
2011	02140000	02140505	99	Students w/disabilities	20	20	100	70
2011	02140000	02140505	89	Hispanic/Latino	7	7	100	110
2011	02140000	02140505	90	White	131	131	100	140
2011	02140000		5	All Students	145	145	100	10
2011	02140000		11	Female	68	68	100	20
2011	02140000		10	Male	77	77	100	30
2011	02140000		12	High needs	62	62	100	40
2011	02140000		9	Low income	51	51	100	60
2011	02140000		99	Students w/disabilities	21	21	100	70
2011	02140000		89	Hispanic/Latino	7	7	100	110
2011	02140000		90	White	132	132	100	140
2011	02150000	02150505	5	All Students	47	40	85.1	10
2011	02150000	02150505	11	Female	25	25	100	20
2011	02150000	02150505	10	Male	22	15	68.2	30
2011	02150000	02150505	12	High needs	22	16	72.7	40
2011	02150000	02150505	9	Low income	19	15	78.9	60
2011	02150000	02150505	99	Students w/disabilities	7	3	42.9	70
2011	02150000	02150505	90	White	44	39	88.6	140
2011	02150000		5	All Students	47	40	85.1	10
2011	02150000		11	Female	25	25	100	20
2011	02150000		10	Male	22	15	68.2	30
2011	02150000		12	High needs	22	16	72.7	40
2011	02150000		9	Low income	19	15	78.9	60
2011	02150000		99	Students w/disabilities	7	3	42.9	70
2011	02150000		90	White	44	39	88.6	140
2011	02170000	02170505	5	All Students	168	168	100	10
2011	02170000	02170505	11	Female	85	85	100	20
2011	02170000	02170505	10	Male	83	83	100	30
2011	02170000	02170505	12	High needs	33	33	100	40
2011	02170000	02170505	9	Low income	16	16	100	60
2011	02170000	02170505	99	Students w/disabilities	20	20	100	70
2011	02170000	02170505	88	Asian	6	6	100	100
2011	02170000	02170505	92	Multi-race, Non-Hisp./Lat.	6	6	100	120
2011	02170000	02170505	90	White	152	152	100	140
2011	02170000		5	All Students	172	172	100	10
2011	02170000		11	Female	85	85	100	20
2011	02170000		10	Male	87	87	100	30
2011	02170000		12	High needs	37	37	100	40
2011	02170000		9	Low income	16	16	100	60
2011	02170000		99	Students w/disabilities	24	24	100	70
2011	02170000		88	Asian	6	6	100	100
2011	02170000		92	Multi-race, Non-Hisp./Lat.	6	6	100	120
2011	02170000		90	White	156	156	100	140
2011	02180000	02180505	5	All Students	172	172	100	10
2011	02180000	02180505	11	Female	87	87	100	20
2011	02180000	02180505	10	Male	85	85	100	30
2011	02180000	02180505	12	High needs	56	56	100	40
2011	02180000	02180505	9	Low income	31	31	100	60
2011	02180000	02180505	99	Students w/disabilities	33	33	100	70
2011	02180000	02180505	90	White	162	162	100	140
2011	02180000		5	All Students	173	173	100	10
2011	02180000		11	Female	88	88	100	20
2011	02180000		10	Male	85	85	100	30
2011	02180000		12	High needs	57	57	100	40
2011	02180000		9	Low income	31	31	100	60
2011	02180000		99	Students w/disabilities	34	34	100	70
2011	02180000		90	White	163	163	100	140
2011	02190000	02190505	5	All Students	158	158	100	10
2011	02190000	02190505	11	Female	83	83	100	20
2011	02190000	02190505	10	Male	75	75	100	30
2011	02190000	02190505	12	High needs	29	29	100	40
2011	02190000	02190505	99	Students w/disabilities	27	27	100	70
2011	02190000	02190505	90	White	155	155	100	140
2011	02190000		5	All Students	160	160	100	10
2011	02190000		11	Female	85	85	100	20
2011	02190000		10	Male	75	75	100	30
2011	02190000		12	High needs	31	31	100	40
2011	02190000		99	Students w/disabilities	29	29	100	70
2011	02190000		90	White	157	157	100	140
2011	02200000	02200505	5	All Students	248	248	100	10
2011	02200000	02200505	11	Female	133	133	100	20
2011	02200000	02200505	10	Male	115	115	100	30
2011	02200000	02200505	12	High needs	97	97	100	40
2011	02200000	02200505	95	ELL	6	6	100	50
2011	02200000	02200505	9	Low income	70	70	100	60
2011	02200000	02200505	99	Students w/disabilities	43	43	100	70
2011	02200000	02200505	87	Afr. Amer./Black	24	24	100	80
2011	02200000	02200505	88	Asian	8	8	100	100
2011	02200000	02200505	89	Hispanic/Latino	11	11	100	110
2011	02200000	02200505	90	White	204	204	100	140
2011	02200000		5	All Students	253	253	100	10
2011	02200000		11	Female	136	136	100	20
2011	02200000		10	Male	117	117	100	30
2011	02200000		12	High needs	102	102	100	40
2011	02200000		95	ELL	6	6	100	50
2011	02200000		9	Low income	70	70	100	60
2011	02200000		99	Students w/disabilities	48	48	100	70
2011	02200000		87	Afr. Amer./Black	24	24	100	80
2011	02200000		88	Asian	8	8	100	100
2011	02200000		89	Hispanic/Latino	11	11	100	110
2011	02200000		90	White	209	209	100	140
2011	02260000	02260505	5	All Students	117	85	72.6	10
2011	02260000	02260505	11	Female	57	44	77.2	20
2011	02260000	02260505	10	Male	60	41	68.3	30
2011	02260000	02260505	12	High needs	48	37	77.1	40
2011	02260000	02260505	9	Low income	41	31	75.6	60
2011	02260000	02260505	99	Students w/disabilities	22	19	86.4	70
2011	02260000	02260505	89	Hispanic/Latino	9	9	100	110
2011	02260000	02260505	90	White	101	69	68.3	140
2011	02260000		5	All Students	118	86	72.9	10
2011	02260000		11	Female	57	44	77.2	20
2011	02260000		10	Male	61	42	68.9	30
2011	02260000		12	High needs	49	38	77.6	40
2011	02260000		9	Low income	42	32	76.2	60
2011	02260000		99	Students w/disabilities	23	20	87	70
2011	02260000		89	Hispanic/Latino	9	9	100	110
2011	02260000		90	White	102	70	68.6	140
2011	02270000	02270505	5	All Students	85	68	80	10
2011	02270000	02270505	11	Female	48	43	89.6	20
2011	02270000	02270505	10	Male	37	25	67.6	30
2011	02270000	02270505	12	High needs	26	13	50	40
2011	02270000	02270505	9	Low income	23	12	52.2	60
2011	02270000	02270505	99	Students w/disabilities	8	2	25	70
2011	02270000	02270505	90	White	82	66	80.5	140
2011	02270000		5	All Students	90	71	78.9	10
2011	02270000		11	Female	48	43	89.6	20
2011	02270000		10	Male	42	28	66.7	30
2011	02270000		12	High needs	31	16	51.6	40
2011	02270000		9	Low income	24	13	54.2	60
2011	02270000		99	Students w/disabilities	13	5	38.5	70
2011	02270000		90	White	87	69	79.3	140
2011	02290000	02290510	5	All Students	423	305	72.1	10
2011	02290000	02290510	11	Female	223	171	76.7	20
2011	02290000	02290510	10	Male	200	134	67	30
2011	02290000	02290510	12	High needs	164	85	51.8	40
2011	02290000	02290510	95	ELL	12	5	41.7	50
2011	02290000	02290510	9	Low income	118	65	55.1	60
2011	02290000	02290510	99	Students w/disabilities	75	31	41.3	70
2011	02290000	02290510	89	Hispanic/Latino	62	40	64.5	110
2011	02290000	02290510	92	Multi-race, Non-Hisp./Lat.	13	7	53.8	120
2011	02290000	02290510	90	White	339	252	74.3	140
2011	02290000		5	All Students	430	312	72.6	10
2011	02290000		11	Female	226	174	77	20
2011	02290000		10	Male	204	138	67.6	30
2011	02290000		12	High needs	171	92	53.8	40
2011	02290000		95	ELL	12	5	41.7	50
2011	02290000		9	Low income	120	67	55.8	60
2011	02290000		99	Students w/disabilities	82	38	46.3	70
2011	02290000		89	Hispanic/Latino	64	42	65.6	110
2011	02290000		92	Multi-race, Non-Hisp./Lat.	13	7	53.8	120
2011	02290000		90	White	344	257	74.7	140
2011	02310000	02310505	5	All Students	233	233	100	10
2011	02310000	02310505	11	Female	117	117	100	20
2011	02310000	02310505	10	Male	116	116	100	30
2011	02310000	02310505	12	High needs	43	43	100	40
2011	02310000	02310505	9	Low income	28	28	100	60
2011	02310000	02310505	99	Students w/disabilities	23	23	100	70
2011	02310000	02310505	90	White	227	227	100	140
2011	02310000		5	All Students	236	236	100	10
2011	02310000		11	Female	118	118	100	20
2011	02310000		10	Male	118	118	100	30
2011	02310000		12	High needs	46	46	100	40
2011	02310000		9	Low income	29	29	100	60
2011	02310000		99	Students w/disabilities	26	26	100	70
2011	02310000		90	White	230	230	100	140
2011	02360000	02360505	5	All Students	221	176	79.6	10
2011	02360000	02360505	11	Female	107	87	81.3	20
2011	02360000	02360505	10	Male	114	89	78.1	30
2011	02360000	02360505	12	High needs	110	75	68.2	40
2011	02360000	02360505	95	ELL	11	6	54.5	50
2011	02360000	02360505	9	Low income	96	68	70.8	60
2011	02360000	02360505	99	Students w/disabilities	36	18	50	70
2011	02360000	02360505	87	Afr. Amer./Black	19	16	84.2	80
2011	02360000	02360505	88	Asian	8	5	62.5	100
2011	02360000	02360505	89	Hispanic/Latino	16	9	56.3	110
2011	02360000	02360505	90	White	176	145	82.4	140
2011	02360000	02360510	5	All Students	192	117	60.9	10
2011	02360000	02360510	11	Female	100	70	70	20
2011	02360000	02360510	10	Male	92	47	51.1	30
2011	02360000	02360510	12	High needs	106	48	45.3	40
2011	02360000	02360510	9	Low income	88	42	47.7	60
2011	02360000	02360510	99	Students w/disabilities	38	8	21.1	70
2011	02360000	02360510	87	Afr. Amer./Black	20	10	50	80
2011	02360000	02360510	89	Hispanic/Latino	9	3	33.3	110
2011	02360000	02360510	90	White	160	102	63.8	140
2011	02360000		5	All Students	413	293	70.9	10
2011	02360000		11	Female	207	157	75.8	20
2011	02360000		10	Male	206	136	66	30
2011	02360000		12	High needs	216	123	56.9	40
2011	02360000		95	ELL	14	7	50	50
2011	02360000		9	Low income	184	110	59.8	60
2011	02360000		99	Students w/disabilities	74	26	35.1	70
2011	02360000		87	Afr. Amer./Black	39	26	66.7	80
2011	02360000		88	Asian	11	7	63.6	100
2011	02360000		89	Hispanic/Latino	25	12	48	110
2011	02360000		90	White	336	247	73.5	140
2011	02390000	02390505	5	All Students	260	259	99.6	10
2011	02390000	02390505	11	Female	135	135	100	20
2011	02390000	02390505	10	Male	125	124	99.2	30
2011	02390000	02390505	12	High needs	89	88	98.9	40
2011	02390000	02390505	9	Low income	66	66	100	60
2011	02390000	02390505	99	Students w/disabilities	38	37	97.4	70
2011	02390000	02390505	87	Afr. Amer./Black	7	7	100	80
2011	02390000	02390505	89	Hispanic/Latino	6	6	100	110
2011	02390000	02390505	90	White	237	236	99.6	140
2011	02390000	02390515	5	All Students	317	247	77.9	10
2011	02390000	02390515	11	Female	159	134	84.3	20
2011	02390000	02390515	10	Male	158	113	71.5	30
2011	02390000	02390515	12	High needs	132	96	72.7	40
2011	02390000	02390515	9	Low income	98	69	70.4	60
2011	02390000	02390515	99	Students w/disabilities	60	40	66.7	70
2011	02390000	02390515	89	Hispanic/Latino	6	4	66.7	110
2011	02390000	02390515	90	White	304	237	78	140
2011	02390000		5	All Students	579	508	87.7	10
2011	02390000		11	Female	295	270	91.5	20
2011	02390000		10	Male	284	238	83.8	30
2011	02390000		12	High needs	223	186	83.4	40
2011	02390000		9	Low income	165	136	82.4	60
2011	02390000		99	Students w/disabilities	100	79	79	70
2011	02390000		87	Afr. Amer./Black	10	10	100	80
2011	02390000		89	Hispanic/Latino	12	10	83.3	110
2011	02390000		92	Multi-race, Non-Hisp./Lat.	6	6	100	120
2011	02390000		90	White	543	475	87.5	140
2011	02420000	02420020	5	All Students	16	16	100	10
