FY_CODE,DISTRICT_CODE,DIST_NAME,SCHOOL_CODE,SCHOOL_NAME,ARH_SCH_PERCENTILE,ARH_SCH_TYPE,ARH_LEVEL,ARH_LEVEL_REASON_PERF,CUMPPI_ALL,CUMPPI_HN
2012,06750000,Hamilton-Wenham,06750015,"Winthrop School",77,"Elementary School","Level 2","Not meeting gap narrowing goals",74,
2012,06750000,Hamilton-Wenham,06750310,"Miles River Middle",80,"Middle School","Level 1","Meeting gap narrowing goals",81,88
2012,06750000,Hamilton-Wenham,06750505,"Hamilton-Wenham Regional High",93,"High School","Level 1","Meeting gap narrowing goals",100,
2012,06800000,Hampden-Wilbraham,06800005,"Green Meadows Elementary",55,"Elementary School","Level 1","Meeting gap narrowing goals",76,83
2012,06800000,Hampden-Wilbraham,06800025,"Mile Tree Elementary",,"Early Elementary School","Insufficient data","Insufficient data",,
2012,06800000,Hampden-Wilbraham,06800030,"Soule Road",56,"Elementary School","Level 2","Not meeting gap narrowing goals",60,47
2012,06800000,Hampden-Wilbraham,06800050,"Stony Hill School",,"Elementary School","Level 1","Meeting gap narrowing goals",81,76
2012,06800000,Hampden-Wilbraham,06800305,"Thornton Burgess",61,"Middle School","Level 2","Not meeting gap narrowing goals",61,53
2012,06800000,Hampden-Wilbraham,06800310,"Wilbraham Middle",72,"Middle School","Level 2","Not meeting gap narrowing goals",73,56
2012,06800000,Hampden-Wilbraham,06800505,"Minnechaug Regional High",72,"High School","Level 2","Not meeting gap narrowing goals",85,72
2012,06830000,Hampshire,06830505,"Hampshire Regional High",73,"Middle-High School or K-12","Level 2","Not meeting gap narrowing goals",76,69
2012,06850000,Hawlemont,06850005,"Hawlemont Regional",34,"Elementary School","Level 2","Not meeting gap narrowing goals",71,66
2012,06900000,"King Philip",06900505,"King Philip Regional High",78,"High School","Level 1","Meeting gap narrowing goals",91,84
2012,06900000,"King Philip",06900510,"King Philip Middle School",59,"Middle School","Level 1","Meeting gap narrowing goals",76,77
2012,06950000,Lincoln-Sudbury,06950505,"Lincoln-Sudbury Regional High",82,"High School","Level 1","Meeting gap narrowing goals",97,87
2012,06980000,"Manchester Essex Regional",06980010,"Manchester Memorial Elementary",89,"Elementary School","Level 1","Meeting gap narrowing goals",97,100
2012,06980000,"Manchester Essex Regional",06980020,"Essex Elementary",63,"Elementary School","Level 2","Not meeting gap narrowing goals",62,48
2012,06980000,"Manchester Essex Regional",06980030,"Manchester Essex Regional Middle School",96,"Middle School","Level 1","Meeting gap narrowing goals",100,100
2012,06980000,"Manchester Essex Regional",06980510,"Manchester Essex Regional High School",92,"High School","Level 1","Meeting gap narrowing goals",100,
2012,07000000,"Marthas Vineyard",07000505,"Marthas Vineyard Regional High",49,"High School","Level 1","Meeting gap narrowing goals",77,81
2012,07050000,Masconomet,07050405,"Masconomet Regional Middle School",86,"Middle School","Level 2","Not meeting gap narrowing goals",88,52
2012,07050000,Masconomet,07050505,"Masconomet Regional High School",93,"High School","Level 1","Meeting gap narrowing goals",100,100
2012,07100000,Mendon-Upton,07100001,"Memorial School",60,"Elementary School","Level 2","Not meeting gap narrowing goals",49,
2012,07100000,Mendon-Upton,07100015,"Miscoe Hill School",75,"Middle School","Level 2","Not meeting gap narrowing goals",83,72
2012,07100000,Mendon-Upton,07100179,"Henry P Clough",57,"Elementary School","Level 1","Meeting gap narrowing goals",77,
2012,07100000,Mendon-Upton,07100510,"Nipmuc Regional High",89,"High School","Level 2","Low MCAS participation (Less than 95%)",99,
2012,07150000,"Mount Greylock",07150505,"Mt Greylock Regional High",81,"Middle-High School or K-12","Level 1","Meeting gap narrowing goals",88,82
2012,07170000,"Mohawk Trail",07170005,"Buckland-Shelburne Regional",32,"Elementary School","Level 2","Not meeting gap narrowing goals",70,66
2012,07170000,"Mohawk Trail",07170010,"Colrain Central",44,"Elementary School","Level 2","Not meeting gap narrowing goals",54,
2012,07170000,"Mohawk Trail",07170015,"Heath Elementary",46,"Elementary School","Level 2","Not meeting gap narrowing goals",71,
2012,07170000,"Mohawk Trail",07170020,"Sanderson Academy",70,"Elementary School","Level 2","Not meeting gap narrowing goals",63,
2012,07170000,"Mohawk Trail",07170505,"Mohawk Trail Regional High",27,"Middle-High School or K-12","Level 2","Not meeting gap narrowing goals",72,65
2012,07200000,Narragansett,07200003,"Phillipston Memorial",33,"Elementary School","Level 2","Not meeting gap narrowing goals",68,
2012,07200000,Narragansett,07200005,"Baldwinville Elementary",15,"Elementary School","Level 3","Among lowest performing 20% of schools",64,100
2012,07200000,Narragansett,07200020,"Templeton Center",,"Early Elementary School","Insufficient data","Insufficient data",,
2012,07200000,Narragansett,07200305,"Narragansett Middle",35,"Middle School","Level 2","Not meeting gap narrowing goals",48,85
2012,07200000,Narragansett,07200505,"Narragansett Regional High",54,"High School","Level 1","Meeting gap narrowing goals",87,
2012,07250000,Nashoba,07250010,"Mary Rowlandson Elementary",67,"Elementary School","Level 1","Meeting gap narrowing goals",87,78
2012,07250000,Nashoba,07250015,Pompositticut,,"Elementary School","Insufficient data","Insufficient data",,
2012,07250000,Nashoba,07250020,"Center School",80,"Elementary School","Level 1","Meeting gap narrowing goals",78,
2012,07250000,Nashoba,07250025,"Florence Sawyer School",92,"Elementary-Middle School","Level 2","Not meeting gap narrowing goals",98,56
2012,07250000,Nashoba,07250305,"Luther Burbank Middle School",81,"Middle School","Level 1","Meeting gap narrowing goals",85,89
2012,07250000,Nashoba,07250310,Hale,88,"Middle School","Level 1","Meeting gap narrowing goals",86,
2012,07250000,Nashoba,07250505,"Nashoba Regional",80,"High School","Level 2","Not meeting gap narrowing goals",83,69
2012,07280000,"New Salem-Wendell",07280015,"Swift River",72,"Elementary School","Level 1","Meeting gap narrowing goals",89,79
2012,07300000,Northboro-Southboro,07300505,"Algonquin Regional High",90,"High School","Level 2","Low MCAS participation (Less than 95%)",100,90
2012,07350000,"North Middlesex",07350002,"Squannacook Early Childhood Center",,"Early Elementary School","Insufficient data","Insufficient data",,
2012,07350000,"North Middlesex",07350005,"Spaulding Memorial",,"Elementary School","Insufficient data","Insufficient data",,
2012,07350000,"North Middlesex",07350010,"Ashby Elementary",63,"Elementary School","Level 1","Meeting gap narrowing goals",76,
2012,07350000,"North Middlesex",07350030,"Hawthorne Brook",41,"Middle School","Level 2","Not meeting gap narrowing goals",65,57
2012,07350000,"North Middlesex",07350035,"Varnum Brook",37,"Elementary School","Level 2","Not meeting gap narrowing goals",81,61
2012,07350000,"North Middlesex",07350310,"Nissitissit Middle School",66,"Middle School","Level 2","Not meeting gap narrowing goals",66,58
2012,07350000,"North Middlesex",07350505,"North Middlesex Regional",62,"High School","Level 2","Not meeting gap narrowing goals",81,72
2012,07350000,"North Middlesex",07350515,"Peter Fitzpatrick School",,,"Insufficient data","Insufficient data",,
2012,07400000,"Old Rochester",07400405,"Old Rochester Regional Jr High",63,"Middle School","Level 2","Not meeting gap narrowing goals",68,55
2012,07400000,"Old Rochester",07400505,"Old Rochester Regional High",57,"High School","Level 1","Meeting gap narrowing goals",85,
2012,07450000,Pentucket,07450005,"Elmer S Bagnall",72,"Elementary School","Level 2","Not meeting gap narrowing goals",68,87
2012,07450000,Pentucket,07450010,"Helen R Donaghue School",53,"Elementary School","Level 2","Not meeting gap narrowing goals",69,64
2012,07450000,Pentucket,07450015,"Dr John C Page School",93,"Elementary School","Level 1","Meeting gap narrowing goals",99,78
2012,07450000,Pentucket,07450020,"Dr Frederick N Sweetsir",,"Early Elementary School","Insufficient data","Insufficient data",,
2012,07450000,Pentucket,07450405,"Pentucket Regional Middle",52,"Middle School","Level 2","Not meeting gap narrowing goals",58,57
2012,07450000,Pentucket,07450505,"Pentucket Regional Sr High",78,"High School","Level 1","Meeting gap narrowing goals",95,85
2012,07500000,"Pioneer Valley",07500006,"Bernardston Elementary",35,"Elementary School","Level 2","Not meeting gap narrowing goals",64,61
2012,07500000,"Pioneer Valley",07500007,"Pearl E Rhodes Elementary",60,"Elementary School","Level 1","Meeting gap narrowing goals",97,
2012,07500000,"Pioneer Valley",07500008,"Northfield Elementary",34,"Elementary School","Level 2","Not meeting gap narrowing goals",67,69
2012,07500000,"Pioneer Valley",07500009,"Warwick Community School",28,"Elementary School","Level 2","Not meeting gap narrowing goals",54,
2012,07500000,"Pioneer Valley",07500505,"Pioneer Valley Regional",55,"Middle-High School or K-12","Level 1","Meeting gap narrowing goals",75,82
2012,07530000,Quabbin,07530005,"Hardwick Elementary",40,"Elementary School","Level 2","Not meeting gap narrowing goals",56,61
2012,07530000,Quabbin,07530010,"Hubbardston Center",53,"Elementary School","Level 2","Not meeting gap narrowing goals",91,71
2012,07530000,Quabbin,07530020,"New Braintree Grade",,"Early Elementary School","Insufficient data","Insufficient data",,
2012,07530000,Quabbin,07530025,"Oakham Center",65,"Elementary School","Level 2","Not meeting gap narrowing goals",65,63
2012,07530000,Quabbin,07530030,"Ruggles Lane",36,"Elementary School","Level 2","Not meeting gap narrowing goals",70,77
2012,07530000,Quabbin,07530405,"Quabbin Regional Middle School",62,"Middle School","Level 1","Meeting gap narrowing goals",81,81
2012,07530000,Quabbin,07530505,"Quabbin Regional High School",60,"High School","Level 2","Not meeting gap narrowing goals",77,68
2012,07550000,"Ralph C Mahar",07550505,"Ralph C Mahar Regional",26,"Middle-High School or K-12","Level 3","Very low MCAS participation (Less than 90%)",68,74
2012,07550000,"Ralph C Mahar",07550515,"Pathways Early College Innovation School",,"High School","Insufficient data","Insufficient data",,
2012,07550000,"Ralph C Mahar",07550525,"The Gateway to College",,"High School","Insufficient data","Insufficient data",,
2012,07600000,"Silver Lake",07600405,"Silver Lake Regional Middle School",61,"Middle School","Level 1","Meeting gap narrowing goals",81,90
2012,07600000,"Silver Lake",07600505,"Silver Lake Regional High",67,"High School","Level 1","Meeting gap narrowing goals",96,88
2012,07630000,"Somerset Berkley Regional School District",07630505,"Somerset Berkley Regional High School",67,"High School","Level 2","Not meeting gap narrowing goals",79,63
2012,07650000,"Southern Berkshire",07650015,Monterey,,"Early Elementary School","Insufficient data","Insufficient data",,
2012,07650000,"Southern Berkshire",07650018,"New Marlborough Central",,"Elementary School","Level 2","Not meeting gap narrowing goals",64,
2012,07650000,"Southern Berkshire",07650030,"South Egremont",,"Early Elementary School","Insufficient data","Insufficient data",,
2012,07650000,"Southern Berkshire",07650035,Undermountain,53,"Elementary School","Level 2","Not meeting gap narrowing goals",73,63
2012,07650000,"Southern Berkshire",07650505,"Mt Everett Regional",80,"Middle-High School or K-12","Level 1","Meeting gap narrowing goals",79,83
2012,07660000,Southwick-Tolland,07660010,"Woodland Elementary",49,"Elementary School","Level 2","Not meeting gap narrowing goals",66,81
2012,07660000,Southwick-Tolland,07660305,"Powder Mill",72,"Middle School","Level 2","Not meeting gap narrowing goals",73,68
2012,07660000,Southwick-Tolland,07660505,"Southwick-Tolland Regional High",49,"High School","Level 1","Meeting gap narrowing goals",85,
2012,07670000,"Spencer-E Brookfield",07670005,"Maple Street School",,"Early Elementary School","Insufficient data","Insufficient data",,
2012,07670000,"Spencer-E Brookfield",07670008,"East Brookfield Elementary",24,"Elementary School","Level 2","Not meeting gap narrowing goals",45,48
2012,07670000,"Spencer-E Brookfield",07670010,"Lake Street",,"Elementary School","Level 2","Not meeting gap narrowing goals",53,70
2012,07670000,"Spencer-E Brookfield",07670040,"Wire Village School",22,"Elementary School","Level 2","Not meeting gap narrowing goals",63,63
2012,07670000,"Spencer-E Brookfield",07670415,"Knox Trail Junior High",12,"Middle School","Level 3","Among lowest performing 20% of schools and subgroups",44,49
2012,07670000,"Spencer-E Brookfield",07670505,"David Prouty High",22,"High School","Level 1","Meeting gap narrowing goals",79,
2012,07700000,Tantasqua,07700405,"Tantasqua Regional Jr High",43,"Middle School","Level 2","Not meeting gap narrowing goals",61,75
2012,07700000,Tantasqua,07700505,"Tantasqua Regional Sr High",52,"High School","Level 2","Not meeting gap narrowing goals",79,67
2012,07700000,Tantasqua,07700605,"Tantasqua Regional Vocational",23,"High School","Level 2","Not meeting gap narrowing goals",74,
2012,07730000,Triton,07730015,"Salisbury Elementary",40,"Elementary School","Level 2","Not meeting gap narrowing goals",59,52
2012,07730000,Triton,07730020,"Newbury Elementary",88,"Elementary School","Level 2","Not meeting gap narrowing goals",86,56
2012,07730000,Triton,07730025,"Pine Grove",77,"Elementary School","Level 2","Not meeting gap narrowing goals",78,64
2012,07730000,Triton,07730405,"Triton Regional Middle School",64,"Middle School","Level 1","Meeting gap narrowing goals",85,80
2012,07730000,Triton,07730505,"Triton Regional High School",62,"High School","Level 2","Not meeting gap narrowing goals",78,73
2012,07740000,"Up-Island Regional",07740010,"Chilmark Elementary",,"Elementary School","Insufficient data","Insufficient data",,
2012,07740000,"Up-Island Regional",07740020,"West Tisbury Elementary",96,"Elementary-Middle School","Level 1","Meeting gap narrowing goals",100,100
2012,07750000,Wachusett,07750001,"Early Childhood Center",,"Early Elementary School","Insufficient data","Insufficient data",,
2012,07750000,Wachusett,07750005,"Naquag Elementary School",,"Early Elementary School","Insufficient data","Insufficient data",,
2012,07750000,Wachusett,07750018,"Davis Hill Elementary",80,"Elementary School","Level 1","Meeting gap narrowing goals",84,90
2012,07750000,Wachusett,07750020,Dawson,86,"Elementary School","Level 2","Not meeting gap narrowing goals",100,71
2012,07750000,Wachusett,07750027,"Houghton Elementary",95,"Elementary School","Level 1","Meeting gap narrowing goals",100,100
2012,07750000,Wachusett,07750032,"Leroy E.Mayo",84,"Elementary School","Level 1","Meeting gap narrowing goals",89,80
2012,07750000,Wachusett,07750040,"Paxton Center",86,"Elementary-Middle School","Level 1","Meeting gap narrowing goals",92,88
2012,07750000,Wachusett,07750045,"Thomas Prince",89,"Elementary-Middle School","Level 1","Meeting gap narrowing goals",100,84
2012,07750000,Wachusett,07750060,"Glenwood Elementary School",80,"Elementary School","Level 1","Meeting gap narrowing goals",88,93
2012,07750000,Wachusett,07750305,"Mountview Middle",79,"Middle School","Level 2","Not meeting gap narrowing goals",79,72
2012,07750000,Wachusett,07750310,"Central Tree Middle",57,"Middle School","Level 2","Not meeting gap narrowing goals",69,60
2012,07750000,Wachusett,07750315,"Chocksett Middle School",87,"Middle School","Level 1","Meeting gap narrowing goals",79,76
2012,07750000,Wachusett,07750505,"Wachusett Regional High",76,"High School","Level 2","Not meeting gap narrowing goals",83,62
2012,07780000,"Quaboag Regional",07780005,"Warren Elementary",31,"Elementary School","Level 2","Not meeting gap narrowing goals",71,61
2012,07780000,"Quaboag Regional",07780010,"West Brookfield Elementary",46,"Elementary School","Level 2","Not meeting gap narrowing goals",93,74
2012,07780000,"Quaboag Regional",07780505,"Quaboag Regional High",23,"Middle-High School or K-12","Level 2","Not meeting gap narrowing goals",76,71
2012,07800000,Whitman-Hanson,07800010,"Louise A Conley",32,"Elementary School","Level 2","Not meeting gap narrowing goals",64,69
2012,07800000,Whitman-Hanson,07800025,"Maquan Elementary",,"Early Elementary School","Insufficient data","Insufficient data",,
2012,07800000,Whitman-Hanson,07800030,"John H Duval",45,"Elementary School","Level 2","Not meeting gap narrowing goals",68,66
2012,07800000,Whitman-Hanson,07800035,"Indian Head",53,"Elementary School","Level 2","Not meeting gap narrowing goals",76,63
2012,07800000,Whitman-Hanson,07800310,"Whitman Middle",28,"Middle School","Level 2","Not meeting gap narrowing goals",53,38
2012,07800000,Whitman-Hanson,07800315,"Hanson Middle School",58,"Middle School","Level 2","Not meeting gap narrowing goals",51,48
2012,07800000,Whitman-Hanson,07800505,"Whitman Hanson Regional",46,"High School","Level 2","Low MCAS participation (Less than 95%)",81,85
2012,08010000,"Assabet Valley Regional Vocational Technical",08010605,"Assabet Valley Vocational High School",47,"High School","Level 1","Meeting gap narrowing goals",97,91
2012,08050000,"Blackstone Valley Regional Vocational Technical",08050605,"Blackstone Valley",71,"High School","Level 1","Meeting gap narrowing goals",100,94
2012,08060000,"Blue Hills Regional Vocational Technical",08060605,"Blue Hills Regional Vocational Technical",51,"High School","Level 1","Meeting gap narrowing goals",100,91
2012,08100000,"Bristol-Plymouth Regional Vocational Technical",08100605,"Bristol-Plymouth Vocational Technical",44,"High School","Level 1","Meeting gap narrowing goals",98,100
2012,08150000,"Cape Cod Regional Vocational Technical",08150605,"Cape Cod Region Vocational Technical",34,"High School","Level 1","Meeting gap narrowing goals",86,92
2012,08180000,"Franklin County Regional Vocational Technical",08180605,"Franklin County Technical",18,"High School","Level 3","Among lowest performing 20% of schools",70,63
2012,08210000,"Greater Fall River Regional Vocational Technical",08210605,"Diman Regional Vocational Technical High",40,"High School","Level 1","Meeting gap narrowing goals",100,95
2012,08230000,"Greater Lawrence Regional Vocational Technical",08230605,"Gr Lawrence Regional Vocational Technical",9,"High School","Level 3","Among lowest performing 20% of schools",81,81
2012,08250000,"Greater New Bedford Regional Vocational Technical",08250605,"Gr New Bedford Vocational Technical",25,"High School","Level 1","Meeting gap narrowing goals",89,89
2012,08280000,"Greater Lowell Regional Vocational Technical",08280605,"Gr Lowell Regional Vocational Technical",16,"High School","Level 3","Among lowest performing 20% of schools",76,78
2012,08290000,"South Middlesex Regional Vocational Technical",08290605,"Joseph P Keefe Technical High School",21,"High School","Level 2","Not meeting gap narrowing goals",75,71
2012,08300000,"Minuteman Regional Vocational Technical",08300605,"Minuteman Regional High",32,"High School","Level 1","Meeting gap narrowing goals",77,79
2012,08320000,"Montachusett Regional Vocational Technical",08320605,"Montachusett Regional Vocational Technical",52,"High School","Level 1","Meeting gap narrowing goals",85,75
2012,08510000,"Northern Berkshire Regional Vocational Technical",08510605,"Charles McCann Vocational Technical",35,"High School","Level 1","Meeting gap narrowing goals",86,78
2012,08520000,"Nashoba Valley Regional Vocational Technical",08520605,"Nashoba Valley Technical High School",39,"High School","Level 1","Meeting gap narrowing goals",89,91
2012,08530000,"Northeast Metropolitan Regional Vocational Technical",08530605,"Northeast Metro Regional Vocational",26,"High School","Level 1","Meeting gap narrowing goals",89,86
2012,08540000,"North Shore Regional Vocational Technical",08540605,"North Shore Regional Vocational",45,"High School","Level 1","Meeting gap narrowing goals",92,90
2012,08550000,"Old Colony Regional Vocational Technical",08550605,"Old Colony Regional Vocational Technical",42,"High School","Level 1","Meeting gap narrowing goals",99,86
2012,08600000,"Pathfinder Regional Vocational Technical",08600605,"Pathfinder Vocational Technical",21,"High School","Level 2","Not meeting gap narrowing goals",69,72
2012,08710000,"Shawsheen Valley Regional Vocational Technical",08710605,"Shawsheen Valley Vocational Technical High School",85,"High School","Level 1","Meeting gap narrowing goals",100,100
2012,08720000,"Southeastern Regional Vocational Technical",08720605,"Southeastern Regional Vocational Technical",16,"High School","Level 3","Among lowest performing 20% of schools",93,81
2012,08730000,"South Shore Regional Vocational Technical",08730605,"So Shore Vocational Technical High",37,"High School","Level 1","Meeting gap narrowing goals",86,81
2012,08760000,"Southern Worcester County Regional Vocational Technical",08760605,"Bay Path Regional Vocational Technical High School",44,"High School","Level 1","Meeting gap narrowing goals",90,89
2012,08780000,"Tri County Regional Vocational Technical",08780605,"Tri County Regional Vocational Technical",37,"High School","Level 1","Meeting gap narrowing goals",80,79
2012,08790000,"Upper Cape Cod Regional Vocational Technical",08790605,"Upper Cape Cod Vocational Technical",50,"High School","Level 1","Meeting gap narrowing goals",98,86
2012,08850000,"Whittier Regional Vocational Technical",08850605,"Whittier Regional Vocational",51,"High School","Level 1","Meeting gap narrowing goals",95,89
2012,09100000,"Bristol County Agricultural",09100705,"Bristol County Agricultural High",69,"High School","Level 1","Meeting gap narrowing goals",93,88
2012,09130000,"Essex Agricultural Technical",09130705,"Essex Agricultural and Technical Institute",71,"High School","Level 1","Meeting gap narrowing goals",100,96
2012,09150000,"Norfolk County Agricultural",09150705,"Norfolk County Agricultural",68,"High School","Level 1","Meeting gap narrowing goals",88,
2013,00010000,Abington,00010002,"Center Elementary School",,"Early Elementary School","Insufficient data",,,
2013,00010000,Abington,00010003,"Beaver Brook Elementary School",,"Elementary School","Insufficient data",,,
2013,00010000,Abington,00010015,"Woodsdale Elementary School",49,"Elementary School","Level 1","Meeting gap narrowing goals",81,83
2013,00010000,Abington,00010405,"Frolio Middle School",34,"Middle School","Level 2","Not meeting gap narrowing goals",56,73
2013,00010000,Abington,00010505,"Abington High",26,"High School","Level 2","Not meeting gap narrowing goals",58,54
2013,00020000,Acton,00020010,Merriam,89,"Elementary School","Level 2","Not meeting gap narrowing goals",94,59
2013,00020000,Acton,00020015,McCarthy-Towne,73,"Elementary School","Level 2","Not meeting gap narrowing goals",75,71
2013,00020000,Acton,00020020,Douglas,94,"Elementary School","Level 1","Meeting gap narrowing goals",100,77
2013,00020000,Acton,00020025,Gates,97,"Elementary School","Level 1","Meeting gap narrowing goals",100,90
2013,00020000,Acton,00020030,"Luther Conant",92,"Elementary School","Level 1","Meeting gap narrowing goals",100,78
2013,00030000,Acushnet,00030025,"Acushnet Elementary School",60,"Elementary School","Level 1","Meeting gap narrowing goals",93,91
2013,00030000,Acushnet,00030305,"Albert F Ford Middle School",55,"Middle School","Level 2","Not meeting gap narrowing goals",65,68
2013,00050000,Agawam,00050003,"Agawam Early Childhood Center",,"Early Elementary School","Insufficient data",,,
2013,00050000,Agawam,00050010,"Clifford M Granger",78,"Elementary School","Level 1","Meeting gap narrowing goals",79,78
2013,00050000,Agawam,00050020,"Benjamin J Phelps",43,"Elementary School","Level 2","Not meeting gap narrowing goals",67,78
2013,00050000,Agawam,00050025,"Robinson Park",46,"Elementary School","Level 2","Not meeting gap narrowing goals",59,47
2013,00050000,Agawam,00050030,"James Clark School",31,"Elementary School","Level 2","Not meeting gap narrowing goals",47,45
2013,00050000,Agawam,00050303,"Roberta G. Doering School",61,"Elementary-Middle School","Level 2","Not meeting gap narrowing goals",43,58
2013,00050000,Agawam,00050405,"Agawam Junior High",33,"Middle School","Level 2","Not meeting gap narrowing goals",52,57
2013,00050000,Agawam,00050505,"Agawam High",44,"High School","Level 1","Meeting gap narrowing goals",79,83
2013,00070000,Amesbury,00070005,"Amesbury Elementary",61,"Elementary School","Level 1","Meeting gap narrowing goals",88,100
2013,00070000,Amesbury,00070010,"Charles C Cashman Elementary",75,"Elementary School","Level 1","Meeting gap narrowing goals",90,78
2013,00070000,Amesbury,00070013,"Amesbury Middle",53,"Middle School","Level 2","Not meeting gap narrowing goals",60,45
2013,00070000,Amesbury,00070505,"Amesbury High",53,"High School","Level 2","Not meeting gap narrowing goals",87,73
2013,00080000,Amherst,00080009,"Crocker Farm Elementary",52,"Elementary School","Level 2","Not meeting gap narrowing goals",76,68
2013,00080000,Amherst,00080020,"Fort River Elementary",44,"Elementary School","Level 2","Not meeting gap narrowing goals",58,51
2013,00080000,Amherst,00080050,"Wildwood Elementary",66,"Elementary School","Level 2","Not meeting gap narrowing goals",76,68
2013,00090000,Andover,00090003,"Bancroft Elementary",82,"Elementary School","Level 2","Not meeting gap narrowing goals",72,45
2013,00090000,Andover,00090004,"High Plain Elementary",94,"Elementary School","Level 1","Meeting gap narrowing goals",100,82
2013,00090000,Andover,00090005,"Shawsheen School",,"Early Elementary School","Insufficient data",,,
2013,00090000,Andover,00090010,"Henry C Sanborn Elementary",94,"Elementary School","Level 1","Meeting gap narrowing goals",100,
2013,00090000,Andover,00090020,"South Elementary",95,"Elementary School","Level 1","Meeting gap narrowing goals",100,88
2013,00090000,Andover,00090025,"West Elementary",85,"Elementary School","Level 2","Not meeting gap narrowing goals",82,71
2013,00090000,Andover,00090305,"Doherty Middle",97,"Middle School","Level 1","Meeting gap narrowing goals",100,81
2013,00090000,Andover,00090310,"Andover West Middle",92,"Middle School","Level 1","Meeting gap narrowing goals",90,79
2013,00090000,Andover,00090350,"Wood Hill Middle School",83,"Middle School","Level 2","Not meeting gap narrowing goals",69,33
2013,00090000,Andover,00090505,"Andover High",88,"High School","Level 2","Low MCAS participation (Less than 95%)",97,82
2013,00100000,Arlington,00100005,"John A Bishop",92,"Elementary School","Level 1","Meeting gap narrowing goals",100,
2013,00100000,Arlington,00100010,Brackett,97,"Elementary School","Level 1","Meeting gap narrowing goals",100,79
2013,00100000,Arlington,00100025,"Cyrus E Dallin",91,"Elementary School","Level 1","Meeting gap narrowing goals",94,90
2013,00100000,Arlington,00100030,Hardy,93,"Elementary School","Level 1","Meeting gap narrowing goals",100,87
2013,00100000,Arlington,00100038,"Menotomy Preschool",,"Early Elementary School","Insufficient data",,,
2013,00100000,Arlington,00100045,Peirce,84,"Elementary School","Level 2","Not meeting gap narrowing goals",86,64
2013,00100000,Arlington,00100050,Thompson,81,"Elementary School","Level 2","Not meeting gap narrowing goals",85,71
2013,00100000,Arlington,00100055,"M Norcross Stratton",89,"Elementary School","Level 2","Not meeting gap narrowing goals",86,38
2013,00100000,Arlington,00100410,"Ottoson Middle",85,"Middle School","Level 2","Not meeting gap narrowing goals",82,66
2013,00100000,Arlington,00100505,"Arlington High",82,"High School","Level 2","Not meeting gap narrowing goals",80,70
2013,00140000,Ashland,00140005,"William Pittaway Elementary",,"Early Elementary School","Insufficient data",,,
2013,00140000,Ashland,00140010,"Henry E Warren Elementary",,"Early Elementary School","Insufficient data",,,
2013,00140000,Ashland,00140015,"David Mindess",50,"Elementary School","Level 2","Not meeting gap narrowing goals",52,45
2013,00140000,Ashland,00140405,"Ashland Middle",80,"Middle School","Level 2","Not meeting gap narrowing goals",84,74
2013,00140000,Ashland,00140505,"Ashland High",91,"High School","Level 1","Meeting gap narrowing goals",96,
2013,00160000,Attleboro,00160001,"A. Irvin Studley Elementary School",56,"Elementary School","Level 1","Meeting gap narrowing goals",89,76
2013,00160000,Attleboro,00160008,"Early Learning Center",,"Early Elementary School","Insufficient data",,,
2013,00160000,Attleboro,00160035,"Thomas E. Willett School",74,"Elementary School","Level 1","Meeting gap narrowing goals",97,100
2013,00160000,Attleboro,00160040,"Hyman Fine Elementary School",70,"Elementary School","Level 1","Meeting gap narrowing goals",89,84
2013,00160000,Attleboro,00160045,"Hill-Roberts Elementary School",62,"Elementary School","Level 2","Not meeting gap narrowing goals",58,62
2013,00160000,Attleboro,00160050,"Peter Thacher Elementary School",76,"Elementary School","Level 1","Meeting gap narrowing goals",86,76
2013,00160000,Attleboro,00160305,"Robert J. Coelho Middle School",52,"Middle School","Level 1","Meeting gap narrowing goals",85,75
2013,00160000,Attleboro,00160315,"Cyril K. Brennan Middle School",68,"Middle School","Level 1","Meeting gap narrowing goals",87,76
2013,00160000,Attleboro,00160320,"Wamsutta Middle School",57,"Middle School","Level 2","Not meeting gap narrowing goals",70,68
2013,00160000,Attleboro,00160505,"Attleboro High",30,"High School","Level 2","Not meeting gap narrowing goals",74,73
2013,00170000,Auburn,00170005,"Julia Bancroft",56,"Elementary School","Level 1","Meeting gap narrowing goals",86,92
2013,00170000,Auburn,00170010,"Bryn Mawr",,"Early Elementary School","Insufficient data",,,
2013,00170000,Auburn,00170015,Pakachoag,72,"Elementary School","Level 1","Meeting gap narrowing goals",91,91
2013,00170000,Auburn,00170025,"Mary D Stone",,"Early Elementary School","Insufficient data",,,
2013,00170000,Auburn,00170305,"Auburn Middle",55,"Middle School","Level 2","Not meeting gap narrowing goals",63,66
2013,00170000,Auburn,00170505,"Auburn Senior High",54,"High School","Level 1","Meeting gap narrowing goals",86,85
2013,00180000,Avon,00180010,"Ralph D Butler",73,"Elementary School","Level 1","Meeting gap narrowing goals",84,86
2013,00180000,Avon,00180510,"Avon Middle High School",42,"Middle-High School or K-12","Level 2","Not meeting gap narrowing goals",60,52
2013,00200000,Barnstable,00200005,"West Barnstable Elementary",,"Elementary School","Level 2","Not meeting gap narrowing goals",69,
2013,00200000,Barnstable,00200010,"Centerville Elementary",,"Elementary School","Level 2","Not meeting gap narrowing goals",65,
2013,00200000,Barnstable,00200025,"Hyannis West Elementary",,"Elementary School","Level 2","Not meeting gap narrowing goals",64,78
