FY_CODE,DISTRICT_CODE,DIST_NAME,SCHOOL_CODE,SCHOOL_NAME,ESTATUS,MSTATUS,EAAYP,ESAYP,MAAYP,MSAYP,MPRFCPI,EPRFCPI,MIMPCPI,EIMPCPI,CHOICE,SES
2009,03420000,Wilmington,03420080,"West Intermediate",,,Yes,Yes,Yes,Yes,84.4,89.4,2.1,5.8,No,No
2009,03420000,Wilmington,03420330,"Wilmington Middle School","Improvement Year 2 - Subgroups","Corrective Action - Subgroups",Yes,No,Yes,No,83.7,93.6,0.4,-0.2,No,No
2009,03420000,Wilmington,03420505,"Wilmington High",,,Yes,Yes,Yes,Yes,95.6,97.7,1.1,0.9,No,No
2009,03430000,Winchendon,03430010,"Marvin School",,,,,,,,,,,,
2009,03430000,Winchendon,03430040,Memorial,,,,,,,80,79.8,-1.4,1.3,Yes,No
2009,03430000,Winchendon,03430050,"Toy Town Elem","Restructuring Year 1","Restructuring Year 2",No,No,No,No,63.4,70.5,4.2,0.5,Yes,Yes
2009,03430000,Winchendon,03430505,"Murdock Middle/High","Improvement Year 2 - Subgroups","Improvement Year 2 - Subgroups",Yes,No,Yes,No,72.8,85.7,3.2,1.7,No,No
2009,03440000,Winchester,03440005,"Lincoln Elementary",,,Yes,Yes,Yes,Yes,95.8,95.5,3.6,2.5,No,No
2009,03440000,Winchester,03440020,"Lynch Elementary",,,Yes,Yes,Yes,Yes,93.4,93.8,-2.8,-0.8,No,No
2009,03440000,Winchester,03440025,"Vinson-Owen Elementary",,,Yes,Yes,Yes,Yes,95.5,98.4,0.2,1.4,No,No
2009,03440000,Winchester,03440040,"Muraco Elementary",,,Yes,Yes,Yes,Yes,96.3,98.4,-1.3,1.5,No,No
2009,03440000,Winchester,03440045,"Ambrose Elementary",,,Yes,No,Yes,Yes,94.4,95.1,-2,-0.5,No,No
2009,03440000,Winchester,03440305,"McCall Middle",,,Yes,No,Yes,Yes,92.9,97.1,0.5,0.2,No,No
2009,03440000,Winchester,03440505,"Winchester High School",,,Yes,Yes,Yes,Yes,97.4,98,0.5,-0.3,No,No
2009,03460000,Winthrop,03460015,"William P. Gorman/Fort Banks Elementary","Improvement Year 1",,No,No,No,No,69.5,73.5,-8.6,-3.1,Yes,No
2009,03460000,Winthrop,03460020,"Arthur T. Cummings Elementary School","Restructuring Year 1 - Subgroups","Corrective Action - Subgroups",No,No,No,No,71.1,80.3,-3,-2,No,No
2009,03460000,Winthrop,03460305,"Winthrop Middle School","Improvement Year 1 - Subgroups","Corrective Action",Yes,No,No,No,68.7,89.8,-0.4,2.1,No,No
2009,03460000,Winthrop,03460505,"Winthrop Sr High",,,Yes,Yes,Yes,Yes,92.1,95.7,1.1,1.8,No,No
2009,03470000,Woburn,03470005,"George I Clapp","Improvement Year 1",,Yes,Yes,Yes,Yes,78.3,79.3,11.5,1.4,No,No
2009,03470000,Woburn,03470015,Goodyear,,,Yes,No,Yes,Yes,88.2,87.7,4.8,0,No,No
2009,03470000,Woburn,03470020,"Daniel P Hurld",,,Yes,No,No,No,81.2,87.3,-3,0.4,No,No
2009,03470000,Woburn,03470025,Linscott-Rumford,,,Yes,Yes,Yes,Yes,87,90.1,2.5,2.2,No,No
2009,03470000,Woburn,03470040,"Clyde Reeves",,,Yes,Yes,Yes,Yes,95.1,94.9,-1.4,-1.5,No,No
2009,03470000,Woburn,03470043,Shamrock,,,Yes,Yes,No,No,78.9,92.8,0.7,4.6,No,No
2009,03470000,Woburn,03470055,"Malcolm White","Improvement Year 1",,Yes,Yes,Yes,Yes,81.7,86.4,6,3.7,Yes,No
2009,03470000,Woburn,03470060,Wyman,,,Yes,Yes,Yes,Yes,80.4,86.8,2.7,10.1,No,No
2009,03470000,Woburn,03470065,"Mary D Altavesta",,,Yes,Yes,Yes,Yes,83.5,85.6,9.3,2.4,No,No
2009,03470000,Woburn,03470405,"John F Kennedy Middle School",,"Corrective Action - Subgroups",Yes,No,No,No,71.8,91.2,-0.1,-1.2,No,No
2009,03470000,Woburn,03470410,"Daniel L Joyce Middle School",,"Improvement Year 2 - Subgroups",Yes,No,No,No,77.1,92.8,-0.8,0.1,No,No
2009,03470000,Woburn,03470505,"Woburn High",,"Improvement Year 1 - Subgroups",Yes,Yes,Yes,Yes,89.7,94.1,2.2,3.7,No,No
2009,03480000,Worcester,03480020,"Belmont Street Community","Corrective Action",,No,No,No,No,68.7,67.8,-2.4,2.4,Yes,Yes
2009,03480000,Worcester,03480026,"Wawecus Road School","Improvement Year 2 - Subgroups","Improvement Year 2 - Subgroups",Yes,Yes,Yes,No,75.3,84.2,0.8,1.3,Yes,Yes
2009,03480000,Worcester,03480030,"Woodland Academy","Restructuring Year 2","Restructuring Year 2",No,No,Yes,Yes,60.1,54.2,9.1,-5.7,Yes,Yes
2009,03480000,Worcester,03480035,"Burncoat Street","Corrective Action",,No,No,No,No,63,64.7,-9.6,-7,Yes,Yes
2009,03480000,Worcester,03480045,Canterbury,"Restructuring Year 2","Restructuring Year 1",No,No,No,No,61.2,66,-0.6,-2.4,Yes,Yes
2009,03480000,Worcester,03480050,"Chandler Elem Community","Restructuring Year 2","Restructuring Year 2",No,No,No,No,42.2,51.6,-2.8,3.8,Yes,Yes
2009,03480000,Worcester,03480052,"Chandler Magnet","Restructuring Year 2","Restructuring Year 2",No,No,No,No,50.6,60,-0.3,-3.1,Yes,Yes
2009,03480000,Worcester,03480053,"City View","Restructuring Year 1","Restructuring Year 2",No,No,Yes,No,54.7,60.3,6.7,1.1,Yes,Yes
2009,03480000,Worcester,03480055,"Clark St Community",,,No,No,Yes,Yes,88.4,88.7,-0.5,-0.9,No,No
2009,03480000,Worcester,03480060,"Columbus Park","Corrective Action","Improvement Year 2",No,No,Yes,Yes,74.2,72.2,8.9,1.7,Yes,Yes
2009,03480000,Worcester,03480090,"Flagg Street",,,Yes,Yes,No,Yes,83.1,87.7,-1.7,1.4,No,No
2009,03480000,Worcester,03480095,"Elm Park Community","Restructuring Year 1","Restructuring Year 1",No,No,No,No,53.3,57.9,2.2,2.3,Yes,Yes
2009,03480000,Worcester,03480100,"Goddard Sch/Science Tech","Restructuring Year 2","Restructuring Year 1 - Subgroups",Yes,No,No,No,61.3,66.3,-0.3,8.4,Yes,Yes
2009,03480000,Worcester,03480110,"Gates Lane","Restructuring Year 1","Improvement Year 1",No,No,No,No,69,72.4,1.4,-0.7,Yes,Yes
2009,03480000,Worcester,03480115,"Grafton Street","Restructuring Year 1 - Subgroups",,No,No,No,No,63.1,63.4,0,-0.5,Yes,Yes
2009,03480000,Worcester,03480136,"Heard Street","Improvement Year 1",,Yes,Yes,No,No,77.1,81.3,-3.3,4.8,Yes,No
2009,03480000,Worcester,03480140,"Jacob Hiatt Magnet","Restructuring Year 1 - Subgroups",,Yes,Yes,Yes,Yes,81.5,85.1,6.2,4.8,Yes,Yes
2009,03480000,Worcester,03480145,"Lake View","Improvement Year 1",,No,No,No,No,74.2,79.4,-3.5,0.8,Yes,No
2009,03480000,Worcester,03480160,"Lincoln Street","Restructuring Year 2",,No,No,Yes,Yes,56.9,60.3,5.9,2.3,Yes,Yes
2009,03480000,Worcester,03480175,"May Street","Improvement Year 2 - Subgroups",,Yes,No,Yes,Yes,80.8,80.8,5,3.1,Yes,Yes
2009,03480000,Worcester,03480177,"Francis J McGrath Elem","Improvement Year 1","Improvement Year 1",No,No,No,No,66.7,75.3,-4.3,-6.3,Yes,No
2009,03480000,Worcester,03480185,"Midland Street","Improvement Year 1",,Yes,Yes,No,Yes,81,83,-2.3,4.7,No,No
2009,03480000,Worcester,03480200,"Nelson Place","Corrective Action",,Yes,Yes,Yes,Yes,77.1,83,1.7,6.1,No,No
2009,03480000,Worcester,03480202,"Norrback Avenue","Restructuring Year 1 - Subgroups","Corrective Action",Yes,Yes,No,No,64.4,71.8,1.1,4.6,Yes,Yes
2009,03480000,Worcester,03480210,Quinsigamond,"Restructuring Year 2 - Subgroups","Restructuring Year 1",Yes,No,No,No,62.5,68.5,2.5,4.4,Yes,Yes
2009,03480000,Worcester,03480215,"Rice Square","Restructuring Year 1","Restructuring Year 1",No,No,No,No,58.4,65.4,-4,-1.5,Yes,Yes
2009,03480000,Worcester,03480220,Roosevelt,"Restructuring Year 2","Restructuring Year 2 - Subgroups",Yes,No,Yes,No,70,73.5,3.1,4.3,Yes,Yes
2009,03480000,Worcester,03480225,"Worcester Arts Magnet Sch",,,Yes,Yes,Yes,Yes,84.8,86.7,1.5,2.8,No,No
2009,03480000,Worcester,03480230,Tatnuck,"Improvement Year 2","Corrective Action - Subgroups",Yes,Yes,Yes,No,79.6,79.9,3.6,5.9,Yes,Yes
2009,03480000,Worcester,03480235,"Thorndyke Road","Improvement Year 2 - Subgroups",,Yes,No,Yes,No,83.7,86.5,1.1,1.1,Yes,Yes
2009,03480000,Worcester,03480240,"Union Hill School","Improvement Year 2","Corrective Action - Subgroups",Yes,Yes,No,No,48.4,54.3,1.9,9,Yes,Yes
2009,03480000,Worcester,03480260,"West Tatnuck",,,Yes,Yes,Yes,Yes,86.2,86.6,1.9,3.7,No,No
2009,03480000,Worcester,03480280,"Vernon Hill School","Restructuring Year 2",,No,No,No,No,71,64.4,-3,1.8,Yes,Yes
2009,03480000,Worcester,03480285,"University Pk Campus Sch",,"Improvement Year 1 - Subgroups",Yes,Yes,Yes,Yes,81.8,92.2,3.3,0.8,No,No
2009,03480000,Worcester,03480350,"Claremont Academy","Restructuring Year 2","Restructuring Year 2",Yes,No,No,No,50.4,75.4,0,0.7,No,No
2009,03480000,Worcester,03480405,"Burncoat Middle School","Restructuring Year 2 - Subgroups","Restructuring Year 2",Yes,No,Yes,No,62.4,84.6,5.1,3,No,No
2009,03480000,Worcester,03480415,"Forest Grove Middle",,"Restructuring Year 2",Yes,Yes,Yes,No,69.1,87.1,7.4,3.1,No,No
2009,03480000,Worcester,03480420,"Worcester East Middle","Restructuring Year 2 - Subgroups","Restructuring Year 2",Yes,No,No,No,52,81.1,2.6,2.9,No,No
2009,03480000,Worcester,03480423,"Sullivan Middle","Restructuring Year 2 - Subgroups","Restructuring Year 2",Yes,No,No,No,55.5,76.2,3.8,2.8,No,No
2009,03480000,Worcester,03480503,"Burncoat Senior High","Restructuring Year 2 - Subgroups","Restructuring Year 2",No,No,No,No,73.6,82.4,-2.6,-0.4,No,No
2009,03480000,Worcester,03480512,"Doherty Memorial High","Restructuring Year 2 - Subgroups","Restructuring Year 2 - Subgroups",Yes,No,Yes,No,82.4,89.8,0.8,2,No,No
2009,03480000,Worcester,03480515,"North High","Corrective Action - Subgroups","Corrective Action - Subgroups",Yes,No,Yes,No,75.1,83.3,2.6,0.8,No,No
2009,03480000,Worcester,03480520,"South High Community","Restructuring Year 2 - Subgroups","Restructuring Year 2 - Subgroups",Yes,No,Yes,No,76.2,85.4,7.6,5.4,No,No
2009,03480000,Worcester,03480605,"Worcester Technical High",,,Yes,Yes,Yes,Yes,86.9,91.6,7.6,8,No,No
2009,03500000,Wrentham,03500003,Delaney,,,Yes,Yes,Yes,Yes,92,93.4,2.9,3.9,No,No
2009,03500000,Wrentham,03500010,"Charles E Roderick","Improvement Year 1 - Subgroups",,Yes,Yes,Yes,Yes,88,93.2,1,0.9,Yes,No
2009,04060000,"Northampton-Smith Vocational Agricultural",04060705,"Smith Voc and Agr High","Improvement Year 1 - Subgroups","Improvement Year 1",No,No,No,No,76.9,80.7,1.3,0.6,Yes,No
2009,04100000,"Excel Academy Charter (District)",04100205,"Excel Academy Charter School",,,Yes,Yes,Yes,Yes,95.1,98.7,3.4,3.3,No,No
2009,04120000,"Academy Of the Pacific Rim Charter Public (District)",04120530,"Academy Of the Pacific Rim Charter Public School","Improvement Year 1 - Subgroups",,Yes,Yes,Yes,Yes,86.2,90.9,7.6,5.7,Yes,No
2009,04130000,"Four Rivers Charter Public (District)",04130505,"Four Rivers Charter Public School",,,Yes,Yes,No,No,79.1,94.9,-2.1,-0.5,No,No
2009,04140000,"Berkshire Arts and Technology Charter Public (District)",04140305,"Berkshire Arts and Technology Charter Public School","Corrective Action - Subgroups","Restructuring Year 1",Yes,No,Yes,No,63.4,85.2,13.1,14.7,Yes,Yes
2009,04150000,"Academy of Strategic Learning Charter (District)",04150505,"Academy of Strategic Learning Charter School","Improvement Year 1",,,,,,,,,,Yes,No
2009,04160000,"Boston Preparatory Charter Public (District)",04160305,"Boston Preparatory Charter Public School",,,Yes,No,Yes,Yes,88.1,89.8,3,1.2,No,No
2009,04180000,"Christa McAuliffe Regional Charter Public (District)",04180305,"Christa McAuliffe Regional Charter Public School","Improvement Year 1 - Subgroups",,Yes,Yes,Yes,Yes,75.1,89.9,6.1,3.9,Yes,No
2009,04190000,"Smith Leadership Academy Charter Public (District)",04190305,"Smith Leadership Academy Charter Public School","Corrective Action - Subgroups","Restructuring Year 1",Yes,No,No,No,62.4,79.4,1.7,2.4,Yes,Yes
2009,04200000,"Benjamin Banneker Charter Public (District)",04200205,"Benjamin Banneker Charter Public School",,"Restructuring Year 2",Yes,Yes,Yes,Yes,68.6,72,8,4.7,Yes,Yes
2009,04230000,"Barnstable Horace Mann Charter (District)",04230010,"Barnstable Horace Mann Charter School",,"Improvement Year 1 - Subgroups",,,,,83.1,91,0.4,0.3,Yes,Yes
2009,04240000,"Boston Day and Evening Academy Charter (District)",04240505,"Boston Day and Evening Academy Charter School","Improvement Year 2","Improvement Year 2",No,,No,,58.3,76.6,2.2,9,Yes,Yes
2009,04270000,"Marstons Mills East HM Charter Public (District)",04270010,"Marstons Mills East HM Charter Public School",,,No,No,Yes,Yes,85.3,87.3,-5.2,-1.8,No,No
2009,04280000,"Edward Brooke Charter (District)",04280305,"Edward Brooke Charter School",,,Yes,No,Yes,Yes,90.6,91.7,3.5,-0.1,No,No
2009,04290000,"KIPP Academy Lynn Charter (District)",04290010,"KIPP Academy Lynn Charter School",,,Yes,Yes,Yes,No,88.4,88.8,1.4,2.9,No,No
2009,04300000,"Advanced Math and Science Academy Charter (District)",04300305,"Advanced Math and Science Academy Charter School",,,Yes,Yes,Yes,Yes,93,98.1,4.2,0.9,No,No
2009,04320000,"Cape Cod Lighthouse Charter (District)",04320530,"Cape Cod Lighthouse Charter School",,,Yes,Yes,No,Yes,84.2,96.1,-0.3,2,No,No
2009,04350000,"Innovation Academy Charter (District)",04350305,"Innovation Academy Charter School",,,Yes,Yes,Yes,Yes,83,89.9,2.5,1.1,No,No
2009,04360000,"Community Charter School of Cambridge (District)",04360305,"Community Charter School of Cambridge",,,Yes,Yes,Yes,Yes,65,87.7,9.2,6.6,No,No
2009,04370000,"City On A Hill Charter Public (District)",04370505,"City On A Hill Charter Public School",,,Yes,,Yes,,97.1,98.5,11.4,5.5,No,No
2009,04380000,"Codman Academy Charter Public (District)",04380505,"Codman Academy Charter Public School",,,Yes,,Yes,,87.5,92.4,1.7,6.2,No,No
2009,04390000,"Conservatory Lab Charter (District)",04390050,"Conservatory Lab Charter School",,"Improvement Year 1",Yes,Yes,No,Yes,70.9,76.1,0.1,3,Yes,No
2009,04400000,"Community Day Charter Public (District)",04400205,"Community Day Charter Public School",,,Yes,Yes,Yes,No,90,90,0.7,4.7,No,No
2009,04410000,"Sabis International Charter (District)",04410505,"Sabis International Charter School","Corrective Action - Subgroups","Improvement Year 2 - Subgroups",Yes,Yes,Yes,Yes,80,88,6.9,4.2,Yes,Yes
2009,04440000,"Neighborhood House Charter (District)",04440205,"Neighborhood House Charter School",,,Yes,Yes,Yes,Yes,76.1,84.9,2.3,4.2,No,No
2009,04450000,"Abby Kelley Foster Charter Public (District)",04450105,"Abby Kelley Foster Charter Public School","Improvement Year 2 - Subgroups","Corrective Action - Subgroups",Yes,No,Yes,No,73.7,83.4,9,6,Yes,Yes
2009,04460000,"Foxborough Regional Charter (District)",04460550,"Foxborough Regional Charter School","Improvement Year 1 - Subgroups","Improvement Year 1 - Subgroups",Yes,No,Yes,No,77.8,88.2,1.6,1.6,Yes,No
2009,04470000,"Benjamin Franklin Classical Charter Public (District)",04470205,"Benjamin Franklin Classical Charter Public School",,,Yes,Yes,Yes,Yes,91.7,96,0.5,0.2,No,No
2009,04490000,"Boston Collegiate Charter (District)",04490305,"Boston Collegiate Charter School","Improvement Year 1 - Subgroups",,No,No,Yes,No,84.5,86.9,-1.9,-1.7,Yes,No
2009,04500000,"Hilltown Cooperative Charter  Public (District)",04500105,"Hilltown Cooperative Charter Public School",,,Yes,Yes,Yes,Yes,86.8,94.3,1.6,3.3,No,No
2009,04520000,"Health Careers Academy Charter (District)",04520505,"Health Careers Academy Charter School",,,Yes,,Yes,,87.5,95.1,7.8,-1.2,No,No
2009,04530000,"Holyoke Community Charter (District)",04530005,"Holyoke Community Charter School","Improvement Year 2 - Subgroups","Improvement Year 2 - Subgroups",Yes,Yes,Yes,Yes,65,66.5,8,4.9,Yes,Yes
2009,04540000,"Lawrence Family Development Charter (District)",04540205,"Lawrence Family Development Charter School",,,Yes,Yes,No,No,72.9,83.8,-3.2,5.7,No,No
2009,04550000,"Hill View Montessori Charter Public (District)",04550050,"Hill View Montessori Charter Public School",,,Yes,Yes,Yes,Yes,76.5,83,13.5,9.2,No,No
2009,04560000,"Lowell Community Charter Public (District)",04560050,"Lowell Community Charter Public School","Restructuring Year 1 - Subgroups","Corrective Action - Subgroups",No,No,No,No,57.1,66.6,-1.8,2.1,Yes,Yes
2009,04580000,"Lowell Middlesex Academy Charter (District)",04580505,"Lowell Middlesex Academy Charter School",,,No,,No,,76.2,86.3,,3.8,No,No
2009,04640000,"Marblehead Community Charter Public (District)",04640305,"Marblehead Community Charter Public School",,,Yes,Yes,Yes,Yes,81.5,90.2,4.3,3.5,No,No
2009,04660000,"Martha's Vineyard Charter (District)",04660550,"Martha's Vineyard Charter School",,,Yes,Yes,Yes,Yes,84.7,90.8,2.1,-1.2,No,No
2009,04680000,"Ma Academy for Math and Science",04680505,"Ma Academy for Math and Science School",,,,,,,,,,,,
2009,04690000,"MATCH Charter Public High (District)",04690505,"MATCH Charter Public High School",,,Yes,,Yes,,100,99.4,2.2,1.2,No,No
2009,04700000,"Mystic Valley Regional Charter (District)",04700105,"Mystic Valley Regional Charter School","Corrective Action - Subgroups","Corrective Action - Subgroups",Yes,No,Yes,No,82.7,89.1,4.1,2.5,No,No
2009,04710000,"New Leadership Charter (District)",04710405,"New Leadership Charter School","Restructuring Year 2 - Subgroups","Restructuring Year 2 - Subgroups",Yes,No,No,No,60.4,82,2.2,1.5,Yes,Yes
2009,04740000,"North Central Charter Essential (District)",04740505,"North Central Charter Essential School","Corrective Action - Subgroups","Restructuring Year 2",Yes,Yes,No,Yes,66,88.5,-0.9,5.7,Yes,Yes
2009,04770000,"Silver Hill Horace Mann Charter (District)",04770010,"Silver Hill Horace Mann Charter School","Restructuring Year 2","Corrective Action - Subgroups",No,No,No,No,64.1,73.4,-5.1,-1,Yes,Yes
2009,04780000,"Francis W. Parker Charter Essential (District)",04780505,"Francis W. Parker Charter Essential School",,,Yes,Yes,No,No,82.3,97.3,-1.5,1.7,No,No
2009,04790000,"Pioneer Valley Performing Arts Charter Public (District)",04790505,"Pioneer Valley Performing Arts Charter Public School",,,Yes,Yes,No,No,76.3,94,-5,-3,No,No
2009,04810000,"Boston Renaissance Charter Public (District)",04810550,"Boston Renaissance Charter  Public School","Corrective Action - Subgroups",,Yes,Yes,Yes,Yes,80.2,83.9,6.9,6.7,Yes,Yes
2009,04820000,"River Valley Charter (District)",04820050,"River Valley Charter School",,,Yes,Yes,No,No,82.3,90.8,-1.6,-2.4,No,No
2009,04830000,"Rising Tide Charter Public (District)",04830305,"Rising Tide Charter Public School",,,Yes,No,Yes,No,82,93.2,1.1,0.4,No,No
2009,04840000,"Roxbury Preparatory Charter (District)",04840505,"Roxbury Preparatory Charter School",,,Yes,Yes,Yes,Yes,90.4,92.7,0.1,-0.7,No,No
2009,04850000,"Salem Academy Charter (District)",04850485,"Salem Academy Charter School",,"Improvement Year 2",Yes,Yes,Yes,Yes,76,90.4,3.2,5,Yes,Yes
2009,04860000,"Seven Hills Charter (District)",04860105,"Seven Hills Charter School","Restructuring Year 2","Restructuring Year 2",No,No,No,No,59,70.6,0.2,0.8,Yes,Yes
2009,04870000,"Prospect Hill Academy Charter (District)",04870550,"Prospect Hill Academy Charter School","Improvement Year 1 - Subgroups",,Yes,Yes,Yes,No,78.4,88,1.9,6.8,Yes,No
2009,04880000,"South Shore Charter Public (District)",04880550,"South Shore Charter Public School","Improvement Year 1","Corrective Action - Subgroups",Yes,Yes,Yes,Yes,78.9,90.5,10,8,Yes,Yes
2009,04890000,"Sturgis Charter Public (District)",04890505,"Sturgis Charter Public School",,,Yes,Yes,Yes,Yes,97.2,99,0.5,0,No,No
2009,04900000,"Uphams Corner Charter (District)",04900305,"Uphams Corner Charter School","Corrective Action","Restructuring Year 1",No,No,No,No,48.2,69.7,8.3,-0.6,No,No
2009,04910000,"Atlantis Charter (District)",04910550,"Atlantis Charter School","Improvement Year 2 - Subgroups",,Yes,Yes,Yes,No,75.1,87.1,4.4,3.4,Yes,Yes
2009,04920000,"Martin Luther King Jr. Charter School of Excellence (District)",04920005,"Martin Luther King Jr. Charter School of Excellence","Improvement Year 1",,No,No,Yes,Yes,59.8,71.1,7.9,-7.7,Yes,No
2009,04930000,"Phoenix Charter Academy (District)",04930505,"Phoenix Charter Academy",,,Yes,,Yes,,75,78.4,22.8,15.9,No,No
2009,04940000,"Pioneer Charter School of Science (District)",04940205,"Pioneer Charter School of Science",,,Yes,Yes,Yes,Yes,76.5,92.9,13.5,2.5,No,No
2009,04960000,"Global Learning Charter Public  (District)",04960305,"Global Learning Charter Public School","Improvement Year 1 - Subgroups","Improvement Year 1",No,No,No,No,67.7,84,-1.9,-1.8,Yes,No
2009,04970000,"Pioneer Valley Chinese Immersion Charter(District)",04970205,"Pioneer Valley Chinese Immersion Charter School",,,,,,,,,,,,
2009,06000000,Acton-Boxborough,06000405,"Raymond J Grey JH",,"Improvement Year 2 - Subgroups",Yes,No,Yes,No,90.8,96.8,-1.6,-0.6,Yes,Yes
2009,06000000,Acton-Boxborough,06000505,"Acton-Boxborough Reg High",,,Yes,Yes,Yes,Yes,98.8,98.9,1.1,0.4,No,No
2009,06030000,Adams-Cheshire,06030004,"Cheshire Elementary","Improvement Year 1",,No,No,No,No,71.4,83.4,-3.6,-0.3,No,No
2009,06030000,Adams-Cheshire,06030020,"Plunkett Elementary","Corrective Action - Subgroups","Improvement Year 1",Yes,No,No,No,74,78.3,1.3,2.6,Yes,Yes
2009,06030000,Adams-Cheshire,06030305,"Adams Middle",,"Restructuring Year 2 - Subgroups",Yes,Yes,No,No,73.1,88.7,-2.8,1.7,No,No
2009,06030000,Adams-Cheshire,06030505,"Hoosac Valley High",,,Yes,Yes,Yes,Yes,87.2,96.3,0,5.8,No,No
2009,06050000,Amherst-Pelham,06050405,"Amherst Regional MS",,"Restructuring Year 2 - Subgroups",Yes,Yes,Yes,No,86.7,96,2.3,0.4,No,No
2009,06050000,Amherst-Pelham,06050505,"Amherst Regional High","Improvement Year 1 - Subgroups","Improvement Year 1 - Subgroups",Yes,No,Yes,No,93.6,96.3,-1.1,0,No,No
2009,06100000,Ashburnham-Westminster,06100005,"Westminster Elem","Improvement Year 1 - Subgroups","Improvement Year 1 - Subgroups",Yes,Yes,Yes,No,76.5,81.1,2,1.7,Yes,No
2009,06100000,Ashburnham-Westminster,06100010,"Meetinghouse School",,,Yes,Yes,No,Yes,82.3,82.5,-0.3,3.4,No,No
2009,06100000,Ashburnham-Westminster,06100025,"Briggs Elem","Improvement Year 1 - Subgroups",,Yes,Yes,Yes,Yes,82.9,85.4,3.9,4.3,Yes,No
2009,06100000,Ashburnham-Westminster,06100305,"Overlook Middle School",,"Improvement Year 1 - Subgroups",Yes,No,Yes,No,80.6,93.5,2.6,0,No,No
2009,06100000,Ashburnham-Westminster,06100505,"Oakmont Regional H S",,,Yes,Yes,Yes,Yes,96.1,96.1,1.5,1.2,No,No
2009,06150000,Athol-Royalston,06150005,"Ellen Bigelow",,,,,,,,,,,No,No
2009,06150000,Athol-Royalston,06150016,"Pleasant St",,,No,No,Yes,No,80.3,81.9,1.1,0.4,No,No
2009,06150000,Athol-Royalston,06150020,Riverbend,"Improvement Year 1 - Subgroups","Improvement Year 1",Yes,Yes,No,No,58.2,73.2,-5.5,5.9,Yes,No
2009,06150000,Athol-Royalston,06150025,"Sanders Street","Improvement Year 2",,No,,Yes,,64.1,60.9,1,0.2,Yes,Yes
2009,06150000,Athol-Royalston,06150050,"Royalston Community Sch","Improvement Year 1",,No,No,Yes,Yes,70.4,77.7,6.1,-1.1,Yes,No
2009,06150000,Athol-Royalston,06150305,"Athol-Royalston Middle School","Improvement Year 2 - Subgroups","Improvement Year 1 - Subgroups",Yes,No,Yes,No,65.7,83.6,5.8,5.9,Yes,Yes
2009,06150000,Athol-Royalston,06150505,"Athol High",,,Yes,Yes,Yes,No,87.4,94.7,-3.5,1,No,No
2009,06180000,"Berkshire Hills",06180035,"Muddy Brook Regional Elementary School","Improvement Year 1","Improvement Year 1",Yes,Yes,Yes,Yes,80.9,80.2,7.4,7.2,No,No
2009,06180000,"Berkshire Hills",06180310,"Monument Valley Regional Middle School",,"Restructuring Year 2 - Subgroups",Yes,Yes,No,No,75.4,91,1.7,0.3,Yes,Yes
2009,06180000,"Berkshire Hills",06180505,"Monument Mt Reg High",,,Yes,Yes,Yes,Yes,92,94.8,3.8,0,No,No
2009,06200000,Berlin-Boylston,06200505,"Tahanto Reg High",,,Yes,No,Yes,Yes,85.5,95.4,3.2,0.9,No,No
2009,06220000,Blackstone-Millville,06220008,"John F Kennedy Elem","Improvement Year 1",,No,No,No,No,79.9,84,-6.9,-0.7,Yes,No
2009,06220000,Blackstone-Millville,06220010,"Millville Elem",,,Yes,Yes,No,No,80.1,88.3,-1.4,4.1,No,No
2009,06220000,Blackstone-Millville,06220015,"A F Maloney","Improvement Year 2",,Yes,Yes,Yes,Yes,84.1,87.1,6.4,6.2,Yes,Yes
2009,06220000,Blackstone-Millville,06220405,"Frederick W. Hartnett Middle School","Improvement Year 2 - Subgroups","Restructuring Year 1 - Subgroups",Yes,No,Yes,No,76.5,89.5,2.1,1.8,Yes,Yes
2009,06220000,Blackstone-Millville,06220505,"Blackstone Millville RHS",,,Yes,Yes,Yes,Yes,92.3,96.5,0.5,2.7,No,No
2009,06250000,Bridgewater-Raynham,06250002,"Mitchell Elementary School",,,Yes,Yes,Yes,No,83.8,87.8,0.9,0.8,No,No
2009,06250000,Bridgewater-Raynham,06250020,"Merrill Elementary School",,,No,No,Yes,Yes,86.9,85.5,-2.9,-5.1,No,No
2009,06250000,Bridgewater-Raynham,06250050,"Laliberte Elementary School","Improvement Year 2 - Subgroups",,Yes,Yes,Yes,Yes,84.9,86.6,3,0.7,Yes,Yes
2009,06250000,Bridgewater-Raynham,06250300,"Williams Intermediate School",,"Restructuring Year 2 - Subgroups",Yes,Yes,Yes,Yes,79.3,89.3,4.5,2.8,No,No
2009,06250000,Bridgewater-Raynham,06250315,"Raynham Middle School",,"Restructuring Year 1 - Subgroups",Yes,No,No,No,77.3,90.3,-0.3,0.1,No,No
2009,06250000,Bridgewater-Raynham,06250320,"Bridgewater Middle School",,"Restructuring Year 2 - Subgroups",Yes,Yes,No,No,74,95.2,-2.4,2.1,No,No
2009,06250000,Bridgewater-Raynham,06250505,"Bridgewater-Raynham Reg","Improvement Year 1 - Subgroups","Improvement Year 1 - Subgroups",Yes,Yes,Yes,Yes,90.4,93.8,-1.2,0.6,No,No
2009,06320000,Chesterfield-Goshen,06320025,"New Hingham Regional Elem","Improvement Year 1",,No,No,No,Yes,80.3,81.8,-0.4,-1.8,Yes,No
